0,1,2,3,4,5,6,7
3.4852104,0.03229235,3.218459,-3.9766607,-0.11500499,-2.6551695,8.562391,0.49902922
2.6288533,-0.326815,-0.4627528,-1.6133057,0.46773946,-1.9488777,9.308896,1.0279831
2.4903696,0.37134042,2.5414488,-1.9988108,3.203236,-1.373645,9.19725,-8.731178
-0.6135583,4.4049196,0.05237929,-3.9922924,-1.5923206,-2.9589703,8.376229,3.4239242
1.1560187,2.0439746,1.45818,-4.1778026,-0.9569048,-1.2099545,8.807068,6.3266096
0.68839777,1.8669503,-2.5598905,-3.9954097,-1.3322223,0.089636005,8.984339,5.2371645
6.4237976,6.3530755,0.35521132,-1.2216096,12.042947,0.32661828,4.9841547,6.189957
-1.2724698,-1.6351347,-1.3578241,-6.1002445,7.019162,-1.4440429,-5.0035567,2.6798673
1.6057298,-4.3407264,-0.93843114,-4.7812557,5.8714027,-0.11259859,-4.779428,1.8334124
-1.8465589,4.8463445,-2.0987346,-2.184435,2.508575,3.9959693,6.298083,-3.5548818
0.6298193,4.894223,0.37547767,-4.2461686,3.0687842,3.9182823,4.5093637,-4.150781
2.1592152,5.2100163,-0.6347718,-1.0321399,4.9386353,4.677511,5.487094,-7.466164
9.769356,4.8172,-1.6250666,-1.024677,10.46299,0.5761643,3.3872018,6.5943646
9.204423,4.363921,0.38247356,-0.98505455,9.132523,0.6371959,6.7549524,8.503441
-0.1210855,-1.9903629,3.0091765,-0.8001295,0.92132705,-1.3993502,8.841694,4.247201
-5.6695223,-6.404033,0.98540735,0.6771775,4.8757834,0.8255306,7.907034,1.5909647
-4.616246,-7.848563,-0.55514526,-1.0596337,1.7515385,0.67014235,7.4171214,-0.65888697
-4.955128,-6.2311096,3.9613793,-0.44054624,1.8947861,0.41237774,7.855262,-0.65550673
-6.766656,-4.7080336,-0.097873315,1.3265011,0.814499,-1.117372,10.527787,0.60279924
-6.4289393,-7.58109,1.2937948,0.018332848,0.88126695,1.9360812,11.506947,1.5890105
-7.40353,-4.5992146,0.5608531,0.2753258,1.2880242,3.191217,9.099048,-0.86243516
-8.24604,-6.283459,1.5680044,-1.4041084,0.37683108,0.79106754,6.899317,2.1769972
4.546008,4.727075,-0.799889,0.39260575,5.0952992,0.31592482,4.40376,6.8052816
0.8362161,6.873985,-2.3246443,-0.780517,4.3108115,1.9217796,3.313436,9.05042
5.301631,7.9240613,-3.3777695,0.7482771,4.98052,3.9126706,3.2913997,8.339296
4.313636,8.142968,-1.7581506,-3.4216433,4.6352124,3.0919583,5.064055,6.6392922
3.1327267,3.5995955,-4.037153,-1.1822753,4.9441404,3.4178905,2.8764064,5.8083158
4.4594507,4.3363066,0.25742105,-1.5022489,3.2120342,4.3927093,2.3810902,8.201379
2.71841,2.4932215,-1.3786587,1.8289665,5.2739434,4.3224726,4.5946755,9.141213
3.6223884,3.6002307,-1.5097438,-2.9294786,7.444332,3.6947489,4.6632323,9.32459
2.6667538,6.378289,0.9364536,0.28542098,7.918392,4.7759213,3.4882362,7.8434653
4.141933,5.196744,-0.23458222,-3.687185,8.151299,6.685412,1.9403025,4.9823174
4.1198435,4.8431354,0.6636072,-0.64536345,10.158279,6.5809884,3.8881829,2.8281853
0.8509627,3.7954412,0.43452567,-1.6843302,4.9034657,3.6115088,5.4113445,6.0571218
2.1117322,5.936411,-2.4748805,-1.2627609,4.3872423,7.396884,5.297651,7.621987
3.5054305,5.650507,-0.6015069,1.7948866,3.9472878,5.4181848,4.522044,4.487854
-2.4223316,-9.369386,-0.3240405,-4.036585,3.6431782,-4.136968,3.7061398,-1.3337873
-3.5174096,-8.270242,-3.1821573,-4.799292,5.117447,-2.8982887,-0.40049145,-1.6242036
-4.998313,-8.030105,0.21104649,-2.1312368,6.4743943,-2.699884,3.1653848,-2.8161047
-5.6463127,-6.579927,-1.8419055,-2.6499197,7.8565207,-1.5137488,0.8011795,-0.83436346
