0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-0.9008807,2.9577997,-0.5646967,4.102156,-4.4702787,-6.7300487,2.5797565,-1.5068425,-4.1364675,-0.060771096,0.11697232,-0.45219892,0.2622324,-8.7959385,2.3023415,1.4030805,-4.259298,-1.2481667
-0.5493509,2.6059632,-0.78885734,5.17573,-5.554572,-8.308424,6.272677,-3.8652613,-2.8476858,0.5891686,-5.4067187,-0.12640907,0.28793785,-4.7699823,2.5014625,0.91015655,-6.1721497,-0.5827624
-1.1685404,2.1970046,0.3400327,0.5651801,-1.1117883,-1.4290651,-1.4154903,-0.66470736,-4.1954165,-0.7712377,2.9028413,-0.12911314,0.0947451,-2.0067165,2.9664044,1.7084303,-1.0253353,-2.6132882
-0.73915553,-2.5962286,0.019884432,0.81903636,-2.4032674,-3.682084,1.0408614,0.13150284,-1.6494458,0.43110326,-1.2793291,-0.19867128,-0.05617493,0.8730597,3.552664,0.2688882,1.6590493,-0.46024814
0.90292317,2.6168275,-1.2614657,5.059852,-5.459114,-7.9609733,2.4484317,-3.393827,-3.3696303,-0.63301355,-5.287254,-0.10616182,0.16762607,-3.5250163,4.581235,1.0437173,-4.3527665,1.1261028
-2.6524036,2.2713284,-1.172608,3.8210957,-3.8108795,-5.584662,1.5918009,-4.738002,-3.8687758,-1.3252666,-7.2689385,-0.18872964,-0.06611024,-3.2826054,3.274879,1.1747544,-2.7035606,-3.535621
-0.94076544,2.3044403,-2.3699868,5.210959,-5.593416,-8.214206,2.5427532,-4.8241973,-5.3931584,-1.2557969,-7.5226803,-0.05577735,0.34969804,-6.814952,3.0837185,0.6294621,-4.7559776,-1.1246692
-0.49445423,4.8086247,-0.6923331,3.5200567,-3.9209156,-5.8283405,3.0978138,-1.8093792,-10.701479,0.17313027,-2.6618378,-0.44785726,0.2857554,-5.6469846,1.4263465,2.0929496,-3.1303608,-0.5644229
-0.63442886,2.355275,-1.3025569,1.1218976,-1.4716104,-3.6920362,1.1685796,-0.5687704,-2.6152482,-1.2201117,2.1821706,-0.09680061,1.7042149,-8.386496,1.2943077,0.84071505,-2.1005192,-0.7100753
-0.7510249,4.5413537,-0.60210425,2.62046,-2.634156,-3.845953,-0.18500955,-4.940681,-8.825019,0.411944,-3.2465603,-0.035224233,0.18937247,-5.8873787,1.6737937,2.467098,-2.0981648,-0.88768196
-1.6893525,0.21705434,-0.5758199,3.44389,-4.4029117,-5.972789,1.5461309,-8.453327,0.03951314,-0.35133532,-9.374254,-0.013606516,-0.024765221,0.50350064,4.284312,0.03452559,-3.782774,-1.8824004
-1.757185,-1.8487443,0.74234915,1.4515973,-2.2285955,-1.1919271,1.0215045,-3.4665604,0.2750385,0.36174136,-2.2998297,0.006462341,-0.039815627,0.6017361,2.976853,0.13627912,0.17745715,-3.2559085
-0.66074413,2.4524083,-0.46377257,2.6683462,-3.0541265,-4.3671393,1.926808,-3.33705,-3.2279732,-0.26541644,-13.56712,-0.24376513,0.26424062,-2.8893812,1.8741226,0.99716234,-2.4292383,-0.77680147
-0.8022648,-0.08867731,-0.30804938,3.0697737,-3.2093496,-4.9264617,2.0402923,-6.758955,1.6247561,-0.06902717,-11.650143,0.055433135,0.16093268,-3.6552935,2.0099406,-0.5115469,-2.7804282,-0.9204977
-0.74768746,1.9157306,1.6029308,2.949589,-3.0589828,-4.547017,2.4138467,-4.8035264,-3.3516004,0.98004204,-9.85035,-0.008183399,-0.25270486,-4.5846434,1.7449462,0.9677549,-2.2851803,-0.78800327
-0.54261976,2.6654599,-0.64553887,2.9382496,-3.0234172,-4.7755322,3.0067754,-5.4658375,0.45386145,-0.05806404,-8.222212,-0.006926837,0.19576637,-2.842347,3.2507381,-0.2870155,-2.723811,-0.6367459
-0.3584667,2.061683,1.7008766,3.9232662,-3.0394387,-5.274123,2.2657366,-3.1109083,-2.661768,-1.8676239,-8.415051,-0.19102478,0.090428576,-1.2264378,1.731806,1.1366125,-2.5982776,-0.9494361
-0.7519982,-0.06181014,-0.38519147,3.8685794,-3.9467912,-5.374788,3.1120028,-7.964213,-1.232106,-0.023022054,-5.6741314,-0.082858264,0.26899815,-3.9829154,2.4337742,0.3234509,-3.3237588,-0.9191521
-0.85181814,-2.6280754,-0.41849443,2.8843648,-3.0797787,-4.7288656,2.147589,-7.851435,1.100264,-0.04518173,-8.039386,0.018115789,0.12135851,-2.8160615,1.9719427,-0.43289775,-2.6426444,-0.9958607
0.24568787,-0.38309592,0.626925,-2.0225925,-0.68984747,0.4420348,3.4047456,-0.6352754,-0.98751825,-3.2383604,-1.1628901,-0.027952354,0.18413311,-3.0817952,-1.7969128,0.6192485,0.123308726,0.09988421
-0.2912644,-2.459895,-0.96731263,-0.09080425,-0.3041585,0.22714992,0.060358766,-0.8584274,2.1755733,-3.4897175,-0.71546715,0.18496072,-0.029291363,-1.2205639,-1.7213796,-1.2155721,-0.34239635,0.27175683
-0.45605773,4.011149,-3.1279914,1.9932125,-2.0510223,-2.6683936,1.9687829,-5.272234,-4.500058,-3.4669085,-3.9456177,-0.09252573,0.47212273,-3.6998494,1.1582385,0.99217975,-1.5816085,-0.49517697
-0.45997295,-0.52795357,0.73367476,3.5148885,-2.9873047,-5.315108,1.8705801,-4.66988,2.0702527,1.3139589,-4.759076,-0.06855106,0.007409561,0.34809694,0.049677104,-0.66308117,-2.3870752,0.18119049
-0.7635143,0.73601276,2.8050728,5.3000298,-3.5800247,-5.3658237,0.501775,-1.9424522,0.16367546,1.0503145,-4.3921056,-0.023032023,-0.12345045,2.2801285,1.2903423,0.3924281,-2.1562319,-0.9266962
0.11984915,-1.0869666,-0.05563702,3.6031013,-1.5211887,-2.4841356,4.806069,-5.6702237,0.13055791,-0.18557888,-2.072655,0.118522435,-0.076776676,-0.2615935,0.30393726,-0.08921295,0.12139636,-0.06571922
1.0285318,-0.19469535,0.4437476,0.516064,5.847973,1.6828873,-0.40895787,1.4134046,0.3317179,-0.116016984,-1.6113971,0.049608976,-0.0027943838,0.8720216,0.22859001,-0.46143728,0.97928977,0.7935741
0.92365474,-4.2326093,0.699634,-2.634423,2.9914358,3.6838393,-1.1546386,5.037706,4.188197,-1.552242,7.65757,0.27069256,-0.1890275,4.050799,-2.5219913,-0.96436846,2.4722064,1.2798629
0.98487955,-7.914726,1.0621252,-2.6391437,2.7747204,4.098354,-0.98852736,6.676209,3.6793656,-3.298608,8.27035,0.10196118,-0.17539977,3.8911796,-3.0400622,-1.1348746,2.0950077,1.3205614
-0.98116684,-0.84670264,-1.7831787,1.9394106,-3.9863737,-3.5552993,-1.2805997,1.3536651,2.5723026,-0.3925088,1.9516183,0.042514827,0.008317489,-0.10943977,2.6708686,-0.5019314,-1.0371706,-0.6447412
-1.2134962,1.3549242,0.47201198,1.891896,-2.1036425,-3.154906,1.0746213,-2.9562097,-1.1939458,-5.356179,-6.2021513,-0.082823776,0.227785,-3.956167,4.1295986,0.629941,-1.6597848,-1.225416
-0.8737327,-0.35665545,-1.0044905,1.2503917,-2.8489642,-4.7785907,1.4310205,-7.777365,1.9473206,0.1736496,-5.908213,0.017618574,-0.07901088,1.8590287,2.4342475,-0.07625752,-2.248583,-1.022019
0.27986696,-8.474866,-0.16077721,-0.89519066,0.9746648,1.3049384,0.48571295,3.948423,2.0772307,-2.7502937,1.2648895,-0.040236674,0.111105934,1.2582753,-1.3432707,-0.64562595,0.4748471,0.36797604
-1.4903408,2.0853467,-0.42467707,3.4721084,-3.6544042,-6.7052803,7.0913835,-1.9995571,-3.266603,0.22634068,-1.9989225,-0.15304774,0.1948074,-4.195599,3.9056616,0.99567765,-3.9183683,-1.471803
-0.544364,2.578934,-1.2999996,6.951604,-7.329574,-10.4755335,4.4619637,-5.9275265,-3.1344771,-0.9963588,-9.751037,-0.10906352,0.23099598,-4.7955174,2.646091,0.98064584,-6.3267007,-0.69301903
-1.033981,4.0234723,-0.16487424,4.488108,-5.178834,-7.8112597,3.8940613,-1.9888321,-4.4960265,-0.60497946,-3.1215084,-0.17660537,0.069197215,-2.0154223,2.39832,1.4428765,-5.4051595,-1.5958718
-1.2679137,1.9615993,-0.63396674,4.252252,-3.2507448,-5.566893,2.6787412,-1.8523507,-2.6889803,-0.2543769,-2.317865,-0.5291289,0.17291369,-4.103021,3.6107218,0.7597608,-6.4864798,-0.86756593
-1.4443731,2.3127894,-0.14206606,4.836407,-4.8411,-7.705239,3.7338157,-0.4015091,-1.1151748,-0.46453753,-2.2536836,-0.08079386,0.26427042,-3.4010062,3.7010584,-0.01786738,-3.0473747,-1.4964646
-1.2597941,1.902528,-0.024157796,3.8188906,-3.99761,-8.29148,11.112704,-2.4265273,-2.6295202,0.18200864,-3.6431818,-0.10895023,0.12382132,-2.7074132,3.0601978,0.7253283,-3.4222956,-1.4454153
-0.0102349,-1.7184131,0.18329534,2.0813096,-3.05619,-3.602149,1.0360451,2.213596,-0.010620553,0.5916907,-3.3134456,-0.03959201,-0.09263088,1.6942983,-1.271622,-1.1321068,-2.3718286,-0.09995859
0.747305,0.66325086,0.38338974,0.55191797,-0.5805069,-0.2700226,-0.5799931,-1.1748257,-3.3679671,3.1263888,-1.3936285,-0.14326507,0.049567554,-0.15486178,-1.8126812,1.1467105,-0.39339808,0.607887
-1.4421467,-3.4197085,0.99164575,-0.43265513,-0.07940206,-0.946774,-1.4650894,1.1996447,3.200994,0.056639723,0.39216307,0.010268376,-0.46152574,-0.8269535,2.959724,-1.9299603,0.3743884,-0.20292093
-1.2782887,-0.25468206,0.59423214,-0.9010433,-1.5217359,-2.8953712,1.0528779,1.4531413,-0.42631412,2.7175655,0.060917422,-0.024940645,-0.20975493,3.0283387,4.167564,0.011091307,-3.6847842,-1.1024668
-3.0687354,-1.46654,-0.14134526,0.15758677,-0.8891267,-1.0968528,-0.6184525,-2.6135154,-3.5906339,0.26748556,-3.4099658,-0.08679655,0.12751138,-2.4426656,4.8124666,1.805982,-0.7484668,-0.431343
-0.114426315,-1.1451712,0.15813115,2.609462,-0.91004974,-2.0801504,1.1909604,0.34236556,-2.5478168,2.4051652,0.418696,-0.17653875,-0.024874551,1.9603236,0.018810153,-0.39101952,-4.5260515,-0.054519203
-0.26119974,2.8748343,0.09312284,5.0061626,-0.9666309,-1.5229267,4.43596,-0.3743537,-0.4804102,3.9516342,-1.3931279,0.004357075,0.04442816,-0.8212865,0.6454838,0.7494685,-0.5418845,-0.20755973
-3.0716882,2.1623812,-1.1164515,0.42874444,-0.6202572,-0.98385113,0.20993254,-6.955463,-2.4972422,-0.49304342,-4.672379,-0.15121919,0.22038122,-4.4024186,7.43766,0.8501744,-0.5677358,-3.3968356
0.16961013,-0.04120729,1.859989,0.8495415,0.33747616,-0.29782125,-3.4620914,0.8488435,-2.6733272,-0.28240156,1.2521381,-0.22282991,0.20552945,-1.5768027,-0.53639084,2.555013,-0.8774227,0.3690585
-0.40995333,0.097546935,0.12418113,0.85364014,-1.1024555,-1.962709,3.0316396,3.3582385,-0.17236617,0.16451542,1.3995147,0.00011255937,-0.021064622,0.20930275,3.940966,-0.011415574,-5.353693,-5.567711
0.13606468,2.0908709,-0.69921315,-0.42791298,3.3741362,1.8673483,-1.9353794,0.24122266,-3.290801,0.33320707,2.3383536,-0.10767401,0.115148656,-3.372162,-0.05745049,0.78047633,2.1341805,0.12016825
-0.08371552,0.4560665,-0.61288005,2.209847,3.488998,0.7191351,1.3132415,0.57508266,-2.5061576,0.14801107,0.7689456,-0.07219901,0.15904771,-3.3209128,0.33791533,0.2483981,0.78769225,-0.09166492
0.41522446,3.8950212,-1.0308387,-1.0145835,1.2775793,2.1468685,-1.2733568,3.1497712,-4.614325,-0.2228966,2.5595462,-0.16570912,0.1358985,-3.21056,-0.45560247,0.53249043,1.380955,0.3989196
-1.318697,1.9339831,-0.4652598,-0.15990928,0.5431892,1.0947098,-2.0420454,-5.7563524,-1.8698195,-0.28013718,-8.081419,-0.073907785,0.087056905,-3.6727467,3.0150547,0.8385022,1.0633249,-1.4826008
0.11625459,1.110312,-0.19269389,1.9003915,-4.5786796,-4.5026717,2.4817345,3.8343124,-1.6000499,0.027251437,-1.898349,-0.105759434,0.112990774,-2.8179038,0.89174235,0.4699959,-3.8733864,0.22905447
0.50306684,0.5227091,0.18198982,1.7196852,-1.513404,-2.4778013,-2.602833,-3.7766867,-3.6002872,0.8945111,-4.560947,-0.09151178,-0.010101941,0.36774462,-1.2385885,1.3415846,-0.14491287,1.0560926
-1.0777005,5.2648187,-1.1353782,2.685581,-2.99542,-5.1074543,3.5332375,-0.41994256,-4.0354934,0.9716292,0.5588269,-0.072102904,-0.08185173,-3.9360542,3.2695231,2.334885,-2.9935262,-1.040445
-0.48736715,2.3120966,-6.043945,1.5509485,-1.6691452,-2.7729247,3.002641,-2.6026766,-3.4788425,-1.5343846,-6.5117683,-0.050688658,-0.03174023,-3.3812997,1.2602239,0.94893193,-1.7259368,-0.58692724
-0.67955977,7.949524,-0.7612858,4.0967174,-3.5232124,-5.5156817,2.8209796,-2.0156028,-7.7264824,0.11350219,-2.6557946,-0.3150767,0.32302648,-7.2402425,1.5424224,3.7937815,-3.0069928,-0.7552057
-2.891653,-0.7078739,-0.1413899,-0.014967657,0.24181868,-0.5417233,0.2027984,-0.7556283,0.7762963,0.06149216,-1.3077844,0.041302726,-0.13739204,2.0632975,6.174008,-0.50315034,0.45831743,-0.47765607
0.61424834,0.6785805,-2.474165,-0.049851086,-0.15539809,-2.9717696,3.069604,1.8369695,1.401578,0.03361941,3.1610634,0.050997134,-0.05073525,2.1675863,-1.2134122,-0.33052287,-2.1569145,0.24458566
-0.6157038,3.3612363,0.23406748,1.8911781,-0.80826735,-1.7421818,1.4500264,-4.03369,-3.0605965,0.2032654,-6.9814997,-0.0884202,0.18372133,-5.769566,1.640331,1.1512082,-3.5666282,-0.3913095
0.9351606,0.18003657,0.052203074,-2.6093016,1.9051969,2.049189,-0.24361786,0.10568652,-0.19139397,-0.56356514,-0.5151557,-0.3328358,0.2542744,-1.5107347,-7.7351007,0.13820268,1.1337758,1.7585793
-0.44524845,-0.8353112,0.21794538,-0.2998701,-0.6033138,-4.4592295,-0.0168841,-0.16524372,2.197812,0.40306813,0.63775057,0.12875542,0.018493552,-0.39818707,1.9435065,-0.5292722,-0.44249046,-0.72182405
-1.2116652,0.9057922,0.9856235,0.059535068,0.3919387,1.2646656,0.8692359,-1.4769423,-5.0015087,-0.3765874,-1.1521186,-0.36894324,-0.03535813,-2.5513873,2.985473,1.0840594,-0.45385408,-1.2522151
-0.46784252,5.4558806,-0.47446388,1.7015876,-1.8941975,-2.793515,2.3289437,1.2688746,-7.8775544,-0.3436384,1.4058638,-0.3598227,0.43773994,-5.0614505,1.0973628,3.4749532,-1.4000871,-0.4839493
-0.5800311,5.1737623,-0.2682347,1.8213583,-2.856008,-2.9232543,2.191617,-0.56248796,-5.6618,-0.38785198,-1.8317137,-1.6978475,1.8824419,-5.086572,1.1758753,0.9573286,-1.2604523,-0.5628523
-0.35245538,5.527628,-1.0077136,1.5336512,-1.6771598,-2.459801,1.9012203,-0.87044483,-6.332805,2.9121842,-1.411792,-0.18293437,0.12605707,-4.8154764,0.40463468,2.83159,-1.4437819,-0.4845932
-0.30981383,3.9887443,-0.04978182,1.2335669,-1.4185728,-2.148548,1.1972475,-1.2699617,-9.562206,1.759931,-1.9309298,-0.43719828,0.13559885,-2.6665478,-0.19150105,4.1103706,-1.1185329,-0.35199702
0.49120367,0.2119618,2.871459,1.4028978,-1.217549,-1.3745214,-0.42028624,0.41541293,-0.14100793,6.450795,0.17539623,-0.053728573,-0.008455577,-1.0543804,-1.4257891,0.033990193,-0.77304864,1.1990136
-0.5876611,0.26741245,3.195469,0.7575212,-1.910775,-1.8885747,0.058789745,2.5819721,0.23506467,2.7558634,0.4706432,0.008901281,0.0058970163,-1.8731796,1.4035263,0.13913888,-0.6709035,-0.4760642
-0.12018449,-0.39540786,5.8845334,0.71558326,-0.9002245,-1.3208822,-0.46613112,-0.22170383,0.17984472,4.3205724,0.29509857,0.012987783,0.054062393,-0.45692202,0.4445259,-0.13897146,-1.6121527,-0.23745698
-0.2235969,-0.30949855,4.4871917,0.62872356,-0.911091,-1.3177446,-0.14128146,0.18908493,0.29686552,9.562866,0.35672897,0.024615042,-0.005313171,0.46381795,0.6737197,-0.11817588,-1.0493109,-0.39913735
-1.7364233,-0.13096657,-0.6784587,-2.5182061,2.8121283,0.18228331,-0.68962693,-1.6777917,0.94510555,0.3611696,-3.286513,-0.02972193,0.08455768,-1.794255,5.8304524,-0.17492896,0.29926416,-3.065778
-0.89986956,1.2245246,-0.48059675,-0.99617577,-4.0072904,-4.9188967,6.6328087,-1.865537,-1.4071165,-0.18262045,-4.508454,-0.071541704,0.10150085,-2.4172275,1.8113748,0.56030077,-2.5423908,-0.6781441
