0,1,2,3,4,5,6,7,8,9,10
4.513927,-0.8196627,-9.012386,5.979455,-2.1830833,-7.690913,-2.5170295,0.71268207,-0.09314907,-5.071403,3.8724947
5.297557,-2.00906,-8.219705,3.585216,-0.12165788,-9.695746,-3.0993314,1.8453201,-0.46915644,-3.9786427,5.5925913
-1.1573735,1.1408377,-1.0178095,-2.270515,-2.4713898,5.9217243,3.2693887,-1.2541642,-0.1501929,2.5416539,4.3046527
1.3213801,5.569569,5.7915235,0.07322581,-0.73692286,-1.5225344,2.1157718,0.18616948,0.034101214,-0.60995513,-8.850282
-0.80978316,6.545019,3.6095295,-4.4112344,3.6034935,-0.93283373,8.3421755,-0.5881713,1.0588331,0.6803687,1.0811692
0.6839518,0.5478559,-6.0867987,7.8589215,-2.3120296,0.5669159,2.270412,-1.6581365,0.15924239,-1.5202253,1.6535622
-2.4204795,7.2638254,9.381842,-0.7361577,2.6770895,3.047964,6.801219,-0.91136324,-3.4729857,1.8178306,-2.6024332
-5.451803,5.1641755,13.002695,-4.1043596,1.5196438,6.942832,10.081036,-1.6131121,0.05505054,2.9428706,-8.23372
-5.4720373,9.332089,11.555103,-0.037542697,0.25330183,1.7085999,5.166591,-0.4941051,-1.4097979,1.3216742,-4.194615
-5.331061,8.133038,8.548439,-2.1373143,3.2768764,3.3950331,5.3964815,1.6692629,-0.27371103,1.4668405,-3.5132875
-1.8042285,9.43396,10.096317,-1.3124759,0.49643797,5.400459,5.16019,0.5792712,-0.6933912,0.5331096,-2.7727587
-2.7203662,9.962214,9.168179,-4.4183645,1.2926155,2.858666,5.2035065,0.5758585,-3.5521753,1.5455184,-4.2397494
5.663431,9.489519,0.45154852,-1.9777848,-0.22413257,3.7380445,6.5014405,-0.19460572,-0.5096052,0.8644525,2.481502
1.7742068,1.8150631,4.1220016,2.1676712,0.881866,2.6170213,-3.2064064,1.6282904,-1.2581683,0.9455954,1.3431962
-0.1603826,-0.10111225,-0.8531883,1.5004181,-4.235978,0.07071813,6.345509,1.5257902,0.044975486,0.5038535,0.8481573
3.0926785,3.1932836,-0.8433144,0.342526,-0.63442993,-1.1081452,4.6055965,-2.255912,1.2236373,3.397755,2.2509193
-0.19645497,-0.95255715,8.681043,-0.986402,0.12749106,-3.0018733,0.00015097379,-0.2763989,3.8796902,-1.3330917,-1.6352031
-3.4458907,3.0135272,-2.8019338,0.7592343,-0.7809477,3.9559054,3.3306832,0.93600315,-0.8574924,-3.1316156,0.66392374
3.826946,4.092837,4.3685074,-2.0323246,-0.51541823,1.4065175,-0.44458514,-0.6012471,-0.34275928,-2.0815678,-2.0010805
-7.047963,-0.34488714,3.0179267,3.4098976,-0.3621138,1.6611761,0.72529745,-0.20445295,-0.116680056,4.413441,-15.209583
-1.9589483,-4.6293373,3.5413568,0.27882206,1.2745628,2.0672486,0.74468815,-2.500298,-2.405192,-2.516584,-0.08511211
-2.4594514,5.420748,-3.375449,-0.73323506,-3.6814423,-4.1869287,4.139469,0.007716895,0.777437,1.3489528,0.06864499
3.0791457,-5.5437937,-0.032558538,-0.022945091,0.056766085,1.454359,2.8968868,-1.3809159,1.1116824,3.8667533,-2.892921
3.2636867,-2.205082,-1.177606,-0.6586073,1.1491411,1.5934033,2.269579,0.74007034,1.4609452,5.264351,0.6041368
0.3001526,-5.3112254,-0.07860733,-0.99082404,0.47344497,1.8495868,3.5772314,0.14700148,4.197956,4.104418,-2.5470994
-4.4290967,-4.4482512,9.321408,-2.0708084,1.1639662,1.9610908,-3.350661,-0.464929,0.7383497,4.676357,-6.309361
-5.203161,3.5264866,1.6039821,0.63448685,-0.9039126,8.93844,2.2061489,2.423595,-0.41555685,0.86960816,-0.9849648
-0.691178,1.0116805,6.184054,2.0273345,-0.16075785,1.0736046,0.9252828,1.5365351,1.6635897,-5.7833815,1.2997898
-4.71832,4.53613,6.6007895,5.5496044,1.7459334,0.8248172,4.0433345,-0.82646394,-0.27368033,1.331458,-2.6970484
-5.234918,3.9685082,1.0864705,-1.5669793,1.0370754,1.3983084,6.360451,-0.2971493,-0.72785234,2.171604,-9.0027075
-6.1442633,3.4858513,12.606397,-6.959812,1.1345941,3.090765,2.4106185,-0.43343642,-0.35072947,3.0669882,-8.612486
-0.49143642,0.7489061,-0.97621995,-0.9244189,-3.128271,0.34502897,2.9426935,1.3966376,0.6613109,3.9308794,-1.0037177
1.0912225,4.73092,-5.369991,-5.707111,-1.0356866,3.5134952,2.1083117,0.0922523,-0.7573014,-1.3150722,1.6667688
-4.89345,-4.870539,9.185131,-0.48691496,-0.912846,1.264458,3.4480035,-0.5726302,0.31665197,2.5935202,-9.184368
-1.3649801,-0.27681246,0.11155837,4.914211,0.39615974,-4.7553205,-5.696771,0.52406573,-0.0045228996,-3.2553039,-1.262115
-1.4269956,3.2942672,-2.2419245,-2.7051816,-1.4669088,2.6913767,3.0617833,-2.694501,1.0311837,3.7270973,1.0358126
-1.1414417,-3.7831423,6.1131167,-5.652067,0.47223866,0.8901907,0.9685081,0.281935,0.6138578,-2.288128,0.1793768
-5.239617,-2.7035718,14.765661,0.9328581,0.37693214,1.0217534,1.6035416,0.019070653,0.9974355,-0.15377097,-4.085988
-4.603421,-0.60757405,11.180295,-0.8739691,-0.47436166,0.40152422,4.618935,0.07587612,-0.1031833,0.14543052,-4.2079296
-3.0856054,-1.3259825,11.875548,-0.16498475,0.28159976,-1.8416209,2.191164,0.66678345,2.3694284,2.1240873,-5.062147
-2.4617798,1.3133786,15.766471,-0.4076388,0.47351596,-1.5426992,1.4606138,0.117155425,1.5956095,2.193951,-3.7973073
5.659768,1.5328441,-0.9313493,1.1441365,3.1463916,-0.63722795,4.163101,0.10948982,-3.5603285,-1.2049574,-0.20495827
0.25935838,2.8600593,-3.292727,0.7521895,6.9314446,-0.9044134,3.4330652,0.4081112,-0.26077697,-2.6002815,0.5511416
2.1533747,1.0340801,-0.9912829,-0.50066257,4.863657,-2.3382041,4.744003,-0.16154309,-2.1734912,-1.650298,0.7742493
3.5667603,0.9580775,-0.23106228,2.5686886,4.6914864,-0.6312561,4.1278543,-0.014789326,0.53748333,-1.8249079,-0.20485838
-4.5055304,-1.2138073,0.23089007,3.5168784,-3.0861478,-2.5871336,1.1875364,-0.0033201252,0.49669906,6.069879,-0.96316224
-5.4304605,8.52277,5.2653193,-0.9244195,0.85840166,1.2439617,2.0612586,-0.47468877,-3.8473053,4.40589,-3.885234
-3.6501825,9.516956,5.3118997,0.13564752,-1.1987011,-0.20602682,3.796861,-0.18579051,0.20114084,4.3611374,-4.5133257
3.9187036,6.1434994,5.8263316,-1.8941058,-2.2409766,3.5158677,3.3520355,0.43617526,-0.15354852,1.3731254,-5.057543
0.92364544,10.434788,5.487181,-0.35595766,0.4731676,8.717469,3.1058712,-0.27970514,-0.030298287,0.31445694,-4.372539
3.2435927,-6.681079,-6.9993978,1.5047832,-0.015668662,-6.0107255,-4.4487696,0.23728368,0.19725515,-4.7756147,10.009537
-1.933064,-2.4389334,6.9153504,-4.536895,2.0729063,-0.47191396,-3.9559345,1.8444622,2.0176005,0.60189617,0.77015513
0.82483226,8.388565,-1.876669,-3.8770766,1.0857437,6.072214,2.1666255,-2.011947,-0.729553,-0.30038178,2.9618688
-6.0353436,4.8436894,12.421034,-2.0036418,6.0268407,3.2322903,3.108852,-0.30446765,0.93576556,0.6603284,-5.572694
0.39987022,-8.774358,-5.2087955,5.01861,-3.0185373,-3.5775137,-7.456922,1.8567399,1.3831035,0.14625464,0.39111423
2.621957,6.0529604,-1.8879904,-0.38738462,0.4797588,0.7286328,8.159193,-0.8080179,-0.71640193,-0.49490038,6.2089553
4.7644863,3.663354,4.0820336,0.923441,0.15136722,0.60848606,1.3585466,-0.24244687,0.42169902,1.9731334,-1.6066272
-3.446776,-7.1340466,3.5490642,-0.2031588,-0.1298538,-0.30787337,1.6103847,0.64196247,1.8529434,2.7494078,-7.4446898
-5.5138,4.126601,13.968324,-1.4522762,1.5427483,6.182198,5.739609,-3.8292844,-0.48259246,2.173304,-6.7113967
-1.6387806,-1.9592594,2.208588,-0.5735221,-2.6194186,0.089486234,0.20594734,-0.057627335,-1.746857,7.1624436,-0.11742044
0.18803908,4.0047975,4.2237225,-3.5785613,1.0703793,4.9500766,4.3221555,-0.98757327,-0.64454937,1.6103191,-10.677871
-3.5129673,6.223929,6.039436,-5.0426464,2.9907985,0.6139248,4.478134,-3.489719,0.93416584,1.2463844,1.2025902
-0.4231381,-4.254289,4.185014,-8.745544,0.10411758,3.9699152,2.0788267,-1.0606369,0.12662709,0.578862,0.45611548
-0.33832633,6.145642,3.9649532,-4.082257,-3.302055,0.15642437,3.3801422,3.116504,-0.8818573,0.048179273,-4.387157
1.2865503,6.513287,4.565171,-2.556239,-3.553046,0.922511,3.2002177,0.21578452,1.363966,-1.5089058,-5.100716
-2.2823737,5.8799057,5.7259846,-3.8271015,-0.56950253,-0.62433124,2.5878632,1.690881,-4.24051,1.5408562,-3.9525664
-2.9714634,11.422505,8.121719,-2.0549095,0.35741997,2.7896538,7.1776285,-0.28330004,-3.449164,1.0452316,0.09427184
-4.6218314,6.1964583,2.6965253,0.43189412,0.6500127,2.3554242,-0.5608384,2.4500473,2.1444163,2.2831879,-5.2484965
-3.6703925,11.610683,-1.9531506,-2.7553918,0.77669585,4.355595,3.9308903,-1.5944768,0.078151464,-0.7039167,-1.6053576
-3.0851884,3.8470173,6.6605053,-1.491868,-1.765503,0.8483921,4.5192194,-2.5552037,-0.3637631,0.71294075,-6.568332
1.4546044,-0.93891203,-0.32579586,-3.2209456,2.0364838,3.0905383,7.980563,1.1686126,1.3719705,0.8778414,-2.7039587
1.0589014,-5.242962,-0.834795,0.91096914,0.556682,-3.8649406,-7.2523355,3.3135636,2.6697562,-2.3914618,1.9490967
-1.139392,6.90978,-1.616636,-2.5067997,1.5781398,1.7596546,3.8345833,-0.37293154,1.1105515,2.6328633,-3.9487321
-4.5573997,6.9619117,-3.5294015,-0.3446438,2.1588442,1.679141,3.5365486,-0.16016522,-0.32811722,1.098043,-3.2582805
-1.2739903,6.0039897,-5.5724626,-0.84046715,1.0121603,1.8324332,3.3975568,-0.47068867,0.14348857,1.0472783,-5.7434015
0.92506415,-1.5273156,-1.5339966,2.569493,-4.765206,-0.5412822,-5.7457094,-1.170331,-2.2226071,-1.8222972,3.9821565
-0.18297471,-10.108122,-1.9821024,5.267413,-2.675435,2.8823519,-6.804065,0.501281,0.62204695,-0.7036239,2.2163925
-2.5137713,-10.249244,-1.2257999,4.670669,-1.1137056,-1.0254947,-4.9823675,-0.25938112,-0.31053168,-0.9288263,2.3763294
-5.9757447,-0.10382794,3.9092443,-3.472967,0.011294905,-0.08180166,0.18216646,-1.4232155,2.6142461,3.7729,-2.3286161
-0.23347929,8.402151,1.2990125,-0.52973473,0.1731866,5.2744594,-1.0227764,0.92762077,1.6015369,5.496069,-1.9031452
4.711977,9.544282,1.8791232,0.60501784,1.4086968,0.6447074,2.6153023,-1.7193425,-1.267552,0.10381868,0.32380688
7.454511,7.5308166,1.4921129,-0.2092276,-0.06705221,0.5732221,3.6121707,-0.1840023,0.18427129,-1.2470164,-0.66337156
-4.6104712,3.0286286,1.4235463,-3.5089405,1.7185969,-1.6237806,1.6717234,2.46036,-0.36855176,4.7537494,-6.4273844
1.1273293,-8.609555,-3.9625933,3.2354388,-2.7478817,-1.0610874,-0.54574573,-1.203663,-2.888764,-0.56877947,2.4017394
-5.067286,-3.447121,4.0252004,1.493083,2.170009,4.317055,1.1997633,2.4238744,-0.11607249,-0.65014046,-3.3087804
-8.548495,-4.4976425,3.7114856,0.66459745,1.0531301,2.5843327,1.6132568,0.00022470811,0.21243514,-0.1690317,-1.4565518
0.0048661465,-1.9814539,-4.710009,-0.066227175,0.50911224,3.564313,1.9531226,0.25426084,1.1391842,-3.068463,-2.774163
0.44507357,-2.2017975,-4.802591,-2.0247576,-1.6484497,2.1182854,1.303267,-0.7565131,2.3836017,-0.070748836,-3.663915
-2.9026499,12.681509,4.6392317,2.253959,-0.53561455,7.967961,7.314757,-0.77100694,-1.970245,1.1388382,-2.4132295
-1.415773,9.966781,4.3793383,2.6169982,1.0985053,6.1232314,8.26668,0.023563877,-1.5076609,3.4457226,-2.5688424
0.6368225,-1.1019303,-0.27185932,-0.2501039,-0.18616863,-5.1749706,8.366722,0.28221372,0.42689273,-0.28212848,1.2669667
-2.2388334,-11.863395,-0.8348972,0.8622116,0.24596412,-3.3381298,-4.0683064,0.40002847,0.4950991,3.8835812,-1.4880425
-5.3056192,8.209045,2.0882328,-0.392796,0.81671053,8.267016,7.260997,-2.0499425,-1.6007814,0.7314394,-3.2245157
-4.2091365,9.582853,4.8108172,-1.0038364,0.011012385,5.0746365,3.2029388,-0.17368096,-0.13869898,4.6696467,-3.083234
-8.057795,3.833149,8.603523,-1.3775237,-0.871885,2.1046028,1.2551992,-0.15386757,-0.58440447,0.2131,-10.572634
-0.87837076,4.3776255,1.0659173,2.7658172,-0.9584302,4.701294,3.0953515,-5.237004,-2.2904463,-0.15594588,1.343231
3.0167773,2.8848987,2.8212006,-3.411935,-0.17734048,-1.4283006,1.5948262,0.59119487,0.07812788,1.7114828,-3.3715372
1.6493055,3.129149,4.2291417,-0.72162026,-0.03928966,-1.0562634,1.2471441,-3.3895264,-0.14930667,0.14385402,-1.7067522
-3.0257876,-5.5104527,3.5419707,-0.25592092,-0.012567523,-0.3156027,0.20409769,-0.20622842,0.8646169,4.0444603,-11.644601
-4.7639756,-5.054661,2.3956401,-1.3486891,-0.67548126,0.06410197,-5.331113,0.019582408,-1.0958426,-0.407674,-5.035611
-2.8491027,4.7137074,3.2135475,0.13085222,-4.169617,-2.0575562,2.3407583,-0.08281231,0.8482348,1.1401807,-8.930818
-3.929772,8.61076,7.633089,-0.048764657,-0.9371405,0.6745631,1.4626741,0.070044175,-0.1273876,1.365125,1.7519366
-1.9581546,12.324504,5.0116324,-0.9325694,0.6157294,6.758922,2.9640634,0.121337704,-0.5922852,-1.4427238,-5.7282877
-4.075444,-3.4483702,1.0804905,-3.3808162,1.3715881,-1.0036731,0.25856295,0.6251322,0.03698019,-2.4865928,-3.1970186
-0.88435584,4.3677053,-8.440723,-0.103301235,-2.9768145,0.18251134,0.43709144,0.5856645,-0.95079935,-1.4425689,2.244405
-4.5452375,3.7889574,2.8488832,1.0155928,3.468122,4.732548,1.1678739,-0.33340758,-0.29047015,4.8501086,-1.4526707
-6.019169,3.0664036,3.9992228,-0.29587087,3.0158906,1.7440934,1.6744388,-0.32955647,-0.54070836,6.3452644,1.525341
-0.69123673,11.667728,3.4205291,1.6074789,-1.3470762,0.78113073,8.203265,-0.587789,-0.9103294,0.5435435,2.8843572
-5.260342,-1.7199965,7.005456,-1.4507935,-0.18247156,2.7527049,3.7939913,0.25228134,-2.3417735,1.2212061,-8.869279
-3.7663016,4.916238,3.7928908,-2.386455,2.5508807,2.0656705,5.93037,-2.251196,1.2063236,3.302919,-1.8237305
-6.10646,6.274084,10.577202,-3.77334,0.40916333,6.893515,7.00206,-1.7399768,-3.2168279,1.7583405,-4.881766
-4.3763204,2.704657,13.177813,-3.6033254,3.5913415,2.5815885,3.7091775,-0.072000116,-0.8021351,2.4443517,-9.713612
-1.8159152,3.4358182,13.9918165,-6.0419745,-0.24192318,1.8053664,4.138549,0.7238486,-1.3353719,0.637361,-4.044364
-2.2205276,4.9218235,-5.7242317,-0.8264114,0.47596446,1.9410701,9.43745,-0.6823698,-0.30985004,0.7196458,-1.9399062
-2.6411533,4.930609,0.8601396,-1.4394143,0.808108,2.0440886,7.350561,-0.30162495,2.8543143,-3.7353263,1.0361001
0.8094803,4.7622113,1.5354037,-2.762078,-1.7711543,2.4362314,7.3994813,-1.7790262,3.4092295,1.3285064,1.9156444
0.049745508,4.2143364,0.9716658,-2.1886,-2.9043286,2.1447155,7.165403,-3.2774503,-0.29213932,-0.89321584,0.8386938
0.6310862,2.5289962,5.0165114,-1.6351919,-0.7986062,0.6977423,8.334029,-3.0843563,0.23985179,1.9025663,2.6754124
-0.3093313,3.204317,3.1209197,-3.2288957,-1.8101704,1.4029651,6.1979365,-0.3710906,-1.3902411,1.7834481,4.4652963
-0.746871,3.3119626,2.4919171,-5.0044975,-0.36513594,1.6148492,9.62926,-3.0991242,-0.22024322,0.5981188,4.364047
-0.8825057,2.501655,3.648365,-2.7149706,-0.91273606,1.2988117,10.257278,0.9340268,1.0163151,0.9010908,3.5911062
-0.707174,1.9561163,3.2649605,-2.5245383,-0.6488857,1.6610792,9.907358,-0.74019974,-3.8741958,0.6506024,0.8194752
-0.10533696,3.2633333,2.3174124,-0.47937372,0.043868706,2.7294195,10.422474,1.005088,-2.4134185,-2.4341455,-1.6413358
2.2728744,2.9343822,-1.0620604,0.04358189,2.9832838,2.5631511,-6.653904,0.014900801,-0.96485156,-0.9815888,0.93340486
4.8906536,1.2897787,-0.63770777,0.19767903,-0.45523617,4.3851285,-6.3402915,0.29801884,-0.51526415,-1.5658286,0.931651
5.6024656,3.090664,-1.6966189,0.14375669,0.9964367,2.1586297,-3.898317,2.8373373,-0.88422745,-0.1665954,2.2846704
3.2821836,1.1309717,-0.9759999,-3.353654,0.695004,3.0695715,-3.9472032,3.1856387,-0.29554266,-1.320728,1.4950477
1.0145624,1.3731437,-1.3955635,0.0069612395,-0.11073692,3.2735748,-2.8486235,4.0967975,-2.200628,-1.2042627,2.9369266
-2.2018857,5.109347,-2.7415318,-2.392102,-0.55831695,1.8320847,8.008514,-0.8983216,0.7714516,-2.9406328,-1.4285843
-0.65112066,6.6524825,-1.751071,-0.8475362,0.9320703,1.5414178,9.675996,-0.453652,2.5980768,-0.06479184,-1.3336774
