0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
-0.19451964,-1.3166817,-0.24510168,-4.9214168,0.106195815,2.2942243,0.09089413,-4.3493104,0.9193257,-6.6885886,3.1775894,-10.500186,-1.4105316,2.6549826,2.4044333,-0.37704954,1.2127768,1.1985161,1.8077554,-2.3864703,3.6597102,-0.2881785
-0.120466724,0.33105546,-0.11592519,-0.46835974,0.0020670157,1.9415164,-0.09333854,-0.58836275,-5.217695,-1.6659698,1.0038947,-2.0588274,1.6952486,-0.053808898,0.5851308,-0.14254916,0.21910231,0.22243154,-0.044293284,0.037196364,0.3382194,-0.04415471
-0.07971749,-4.726429,-0.11089823,-1.3970209,0.020290922,1.3485106,-0.002501791,5.632261,7.1118593,1.2920946,0.4855035,-3.0969224,-0.017771767,3.5267675,-2.2039096,-0.10565331,0.1773312,0.22808954,-0.46164587,-0.045762837,0.9501207,-0.03831725
-0.23286065,-1.9834878,-0.19666791,-3.3432693,0.025348995,1.851543,-0.0048679775,2.4433937,7.13489,-1.037815,0.9695202,-3.5615568,-0.052969243,6.0734634,1.1488329,-0.33864465,0.45810196,0.2919945,0.34717795,0.999236,1.0920993,-0.06722931
-0.0750675,-1.3211938,-0.2337854,-4.086392,-0.009946571,2.8811135,0.014141903,-4.9385614,0.6407325,-0.6437113,1.9785657,-0.4607498,-0.025117602,0.65183294,0.39285308,-0.3250204,0.6180248,0.072901465,0.49838087,0.642507,0.1363448,0.04744141
-0.13231242,-1.302634,0.4850785,-2.4084287,0.05852943,-1.3229033,0.019507317,-0.89781606,2.3188336,-2.6559923,2.0766866,-8.500783,0.7295969,4.814975,1.0026613,-0.020000463,0.5162484,0.93744516,0.924326,0.74397457,2.4911563,-0.25550094
0.028334009,-0.87465394,-0.057046145,-0.49399126,0.019928984,-0.0016242955,0.015687104,-10.60832,0.24882855,-0.8560718,2.2932515,-1.7500412,-0.76550585,-2.4595668,3.8944433,0.026741937,0.39631134,0.60240364,1.6522775,-0.68382645,-0.7141981,-0.13462454
-0.010753232,-0.2849457,-0.0053838026,-0.5740032,-0.0060871243,0.051874947,0.17869768,-8.419762,0.40831083,-2.1863565,-1.7001603,1.9811578,0.11117989,0.6464782,3.6905816,-0.05089574,-0.27695176,0.05700781,0.62789536,-0.1451358,-0.31306493,-0.12088687
0.06739631,-0.16597314,-0.013234098,-0.58031976,0.003236074,0.03609628,-0.030711213,-5.0990715,0.3840606,-3.593729,-1.9057654,0.11389227,-1.0347055,0.39548808,4.7760305,0.018663587,0.06446188,0.12537897,3.0457249,-1.5515926,-1.1111062,0.09544917
0.031574693,-1.3673544,-0.060153417,-0.62061363,0.027801773,-0.297602,0.042553775,-7.081305,0.14347453,-0.97884166,3.7114983,-2.1991613,-0.71080965,-2.2553127,0.77317435,0.04001465,0.26394212,0.85973686,0.962627,-0.8066204,-1.2645915,-0.20306996
-0.08590803,-1.1351936,-0.10945944,-1.4960483,0.047185965,1.6082829,0.025674097,-11.579512,0.63920224,-2.4405417,1.5276294,-5.1915326,-2.863534,1.949044,2.128749,-0.11558683,0.78337026,0.3341044,0.7306181,-0.5592505,1.4279212,-0.13449675
-0.029749198,-2.6125553,-0.11500392,-1.4313442,0.07055594,1.153914,-0.011902451,-8.562802,1.8429577,-3.4415236,1.4152145,-4.490638,3.3628056,2.18475,1.487621,-0.17318727,1.121123,0.36038318,1.0436187,-1.0208194,1.1457113,-0.2423202
-0.14627686,-1.2916936,-0.17055878,-1.4592111,0.014563274,1.5018226,0.029505813,-12.218113,1.0964551,-3.1743205,1.4418982,-4.6477423,1.5672055,2.7721481,3.2306843,-0.10789898,0.49494883,0.27577093,0.14223011,-1.0256505,1.3112285,0.0021565524
-0.059785526,-1.6185575,-0.10901191,-1.2971697,0.19121219,1.4591763,-0.062464345,-8.710748,-0.48009172,-3.1594949,0.68501186,-4.4138827,-0.1226426,2.0091393,2.2651827,-0.19344264,2.909785,0.3373357,0.66657364,-0.63457507,1.1166373,-0.8274996
-0.121110655,-0.35675126,-0.10866444,-1.027671,0.064058244,1.0724378,0.036803965,-6.837836,0.3321479,-0.92267984,2.651916,-5.456601,-3.4193566,1.0860239,2.0282662,-0.11060568,1.2238436,0.46646434,1.2175492,-1.0243077,1.6253421,-0.20177408
-0.055286128,-3.0105565,-0.09563147,-1.4251363,0.035104197,1.1128321,0.03393437,-13.797083,3.8980343,-2.560268,1.7509214,-4.102944,-0.81027293,1.9828651,1.1747303,-0.11225495,0.543816,0.33350438,1.0686302,-1.1091788,1.1521647,-0.08900422
-0.07563228,0.009804608,-0.091184504,-1.4772569,0.03433679,1.0513917,0.058232788,-7.0203724,0.040513095,-1.2353745,2.7816145,-5.165171,-8.012066,1.0918963,1.332756,-0.10311821,0.8465517,0.3599891,1.4096137,-1.0915732,1.5782105,-0.1372921
-0.019580465,-2.9516184,-0.09691775,-1.5756426,-0.07427793,0.535191,0.044881914,-9.013293,4.1301093,-2.6350684,1.382154,-3.470705,-1.3648405,1.838846,1.4500972,-0.1351725,0.55827624,0.29452604,1.029229,-1.1752716,1.085167,-0.077520154
-0.06614176,-0.3286958,-0.08633827,-1.1251312,0.05041271,1.1007695,0.057712223,-8.61571,0.44683114,2.0710423,2.27259,-5.289536,-0.32764342,1.4717578,1.940316,-0.117233895,1.3651236,0.44953004,1.7078152,-1.4143558,1.395803,-0.12964952
-0.05770796,-4.7253003,-0.09971903,-1.4408898,0.041245133,1.1939739,0.027486632,-10.14413,8.168524,-2.8798244,1.1991335,-3.829844,-0.40794855,2.0085952,0.9690007,-0.108101524,0.56200236,0.31301898,0.88042563,-1.0942189,1.1426367,-0.07207424
-0.09912778,-1.8015593,-0.18954259,-2.3468294,0.14990778,1.0678983,0.020052684,-2.2810323,1.235953,-2.8192563,1.6732818,-11.743867,0.42249718,3.6332645,1.2330391,-0.15291348,0.61866623,0.7912774,0.9202871,1.9925354,2.4281585,-0.40186626
-0.1540456,-1.8433182,-0.18582776,0.07292684,-0.017224604,-0.6513952,-0.0034728483,0.2747772,3.0518804,-0.79114664,0.115756266,0.34196076,-0.08415838,2.527098,3.5960062,-0.12994912,0.056358915,0.07256677,-0.015365028,-0.30172098,0.33811945,0.18017901
-0.06476844,0.2779483,-0.080573745,-1.2818478,0.070690654,0.88028884,0.059391882,-1.3113425,-0.3103607,-4.970572,5.465345,-3.459855,-2.2245116,1.8510529,1.8542438,-0.075039,0.51630914,0.28786603,-0.44730288,-2.7975128,0.9406125,0.23842126
-0.043309685,-2.4652112,-0.007574732,-4.860228,0.00045228467,-1.2852201,0.009404486,1.2878562,0.1831283,0.17369822,0.040243976,-1.2379639,-0.12207082,2.4438891,0.82901514,0.047247898,0.07127631,0.11967589,0.36174878,0.04083468,-1.6233568,0.0032264418
-0.14718346,0.65514654,-0.48767015,-2.5729992,1.1152223,0.6659948,0.009607653,2.1840234,0.22110204,-3.2488356,4.133312,-4.2748394,-0.42852253,1.2041259,1.3197767,-0.23343904,3.1447134,1.1783899,0.41321325,-0.36925855,1.3029071,-1.8485938
-0.06490822,-2.3148708,0.00035113338,-1.084292,0.018028347,0.84830123,0.019250507,-6.309349,3.4205165,-0.07679483,-0.34918833,-3.0101454,-0.0038772367,4.686855,0.9109275,-0.11693869,0.33795998,0.23132442,-1.7699912,-0.29770333,0.46791932,-0.23879042
0.045330346,1.8244638,0.08050223,0.29692832,0.020687658,-0.054485224,0.035823546,4.886653,0.8326807,-4.6366324,4.981563,-2.1228588,-0.7376747,-2.1713452,0.44338787,-0.016230447,0.43291113,0.118976176,0.38972765,-1.2862213,0.45257646,-0.07692667
-0.23440047,-0.8955672,-0.126596,0.025723496,-0.0012393921,0.6166865,-0.07460927,-0.64286995,0.91196114,-2.2118573,-0.0073027886,0.15743221,-0.81593657,-5.491467,0.0815127,-0.2687588,0.025798062,-0.02643422,0.69657606,-1.4410286,0.19798467,-0.013753725
-0.05339348,-0.80216676,0.036655128,0.28997236,0.025701627,0.42791447,-0.20572239,-2.5431793,0.14382929,-4.384029,1.7943945,-3.1321845,-3.6875315,-4.186394,0.55572575,0.10655785,0.47751078,0.22922969,0.8007333,-1.7587687,0.7836205,-0.03933433
-0.021931052,-0.72510576,-0.0908242,-1.4768685,0.01441614,0.839772,0.061179314,-9.997105,0.8068721,-3.3117335,-0.4042631,-2.318941,-1.4032142,1.0173354,-1.2354156,-0.11546883,-0.1504369,0.1740156,3.548517,-0.76768184,0.58507496,-0.19528331
0.052419744,-0.352441,-0.08779044,-1.2094703,0.024481898,1.6002564,-0.01084628,-2.1306746,0.41578162,-3.8467548,-2.4628403,-2.0962064,-0.4413392,3.9625795,0.060055815,-0.07289797,-1.5850642,0.23499411,1.3513545,-2.4694512,0.54051435,0.3518093
-0.05991795,-1.7410309,-0.10123574,-2.3021364,0.042709596,1.3627602,0.1159448,-4.610857,1.1697052,-2.2446098,-0.11381625,-3.9900525,-3.1090567,1.7707919,0.06465274,-0.15051205,-0.33198127,0.31494084,1.0722653,-7.4340353,1.2454759,-0.118740655
-0.12657084,-0.91741693,0.078419104,-2.3137724,-0.011202395,1.1942074,-0.012515358,2.6846507,0.5462895,4.332573,2.2438583,-1.8196644,0.13117604,5.046365,-0.645328,-0.06853286,1.8891826,0.15207629,0.04188061,0.7513635,0.30683413,0.16270122
-0.12239473,-7.7870445,-0.14416474,-2.839125,0.056722265,2.3652046,0.042974062,-4.1142097,8.069531,-5.4700055,2.816923,-6.6711226,-0.62345886,3.6406121,2.4576972,-0.18915467,1.1959239,0.5470578,1.667724,-1.246818,2.0746558,-0.082999416
-0.07428305,-1.4803278,0.015048131,-1.2257189,-0.05226709,1.0614505,0.027469246,-1.7365401,2.10498,-2.6743333,7.9719224,-7.9220576,-0.28856418,3.0133834,0.8456223,-0.24084708,1.9083484,-0.38803136,0.3398459,-0.7774808,2.0783334,-0.1507316
-0.19662753,-1.2977133,-0.2988234,-4.9610033,0.066833034,3.7807744,0.04718472,-4.947512,0.95567226,-7.433974,2.4823303,-8.770061,-0.8921273,8.688342,3.431579,-0.32883495,0.5854442,0.6974498,2.2438538,-1.7415383,2.7947962,-0.19686225
-0.08727732,-1.1603645,-0.10775653,-1.9075514,0.048517264,2.0793002,0.025113825,-11.154779,1.4097991,-7.017342,1.7319156,-4.867007,-1.3020874,3.033,3.147559,-0.14878067,0.7294737,0.38465098,2.9291992,-0.8014686,1.420126,-0.10990504
-0.23046629,0.0266508,-0.45933807,-6.2039533,0.0545492,5.383216,0.038116086,-4.350935,0.19816981,-4.321371,3.2191634,-9.482636,-0.54011095,5.6047864,2.049248,-0.34543562,1.3621691,0.74318767,1.5481023,-1.2289165,2.689895,-0.18400086
-0.057689846,-1.5324702,-0.15487108,-2.7081268,0.075862475,1.9866954,0.14544831,-6.0309296,1.8482394,-9.869539,4.669245,-7.8861666,-2.5390968,2.4358277,3.9132903,-0.19998041,1.6721036,0.68180287,3.248516,-5.207723,2.3134673,-0.19783185
0.02450755,-1.8583107,0.122434735,-0.43913147,0.021936387,-0.92871785,0.03547061,1.2039806,2.8175516,-4.483377,2.3178132,-1.618096,-0.13231759,0.7993353,0.19512495,0.032702103,0.6991014,0.123093046,4.654667,-0.2120372,0.48602048,-0.057427663
-0.19701985,-0.03651221,-0.061261177,1.3586224,0.052344304,-0.73989755,0.002740784,-4.5006475,0.62335676,-2.9126012,-0.333482,2.548735,-0.9085606,0.41816032,-1.4957587,0.11335646,0.66369426,-0.13335733,0.5624765,-1.8988702,1.6289742,-0.0876302
-0.128923,-0.9524343,-0.20267534,-3.1874506,0.08835275,2.14767,0.082939446,-5.611403,1.0430061,-5.5718746,5.7024994,-8.395789,-1.1908444,3.2909005,4.5340185,-0.2508957,1.9390188,0.73135185,4.1812005,-2.334723,2.392215,-0.2074455
-0.112257466,-0.77459323,-0.19301292,-2.8471859,0.07839425,2.1851828,0.031487633,-4.880848,1.0551786,-11.409875,4.1954803,-8.320793,-0.5353133,3.3857062,4.7959027,-0.23672423,1.5109859,0.71414393,3.6920462,-0.96373504,2.4766314,-0.19535314
-0.18356262,-0.3712463,-0.29246157,-4.5849833,0.10110871,3.4851768,-0.013283432,-4.708548,0.56186163,-7.892788,5.3881493,-10.791371,0.29569596,5.2372427,4.8842397,-0.3246472,1.8073872,0.9015987,2.929259,-0.5588933,3.2536147,-0.22585559
-0.2830125,0.0071598943,-0.24532361,-3.7184675,0.013536048,3.5697021,0.034511294,-1.3491834,-0.14324063,-5.101764,4.799535,-10.365517,-0.37902847,8.580829,1.4754094,-0.44621307,0.66972995,0.7037258,1.7364537,-0.83306354,2.9522128,-0.11001727
0.105058074,-1.587366,-0.0224936,-2.0633905,0.037062254,-0.30578208,-0.007903515,-1.7901739,2.184794,-3.3015046,1.9956685,-2.4029558,-0.27224624,3.2085369,-0.2545201,-7.080186,0.6884119,0.22056141,1.0604538,-0.46140325,0.63450843,-0.06913697
-0.21048853,-0.06651485,-0.115815446,-6.1995506,0.084467635,2.4740367,0.022204012,-1.3537694,-0.6065875,-3.3860707,0.7503848,-10.234243,-0.16564742,5.7406683,1.6320196,-2.2649422,1.0254312,1.3522916,1.0191201,-0.62361974,2.8466334,-0.2524482
-0.054726943,-4.0954895,-0.19026908,-1.9377925,0.031148655,2.5545487,-0.05658606,-4.6321044,1.1883367,-6.0660524,0.8996602,-3.1616392,-1.8968012,1.7464445,1.8891258,-0.1694593,0.63557845,0.22900306,0.86418223,-3.24288,0.9170006,-0.115502365
0.03129242,-0.39354897,-0.08956329,-0.73798054,0.036444027,-0.06332601,0.0032410168,-6.9762397,-0.15350798,-1.1386137,1.7312751,-0.47342885,-0.28363702,-1.689631,6.5387397,0.08905852,0.45634308,0.280479,0.9086542,-0.34413612,-0.24420223,-0.1427904
-0.10385743,-0.59431785,-0.17442064,-2.4380286,0.0431594,2.0741758,-0.001647864,-1.9781525,3.2026784,-8.21478,3.4582758,-5.9314256,-0.27931774,3.1733544,5.2583785,-0.16792195,1.2900115,0.35626534,3.3426733,-0.49120542,1.3592285,-0.10080301
-0.12367772,-0.84628534,-0.1379149,-1.3446431,0.04516138,0.9254802,0.07892254,-3.448544,0.92124826,-13.348899,2.791467,-4.8721824,0.30637568,2.4877832,3.269537,-0.18315989,1.0196643,0.35500133,3.9747033,-1.1134608,1.4361334,-0.11036089
-0.10274095,-5.0611053,-0.16620675,-2.7533822,0.06245891,1.8972498,0.03429864,-2.2705257,1.3973147,-7.6642137,3.7458205,-5.807629,-0.30865067,3.0693743,4.17628,-0.21630742,1.1118377,0.404256,2.7898557,-0.95051664,1.5531665,-0.082138024
-0.19273154,-0.8994252,-0.119039804,-1.9416097,0.09045862,1.3029686,-0.30688056,-4.120317,0.45610547,-6.1074915,3.2391129,-5.3709292,-1.9761739,3.774971,3.1403997,-0.32201576,1.1568943,0.49279928,2.4024663,-5.414897,1.5965852,-0.12559485
-0.09483065,-2.328553,-0.13986714,0.4107636,0.04708486,1.3227408,-0.099912286,-2.9414983,0.99415404,-5.849073,2.881559,-5.676524,-1.3512226,3.516824,4.157084,0.19684695,2.1459057,0.86427796,2.5016766,-1.3280852,2.492866,-0.60019654
-0.07636367,-0.8018107,-0.14360806,-1.6717198,0.04109804,1.0812061,-0.03759189,-3.2233093,0.54761326,-7.294351,3.289768,-6.078897,-1.9766003,1.836212,3.4091022,-0.24427626,1.0280683,0.38990474,5.815743,-2.5356874,1.7287204,-0.13872738
-0.080615036,-0.78726506,-0.124111645,-0.6192662,0.027624615,0.34393457,0.036628075,-4.2407036,-0.051384844,-11.072774,2.5857296,-4.4626365,-2.7856812,2.074212,4.149389,-0.17653714,0.8123849,0.27181837,5.894834,-1.3267992,1.2845768,-0.12977286
-0.16093281,-3.5071483,-0.12892908,-1.0847467,0.17710438,-1.3038602,0.039081167,-0.77734524,0.598769,-0.052892867,-0.09966593,-3.9581592,0.27823076,1.8890219,-2.4405339,0.31017095,-0.060384598,1.1533889,-0.45477727,2.0676274,0.29504168,-0.011922595
0.083027676,-2.7816172,0.067002244,-0.6142043,0.019969638,0.002156559,-0.03960503,0.4567736,2.7136064,0.56050366,-0.54060113,0.8890314,0.09028578,-1.2088807,-3.525093,0.028227197,-0.14872576,0.00015702733,-0.4944044,0.2682153,-0.097668655,0.03616062
0.21429586,-1.0551053,-0.47981077,-1.1698759,0.02365556,1.2420957,0.021158203,-3.1788151,1.1731303,-2.4519515,3.0366485,-5.43215,0.23458874,9.908003,1.3166362,0.121442266,0.89686763,0.33462018,0.8840732,-0.028716125,1.5706372,-0.18450312
-0.033762254,-0.32497898,-0.026928896,-0.88680685,0.018083027,0.4000618,0.014016224,-4.637081,0.13998829,-11.9701605,1.9702711,-2.0117586,-0.26303226,0.529935,3.5441532,-0.05008643,0.4565952,0.21553923,0.5135854,-0.9093846,0.7819152,-0.05145781
-0.13231386,-0.31194344,0.045945123,-1.4751184,0.029868836,0.4370532,0.0006584864,-6.451009,-0.025090639,-5.2712183,2.338399,-2.2557075,0.058376748,0.52660024,3.9056962,0.2212151,0.20189862,0.31131485,0.7810958,2.594286,0.92631507,-0.09282197
0.0029067474,-0.80697924,0.096458875,-0.43584168,-0.08360682,0.64616627,-0.040740166,-1.6246552,0.59195256,-2.7952607,-1.2712376,-3.4144819,-0.72672284,0.54778713,5.1959677,-0.028059427,-0.12812988,0.3886023,1.1051215,-2.4557073,2.1300533,0.17073388
0.044009507,0.12218706,0.06487316,0.9489605,-0.08267946,-3.547603,-0.023876881,2.7471695,0.5049645,-3.6585753,0.13011463,3.6867368,0.19757415,-0.6846033,0.07036944,0.47696933,-0.25445384,-2.2210715,0.098427586,0.737619,-2.8875513,-0.018740382
0.079682164,0.00948226,0.18749763,2.626856,-0.07473664,-1.9100734,-0.024547527,0.47645414,0.14336489,3.5208883,-5.8920813,8.589242,1.7821099,-1.7605872,-3.0754664,0.21931812,-1.2809216,-0.8101395,-2.6494818,3.3458118,-2.7459903,0.3462071
0.08034666,0.14230955,0.18340828,2.7931833,-0.061038665,-1.8542302,-0.029829754,-0.43968442,-0.39183486,4.200035,-3.2796063,7.1998177,3.0535893,-1.895077,-2.6549046,0.21634397,-1.4489812,-0.55307084,-1.9446583,6.1751814,-2.0855818,0.1487543
0.025019668,0.43939492,0.44050303,4.1079383,0.003231186,-2.5972965,-0.006696575,-4.228664,-0.7342595,-3.2966728,1.0773016,-0.8587022,-0.6478064,-1.1170377,0.8751712,0.2085068,0.27873474,0.07822474,0.25220734,-1.3830535,0.17166911,0.14202937
-0.08255847,-3.194025,-0.25498846,-1.1254939,0.06451545,1.7865818,-0.033166546,-2.25691,6.136036,-3.1778612,3.1058664,-5.68784,0.34690976,3.611621,1.0398062,-0.10230719,2.1625643,0.51540804,-1.2033576,0.039955597,1.4208966,0.39531347
0.23784195,-1.1486927,0.025773296,-0.55456585,0.012127239,-2.2059534,0.010376814,-7.1839337,1.2879635,-4.905434,1.783021,-3.7871547,-0.68085694,-1.7605021,4.805721,-0.029800246,-0.3881654,0.1399612,0.6893615,-0.819043,0.79863036,0.07017571
0.11794883,-1.3770232,0.07655884,1.2892551,-0.020676268,-0.9650926,-0.10807412,0.2238177,1.8314352,1.0545782,-5.444775,2.8706176,-0.27214417,-1.9770969,-1.8097715,0.15376785,-1.3249907,-0.19800366,-5.4796295,-0.5766696,-0.9912952,0.007931933
-0.11183689,0.21003625,-0.16671342,-2.7488272,0.07779101,2.5071096,0.028160967,-8.391032,-0.62039584,-5.657568,4.356351,-5.471026,-0.25993368,1.6604521,1.469734,-0.29546866,0.8726665,0.49713975,1.2645837,-3.5055978,2.0948374,-0.12840256
-0.16471806,-1.3675317,-0.2808166,-4.5587606,0.11160479,3.3637187,0.04257569,-5.6225286,1.641246,-12.127791,6.06027,-11.915841,-0.96797186,4.527627,5.293504,-0.33442342,2.1780143,0.9996195,3.9545612,-2.0852888,3.5152538,-0.2762164
-0.0992113,-0.2324371,-0.24239808,-3.5527713,0.05255133,4.3547745,0.025322122,-7.5501366,0.79389834,-5.883904,3.0118942,-7.46924,-0.5894295,3.6135674,2.3654895,-0.2960745,1.1016682,0.65215147,2.237283,-0.5658943,2.9890335,-0.20106412
-0.37722707,-1.3011501,-0.5299081,-2.87688,0.051362395,3.3496847,0.06366901,-5.082896,1.2304521,-4.7804484,3.477887,-6.67663,-1.0259748,2.570639,1.6422027,-0.2701411,1.5102513,0.57796484,-0.75741094,-2.3528054,1.7764903,-0.13724372
0.19808358,-0.12985003,-0.19899228,-2.666905,0.07722866,2.2265887,0.015177229,-5.8314157,-0.15574443,-5.355618,2.2830074,-5.9301214,-2.3141356,0.16114363,2.3861325,-0.26224414,1.3636547,0.55599236,2.2520308,-1.0679345,2.4164183,-0.19672711
-0.11882846,1.9831514,-0.11723612,-2.5219784,0.04864441,2.1985059,0.050541803,-10.390071,-2.4944487,-5.224664,2.5956683,-6.8470464,-1.2080455,2.4213903,1.3808478,-0.18790384,1.0558056,0.5266864,1.1489471,-0.60518086,2.0875905,-0.16701883
0.11594862,0.18829787,0.021999555,1.2449822,0.0076618013,-0.11081033,0.06089524,-8.811088,0.044421993,-8.034306,0.9291652,1.7589014,-0.85074717,-0.16860187,2.0025375,0.021861428,0.3542821,-0.50667346,1.4377741,-4.130603,-0.4160623,0.029977802
0.0067825406,3.5146077,-0.0018872531,-0.4422382,-0.071053565,0.17383644,-0.1592566,1.2618686,-3.456069,-3.3117602,2.449731,-0.04368064,-0.35481352,-0.6806914,0.8603002,-0.08480049,1.076065,-0.26057157,2.0947745,-1.1788461,0.023623383,0.07985089
-0.10953256,-1.3586783,0.014368262,2.0737045,0.11876477,-0.2448749,-0.08232729,-1.190864,1.5435691,-0.3663581,-1.250959,-2.7697482,-0.27592102,-2.4964805,-1.8283757,0.012829222,-0.1478295,0.70759964,-0.22716457,-0.56203985,0.6417737,0.028750416
-0.15289323,0.70221937,-0.15179567,-2.5122154,0.030598938,1.3712153,-0.10293519,-4.0866137,0.34456688,-0.5901058,-0.12656121,4.1972895,0.84475833,-0.27481297,-0.3873551,-0.078680046,-0.0070846365,0.40745288,0.42732865,-0.747659,-0.50615716,-0.0597378
-0.05987114,-2.2135615,-0.19787304,-1.2004305,0.10581327,3.9692245,-0.003699176,0.689503,2.970503,-1.4058877,4.627336,-8.838535,0.0013538548,0.66424197,0.8403396,-0.0597501,1.5767564,0.77281255,0.10772352,-0.12329523,2.5698855,-0.24729615
-0.14468648,1.0321585,-0.030212345,1.2167825,-0.011322411,0.097991414,0.012121954,-3.0328908,-0.4571097,0.8937696,1.7840147,-1.3662329,-1.1953136,-3.5927281,0.35688666,-0.07872998,0.8508645,0.023248503,-0.43793765,-2.138239,0.28544775,0.085405
-0.024453588,0.9405905,-0.08824283,-0.41825214,0.020512704,0.8634336,-0.015095108,-2.1958485,-4.402408,-5.638697,0.82847434,-1.3618118,0.7956689,0.2865871,0.65321535,0.0944151,0.24239269,0.22077656,0.81946874,1.2368294,0.47919855,-0.12578703
-0.08333387,-10.1867485,-0.124563,-1.5699172,0.022529043,1.3457245,0.0060614557,-0.36355826,14.145978,-1.3531542,0.9092287,-3.5670543,-0.1631345,3.2476256,0.6680642,-0.11789851,0.32896098,0.24079415,0.45405844,-0.3275812,0.9049734,-0.050637655
-0.11909114,1.8929274,-0.06875043,0.507066,-0.008964159,0.35603335,0.019531343,2.6286173,-0.092765726,-1.5462133,0.2980093,-0.41980997,0.2991948,1.1744139,-0.06815802,-0.21886067,-0.5504338,-0.0901689,1.4683793,-3.286968,0.45233542,0.030214084
-0.121574156,-0.50639075,-0.06819266,-0.95985043,-0.011793019,0.6329967,0.015791677,-2.326393,0.42290324,0.034024026,-1.357258,1.8957564,-2.078523,2.189106,-0.6807626,-0.044615943,0.25773713,-0.35714,0.08969118,-6.667718,-0.55746233,0.16218218
-0.049611855,0.06330335,-0.105694905,-1.0122341,0.02593469,1.8108101,-0.04196354,3.9769306,0.56467634,1.5241965,-3.5656998,-2.146369,-0.025772981,1.5645899,-0.40837142,-0.14002943,-1.6842409,0.15892711,-1.2544693,0.21030432,0.7304053,-2.328957
-0.11715111,0.3509296,-0.08749073,-0.4725144,0.025768714,0.51491034,-0.033476137,2.4264452,-0.40360802,1.2141807,-5.036376,-2.4776864,1.1341364,0.56939685,0.43046018,-0.087863535,-1.0764705,0.21410604,-0.44736883,3.610151,0.80756927,-0.05953416
-0.045667134,0.32730985,-0.07989012,-1.1553093,0.044467807,3.2641656,0.066855505,3.0034277,0.79493845,3.8449981,-1.7956865,-3.025846,0.19453725,1.4673707,-0.36038315,-0.27755103,-1.2722929,0.17149098,-2.5782316,-1.4036515,1.1403558,-0.53071743
-0.23415594,-5.069679,-0.4005647,-3.934943,0.03635217,1.9335514,0.005267778,2.9856384,4.691149,-1.5433625,1.4636751,-4.046494,0.49353996,8.99679,0.7217349,-0.37589663,0.5060048,0.30407792,0.4940608,0.92896235,1.2300873,-0.074810416
