0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1.7211246,-0.09964419,0.09518943,0.01840687,0.74648994,0.30529913,-1.224537,-0.23914857,-5.3741593,-7.904346,-2.6547964,4.2973495,0.060875434,1.821251,0.06471405,-7.5637445,0.6903995
2.717076,-0.121257305,0.21020931,-7.081475,1.2997684,0.09561038,-2.1067188,-0.24535802,-5.9581237,-9.012824,-1.0206573,8.084555,-0.045405265,1.32158,-0.23393051,-4.5031157,0.26241213
3.310229,-1.0925317,0.21332806,0.44688988,0.8704634,0.18129528,-1.9670546,-4.4815784,-0.72393703,-3.2884731,-1.8158447,2.2320886,-0.03731896,-4.472591,-4.2368617,-3.2744834,0.20958035
-0.5368629,-0.15173167,0.40394348,-1.0226638,-0.4173522,0.06974291,-0.5602608,-0.41865575,1.9807402,-1.1484077,-1.6527411,-3.4668849,-0.049111955,-3.3878434,0.20364216,-2.957311,0.052389793
3.2307508,-0.6496147,0.48399428,0.39198497,0.6686253,0.4653149,-2.5750825,-0.44230577,1.553499,-1.9467574,-5.820945,0.28770807,0.16711599,0.9970332,0.10658993,-1.4367305,1.1635321
3.0722783,1.2938979,0.28517976,0.8485237,1.4023641,-0.76515365,-1.8624432,3.0205007,-0.17265153,0.9434113,2.1653163,-0.09183904,0.2956147,0.3218842,-0.21386316,0.8566024,0.2681618
4.8370366,-1.2105466,0.48748153,2.338635,1.3510994,0.08888576,-3.6497943,-2.5905643,0.2695595,-1.3424141,-0.588887,0.49902695,1.9051254,-0.8489284,-2.9764836,-2.2996788,0.6731616
5.706613,-0.22569995,0.35726056,-7.229427,1.34752,0.041151606,-3.1472058,-0.5360053,0.07243382,-3.4553378,-0.3403782,1.4835536,-0.073765054,-1.6039704,-0.1522369,-1.6164774,0.17817152
3.9718444,-0.6558199,0.14969453,3.8923101,0.7011513,0.05207533,-1.4502488,-1.3309349,-2.3077202,-1.4617782,-2.002192,4.384486,-0.033867065,0.41277575,0.3647447,-2.9895883,0.30922538
-0.05666146,0.110479996,-0.29281676,4.083763,0.41224995,0.17257181,0.50506055,1.4168795,0.30719602,-1.7676431,-1.0232173,-0.7395256,0.30236486,4.4441624,0.8986193,-0.1653172,0.18782248
2.4575481,-0.78515625,0.073514044,3.613314,0.8843653,0.18053958,-0.18843453,-2.0448809,-1.1945796,-1.4506676,-4.799726,5.1061177,0.18639037,1.6623422,0.11307074,-4.6035953,0.81054795
0.8573784,0.08522876,0.1727812,-1.47134,0.25293595,0.18911032,-1.6728988,0.2486371,-5.6979146,-6.8071113,-1.2957639,1.1468534,-0.015431968,-1.1000334,-1.4109755,0.9339305,0.6467986
0.14902216,-0.17353489,-2.165325,-3.5229194,0.6356644,0.062328603,1.6021156,0.22799906,0.246605,-3.0243287,-0.4722485,4.2075906,0.40661466,-4.4251885,-0.89865047,-1.6983464,0.21298464
3.6784956,0.061665498,0.1687673,0.18507543,3.9575498,0.0631122,-1.209635,-0.12651755,-0.49522802,-8.834648,-1.1727549,1.1718826,-0.07695402,-1.2384923,-0.8276222,1.849538,0.33279365
4.487772,-0.50564563,0.55187225,-1.1235647,2.3488853,-0.15103042,-5.4821587,-1.1360197,-0.055279307,4.75049,0.9424225,-0.8284449,-0.29304844,-0.8682214,-1.8204731,2.268286,0.043664802
8.392346,-1.4904051,0.5042053,0.8477206,1.659147,0.1488856,-6.3380866,-2.919502,-1.0374196,-6.016854,-1.5748594,3.2831619,-0.48367146,-9.726749,0.16709702,-4.216293,0.4440735
3.975786,-0.21919411,0.28400236,-0.24664734,1.9201877,0.56258434,-2.73927,-0.12157721,-0.8213286,-4.990982,-5.5253897,2.2009468,0.6992375,-4.4416766,-4.245682,-5.7473536,1.2715575
7.539669,-0.21140252,0.7192895,-0.47827062,2.9641945,0.36297387,-5.773759,-0.4972375,-1.6054403,-6.713863,-4.04488,6.399814,-0.072056495,-2.181925,-0.21276225,-6.901591,1.7388536
2.1338708,-0.31719172,0.15316354,-0.04079834,0.103415176,0.2471103,-1.2597988,-0.5915439,-0.9774652,-15.219472,-2.1072595,4.5970163,-0.030693442,0.027135948,-0.20014134,-7.068475,1.3829975
2.3208773,0.14448345,0.2710486,-1.2472383,3.810499,0.26139593,-2.3334258,0.66172254,-2.9592183,-6.3935475,-3.4845786,2.9060009,-0.25880957,-2.0159378,-0.66044444,-8.45764,0.8912045
4.6862774,-0.16148522,0.48561817,0.59225565,1.5415881,0.12306241,-4.6646094,-0.5067767,-1.5188807,-14.391339,-0.8846703,4.860049,-0.070510514,-2.538886,-0.30386734,-5.9876394,0.11420247
2.2259955,-0.14505494,0.1288759,2.8498023,0.60266805,0.4189068,-0.27584863,-1.0345973,0.16181046,-0.70916677,-7.0538764,2.776937,0.03677627,-2.3412287,-1.0206677,-3.3157294,0.18002358
-0.46258172,-0.1302457,-0.678391,-0.7083583,-0.46323293,0.029557467,2.1808245,-0.62500435,-1.3472279,-5.7158513,-1.0692152,3.6475403,0.5280889,3.7451494,-0.1672561,-0.18911216,0.17215946
4.798564,0.78393304,0.3798959,-0.42800447,3.2055137,0.22866924,-4.286272,-0.08052116,-0.5184863,-10.025212,-2.5035553,6.091635,-0.08714041,-1.7503228,-0.28188834,-6.1220984,0.95868754
5.1458654,-0.53299093,0.26211488,-0.3660081,2.4449155,0.23319764,-1.0232042,-1.0834768,-1.181284,-12.008542,-2.5480912,4.3347383,-0.12769374,-2.775084,-0.21751454,-3.8121388,0.80163336
6.301485,-1.7192713,0.3952039,-0.67222077,3.4908512,0.1966305,-2.9430468,-2.7718048,-2.2252088,-10.721265,-1.4470237,4.7836065,-0.037905034,-1.8025359,-0.17120749,-8.148788,0.31767187
8.0261755,-0.110342115,0.42750224,-0.24712406,2.406478,0.28951496,-3.793887,2.3364758,-1.4359543,-4.453588,-3.2324126,3.3022034,0.05631722,-2.4521074,-0.056656443,-9.291121,1.048685
2.2435963,-0.027012592,0.22352462,-0.9670543,7.9860153,0.084050626,-2.5097046,0.18851742,-0.5228103,-3.1942828,-0.8237279,0.69303906,-3.330648,-3.4248421,0.27847257,-2.748753,0.24022809
7.825616,-0.22410877,0.51320887,0.085683696,5.1651907,0.28995565,-4.93238,-2.0326505,-0.15505397,-4.0762315,-4.0286593,1.9332047,-0.14582263,0.09963157,0.5966256,-4.9840713,1.2080065
2.554005,-0.0929608,0.20023832,2.2911515,0.59876287,-0.21434048,-1.613741,0.12338593,0.1943806,-10.631876,1.2546133,-0.95287466,-0.11960855,-1.0079643,-0.09746878,-2.9923599,-0.83852834
0.26128274,-0.8642334,-0.016186107,-3.7605686,0.5020218,-0.021548467,0.08594334,0.3296894,-4.556075,-3.3142176,-0.2707406,0.18118064,-0.08230277,0.69595736,0.2878806,-5.9747906,0.25930202
6.1335955,-0.48852125,0.6481982,-0.1543929,1.3304372,0.14754511,-3.7981732,-1.1671877,-4.4671597,-8.603519,-1.9470432,2.6838672,0.017006284,-4.29485,0.25103983,-4.314206,0.45687136
5.2569027,-0.20974752,0.23658805,0.009375713,2.278493,0.1980465,-2.859528,-0.6650304,-0.9578464,-6.606539,0.50546527,7.2285795,-0.099123284,-2.5217466,-0.010299199,-4.1835685,0.20325466
7.536834,-0.28036344,0.6407539,-0.18825713,1.189436,0.16695216,-4.2372375,-1.1492647,-1.5910119,-6.9708915,-1.1929421,-0.28983778,0.15139002,-4.861189,-0.24961676,-5.162652,0.5221576
4.780937,-0.57469,-0.33233324,0.23927143,1.6097338,-0.06543167,-7.2832513,-0.9837474,-1.2604958,-6.9194736,0.19820257,4.4349003,-0.020190822,-1.9709351,-0.10531056,-3.9013703,0.37596628
6.2014484,0.3177161,2.6796718,-0.64944553,1.9909714,0.44827375,-5.6394734,-0.6797239,0.343936,-6.8709064,-0.88462234,3.0354114,0.103671186,-4.359984,-0.41153386,-4.524414,-0.40748724
5.3395677,-0.7535885,0.6187671,-0.19208118,2.0879588,0.09211474,-3.9164238,-4.1641,-0.92751104,-6.0619335,-0.6489281,4.166007,-0.16046146,-2.5913835,-0.12397418,-4.196104,0.20154724
4.4993377,-1.4039875,0.40103644,-0.14218757,1.3619481,0.045900002,-5.287372,-3.8876212,-1.0430064,-6.800992,0.8099102,8.052847,-0.06379905,-1.9726262,0.0964102,-4.3166537,0.1896653
-0.47425425,0.008989211,0.2045245,-1.0447206,2.3246994,-0.090309165,-2.5228515,0.54335964,-3.5453556,0.5837697,0.05232001,-0.030533021,-0.0050769798,-0.11790803,-1.9514419,-0.2927137,0.7131299
-0.5843973,0.22571135,0.0008447791,-1.952976,1.3740675,-0.018908625,-0.30956945,0.08002625,-0.41878912,1.0520062,0.121564165,-1.6805121,-0.28689158,-1.0825859,-4.1438313,0.16711082,0.10616783
2.396239,-0.1416239,0.18791479,-0.5884949,3.8523693,0.14892434,-1.6762819,0.5021055,-0.9645657,-2.3174596,-1.6367853,1.40095,-0.3741596,-6.3082776,-0.6798652,-5.6620746,-0.5137862
0.9813615,0.20168598,0.14402401,2.8131173,0.4503602,0.4016839,-1.9010075,0.37351108,-0.3738617,-6.9369187,-1.4151696,2.1333685,-0.0077453954,1.756518,1.0107149,-6.7108865,1.434341
-1.1640906,0.050911587,0.17408751,0.83037114,-0.7575711,0.60476303,-1.3595095,-1.194765,-0.039468452,-7.4894586,-2.72375,6.0465965,0.060769983,2.3897746,-0.58913237,-4.7406716,0.41925764
1.3240293,0.137027,0.36676157,-1.3718389,0.5487383,0.09738752,-3.5379174,-0.97789353,0.29445365,-1.2563783,1.1767976,1.4788356,-0.13557181,-1.0735519,0.07457571,-7.6712065,-0.06615574
-3.7975245,-0.035455674,0.093568735,1.6051339,-1.1570184,0.20460176,-1.3680058,-0.13788907,-0.48208734,-0.40584767,-2.6015897,0.28700817,1.0365787,0.45531172,1.7858523,2.4366238,-0.14753702
-8.593246,0.12684807,-0.43655103,0.23265184,-2.2478397,-0.21835409,4.332774,0.48066944,0.9143813,2.8090389,2.2863765,-2.0549326,0.18555416,1.0520763,0.0878507,6.6031857,-3.141812
-6.675736,0.23826557,-0.47660488,0.41847932,-2.4817657,-0.20614837,4.031885,0.7924482,0.09054642,3.1773715,2.4965806,-2.0545366,0.1501912,0.8221949,-1.0506861,8.566852,-0.07362022
-3.6443887,0.3882703,0.023133902,-4.1640377,-0.19839542,0.5779196,0.25590557,-0.5366195,0.25910214,-3.281273,-3.2734976,3.4630945,0.066919856,-0.13229614,-0.30948514,-0.27950424,0.25973955
3.1566434,0.07245074,0.26720828,-0.16877452,0.29140323,0.06865496,-2.5102234,-2.168638,-0.58483267,-4.6555047,-0.7870815,1.776512,-4.8118916,-6.667134,1.4615028,-2.7770424,0.13426264
1.494447,-0.29442653,-0.09514749,-0.20117532,0.40637577,0.28116986,-0.0033941069,-0.07067374,-0.39110908,-9.113523,-2.3562074,4.400359,0.071237884,4.1671267,2.4199305,-3.6867976,0.5143108
0.2560846,0.22001235,-0.6762916,-3.7785962,-0.09029455,-0.9206028,3.999072,0.28645244,-0.24871272,4.643694,2.4558878,-5.246251,-0.25500852,1.721731,-0.05768588,3.8097956,-1.3418701
2.3809824,-0.2382902,-2.1627746,-0.74974394,2.261185,0.19664754,-2.1045504,-0.24499193,-2.084358,-7.1805143,-2.1051757,2.0808084,0.50059384,-0.20607856,-0.75802654,-4.658439,0.50225854
5.7893014,-0.30629364,0.39848348,-3.025772,2.0218327,0.23235945,-3.5339243,-0.73991156,-1.9831598,-15.480896,-2.1942973,6.712546,-0.070140064,-2.1532972,-0.12985882,-8.037002,0.61539316
4.8831496,0.42962527,0.12110355,-2.9486406,1.9044323,0.21625172,-0.64807945,0.3670725,-1.090464,-7.3451395,-1.4213867,3.9728508,0.07501612,-0.3009987,-0.40111706,-7.185087,0.41338593
3.4625602,-1.950412,0.7581614,-1.1797903,0.8930017,0.13801144,-3.2633967,0.7624885,-1.1188006,-7.4936814,-1.7784139,2.7467701,1.0606576,-1.6361742,0.2400817,-5.888773,-1.1903522
4.4145823,-0.2119304,-0.7470855,-0.6955959,-1.0417249,0.041333202,-0.15050277,-0.25305113,-0.7556984,-7.453563,-1.8543824,1.7174231,0.66680175,-1.3750423,-0.12454827,-5.221817,0.50225914
1.7075967,0.43514308,-0.48540702,-1.277456,0.4491262,0.06613758,-2.7215984,-0.36383283,1.6959592,-7.4142246,-1.330585,1.6437093,0.6598871,-0.44277617,-0.67867947,-5.8678203,0.13508178
-0.48870128,0.05976283,0.04917949,-1.4294089,0.11904875,0.06525863,0.57739115,-0.058934744,0.85702735,-8.452436,0.5377426,4.556556,1.3910229,1.8295724,0.687547,-1.1163582,-2.260891
0.009820317,0.20329836,0.028550638,3.2876406,-0.24613947,-0.12385767,-0.3334893,-0.28039268,-0.2052458,-1.0876374,1.2085758,1.1075472,0.24851589,-0.4446473,3.1610096,-2.9758325,-0.07070174
-3.2789476,-0.7788567,0.06121295,-1.0774168,0.09357529,0.8645168,-0.2977279,-0.90325326,1.5472585,-1.3301632,-4.137425,0.10687926,-0.04136457,0.23873651,0.13146295,-2.4778817,0.1746219
-0.20595154,2.2582188,0.091060475,-1.3739138,-1.2310821,-0.12073923,0.8231952,1.6177437,-0.8276802,-2.8098426,0.046973694,-2.9511049,0.24497914,1.0729952,0.8923919,0.44451195,0.38928905
1.8200978,-0.24649268,0.022017712,-1.4759982,0.6161074,-0.108340226,-1.250424,-0.3391562,3.2772176,-1.6995738,1.6958807,0.50220996,0.8723729,-5.5419426,0.8178773,-1.639366,-0.13887683
-4.801894,-0.09111931,-0.24755347,-2.9189878,-2.1361568,-0.019169554,-0.84650874,-1.0202432,-0.05590563,-3.0259976,-1.273328,-0.4567133,-0.0074969917,2.0729342,-0.58557796,-2.9316516,-0.06911384
2.1566694,0.018497314,0.12631445,0.44463226,0.81149775,0.0035792235,-0.9271759,-0.63827544,0.90023744,-6.21931,-0.10569009,-4.1852555,-0.14540452,1.7025491,-0.18458076,-1.3595308,-0.02633894
12.842831,-0.05945772,0.5866036,0.34279665,3.063334,0.023248836,-5.050618,-0.37324563,-0.032253534,-1.1086785,0.082795285,0.5608344,0.2577209,-7.660205,-0.32254085,-0.055553034,-0.021517426
-2.8972595,-0.0136691565,-0.20731285,5.2678313,-0.0037182113,0.13418612,-0.2354996,0.03369308,0.3516749,-2.4363585,0.0649337,-0.16894585,-0.22194888,-1.3254384,-1.371246,-0.4144057,-0.049647488
-0.4918295,-0.1783208,-0.025422689,-0.014517108,-0.930948,0.15206127,0.021308245,0.11448236,0.58753324,-3.504233,0.23430112,0.95296425,-0.3181379,0.3606397,-1.0466112,6.0884976,-0.49416625
-0.8349268,-0.3943272,0.4992232,-0.09650699,-1.0627487,0.4620604,-3.5007484,-0.831781,0.17321159,2.2214396,-2.2676055,3.1038108,-0.26912203,1.8314296,-0.4362555,-0.8789164,0.21446398
4.3738804,-0.17806774,0.15124492,2.020358,2.0084436,0.055877697,-1.1545063,-0.075795636,0.08262879,1.2501743,-0.33530185,-0.06659613,0.30941918,4.6118937,-1.4105164,0.5504911,0.114247285
-0.6437064,-0.32276753,0.6897612,0.4940393,-1.3504825,0.18921514,-5.5618453,-0.8010901,0.7266203,1.1826534,-1.7350873,-0.33195716,-0.3447923,1.4783559,-0.7547862,-1.2936162,0.18861207
1.6929194,-0.18083873,-0.053451985,3.1707306,-0.35401958,0.088486925,-0.21259746,-0.17912056,-0.3460789,-0.9668766,-1.4943134,-0.76089036,-4.206077,-8.557741,-1.744675,-2.498948,0.2418826
1.7690853,-0.14564997,0.18219759,2.8311903,0.7700943,-0.12511012,-1.4933158,-0.01774198,-3.0535781,-4.660731,0.62562394,1.1980745,2.7554343,0.76577,-2.233296,-2.2171593,0.1216887
1.2981997,-1.3690106,0.5791288,-4.2124934,0.42678368,0.24708977,-4.997135,-2.8031166,0.14635167,-0.73915935,-2.9183922,0.57992226,-0.018204452,-0.6306,-0.084864385,-3.6230955,0.33175135
2.8406153,-0.28454185,0.20418362,1.5203894,0.63300115,1.2637696,-2.7592223,-0.5907577,-0.51775,-6.670895,-4.474299,0.9075776,0.8230536,-1.6406645,-0.40559733,-7.361338,0.7126854
2.9337707,-0.14411145,0.20453623,-1.67311,1.714774,0.12868033,-1.6308707,0.030280871,-1.047097,-5.152006,-1.364565,2.1464016,-0.20461081,-7.609311,-5.700456,-3.8989637,0.33731562
6.200057,-0.12275886,0.40859878,-0.113645904,3.0678146,0.36027098,-3.670169,-0.06465274,-1.8016229,-5.1398087,-3.7761152,4.2753,-0.14054778,-2.059952,-0.34730706,-12.719709,1.1208347
-0.7223464,-0.50510967,0.24984443,-1.2222246,-0.37978756,0.24468419,0.22041547,0.043203603,-1.7724199,-1.2524714,-3.2152758,0.5225676,-0.02669089,-0.98486245,-2.2020319,-1.7314895,-0.60995513
-1.589649,0.6323784,-0.14112823,-0.35700303,0.39527604,1.7717578,0.5371672,0.8596768,-0.35946903,-3.4737577,-0.913399,0.25956458,-0.07384544,5.43654,-0.9424258,-2.028086,-0.95330113
6.970268,-1.5076389,0.2295591,2.027265,1.7381685,0.12074827,-2.6007497,-3.2841947,-0.6597768,-3.8157732,-1.5846499,1.6359506,-0.1587486,-5.114373,-0.68529433,-1.3664577,0.26541832
-5.696692,0.22676207,-0.23281525,1.0861704,-2.9880147,0.013844519,1.3439978,2.8411176,-0.016716693,1.561359,-0.018230965,-0.7371219,0.16337092,-1.0367458,2.066019,-1.4253564,0.14359485
-1.8568032,0.62383986,-1.0558387,-2.3741379,-1.0589445,-0.07368407,0.29417095,-1.4082426,0.1493574,-4.2306466,-2.6254098,-0.49038577,-0.11525146,-0.28725895,-0.43121532,0.10528298,-0.3716223
1.2212396,-0.008500668,-0.14429995,3.6334941,-0.31490982,0.20258252,0.1859579,-0.53783864,1.1250006,-0.32283774,-1.8271147,0.90835226,2.7589886,-5.371476,-0.2673777,-1.78384,-0.38014552
12.369928,-0.053699598,0.47106594,1.9519565,4.806343,0.17172712,-4.355713,0.7857026,-0.48676264,-3.078168,-1.2000165,1.485399,-1.1178232,-2.5043538,-0.1820244,-2.5815687,0.45573545
8.534028,0.06499208,0.41774288,2.3607028,3.9077163,0.123494454,-3.6420572,1.8353978,-0.6719409,-3.3066018,-3.3554118,1.7216272,-1.2742913,-1.4810976,-0.2344726,-2.9436324,1.9459685
8.445074,-0.3838443,0.76832646,3.1724677,3.2926884,-0.5317444,-2.9726686,0.043170907,-0.72761846,-3.7268255,0.08711795,1.6843913,-1.4923012,-1.8239878,-0.64288276,-3.0748806,-0.1549931
8.942801,-0.118274815,0.53877336,6.4927106,2.9667635,0.11324115,-4.039525,0.023501314,-0.37355846,-1.845649,-1.0613838,1.2212754,-0.43129426,-1.1298691,0.26939732,-2.2341132,0.3307338
-2.060178,-0.12283941,-0.049334742,-0.22023657,-1.2886165,0.04712472,0.21889904,-0.31440082,0.10723001,-1.786586,-0.3652827,1.8245769,0.48960447,8.923766,2.3798456,-1.1404213,0.31345367
-3.2700834,-0.5936561,0.08887917,-0.40485215,-4.6771293,0.017869294,3.5183926,-0.8377178,-0.19748,-2.393086,-1.2160937,1.4443423,0.40032837,5.198234,2.14974,-0.38873076,0.36754787
-2.187729,-0.3664137,-0.13870758,-0.026503017,-2.2801113,0.007735849,0.41963014,-0.39872468,-0.18068105,-1.3219264,-0.15988383,1.6000386,0.74002755,4.766736,3.7165089,-0.85415506,0.3701955
-1.2133712,-0.5865324,-0.0784859,0.25428024,-1.6850914,-0.012143989,1.2500688,-2.9786663,-1.1295396,-1.7519969,-0.9514651,0.69059837,0.2494525,6.1653924,1.182866,-0.40205905,0.04471354
-0.66027904,0.09878144,-0.042750124,-1.1309155,-1.1387005,0.23265982,0.7940926,0.07327851,0.22561444,-1.5566629,-2.7366858,-1.2690011,-0.09039796,-4.600659,-0.24440533,-6.3654833,-0.119229026
3.3693314,-0.08814021,0.28371915,-5.4793935,1.060713,0.011059285,-3.4268577,-0.16197667,1.3842169,-10.024334,-0.57279557,1.5084281,-0.66058755,-3.5756295,-0.15345101,-4.00757,0.14724877
3.7118275,-0.09136198,0.29015684,-6.6477118,2.004496,0.33686143,-2.3102586,-0.25444955,0.71848756,-8.184882,-1.4027711,2.8826468,1.9646884,-0.6371005,-0.20119554,-3.240023,0.07498911
3.458257,-0.7532404,0.55052066,-0.62465394,-1.4100262,0.067736916,-4.249116,-5.551739,-0.5792407,-5.0164256,-0.75674057,1.4155653,0.4290798,-3.773829,-0.15006436,-2.5055618,0.07166569
2.7856245,-0.45034882,0.17808223,-1.9894352,0.47303513,0.13083102,-1.1134923,-0.45571402,-5.423194,-4.5008125,-1.3942378,5.217608,-0.23950179,-3.646579,-0.37284088,-4.6937604,0.43235734
-5.3390584,0.19113714,-0.27146763,-0.7168995,-2.313518,-0.16540803,3.1637454,0.5650532,1.2332091,10.309637,1.825231,-8.045722,0.06931693,5.4458714,0.5555759,6.298835,-0.51124406
3.699962,-0.19489466,0.12743326,6.945054,0.5497792,0.17887299,-0.8373606,-0.53062916,0.8703081,0.16790803,-2.6909401,-0.68101156,0.5117335,-6.1850605,-0.26715118,0.18151823,0.21912025
-2.3009074,0.22630194,-0.18121366,0.35514563,-1.2043861,0.10179098,0.6724021,0.48567757,0.08087449,-2.8376758,-1.2674804,5.257181,0.10576363,3.3299568,-1.4244878,-3.712638,0.2417177
6.5581408,0.10717632,0.49441934,-0.8819105,1.2562699,0.27945057,-6.031259,-0.37550518,-1.1905233,-5.6884885,-3.0459485,1.7569951,-0.33434752,0.25568238,-0.06271732,-7.6638155,0.93123746
