0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-2.069792,1.2520713,-0.5939812,3.3841615,3.8491895,-6.166285,2.0151908,4.9084725,-0.40391198,4.5654106,0.59459704,5.8454614,-4.4693074,-0.034919735,-1.5261848
1.3008435,-0.3409561,-2.5691035,3.2756765,3.0022664,-7.357089,3.9828136,7.4853406,-0.4148121,0.7018892,-2.5042691,2.2622929,-6.3661966,0.010570232,-0.41532317
0.45170206,0.18402052,-1.4257414,3.7370274,4.6092973,-7.1161876,2.7708733,4.5116696,-0.17073387,3.2329667,-2.2725303,3.5474203,-5.5639157,-0.21484303,-4.0488563
2.0153468,0.6865298,-2.4200888,7.4576535,3.6532876,-7.567123,2.8651383,5.4521785,-0.25379798,1.8669689,-3.647761,2.5875638,-4.0947714,-0.018787641,-1.0159107
-0.18365759,0.5876126,-4.279073,7.958215,2.1277978,-6.4096317,3.351197,8.108802,-0.30495906,2.0915365,-4.6643004,2.66628,-6.6539545,-0.1777583,0.0701431
5.6817384,0.080072954,5.1487904,0.33233553,2.3466544,0.17795055,-0.6136741,0.5265727,0.101974905,0.8931894,-0.05317636,-1.1528833,-1.4086673,-0.022663146,-0.6312839
-0.29969344,-0.1353379,4.090343,-2.524692,2.553705,-2.1764479,-2.0326273,-0.069876775,-2.2696989,-0.698224,-0.5659527,-0.47191817,-1.1901487,-0.1519907,0.9198248
3.2401156,0.93675905,-4.7672205,1.300291,4.8335605,-3.7677333,3.2205005,3.0190773,0.6918993,3.5744083,-0.5821398,5.3433204,-0.91626114,-0.14128862,-0.54368144
0.032162376,0.270344,-4.898729,1.3352454,0.6207049,-11.763347,5.4054193,1.7514904,0.81206167,0.6369807,-1.5323619,1.3015426,1.1856347,-0.025942232,-0.51872927
0.039514937,0.1875741,-4.6077695,1.3005255,-2.459992,-11.421097,8.91388,1.317561,-1.0962863,0.7532802,-1.0815572,0.6630196,-2.079187,-0.036073945,0.3923483
4.486305,0.9102869,-1.4940273,1.0204488,2.500912,1.0206981,2.8804462,1.6878544,-0.5910138,3.9591677,-1.2464389,5.5038404,-1.1909176,-0.066206515,-2.3742564
0.33593142,0.23452021,0.9170049,-3.7090902,1.7784692,1.6644949,-1.792275,0.51212144,2.4393594,-0.27507976,-1.7780153,-1.8473715,-0.1891297,-0.07231027,-0.4035838
-1.0348678,-0.37951925,0.8247363,-1.6332717,-4.587381,6.8566723,0.105592735,-8.677794,-0.058045592,-3.1669009,1.7588613,-4.550573,3.1766121,0.022777217,-0.015204854
0.4277097,-0.86428964,1.4304856,-3.4936981,-5.7687755,6.3200035,1.2967768,-6.7018895,-1.5022619,-2.7204099,3.4587743,-2.9318209,1.1653856,0.015008281,0.45910576
0.08426693,0.07590062,-0.13790405,2.6871593,-2.9896033,1.6033385,7.0744057,1.0630739,-0.05702589,1.0958735,0.41690537,0.7575836,-2.0333657,0.05469777,-1.0055518
-1.3289171,-0.68262416,-3.255652,3.5366085,5.534334,-2.4614913,3.2599072,3.7396855,0.17772375,-1.0768468,-2.7954788,0.31970528,0.17835282,-0.027932702,-0.6549738
-2.7549384,-0.685257,-2.4896357,2.202176,-2.0058768,-9.126411,5.7082667,3.4710777,-0.23645777,-0.49068847,-1.488979,-2.132127,0.37783185,-0.04852903,-0.114070795
0.7529719,0.6873965,-0.072830044,1.7368678,-5.177377,3.4084058,0.862824,-5.5625277,0.13672939,-0.15286542,0.007963575,1.4942088,2.049965,-0.036188174,-0.67930186
-2.0842874,1.6617553,-4.7174363,4.6082973,4.2436566,-1.3724371,6.750106,5.0685973,1.2226377,3.7148347,-2.6736562,3.8774755,-3.2765024,0.47972745,-1.0994816
0.6904145,0.123023465,-4.024864,4.975701,6.056931,-7.0301027,6.446614,7.150514,-0.7836573,-0.2026001,-3.776347,6.483268,-5.4187202,-0.09345606,-0.5220736
2.5611732,1.165165,-1.8137585,3.6612184,6.4881945,-3.4518867,8.071125,6.4491568,-1.3343043,3.09194,-2.864963,4.657771,-4.6867146,-0.41628954,-0.85534775
0.6453786,1.4186926,-5.7187304,4.070033,6.0742087,-2.3776174,5.636781,4.82498,-3.092242,3.5949454,-2.1311233,4.383735,-3.7600615,0.9817681,-0.66103923
-2.1425707,0.5584702,-2.9331803,4.052365,6.8109426,-2.0484438,9.133111,4.5418506,-2.2261467,2.515344,-2.368685,3.3600855,-3.6869833,0.37393683,-0.58981884
-0.34054777,0.95354146,-0.7329913,4.4593186,2.8279753,-1.6599526,9.467649,4.503407,0.034303628,3.7093158,-2.5375195,4.0176163,-4.209527,0.28032786,-0.62249947
-0.013099975,-0.51396364,-2.9321249,2.9170847,1.1663424,2.7709553,6.5870113,6.985288,-0.8917951,-1.3063468,-1.6836294,-0.08049023,-6.9074373,0.01939261,-0.13069107
-0.6042592,0.5868154,4.315634,2.5245101,2.836067,-1.4388235,0.047959644,0.30595246,0.6134153,1.6163384,0.9599916,1.1558336,2.2612703,0.009116332,-0.02674201
0.16348514,-0.49638426,-1.5988897,-0.8623646,0.46818683,2.8782434,3.36782,0.56839293,2.4682202,-1.6090801,0.73854125,2.37948,-3.3032203,0.013241437,0.48470053
-1.8822136,-0.72037584,-1.9168785,2.9567645,-3.4628956,2.5395334,4.2981935,0.84308845,-0.1802862,-1.2845445,-1.5171349,-0.2054095,0.14167084,-0.04368366,3.1949575
-4.2561193,0.35759228,-0.64639354,-1.9969949,0.62795275,-7.626136,1.024895,-0.066313826,0.37823904,0.8250797,1.927628,-1.46521,-1.203464,0.047634747,-0.21888433
1.0140163,-0.33690387,-2.1036365,-1.380497,-0.74168867,0.6104641,5.8219013,0.73077947,-0.2980393,-0.14519075,0.45947322,0.2759438,1.0881162,0.15117481,3.8273215
0.26654163,0.12590596,2.4615338,2.0713017,0.9095773,-2.2724142,6.9778,0.8855202,-0.013982985,1.0180453,-3.7659705,0.21834584,1.2057592,0.008396902,0.6105762
2.8376753,1.1284618,-0.27439997,-2.1495144,12.371203,-0.8988632,0.71683633,1.5106056,-0.06380791,3.9359663,1.4533026,7.493869,-1.4495323,0.024120536,-1.1467302
1.1954294,-0.27871278,0.5660488,0.6234629,-2.2261665,-4.8069415,3.5157154,-0.8131925,-0.31788513,-2.8024468,-0.87841153,-5.529328,3.5747654,-0.036970783,-0.23345168
-0.80944973,0.35571155,-1.9880005,3.445236,-6.103376,1.3329859,3.6136203,0.7409015,-0.19103557,0.43197626,-1.8684753,-3.4121375,3.7783349,-0.049003143,-0.18549134
-1.3333793,-0.20265797,-1.3155087,-0.6329002,-5.694424,-6.7523065,-4.241591,-1.7184544,0.46754062,-0.62185884,0.7497804,-0.43466794,0.38576043,0.033716924,2.4971695
-0.70135075,1.3429666,-0.09744963,0.7132026,-3.577085,-3.9588857,-1.778259,-0.64871687,0.9104276,-0.3566208,0.87452877,-2.354165,-1.8451784,0.03985887,2.7534094
-3.3526173,-0.111446984,-0.034745935,0.031177389,-5.9968696,-5.4939303,-4.4687557,-0.34842554,0.35539487,-2.5667715,0.50530887,-3.4336336,0.7733382,0.015177346,1.2434565
1.1557261,0.9962442,0.009775248,0.094622865,4.26174,0.86456174,-0.17785637,9.291008,0.91716176,2.5953093,-0.5796493,3.7900407,-3.962487,0.019269891,-0.5684074
-1.1089507,0.9798166,-1.4150959,1.2952266,-5.0002117,-11.86425,1.7094451,1.751355,-0.20725688,3.1712213,-0.9902535,0.7600282,-1.43825,-0.027001223,0.8585222
-0.503618,-0.19181591,1.8007909,0.6819091,0.28418326,1.9424056,0.4949265,8.601184,0.016569851,1.1013786,-4.75575,1.4088798,-2.1308217,-0.47275522,-0.17651571
-0.21195649,0.87428874,-3.0743828,6.768357,4.8091025,-2.5079944,3.6366284,4.4871035,-0.19844656,5.4302845,-4.3428407,3.4687164,-4.175212,-2.3253376,-0.74169225
8.193923,0.64615047,-3.8394005,2.1615856,3.3500292,-1.7824528,4.6031075,2.3387914,0.19897732,1.9765053,-1.3236434,2.3012328,-1.6421669,-0.04622018,-0.3465808
4.613564,1.8491038,-1.3907378,5.143603,11.859867,-2.0163996,2.1896586,4.4773703,-0.17286362,4.418053,-3.4329684,5.7711053,-3.6475348,-0.12331567,-0.4009082
-3.1638145,0.0077708093,-0.7882868,-0.21540159,2.7602155,2.003433,5.1010985,0.9545304,1.3468512,0.79836935,1.4292991,2.395237,-0.5321335,-0.07134577,0.42180142
-6.400479,-0.060321137,-0.19824971,0.27045745,-1.8489307,-2.5728548,-0.008103813,-0.35676837,2.044245,-0.41871718,-0.7713756,-1.04542,-1.1308132,-0.008717916,-1.4438119
4.0366216,-0.16908504,-1.3202523,2.334612,8.227875,-1.3140358,1.139335,2.8741553,1.556661,1.5091333,-2.4407384,4.9778004,-3.15081,-0.038598564,-1.816425
-0.5336101,0.016132837,3.1354449,1.1461766,2.4081583,5.790127,-2.8447,-1.0666327,0.9236177,0.13957052,-4.474772,0.20232739,0.10678503,0.10034138,-0.21337247
0.0031569907,0.6142214,-2.5195735,0.4699396,-0.50728697,1.2978961,4.6429367,0.5782041,1.9892446,0.9224863,-0.9013065,-0.12940288,0.19706768,-0.43318003,-1.6976874
0.108190365,-0.33863398,-0.92165446,0.6442588,-1.5290616,-6.802011,-3.1958904,0.007536034,0.45974043,-0.4228656,0.30623806,-1.6441356,1.5644672,-0.40268767,-1.7191756
0.9590276,2.6052654,-0.9021777,1.4765477,5.21637,-1.0867646,-0.3518716,1.7075946,0.12172067,8.113239,-1.0262061,8.209693,-2.1472194,-0.03507497,-0.017957859
0.7720722,0.43785524,-1.201184,2.854992,5.339819,-0.97095084,1.5824581,1.0495504,-0.49564263,6.863929,-1.8047793,4.1524615,-1.7941632,-0.09600985,1.8810292
0.8790858,2.0303988,-2.815907,2.36041,3.8859756,-0.8153129,0.29203597,1.6585696,-0.027607726,5.5515637,-1.5999222,5.799429,1.6315402,-0.06883004,0.26709476
0.7858609,1.2035725,-2.2949789,1.201401,1.1830732,-1.3744408,-2.4340498,0.2303402,0.6430726,5.4755507,-0.15878412,7.2543087,-0.2904759,-0.0042865733,-0.26354218
-0.14512633,0.4391313,-1.737335,2.8870142,0.95809066,5.366263,2.3377817,-1.0145713,-0.20031543,0.78686595,-1.8717651,4.1469364,-0.4242695,-0.074768364,1.825169
-0.08084877,0.49144512,-3.7701473,8.413627,0.9427727,5.227744,2.1365674,-0.4159547,-0.116270766,0.8954697,-5.7280865,0.53962517,-0.9956772,-0.19293797,-0.013819316
-0.57286114,-1.3365337,-1.4120189,6.074531,0.5763019,4.611539,2.6628864,-0.24385269,-0.5276218,0.71848994,-3.5273938,2.400338,1.21305,-0.10076856,-0.022882441
-0.36628246,1.4426043,-2.0039263,4.5456643,1.4034121,4.9535975,2.0665236,-0.27524114,0.29981992,2.6922293,-2.5425603,-0.1989335,0.07695865,0.090933606,0.9965523
0.34799218,0.32877725,-5.5327396,0.0036210632,7.4506693,0.6276227,1.2453289,0.27407175,0.34101602,-0.14773954,0.40243235,3.2488098,0.7845489,0.02229878,-1.7357879
0.28371587,0.69474566,-3.861165,2.8401315,3.0582347,-5.5250616,12.514081,2.630017,-0.36390045,2.202535,0.69897854,3.2424688,-1.2935542,0.36491022,-0.3492359
0.2196642,0.30618122,-5.3127627,1.7520736,6.447933,-4.4618883,7.066272,1.7807093,0.2691419,1.5687221,-1.9753709,1.9757006,-1.3061411,0.540838,-0.19983871
8.73308,0.095408216,-0.040902767,2.535226,2.262213,-6.2518673,1.634559,3.0092313,-0.12560552,1.2836503,-1.5395132,0.8297063,-2.4519033,-0.05317613,-0.5679721
-0.591391,1.7309425,-2.2046723,3.5467353,2.7178137,-4.8023853,2.8841689,4.7229824,-1.6933699,2.5137067,-1.336531,-0.46221358,-2.100849,-0.06610688,-3.7941108
-1.4954456,-1.2061145,5.339869,-6.769903,-6.262839,6.2272587,-2.6517205,-8.433545,0.5321467,-4.1262527,3.9204688,-5.276057,5.843423,0.14019616,1.1665286
0.3771107,0.35989428,-2.8164508,-1.3589092,0.37255403,-7.1283364,-6.709465,-0.51042855,0.6203091,1.6048795,0.6272858,0.8578694,0.3165355,0.06756924,0.081581175
-0.3407447,0.52012,1.4530112,4.091482,-0.2887849,2.333186,4.512119,4.7165275,1.0613121,-0.9034472,-2.8928332,0.3625186,-2.5063393,-0.1341673,-0.5590095
0.6811781,1.5851651,-1.3865414,3.9803596,6.9492116,-3.6794665,-1.8990626,4.9400215,-0.47137973,7.09432,-2.849156,5.55094,-5.382539,-0.11820496,-1.1297112
0.14547229,-0.5295015,2.7010934,-3.8982515,-4.9297876,0.5968787,-8.367794,-3.6374035,1.3871608,-1.8883399,5.588547,-1.9377564,4.877505,0.36266792,0.032584272
-1.9991484,0.05536121,-3.8984802,1.6540836,-1.6769797,3.58212,6.3594255,4.6453924,-0.44115168,0.0033188139,-1.6363156,1.297943,-1.6008815,-0.17044438,-0.75116974
0.89815664,0.14162736,0.8954441,1.0452728,0.83622664,-2.7486994,4.361372,-0.6331055,-1.0009972,0.41076937,-1.6247458,0.1935407,-0.81628656,-0.08668618,3.7163224
2.6917496,0.63290954,-3.2543979,1.1709872,6.361094,5.077389,1.3957441,1.9657547,-0.12805253,1.9768245,-1.2470806,3.321742,0.06788568,0.041018832,-0.10442699
1.4966595,2.3468628,-3.3409076,5.678851,8.072653,-6.9864087,4.903955,6.352196,-0.49798444,9.711751,-3.9925716,4.092604,-5.2804437,-0.1426596,-1.1200863
-0.7674712,0.7109922,0.76209295,-0.8870938,2.3411267,0.09440881,-0.28327873,0.59183544,0.67374027,0.5767587,1.34959,2.9581966,-1.4015274,0.052975968,-4.6640086
5.8066163,1.2676202,-0.9792532,1.2831504,2.3491998,-4.6659417,1.5456518,2.6083257,-0.17050503,3.9595728,-0.7226858,6.3764615,-2.282117,-0.027719297,-0.25274318
-0.46635672,0.1473174,-4.4981966,1.7597756,-3.6137254,-8.8302765,4.675533,2.2868595,0.5285123,0.69399965,-0.3548414,2.5303538,-0.7151631,-0.023911,-0.5564765
0.65258497,-0.68378437,2.0850184,2.4885256,-2.3030915,-7.5038548,0.5247598,-0.8277831,-0.08407181,-0.48834622,-1.2675775,0.5445578,1.9194297,0.03457169,-1.1015624
2.9533498,0.24911085,-2.1988313,4.275772,5.6512733,-6.587147,0.5094972,2.556416,-0.22208647,-0.95414656,-2.4462838,-0.08716105,-0.40187213,0.04741511,-2.7949536
5.6844244,0.31073594,-2.9282298,4.8921213,3.0661256,-7.098763,0.52046514,2.555931,0.3580089,0.3551659,-2.4385972,1.8637695,-1.6844251,-0.06170584,-1.2569602
1.7613019,0.011905006,-0.5424229,3.212014,5.513603,-6.6911287,5.0367713,3.7541761,-0.83023244,0.07098149,-1.617022,-0.14524895,0.7602634,0.12784901,-1.365664
1.02285,1.247032,-4.4694314,6.536008,3.865872,0.42964956,9.440346,6.2979407,-1.4251523,4.67005,-3.726376,3.8337595,-3.309627,-0.24717365,-0.22896662
0.55634516,0.08259083,-5.026326,0.8044939,6.353268,-5.59617,2.1916194,0.015556864,0.606189,0.113858424,0.7738383,0.36223555,-2.0006537,-0.090609424,0.27476203
-0.53393614,0.3046829,-5.989902,2.0568867,2.4953191,-0.24050279,6.064144,1.4434091,-1.2474397,1.3657598,-2.9186983,0.1645244,-1.6167847,3.2553134,-0.38472682
1.1117427,0.7944953,-1.6109854,3.9686105,6.7149158,0.3437912,3.7250223,9.123688,-0.14304122,1.3523649,-3.0556967,4.234612,-3.3734918,-0.6900196,-1.0493226
-3.5306897,-0.2915059,-1.19759,2.809932,-1.8791468,-5.9811473,1.7691482,-1.8466258,-0.14224547,0.8452815,0.5966919,-1.6038294,1.60071,0.0023038865,1.6895921
-0.58681947,1.5934026,4.99494,-2.930815,-6.1996384,-0.043595396,-0.8854871,-2.7655714,-0.5417353,-1.3260142,1.594743,-4.486146,3.596236,0.029638818,1.5178448
1.5950087,0.24465837,-3.873753,2.243364,-2.8184695,-2.0140948,8.544977,0.70984197,-0.087111674,1.4111542,0.6057715,0.9309564,-0.09563607,-0.13529815,2.0019195
-0.75585616,0.21226801,-4.49904,1.7830999,-2.3356655,-2.4982038,8.738477,1.8052546,-2.360192,1.0249416,-1.2297031,-0.52042305,2.0216966,-0.07287501,-0.17021097
