0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.39960986,-1.9978179,-0.25969842,-0.7318687,-0.08316948,-1.6376318,-3.0993977,-0.5322952,-0.42710325,0.5843621,3.2580535,0.29201597,1.7826158,0.042074345,0.48327687,0.39014444,2.8629334,0.017588872,0.015463397,-0.36074138,-0.05540128,-3.3256993,-1.3106923
0.095311634,0.12826663,0.5292296,-0.5996313,-0.3761795,-0.79381746,0.14555506,10.088895,-2.2446022,1.2260113,0.026493909,0.5783008,0.71192217,-0.049813636,1.0656265,-0.046716996,0.033102926,-0.0008154537,0.035037503,-0.34364116,-0.17004928,3.14881,-0.022674236
1.3221564,1.6611478,0.41850463,-1.1359277,-0.08051112,-0.44032568,1.6923597,5.5311484,-0.9028568,0.7520836,0.7453635,0.33757704,1.5569957,-0.18942526,0.9727776,1.2931478,-1.7644732,0.0073678903,0.042777468,-0.5352157,-0.13547921,-0.90575606,-0.31519026
-0.21410365,-0.17851445,1.9697529,-2.2988749,-0.4727153,0.22882771,0.03387616,1.9768126,-3.352095,-0.7466418,-0.82923216,-0.29162633,1.3845876,-0.1924656,-0.6613391,1.2787223,0.29471692,0.027637469,-0.09893701,6.946094,-0.09893679,-1.0628543,0.34778944
4.2447352,-0.46544352,-0.061675847,-3.621713,-0.89840007,-1.5039122,-0.7234484,4.392537,-3.363834,2.9013,1.064841,-0.008983969,8.443008,-0.53158087,1.4033939,1.794982,0.749271,0.05353198,0.112573385,1.6468896,-0.38252383,-4.0959644,-0.37002552
-0.32410762,-0.20331559,3.3423154,-1.4922061,0.10011694,0.46027213,-1.6122245,3.7490044,0.7032714,-0.20668747,0.8615441,-0.1547697,0.63778067,-0.04144413,-0.75834227,2.2895787,1.2725776,0.015077112,-0.04403999,6.1976,0.21438313,-6.135794,-0.119336
-1.5998659,0.27832043,0.82924044,0.87675995,-0.1263696,-0.39214802,-1.9900566,-0.1747837,-0.49379307,0.16838163,3.281185,-0.17904544,-3.4089406,-0.033278916,0.39966995,3.237433,0.88416255,-0.022287723,0.03567675,3.087503,0.19900793,-3.566651,-0.23993127
-1.5658871,-0.41792977,0.82828873,-0.6586818,0.22826709,0.62540793,-3.5802343,0.8079246,0.22789581,-0.40588632,3.58558,-0.08688151,-0.87142783,0.24485189,-0.23447214,2.0751212,2.062114,-0.0013967131,-0.017446881,1.1358656,0.24198866,-6.0572605,-0.18704556
0.53674,-0.15863976,1.1298481,-1.7430874,1.4255856,5.1356664,-2.5657613,6.9542174,1.0502697,-0.31181395,1.6642175,-0.12538993,0.70990235,-0.060005143,-0.21061683,2.4407334,1.4012821,0.013857776,-0.014840865,1.7229846,1.4929705,-2.4857955,-0.28409147
1.1600761,-0.24737234,2.8565903,-1.5142322,-0.17725842,-0.34039146,-1.3848653,2.8948464,-1.1412483,0.5615098,0.8391801,0.23703165,2.3846126,-0.31982967,0.8804193,7.1644015,5.818504,0.021676587,0.050862104,4.5169454,-0.07490051,-4.317135,-1.9828074
2.3023374,-0.8119012,1.0336503,-3.1903634,-0.1321705,-0.30152002,-0.29414994,1.7252935,-0.5318571,0.56837875,1.3648461,0.22489928,2.6132073,-0.15122664,0.7179564,4.9557014,3.531695,0.023162875,0.06351629,4.6362977,-0.016874533,-3.6623735,-0.13857573
1.4747666,-0.7949056,1.2296616,-1.5618689,-0.056354187,-0.55379206,-1.5669525,3.6068094,-0.28967705,0.8390966,1.7183294,0.3639344,2.3720531,-0.29701906,0.8123962,3.479802,-2.4707778,0.021686083,0.049456924,6.3167796,-0.077852845,-4.6686378,-0.7929469
1.5196381,-0.6528641,1.2972127,-2.000883,-0.19176483,-0.35300446,0.193721,-0.17579615,-1.0262262,0.76494694,1.3776371,0.33716953,2.5561888,-0.3632677,0.9278466,8.257027,5.0117955,0.02428325,0.053969603,6.7292614,-0.09635455,-3.5481088,-0.5983133
1.2226993,-0.6100138,1.8714712,-1.5832735,-0.01816945,-0.41987216,-2.3771594,1.6442227,0.2574703,0.751062,2.2902122,0.39051673,2.4596758,-0.29680246,0.8286972,11.46576,2.905973,0.020132927,0.044385575,6.95563,-0.104868285,-4.0080466,-1.2170888
1.368832,-0.666828,1.9197443,-1.5479616,-0.09943219,-0.4489485,-1.9560217,4.7344646,-0.5106472,0.9193955,1.6876988,0.34491587,2.3943188,-0.32072294,0.89595777,6.867134,1.6915281,0.02324773,0.050536316,6.1222343,-0.04808971,-4.315205,-0.9634645
1.4041532,-0.6719398,2.1207652,-1.6494645,-0.012639346,-0.46177164,-2.616468,1.114789,0.1960036,0.7561438,2.4488475,0.34036317,2.5707867,-0.31438383,0.8600209,14.926114,3.9656863,0.02138247,0.046594545,3.8723867,-0.11378484,-4.2288766,-1.3965486
1.3688698,-0.6964698,1.3450785,-1.3678486,-0.19075778,0.041685473,-1.1638911,6.148652,-1.0736808,-0.69076496,2.6472824,-0.009954442,1.1191616,-0.28946757,0.9819695,3.3816237,1.061577,0.002007532,0.041115332,4.3607483,-0.0340173,-4.8696485,-0.84601855
1.6249888,-1.0818064,1.5160844,-1.8844237,-0.11692973,-1.0532075,-2.2998898,1.2493227,0.765828,0.89225143,2.5846236,0.4151137,3.3122191,-0.4324384,1.0068308,7.1518073,-1.346945,0.027996607,0.047695924,3.695626,-0.15003134,-4.2110095,-0.2850703
0.96029073,-0.5634504,1.7654843,-1.5738616,-0.17483829,-0.42274284,-1.2530341,10.332741,-0.9149257,0.7890562,2.0652392,0.4170472,2.3152673,-0.25608316,0.4969371,4.0350976,0.96192825,0.021085447,0.05027898,4.8114214,-0.081483,-4.5822363,-0.6345112
5.8475356,-0.5506995,-1.3974198,-6.603385,-0.5876808,-1.3849398,-0.82738715,3.0435624,-2.926275,2.1149688,1.1108491,1.2076339,9.95102,-1.2295688,3.1941547,1.7390416,0.81332964,0.106144235,0.11206505,1.0388695,-0.3738541,-4.336195,-0.34635195
-0.48372263,-0.12092406,-0.4825762,-0.7202131,-0.2416738,-0.55680907,0.017944084,4.051922,-1.7108957,1.0817103,0.025996018,0.6305918,-3.5499454,-0.47638917,1.0120578,0.047061957,0.19305131,-0.010337057,0.023395386,-0.40142837,-0.04838742,-0.5742702,0.11600259
4.2492027,-1.0787634,-0.14339364,-7.12668,-0.193558,-0.39503044,0.72425944,-1.1660203,-1.149656,0.62622947,0.50167614,0.58465767,2.3044305,-0.84410834,1.219042,0.53225046,0.43481168,0.09794833,0.067758664,0.20989387,-0.1091282,-5.4590664,-0.2537801
0.43125513,-0.20054084,-0.14073405,0.65354055,-0.49865085,-1.1747329,-0.07064272,-1.1839547,-3.1037493,1.6820247,0.4145015,3.6439414,-0.9791785,-0.17601243,2.9684954,-0.5354303,0.114009365,0.0075868936,0.11507386,-0.7430869,-0.28421828,0.02055999,-0.1970206
0.4597327,1.4736179,-0.07299707,-2.168538,-0.24821797,-1.2617369,-0.46049544,-0.58548623,-2.2421346,0.94192916,-0.03633404,1.0932195,4.1136255,2.568935,1.7115455,0.47969887,0.78765976,-0.28897664,-0.0894128,-1.1067926,-0.45969838,-1.7380775,-0.14522837
0.8286416,-0.436381,0.40959543,-0.9523843,-0.32227477,-0.46491516,-1.9103203,1.9987774,-1.7059926,1.0395294,1.018967,0.45171177,1.5301899,-0.20926565,1.1899301,-0.4220653,0.91021186,0.016787369,0.05993321,8.336499,-0.15197177,-3.6226847,-0.3755638
6.6084337,-0.63543296,0.22790712,-1.3965231,0.13710506,0.33937195,-0.62812585,-1.5986348,1.2582895,0.1607081,0.349511,0.07829589,3.798313,-0.026468793,0.026419682,-1.5624558,0.12901919,0.01922629,0.011251867,0.33012822,0.014827088,-1.803015,-0.19458973
0.082513444,-0.058803216,0.85837734,0.21746153,0.7654342,0.85925025,-0.26483306,3.3396337,3.6342897,-1.8110223,0.31242645,-0.8643421,1.6029559,0.6022188,-0.76518995,0.30908015,0.2722444,0.019452075,-0.022043321,1.6825354,0.063599415,-0.4803432,-0.11540094
1.1416595,-0.6578564,0.18834808,-4.6396513,-0.0042527043,1.3151429,-0.7939934,-0.106083944,4.166968,0.090913184,0.6015141,0.108746104,3.758707,-1.5291692,-0.5121453,1.7424691,0.72653615,0.028571814,-0.020333143,0.09321564,0.38547245,-3.1574872,-0.23218134
0.64330703,-0.004239261,6.2054553,-0.9067837,-0.15717298,-0.9268156,0.30820924,0.9101365,-1.0103606,0.59884113,0.20534728,0.36979076,0.6454844,-0.1873365,1.1607676,5.071051,-0.8807443,0.010654306,0.041864604,4.971118,-0.18004034,-3.8860726,-0.35514754
0.9957804,0.088879064,0.87553215,2.423779,-0.5290185,-0.85494536,-0.94655997,0.79716456,-1.7548518,1.9401689,1.1055373,0.6033916,-2.448906,-0.08058971,2.0265,2.488148,2.9084282,0.013582093,0.16788252,1.0702493,-0.20088613,-3.5474508,-0.20463711
-1.5054015,-0.12750182,1.1497627,-1.705372,-0.5722507,-0.5591225,-0.14108694,1.2530286,-2.1576822,-2.5196314,3.080371,0.6779264,3.074578,-0.50118005,1.6833407,5.301606,0.9754111,0.027052982,0.07553973,2.2654276,0.55667794,-1.429934,-0.3347297
0.06118207,0.6288858,-0.6816444,-1.8539262,-1.2613311,-2.082785,1.7881879,1.3848255,-3.8123128,2.7536702,-1.8659757,1.1622009,4.3879485,-0.6368434,4.366614,-1.0614346,-1.1944356,0.072417684,0.1719846,-2.2038567,-0.36673856,2.4738467,1.2675613
1.9448168,-0.954271,0.763495,-2.8024938,-0.6231394,-1.5453666,-1.4253618,10.755367,-4.4933968,2.0497015,1.6912872,0.99365294,3.3361545,-0.5345356,2.365062,3.6409757,1.8009835,0.03831647,0.11539986,1.9553419,-0.36975944,-6.6922464,-0.55969256
1.7466978,-0.60449886,0.38284382,-3.0021968,-1.0393448,-4.3496346,-0.91296065,1.3790361,-8.4144,0.11657367,1.0497824,1.3422298,8.646187,-0.17762597,3.318329,3.3965185,0.8323872,0.054017913,0.04974737,1.5009363,-1.208105,-4.6355147,-0.36207476
2.3940644,-1.0341502,0.9134374,-4.1833253,-1.5016696,-2.98402,-1.9540988,1.4368587,-8.184878,5.310676,1.8485553,2.0677867,9.0849905,-1.4479665,5.622663,5.404229,1.7214866,0.07505919,0.23954238,2.156935,-0.7962214,-8.073305,-0.77720463
1.6384065,-1.0504502,3.0740852,-1.9907144,-0.26447204,-0.8504246,-1.8161871,1.110803,-1.5039434,1.1390895,1.6126418,0.6387188,2.590919,-0.34113613,1.3239335,9.752371,2.030107,0.022418404,0.07268935,5.786749,-0.23008469,-11.687166,-1.1336871
2.2221966,-0.72884214,1.1857053,-3.4282353,-0.83436733,-2.340301,-1.4862297,1.4327083,-5.343428,3.265984,1.8598332,1.4991883,5.0019903,-0.82251626,3.5408757,5.3308234,1.1915896,-0.017296968,0.15350743,3.2327323,-0.58514273,-4.083239,-0.650022
3.368999,-1.1357664,0.9302039,-2.3265984,-0.69300514,-1.4957218,-2.258786,2.0280147,-3.84741,2.503391,4.5466766,1.2483364,2.6370544,-0.7007485,2.810024,7.164721,2.040652,0.04921845,0.13693687,1.4698094,-0.41777447,-8.923115,-1.4862587
0.95395064,-2.709707,0.38332525,-0.92753536,-0.13215773,0.03226229,-0.4520741,2.8903682,-0.56725544,-0.90067583,0.038597215,-0.0807223,1.6302098,-1.2665161,-0.6361535,-0.28988066,0.48619947,0.014059101,-0.083132826,-0.30683723,-2.1136708e-05,-7.4341416,-0.112208955
1.4117182,-0.11647132,-0.40159228,-0.713201,0.019828256,2.907376,-0.116233714,0.039075993,0.27897462,-0.3460445,1.2233531,-0.133991,0.6635486,0.17795202,-0.24484022,1.9154263,0.14275448,0.013264776,0.027826417,4.849865,1.3569306,-0.11865994,1.64577
3.7756429,-1.5507592,-0.049552884,-3.3165355,-0.4582907,-1.8018676,0.3269097,2.8369744,-3.0447986,3.0883515,2.2581272,1.5842661,4.875874,-0.65013665,3.0884826,5.071171,1.9943657,0.0341769,0.15617664,2.6822078,-0.5000108,-10.617535,-0.7096807
3.421054,-1.7624383,0.78891975,-4.40372,-0.732174,-1.2425715,-3.2330205,1.6147505,-4.0471277,2.1045954,2.0006087,0.79966164,5.6231184,-0.74589145,2.0319605,4.137679,2.7950838,0.051354814,0.10022211,2.4055583,-0.3443873,-13.298856,-0.7131654
3.592911,-1.3669444,0.7682275,-5.0286627,-0.86970174,-2.6590524,-1.9440992,2.3073666,-4.81574,4.1757655,2.222441,1.9925152,7.4065104,-1.0155667,4.416574,8.229626,2.1284885,0.07050458,0.21628846,3.2028701,-0.73001605,-10.517289,-0.78189087
3.6522408,-0.71994656,0.6759443,-3.8067136,-1.4159465,-2.7343194,-0.9235234,1.8253615,-9.086002,3.7936907,1.4046783,1.7957097,6.0447216,-1.9683886,4.2026834,3.3059275,1.3742565,0.0043043965,0.121604025,0.8372113,-0.6711284,-5.715101,-0.42333257
0.52921003,-0.35127538,1.6240759,-0.748365,0.7870044,-0.73493785,0.7386833,2.392312,-2.1957312,0.96943253,0.9403509,0.65451,3.6701353,0.2410622,2.5423756,1.1437927,0.39247012,0.055431947,0.2215484,0.2902268,-0.1850525,-7.079626,-0.14356095
2.3800175,-0.5918045,0.4382556,-4.5326433,-1.2574297,-1.6976857,-0.6709713,0.731755,-5.48049,5.304317,0.8368353,1.6697122,9.470167,-1.2306879,3.003951,1.949064,0.9698402,0.15400502,0.30401027,0.8463702,-0.48209217,-4.4187756,-0.21500541
0.5118732,-0.45736182,0.79014647,0.30237493,-0.17458926,-2.196785,-0.79193497,3.435066,-1.2107283,0.9647395,2.3620439,0.39567798,2.5017328,-0.14943892,0.88001645,8.583536,0.842944,0.004647213,0.041785907,1.2511927,-0.23058075,-3.8653293,-0.22220887
0.23518914,-0.3099261,3.893318,-0.9403576,-0.6455659,-2.344905,-1.9696825,-0.92499363,0.7422637,-0.30932918,1.1036327,-0.26937178,0.67843556,-0.057796076,-0.7326621,2.339994,2.0861003,0.011381941,-0.05002478,7.175659,-0.4072292,-6.1383004,-0.27111945
2.201787,-1.7979386,0.5401916,0.5420831,-0.31869432,-1.0385166,-3.8082995,3.458219,-2.0322464,1.6720668,1.3524425,0.8052917,3.0758014,-0.4367974,1.7892718,3.3000855,1.9147376,0.034509104,0.08685073,1.4155364,-0.2905835,-9.511751,-0.5256716
2.2341547,-0.42869213,0.44140607,-3.0211234,-0.05928177,-0.048412956,-2.4317942,2.155426,3.7076852,0.13316323,1.8228233,0.5984049,4.122356,-0.5391552,1.3767645,4.727792,1.5609406,0.034648262,0.072232366,1.7316424,-0.009563105,-7.1661234,-0.68123233
1.3453058,-2.7003589,0.52596116,-2.543354,-0.24210641,-1.0378102,-0.7490883,5.6454296,-1.9535946,1.6708704,1.496284,0.79047996,2.7312489,-0.47360492,1.7830358,3.300077,2.3762367,0.033482075,0.08492005,1.2577145,-0.28316966,-9.866148,-0.42478636
2.499649,-1.6166615,0.7514305,-3.0498073,2.3213348,-0.95751816,-1.8438298,2.0802803,0.36186892,1.5833001,2.2045689,0.4957938,3.188542,-0.40902358,1.3133264,3.3690283,1.8618279,0.031137709,0.060169738,0.917717,-0.2840383,-8.177005,-0.23444507
2.7812824,0.04267952,0.49088842,-2.8299057,-0.8839302,-0.6677431,-1.3387635,2.354868,-2.9177516,1.1162907,0.41722223,0.47330624,3.7946727,-0.5116202,1.3531563,2.1528878,1.4514478,0.035051044,0.06017555,1.4510305,-0.20322943,-9.801642,-0.4683833
2.9350734,-1.2093754,0.23425852,-3.057909,-0.20047696,-0.0031719306,-3.1876915,2.9265273,-0.531072,0.074469924,1.9290837,0.53834885,3.6238084,-0.53487027,1.3962178,4.885655,1.7332551,0.031985004,0.08041866,-0.4126638,-0.0380972,-11.288228,-0.42269662
2.1198952,-1.4994202,0.36186758,-2.3387873,-0.015341561,1.0046914,-2.7406795,1.6696721,3.1220732,-1.4390076,1.9626156,0.27939513,3.1563082,-0.4151385,0.70509684,4.620311,2.078956,0.028821515,0.03549942,1.3537863,0.2583415,-11.017114,-0.69543594
-0.77630967,0.7389301,-0.58460015,-0.07891184,-0.43062976,-0.9056772,1.1052896,-2.1461883,-1.9666946,1.71702,-2.3637464,0.6902107,4.9318023,-0.11579608,1.4472834,-0.18055986,-0.58129776,0.15761839,0.40795404,0.8854803,-0.29708526,1.1047022,0.20505019
-0.8927847,0.10160135,-0.18030554,0.9681308,-0.2551645,-0.70499486,0.72045094,-1.0312561,-2.7463696,3.6070118,0.28507963,0.33965608,1.8137347,0.641898,0.0689603,-0.24170774,-0.8170347,0.012266912,0.01808478,1.0520108,-0.2769358,2.5744095,0.025000077
2.6025445,-0.60198396,0.8652015,-2.41502,1.006462,-0.7363578,-0.8961319,1.3095881,-5.6271887,1.0360963,1.1311743,0.73489976,3.4823058,-0.4686413,1.1025772,2.3790693,0.97129303,0.032554187,-0.10396328,1.9809718,1.7756368,-4.862634,-0.40763372
3.998433,-1.1964294,0.68249416,-1.2947592,-0.0648868,-0.028953206,-1.5900363,0.86341405,0.21195444,-0.560345,5.8928814,-0.32320946,1.6849477,-0.22543737,-0.45289043,4.843633,0.9565403,0.016767228,-0.06346435,1.6835984,-0.015819525,-9.110579,-0.7888468
2.41694,-3.115419,0.69535774,-1.415252,0.09827414,1.2066817,-4.412294,0.6890546,0.56012195,-0.08483633,3.2793298,-0.060373113,1.3874159,-0.24570791,-0.08139373,6.0994062,0.9531531,0.002831132,-0.044031806,1.7861905,0.35052052,-8.7141,-2.9772887
-0.22171986,0.64992356,-0.23054042,0.4918034,-0.11408573,-0.17533901,-1.5985392,2.2679896,-0.8555902,0.4649579,1.7671715,0.20769915,-0.5572293,-0.08343723,0.6827923,4.7871146,0.7820424,-0.021321239,0.019638907,-0.8144428,-0.041897643,-7.129108,-0.20553468
-0.429735,0.80663407,2.1361043,-3.1302016,-0.62199354,-0.05106128,0.7184375,1.3231453,0.17548591,-0.023834182,-3.7941787,0.007597283,-0.88328916,-0.17852972,0.53962576,-1.6770691,-1.0579057,-0.011078776,-0.0056182942,0.18443878,-0.09069209,2.280341,0.18818668
-3.8326213,0.92963254,0.048311118,5.6290736,0.5810053,1.3111951,1.2104671,-0.05037128,3.2167149,-2.4489381,-1.2997613,-1.2620234,-7.735573,2.9937944,-2.746055,-2.8045292,-1.237606,-0.06855061,-0.15972576,0.053287204,0.36487943,7.743441,0.41661885
-2.9655924,1.2900689,1.0287097,4.841118,0.5541904,1.3862216,1.2079316,-0.75385624,2.8175697,-1.783281,-1.0467086,-1.4603261,-7.6912494,0.4170032,-2.3669324,-2.2792764,-1.4306653,-0.060991485,-0.1708982,0.427722,0.36660302,11.034169,-0.006315215
2.9669008,-0.56508625,-0.59152365,-0.65167505,0.02751989,0.20611963,-0.46243376,-2.8980005,0.22484396,-2.211279,0.5867527,-1.1196113,-0.03750566,0.6279431,-2.4915638,3.3538353,1.4161786,-0.051393747,-0.12317564,-1.211484,0.021563733,-4.553137,-0.28070655
1.8675116,-0.33580872,0.18883185,-2.0120544,-0.5682545,-1.2469875,-1.5456882,5.2922845,-2.9486115,1.103194,1.3616216,-1.9970475,3.0947666,1.5784181,1.3261893,1.8048407,0.7935313,0.027306994,-0.0071488325,2.3135564,0.85429484,-4.033909,-0.454852
4.399655,-0.9391133,1.0533015,-0.31908914,0.4944326,0.20202781,-3.0807002,1.6932118,1.3796669,-0.6335045,2.6371486,-0.86447,-0.4183968,0.033224966,-0.80224276,5.882038,1.1277534,-0.032176528,0.015036992,1.8503472,0.23180978,-5.0129447,-0.63510394
-5.050081,0.18623233,1.9521052,3.941463,0.23703219,0.53965795,0.19739811,-1.5149548,1.9559494,1.6200069,-0.16972508,-0.5014535,-4.814285,0.4436562,-0.39832014,-1.1445397,-0.22890414,-0.037853867,-0.0016446012,0.07998274,0.18886234,1.8961303,0.22442529
2.5539892,-1.0316975,5.1755586,-2.442188,-0.46651357,-0.9985667,-1.5605018,-1.5766208,-2.833424,2.2456527,2.1801486,0.99093795,4.0393615,-0.5669638,2.2655773,6.1537895,1.7660847,0.043105844,0.090299755,6.109347,-0.31687158,-7.301068,-0.7290564
4.667259,-1.98762,0.9887873,-5.1926184,-0.68426967,-1.5091987,-2.9749873,2.6583726,-3.7959332,2.5980802,3.6753345,1.2852103,6.3019466,-0.7994222,2.926034,8.485463,3.0997143,0.05383041,0.14508049,2.6339056,-0.4221438,-14.751594,-1.3439983
2.7630644,-1.1532073,1.823703,-3.3142145,-1.4508424,-1.4037777,-1.794636,0.4430325,-4.97197,3.3688073,2.0492494,1.0378295,6.6298304,-0.901144,2.1096249,4.904575,2.096645,0.050450075,0.106908165,4.6319876,-0.37126258,-8.367636,-0.98189753
2.0019212,-0.8886715,2.5913236,-2.4467955,-0.38472253,-0.6665626,-1.4617158,2.3665633,-3.970305,1.0422442,1.6042511,0.70793396,3.6878743,0.27678004,1.7574439,5.0109386,1.4400944,0.050550703,0.09230819,3.900425,-0.21791305,-6.9008493,-0.9349346
2.708932,-1.1958821,-0.5744373,-2.6768992,-0.48513758,-0.48016208,-1.0949103,-1.7952598,-2.6482196,1.9962491,2.7065217,0.9113321,4.535027,-0.55000424,2.4722564,5.912547,2.0262835,0.044039648,0.104372755,4.8002253,-0.24079502,-7.062764,-0.81931794
2.2062132,-0.901962,2.947528,-2.6221035,-0.46760812,-0.8631656,-1.1390921,-1.6362244,-2.7841165,1.8842852,1.7847142,0.93184334,3.9957876,-0.52562326,1.9659505,5.10448,1.6293716,0.04047541,0.095950216,10.479871,-0.29752976,-7.150226,-0.68106145
0.775578,-1.2305974,2.5683625,-0.59274215,-0.07426751,0.51808125,-2.5223172,-1.2547066,2.3015575,0.26475313,3.399526,0.092397794,0.9745251,-0.12227161,-0.361904,5.030638,2.4520726,0.005421132,-0.097712494,5.3978133,0.042644605,-10.806519,-0.9755786
0.3931896,-0.26664972,0.34719074,-0.43474898,0.31791243,0.36943585,-0.4661021,-1.8710059,0.7807476,3.867524,0.3990067,2.4410114,0.9680406,-0.091884464,1.1713439,0.19919138,0.38778242,-0.033683617,0.042262923,-0.57117206,0.29318509,-1.9110562,-0.055152934
-1.3706536,-0.58273315,-0.031178687,1.1386402,0.6275389,1.0258154,-0.44775993,2.852274,2.1764662,-1.3913924,0.9904204,-0.5620467,-1.7802831,0.182743,-1.1772162,-0.5610733,0.38072884,-0.013414494,-0.07210092,-2.375807,0.26443893,-2.9573648,-0.06011256
0.7253419,-0.48855036,0.29188702,0.7492936,0.46536934,1.2808001,-0.94123846,-0.2595361,2.4673247,-2.012541,0.8063095,-0.85759526,-1.3500547,-0.18075645,-2.2348826,5.8267922,1.093016,0.033540536,0.028377533,0.3126237,0.5754426,-5.7841578,-0.15885645
2.0363967,-0.29899302,0.1398245,-3.055516,0.055787,-1.2346455,0.12483866,-2.1152952,-2.909438,5.8692226,-0.997394,2.5685005,2.3476396,-0.3734972,2.2123272,0.5084227,0.4338443,0.025666138,0.08929281,2.3832343,-0.56194204,-1.0412202,-0.0418504
1.2756475,-0.26628226,-0.021357205,0.16938473,2.4007366,-0.4413857,-0.57672775,-0.5827923,4.5121927,-0.7735677,0.9712879,-0.4302983,0.11122315,-0.071285754,-0.9749666,2.6429396,0.5337901,0.0005222864,-0.29874626,-0.002155858,1.8784083,-2.325705,-0.43815786
0.25568706,-2.2505546,-0.6008289,-0.9368607,-0.00521086,-1.7483466,-0.8848022,0.3506394,0.050864395,0.8117484,3.0767765,0.45109755,1.8743681,0.24892944,-0.08162466,0.69070715,0.55841297,0.011958866,-0.0025910311,1.0108745,-0.5439669,-6.601429,-0.88334036
-0.40904996,-0.17762697,0.19681807,-0.55479825,-0.5274603,-1.193109,-0.31126055,13.941067,-4.1638246,2.281454,0.65155905,0.75172454,1.1135467,0.03216015,1.1270527,1.5837628,0.43497705,0.0030025775,0.040222898,0.33181962,-0.4210474,-1.3456775,-0.23997958
-0.4175071,-0.20639503,0.33789873,0.53169453,0.16273375,0.3983733,-0.23905839,2.0414996,0.5833792,0.6409443,0.6920535,0.8321113,2.9976637,-1.3303488,1.7132891,0.82558125,0.4383397,0.095035814,0.09129013,-3.5533476,-0.08847482,-0.30362946,-0.39241368
-1.7119756,-0.57656467,-1.0700809,1.2221111,0.09220506,0.073728375,-0.7420969,-0.7025182,0.49709508,-0.22578388,1.3045717,-0.08159261,-5.674753,0.24233289,-0.16522418,4.560243,0.64489317,-0.022890395,-0.0011217651,-1.3999244,0.02542281,-2.9140294,-0.512076
