0,1,2,3,4,5,6,7,8
11.890866,-1.0518849,-3.2767887,0.30584887,-1.1552645,7.559292,6.3167753,0.2695206,-6.341292
14.1887665,-0.2673602,-3.1093683,1.0132211,-0.027973758,7.0785637,2.8545978,0.16862488,-7.3934155
3.0842817,2.4381833,-2.7238076,-1.8757589,-3.8648152,-5.6768575,0.36229327,2.461489,1.2645056
-6.9032974,6.4027457,2.596184,1.1416515,1.9839939,0.49144688,1.7664058,0.96096134,6.385697
-1.9613372,-0.58800685,-6.5641894,0.0062203836,0.40019146,-7.5651283,1.0156196,3.0839682,7.2258596
10.285804,2.4109178,-0.02723988,-1.1270716,4.4727583,4.403291,-3.3986962,0.06138287,-1.1457725
-7.141552,0.27149707,1.4617783,0.29280737,2.4502378,-5.6082926,1.6864103,1.1277468,9.61866
-8.966222,0.6441256,4.132999,-3.7485123,0.19029415,-10.235686,-0.9442831,-0.17842011,13.14638
-5.9816294,-2.6338189,2.7692146,-0.6881508,2.093561,-3.0261428,-1.2577736,0.49178177,12.514066
-7.151736,1.1662437,1.9505347,-0.22392082,2.295934,-3.1332576,-1.1724014,-2.8479142,10.281499
-5.323985,2.3246727,2.4924166,1.1857938,3.3976154,-5.4962354,-2.7029948,1.032643,10.362358
-6.1821256,0.31874862,0.35489464,-0.53100044,6.280462,-5.4354606,-0.5474312,-0.6672382,11.531786
-1.1172377,-0.43473995,-12.682978,1.3579546,-0.063635595,-2.194526,-0.6055613,0.38556403,7.600543
-4.428688,3.564201,-6.9684134,-0.2899075,4.3965397,-2.2969918,-4.142569,0.35667926,0.54383683
3.4268088,-1.4302627,-0.59867066,1.8633047,4.4807324,-5.6089497,0.6328043,3.8208184,1.5110654
-0.43088055,1.0352538,-3.1685228,1.7535673,-9.51936,-3.303459,-2.435851,-0.8312737,2.6616158
-10.183172,0.30447978,1.9200628,4.746044,-3.0117998,0.8329407,1.8243812,-1.61647,-1.2763118
2.9725196,-2.715962,-3.0413423,-0.9852039,-2.855926,-3.1557024,-3.8039162,0.36989665,4.314172
-5.674523,0.7594568,-2.5649908,-1.0248934,6.044666,4.8871384,-0.81206524,-0.5693126,2.6236129
-6.4443707,2.8396409,17.624437,-3.1623547,0.0415856,-0.65503985,-0.21067575,-0.70252997,-0.15938151
-2.719065,-2.9207978,1.9322627,6.486022,2.107066,1.0856457,-2.8965511,0.080428004,-1.6671627
2.8561757,1.7086631,-1.2866886,4.90628,-7.710347,0.6139317,2.689143,-1.1819268,5.308022
-0.0210515,0.93082136,6.3308215,0.58429855,-0.6911823,2.516341,6.466545,-2.6536355,0.13707088
0.6524237,-3.1081693,6.628785,1.2728256,-1.2405345,-0.3393663,4.9102187,-3.121385,-2.0476308
-0.19027029,3.1736805,4.9206367,-0.3941604,-2.352988,2.2276778,6.9765882,0.10585263,1.2225871
-3.3860083,-2.2600882,8.358454,0.9646469,-0.4582453,-5.566417,-1.1036515,-5.2518654,-2.9157794
-1.1912479,-0.82215726,-6.2120776,0.20719709,1.4440647,-15.206847,-0.9362183,-0.08756761,2.9752803
1.9594781,-4.9743247,3.7628222,0.22742137,1.714879,-1.2270608,-3.8277,4.9011197,3.9307177
-4.293791,-0.90568614,5.031587,-0.9639236,0.15083472,-6.0358787,1.0399731,-2.905294,10.996715
-1.3750983,9.025424,11.427396,-0.5575569,0.111790925,0.15753016,0.23817539,0.06162347,3.7903655
-4.8808284,-1.8254822,10.252176,1.8254468,-0.9912171,-5.3960857,-2.8301954,0.4749665,13.822771
-0.58855766,1.1717479,-3.1375535,2.836438,4.6877475,-4.6659603,-0.39475274,1.4440895,1.9168694
6.085393,-3.3033152,-4.444863,-0.49751955,-4.3291855,1.8704653,3.8919494,0.24859065,5.3840327
-9.893002,4.6694584,7.736665,-0.06977899,1.2142131,-2.8123248,-0.05303798,2.345181,3.2808743
0.32401377,-0.63635844,4.325605,1.758806,-2.309924,10.044984,3.0832777,-0.7675105,3.0033975
1.1113513,0.6346605,-1.9335582,0.62682897,-2.8716853,-5.414079,-3.2220495,0.28784406,0.10495735
-6.1148505,0.6003182,0.5154755,6.7459674,-1.2304529,-3.9017076,1.5277187,-0.64206594,-3.3007512
-13.500137,-4.123038,3.9326925,1.1935937,-0.5947062,-3.2788172,-2.5518868,0.02141802,2.8736362
-10.64359,-3.6904197,3.412165,-1.0620786,-3.7024393,-2.7447355,-5.3575706,0.2648444,3.7949774
-12.1241865,-2.0757139,4.751043,-1.8166534,-0.051359713,-2.4763584,-6.33346,0.91293824,1.956878
-14.201533,-1.9375669,5.871901,-3.921816,-1.7292352,-2.6474934,-2.9845638,0.6751968,1.3200469
-4.4078054,-0.21970849,-13.452719,1.2676505,0.053114645,-1.5226743,0.97950757,0.52638495,0.23914623
-3.2734292,-3.203501,-9.414462,0.015616826,1.0814595,-3.4184988,3.4291258,2.6266336,0.6547972
-3.7404804,-0.76624733,-10.53897,1.3078687,2.7616255,-3.7567835,1.3809686,-0.42698294,1.0253662
-4.1882763,-2.264527,-10.327133,3.9072988,0.08029465,-1.7082784,1.4542768,-0.102342136,2.2438736
-4.387971,0.61145353,-4.7730517,-0.9297258,-1.7609625,-6.5360203,-0.03136263,-0.9189315,-4.103581
-0.8501627,-0.85576415,2.457625,-5.5310283,-4.094554,-5.884637,0.56927323,1.586569,12.208631
-3.4531014,-0.24207334,1.1543201,-7.3997216,-2.5279722,-4.7990627,-1.3307285,-0.56583625,9.607406
-5.2280498,6.270977,1.7635528,-7.083164,0.24730764,-3.2990196,-2.43407,1.0467268,7.6828194
-0.7373725,-2.0961568,6.75325,3.3759022,-3.0415392,-0.9985894,-0.52426577,0.7118285,13.469886
6.6297154,-0.2920553,-9.821699,1.6307732,-3.8656142,3.9976656,1.1004106,0.75272226,-13.42661
-7.3421297,-0.34586066,5.740104,6.908776,-1.0482242,-3.992929,-1.9595152,-0.7289064,-3.1472833
6.7238383,-0.5723416,1.0883269,5.8494196,0.35886052,-4.1726146,-2.3136263,-0.115323894,5.850207
-8.084158,-4.7245994,6.2101717,1.7073944,-0.40464762,-3.311416,-2.1987982,1.7777747,8.263423
0.59119624,-0.48187822,-1.1501528,-2.4193258,-0.59860396,5.75914,-1.9965419,0.72279656,-12.910029
7.618465,-0.45509756,-3.85667,-1.512149,-1.4017912,-2.3785903,-0.24526203,-1.5506214,9.695914
-6.021608,0.6892294,-4.5712104,-2.6337528,3.476589,2.7510653,-2.491642,2.088014,4.2932925
-8.53232,0.65623,11.531839,-1.4288592,-0.37032583,-0.12351645,-0.013884984,0.850565,-7.0582323
-8.760937,-3.6439245,4.429729,-0.4487948,1.3177657,-8.368122,-0.92437285,-0.84466404,13.687248
-5.911151,-2.2068624,-2.7483249,-3.5836434,2.0886176,-3.9275913,1.917535,-1.4607471,-2.942001
2.5344682,3.5994487,11.902745,-0.0038415978,-0.6318149,-2.1523983,-1.9768281,0.8785559,7.383786
-1.2821723,-2.4768336,-2.857113,-1.2699823,-2.5774586,-8.670008,1.2012093,0.56122774,9.4946165
-6.194509,0.23778579,-3.097501,5.3186703,0.39226297,-7.5518947,3.3746343,-1.2020758,-3.2485225
-6.3338547,6.146449,0.8911803,-2.574211,-3.0921562,-2.6241915,-1.6310229,-2.5013106,6.7797565
-5.380711,8.104283,1.2404332,-3.0449767,-0.17652294,-1.6014922,-1.2786674,-0.5447922,8.3280735
-4.5521865,4.050969,-1.7813878,-2.4198017,-4.608642,-1.8995597,0.74865645,-1.0144818,9.094037
-7.890699,0.57746226,-1.5401787,3.8543508,4.4050827,-5.490812,-1.2636725,0.754188,9.953575
-1.2426145,1.5394434,4.07525,-2.8959959,1.6417397,0.7314353,-6.059349,0.27306312,9.591811
4.702273,0.23017125,-2.0658047,-0.49717924,3.613625,1.6236492,-0.16857153,0.34833795,13.534266
-1.0295358,0.87172323,7.7802906,-0.98161936,-2.7212281,-3.9090998,4.3548155,-1.7498487,11.014039
1.229828,-0.49198177,0.0033522751,9.103408,-3.5582085,-5.2316113,1.3212987,0.19647299,3.8384166
-0.4646312,2.1324325,0.012739186,0.7282406,4.891918,3.4140007,2.7359705,2.5952294,-10.890758
-1.9964086,0.25306118,1.198055,6.313188,-0.74594194,4.2766676,1.0691733,1.431968,10.8711195
-1.6471914,0.13728301,-0.21177517,6.0673256,-4.605314,4.1004105,-0.0013239363,-0.7952551,11.829113
-2.2317204,0.12750505,-1.3042272,4.776175,-2.459424,5.5090218,-0.5999008,2.073837,13.869102
2.034917,-3.0075176,-3.3264537,-3.7802856,0.47710928,6.042912,-0.76310974,0.36749843,-6.521299
-2.5031006,-1.1340238,2.4663682,-6.9359646,-0.014556046,7.6404653,-0.4019267,2.0700638,-7.102598
0.043131527,-3.1560166,5.070019,-4.58138,1.2461699,6.9366417,-1.2185817,0.55515003,-7.56006
-5.0367346,-2.7792354,5.5007277,-1.2686023,-1.9010487,-2.888027,-0.9899626,5.095906,-0.6053075
0.9050754,3.5149906,4.438695,-1.6228894,4.7038107,-3.2337327,-4.8424273,3.0417368,5.312347
0.7028795,2.7852132,-5.664168,-0.3182739,2.749474,5.8665776,-0.61978763,0.034102052,10.231072
0.21031268,-0.8403955,-5.3349833,-0.15931012,1.4929931,6.6609297,0.17573488,-0.17622802,12.44244
-1.0983788,-6.5464373,9.34425,-1.4197935,-0.142525,0.08615552,-3.3255901,0.5480941,3.6200926
4.23676,-0.17568272,3.4420342,0.34279042,5.20256,7.6213217,-1.5491699,2.6891682,-8.703633
-2.2519116,3.5373461,5.8021855,6.381999,-1.8774331,4.6319056,-0.052921455,0.5761654,3.7420685
-2.2900083,5.7252684,3.562873,6.584915,-2.4021757,0.68082225,-0.6264807,0.8395153,4.731505
2.8743165,0.7263852,2.6725633,0.7454936,-4.673051,1.4171041,0.43223438,6.5483856,0.20539887
3.1144507,4.897346,3.851594,0.44307062,-3.7822502,1.1455296,0.9266717,5.2229238,-0.3753988
1.3063669,2.9554331,2.9903421,-3.1909525,-0.44159818,-2.243812,1.2566278,0.110658094,16.409643
-0.62238526,0.19617338,2.6661189,-1.7434444,-1.7757567,-1.3824965,0.37671018,-0.01893367,18.55517
3.3939853,-0.9232376,3.5705993,0.29546168,4.055006,-7.8690357,-0.14657003,-2.9318805,-1.1062351
-7.0762696,-0.9785852,3.0269384,2.9526005,-1.3322337,0.21833807,1.8217381,-1.7177237,-11.554085
3.7246373,0.534028,0.5617893,-5.1120496,0.7838661,-3.5234883,1.0320387,-0.3186845,12.090056
-2.7201352,0.40157872,2.4137099,-4.172117,-6.808423,-3.9976392,-2.58229,-0.13414815,10.090223
-7.326313,-0.001192366,12.455877,-2.8209388,0.76475835,-4.899634,-4.3384614,-1.4422367,9.780406
0.4073774,-0.7894388,-1.7052503,-2.9400566,1.3166933,-7.5793233,6.6235867,2.1889327,4.586292
-4.002195,4.860297,-4.784721,-1.2918239,3.4932244,2.7464957,-0.77764183,-0.26075494,3.9667594
-4.235176,1.4540071,-1.0296276,-0.43230885,2.486998,2.5856316,-0.33404735,1.6168262,3.1323178
-5.9018683,-1.2207543,13.383704,-0.2428114,0.3443761,-0.7705049,0.3878307,-1.8049003,-5.952464
-4.4797654,-1.4615443,6.5719967,0.0622266,3.436024,4.7013106,-0.69023216,3.2922335,-1.6660801
-0.93556726,4.650246,9.931255,0.84406734,0.58643746,1.6976945,3.1640573,-0.2969123,6.23597
2.626617,-0.77018905,3.4142723,-0.16814634,1.1846627,-8.202135,-3.2954931,-0.8462978,10.710258
-1.0268,0.2700499,6.8921947,1.3159808,-4.7293735,1.6549395,-0.4118645,0.23181239,13.38591
-2.469884,3.7030053,3.9846003,5.2907763,1.4424561,0.84975123,1.7568252,-1.7126712,-0.64473355
8.066608,1.3835188,-4.1099606,-1.4231603,1.5133445,6.9852624,1.0754124,1.5833449,4.287537
-3.9927452,0.008146417,2.5652924,-3.5524065,-3.5636644,-10.49787,-2.3009312,1.7272326,5.3583984
-3.2874305,-0.8179279,2.7318542,-6.009182,0.21687746,-10.820329,-3.3957274,0.4038428,4.629674
-2.6907692,0.46339133,-9.468615,-0.47131762,5.786688,-1.1644498,1.2450613,0.13137712,8.095553
-7.8716764,4.697107,8.902392,3.811009,-0.31385183,-4.0182257,-0.63761085,0.9123831,4.201755
-2.4027126,2.4619288,-3.6558466,-0.42291853,-1.0395797,-7.5268016,1.9949101,-1.0747743,9.421973
-9.322009,-1.8003016,0.54644954,-3.830988,-0.67560554,-6.0268607,-1.8632867,1.2528379,13.778964
-5.572809,-0.53948367,9.353451,1.5344498,-1.3738837,-6.8846602,-4.943095,2.3776789,10.590293
-12.048006,-0.4418371,4.4777265,-0.43729335,0.74801004,-0.60388374,-3.975278,0.29392737,8.299522
-2.4447508,0.2461754,-4.657581,2.1251624,-8.097241,-3.6184056,0.55165976,0.35078907,8.746528
1.42791,1.057949,-0.537724,4.828695,-3.8918161,-2.2028773,-2.8995626,0.9591885,8.708653
3.841248,3.9910731,-1.049315,-0.39780268,-3.1030965,-1.7319809,0.19041464,1.3558711,8.267998
2.121947,2.2656705,0.6927763,0.52156967,-3.5576978,-5.4052353,0.09228062,1.5253749,8.482488
3.6753433,4.4433556,-0.3073012,-1.3186483,-0.9062076,-4.679227,-3.9207282,-0.81598574,7.3303967
3.9299626,3.743377,-0.4328726,-0.09588636,-0.5146862,-4.671082,-3.790111,2.7940235,10.556573
4.7479134,3.2950156,-1.597864,-3.169189,-0.37227398,-5.895125,-1.6835227,2.7064738,7.501552
2.1993234,3.4922276,-1.0567832,-1.1069168,-1.4419516,-4.395765,-4.466368,3.7832656,6.1009984
0.55936944,6.0607696,-0.14720742,-0.3729667,1.6715105,-4.1604857,-1.1479526,2.1677885,7.407065
-2.0960577,5.2745957,0.69634247,-0.8736627,0.6157128,-1.8324562,1.4031322,4.6373887,6.362212
-1.9429142,0.012140371,-1.8895085,5.2652698,-8.336619,2.4501886,1.264264,1.0915368,-0.21331556
-0.6846404,0.34868845,-1.7926948,0.89562,-9.5105,2.26015,2.4383013,1.8312635,0.3286896
0.4063954,-1.7087184,-0.7520782,1.8956544,-8.006662,0.1901632,-0.33928996,2.673935,-1.8530297
-0.4680504,-2.4532912,-0.17626452,1.2621078,-8.091103,0.557306,0.42616722,-1.7049462,-0.39686346
2.2527833,0.6059533,0.7347663,-0.6639357,-8.509126,-0.010723617,-0.4938095,-1.107043,-1.3012043
-0.62852186,2.792978,-2.5538967,3.9914238,-5.7669373,-3.0566359,-0.04785314,2.5482476,8.631776
-0.7216527,-1.3174858,-2.4864504,2.2931962,-5.091846,-4.2393265,-0.14489509,3.309866,7.4145837
1.3919334,1.1157435,-0.6188436,-0.06863849,-4.5207043,-1.707582,0.28899267,5.45071,7.507761
-0.44971436,0.9609024,-0.92351085,-0.54524183,-4.0787563,-1.873053,3.5452669,2.4224393,6.7588673
0.29222125,1.586132,-0.98844755,-0.3542663,-0.59484833,-3.3310156,2.9317732,5.071018,7.8045273
1.0656532,0.44261125,-0.3658622,8.007698,-3.4344866,0.14297885,-1.7551122,2.2957003,7.273632
0.7572998,4.0990496,0.58416057,-2.6757073,-2.3340557,-2.734677,0.9363876,-3.1066773,5.9222364
-1.0330176,5.818699,0.5960182,-2.5920126,-0.42985252,-1.2751137,3.85915,-1.0378611,5.6238112
-0.05780976,4.5387106,0.45626986,-4.9052496,-0.41915753,-3.0593648,1.6783079,1.3374643,5.651778
-4.340215,-3.5106108,5.509016,3.0136204,-0.16393735,-10.875013,-1.813417,0.9292574,8.074418
0.58773524,-4.0705533,-0.37627172,6.1362944,-6.248496,0.011411638,0.112526,1.2155063,-0.2596879
-0.4340776,-3.2399118,-0.73500174,3.501131,-5.4235735,2.3023643,-2.0112302,1.4548532,1.771008
-5.449092,2.306434,-2.3186734,6.7850633,-0.22730662,-2.0044854,-0.1494657,0.017523529,5.532558
-4.5154905,2.8734334,-1.5151365,4.9089007,-2.5070207,-1.9732854,2.6814945,-1.8606267,6.1378613
-6.09865,2.0359066,-0.011437744,3.7957006,-0.31853938,-4.0621142,5.051885,1.2748811,6.659357
-6.18563,-1.7026088,3.8398528,4.27562,-2.8710523,-9.729733,-0.1622284,2.450284,7.760154
-5.213392,-4.2029333,3.6614335,4.893837,-2.6859994,-7.5402684,-0.45436004,-0.84396976,7.8611975
1.1717311,5.7679067,0.5726079,0.42296696,-1.0105016,-5.1439543,3.780376,1.8615851,7.351982
3.7181203,0.090213485,0.22598015,0.6145426,1.535207,-12.84488,-0.16545172,-0.49148571,1.9235818
4.0043654,0.749192,-1.4910696,1.5646249,-0.4991281,-11.167931,-0.22341658,3.2516146,1.3342209
2.4785101,1.141527,-0.5382493,-1.6908462,-1.3562988,-11.979825,-2.2622404,0.970269,0.3182664
7.11635,1.3994857,-0.46721455,-0.91572785,1.2542237,-9.238277,-2.449204,0.39472255,1.5169522
4.539209,-0.19012213,-0.676751,1.716297,-0.3054203,-10.026516,-4.571248,0.043384556,2.7274394
6.3639655,0.41752505,0.05282905,0.5587605,-2.9965436,-10.59185,-1.1790965,-0.76256233,1.8640624
4.696044,-0.5419432,-3.7835193,-1.3423334,-1.0739086,-11.330708,-1.3812557,0.10502195,3.5190225
-2.9921412,1.1372195,0.97311234,-2.087804,0.57822686,-6.579823,-2.6469147,1.0338084,3.4337962
-3.796738,-0.07487056,2.7698793,-0.29036403,-1.6722618,-7.8294663,-6.3070607,2.9653664,3.9559627
-4.3291955,4.115515,3.4801846,-1.8232759,-1.846445,-8.465869,-5.269994,-0.07667462,4.3462667
-2.9368029,1.4493589,6.112898,-0.5340657,0.4853902,-9.171473,-3.3946977,1.214235,3.347954
-3.9007049,0.4501427,3.8825634,-2.1123557,-3.4667351,-6.067779,-3.0130374,0.5569478,1.3861033
-1.8865205,2.9046648,3.263991,-0.30850393,-3.2234788,-7.042351,-1.9347578,3.43177,4.324351
-4.095495,2.660973,4.522127,-0.3207009,-0.68712115,-3.2630959,-3.4616504,1.9455599,4.2264566
-2.083789,-0.72281086,4.5793653,-3.4047253,-1.6957972,-4.9639463,-2.8701692,3.3895192,5.301189
-5.0179734,1.496922,6.931702,-1.8147552,-4.0599656,-6.3098483,-4.130401,2.5090795,5.726797
-4.663885,-0.8970871,7.316769,-4.665575,-1.3308066,-6.167121,-4.4727626,-1.4030048,5.3670206
-5.568984,-3.4516387,8.445494,-2.208356,-0.20874089,-7.164201,-4.1529703,1.325005,4.8630314
-3.0236752,0.095299885,3.743241,-0.16455121,-2.5749927,-6.087798,-2.5879953,-0.71445596,6.4184003
-3.9624934,2.9247339,5.041559,-3.662512,-1.4286127,-6.906708,-0.099337354,0.40585777,5.102777
-6.2356334,-0.13200979,4.1559496,-0.74577826,-1.0813068,-7.060968,-0.5442175,3.0110834,4.7459736
-1.567485,1.3694009,-11.858221,-0.072832644,0.021708589,-0.06953499,-5.1490917,0.34575972,-2.070534
-0.2418898,5.2486377,-11.151899,-1.2677401,0.28884637,1.4576335,-1.7603834,0.084077604,-1.0337845
-0.034694277,2.1756287,-9.475947,-1.9886464,-0.6985088,0.9349322,-5.8923135,0.27337065,1.4589559
0.3823898,3.3742726,-10.239501,-5.02192,0.72351754,0.2236533,-3.0783882,0.117713235,1.2011654
-2.1310642,5.892491,9.554043,0.11533644,2.1493435,1.4954422,-1.4523662,0.2655632,5.2861485
-14.6136265,2.9219525,2.3710182,3.7302413,0.3087228,-0.53287154,-0.9418966,-0.0758215,0.8886761
-16.062983,3.0836518,2.755955,-0.4780976,-0.6988638,-1.8678434,-1.0856254,-0.4214399,0.81918377
-13.101553,6.1718173,2.7430022,1.2190001,0.9929602,-1.3746234,-1.4412782,0.24363151,-1.0221994
