0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-0.004835434,-2.2505908,-3.541424,2.2432196,0.008066973,-6.274841,-5.3191266,0.2802063,-4.285217,-0.14482193,0.6240812,-0.23640479,-2.7988236,-0.021573912,5.5412087,-1.1405638,1.2977332,0.8914067,1.0230167,-1.972703,0.13809712,-1.290741,-0.35961774,-0.8959393,-0.66116834,2.1454868,2.084738,-0.44713014,1.7485628,2.0807333
-0.0040861885,-2.3536127,-4.359834,1.209549,0.008011534,-5.5893154,-5.82976,0.2590005,-3.9167373,-0.047971863,0.7794164,-0.17999081,-2.0085273,-0.018024089,3.0952475,-1.1858114,1.2501396,3.4422367,0.9205722,-5.416897,0.1181542,-4.1282563,-0.3404345,-0.736954,-0.86705,1.784395,0.9508348,0.2997285,0.6625879,1.8444672
-0.0060851183,-1.7655754,-3.07157,1.4603915,-0.003454459,-4.751558,-5.3597355,0.40322194,-3.4236724,-0.071893945,0.63662326,-0.3013143,-1.4886938,0.004163898,3.841115,-1.3625072,1.281275,4.643629,0.52590865,-2.2346494,0.17671835,-1.5514721,-0.43255836,-0.39990327,-1.0316429,1.5662618,2.173042,0.27981067,-1.5633225,2.3070493
-0.0020258024,-1.5943749,-7.794133,1.4020818,0.0027674725,-4.5273833,-4.767035,0.16955425,-2.8861806,-0.10099257,0.4979819,-0.18113835,-2.186024,-0.010997615,3.6266239,-0.52461714,1.4711901,3.8227534,1.0444722,-3.4188359,0.07781855,-1.9884391,0.14173582,-0.1552888,-0.55561393,2.1806092,1.972326,0.31429797,0.58817875,1.4847913
-0.004096002,-2.1357307,-11.648977,0.7917114,0.027545195,-6.170525,-5.5178905,0.28816617,-3.8755903,-0.07354529,0.5345279,-0.23717144,-2.2253687,-0.028278582,2.06243,-1.1860251,1.3808869,3.6682649,0.9062708,-3.0970721,0.1399946,-4.32093,-0.2759223,-0.06510113,-0.78718466,1.9629115,1.5883349,0.29113534,0.27383018,2.0443976
0.004402044,-0.5662249,1.4619486,0.62613106,-0.010870574,-1.7836058,-1.6392888,0.16342305,-0.9819463,-0.07553437,0.179343,0.031979825,-1.882284,0.06657169,1.6425099,1.9554033,1.1583451,1.4370531,0.39410833,3.5671942,-0.102705,0.6664464,0.4769676,-0.7365952,0.9956893,1.015359,1.8071709,0.079462156,-0.49966955,1.2552371
0.0017089396,0.14444292,-0.47622475,0.41875622,0.023656193,0.24686804,0.04082985,0.6512429,-0.24097456,-0.0100157065,-0.12383352,-0.24681942,-1.0122153,0.00203863,2.0490386,0.14562865,-0.27264726,-1.9005432,-1.4048216,0.39612433,-0.039146997,0.14425819,0.08513754,2.3958483,0.076699264,-1.4204291,0.70907354,-0.19259073,0.17640993,1.1770107
-0.0033318165,-0.73126495,-2.4886072,2.401485,0.0052052937,-1.7705741,-1.797917,0.22810063,-1.1797729,-0.014377236,0.19048971,-0.17388736,-2.7009668,-0.013390397,8.12219,-0.417717,0.96034193,3.4390645,1.2392673,-0.75415784,0.0894872,-0.8211458,-0.20732674,-1.6368874,-0.45372045,-0.3902045,0.7218771,1.2953206,4.2241683,2.0954626
-0.0038786726,-1.7168136,-3.0549908,1.0662369,0.19090281,-5.36369,-7.543136,0.29491064,-4.2585173,-1.7290841,0.16998817,-0.025900615,-2.3714046,-0.020385593,1.7955724,-1.9365273,0.83481747,1.8915329,0.48753774,-2.346401,0.14636645,-1.1786286,-0.31158662,-0.48183918,-0.834684,1.0158206,1.5480707,0.3045428,0.39331564,4.0309176
-0.00052989955,-0.9862573,-2.261471,0.7556195,-0.0011509309,-1.8648552,-4.0091276,0.31043506,-4.9522257,-0.2442762,0.2827883,0.0263987,-1.8722352,-0.029921828,-0.3671858,-0.18363488,0.8769044,2.245622,0.5183146,0.12981342,0.07974605,-0.8282898,-0.30761606,-0.49530897,-0.8422012,1.1020174,1.0457871,0.1918704,0.43776387,5.595512
-0.013446749,-1.3196619,-1.4057308,0.37672803,-0.030629378,-3.7823756,-2.5674317,0.50770676,-0.82298774,-0.13645078,0.22505884,-0.40977237,-0.7113568,0.004691402,1.1776087,-0.29226375,1.6852062,3.0126312,0.9617156,0.232979,0.28986278,-0.5821285,-0.15664832,-0.022410067,-2.0929046,2.9211297,2.2275488,0.041990243,0.24435958,5.3722453
