0,1,2,3,4,5,6,7,8,9,10,11,12
2.841178,0.08317793,4.6134715,-0.15261815,-1.7748314,-0.13843837,-0.06212466,-1.6115009,1.7088552,-0.45832056,-8.302311,-1.0071517,-1.4219368
-0.23901464,1.2580401,-2.3456879,-3.3636045,-2.777745,1.3151908,-0.0073343664,1.7804772,-2.6837676,-0.13505536,-0.9634961,-2.8138466,8.120627
-1.7696487,-0.3010074,0.043755963,-0.5585383,0.44021988,0.615071,-1.2634741,5.2994037,-3.840482,0.20152867,-3.0977836,-0.39488038,6.165943
1.0908681,0.12355561,-1.3759421,3.429939,-4.4613004,1.5686008,-0.48114306,1.5324192,-1.3388575,-1.4956725,-5.830058,-1.9766967,10.870834
-2.578113,0.48017007,0.018958567,-1.5922663,0.7747378,8.013259,-0.36676413,4.73898,-4.57841,0.6315739,3.2726655,-0.0704153,-1.152279
0.3534753,0.08011251,-1.0237118,-11.7292385,-8.720139,4.6249905,-0.34010726,1.3134881,-1.6283448,0.16617393,-6.4093304,-0.018370196,3.9997306
0.57686555,-1.637959,-1.0575897,-9.336747,-6.5845556,4.205555,-0.37934425,1.7388462,-2.092582,0.2208127,-4.879751,-0.29507935,-1.5863456
1.4084193,0.074068405,-2.7504015,-5.0191035,-10.165144,7.951147,-1.1558772,3.3287032,-3.9597208,0.19126166,-7.8324294,0.06955532,7.991091
1.3375586,-1.2603569,-0.25299543,1.2045217,-9.694461,1.011212,0.046226755,1.8243393,-0.31957132,0.019359747,-7.503194,-0.9917183,9.516421
4.6178303,-0.9379566,-1.8055345,-1.3029498,-7.7180724,9.387982,-1.0832483,5.742735,-6.03884,0.6265262,-7.0017743,-0.17850293,4.844388
1.063278,-0.51157004,1.3688278,-2.9772048,-12.438215,3.2588632,-1.6803128,2.652213,-2.1433418,0.31148943,-9.762115,0.070230804,6.808252
0.008664479,-0.07931481,6.2236714,-0.6909309,-8.277495,1.0212656,-0.2637654,0.926352,-0.6971933,0.64802265,2.0015702,0.77367115,-0.12117295
-1.57363,-3.747958,-3.1793933,3.3195066,-3.8158054,-2.4094176,0.26516923,-0.75649387,0.14209278,0.4920461,-2.256158,2.1252027,3.548585
-0.9995228,-0.7119296,-0.43421736,-1.415072,-10.304993,5.6826987,0.07907818,4.0350447,-3.1029966,-0.34996065,-7.772791,-0.14973302,9.89583
0.7001337,-0.8987794,-3.129593,-1.5487558,-13.685643,4.881936,-0.12798597,2.5248742,-2.7350724,0.4005294,-7.1123767,-0.509283,4.1842074
-2.2391722,-0.27336484,-1.3315204,-2.6079996,-12.5618725,7.475316,-0.70255685,3.429216,-3.6187067,-0.27119195,-10.27071,0.09355882,5.7871776
0.8735428,-0.2625874,-0.3482138,-2.4736772,-8.420681,6.9300423,-1.9296174,6.3569407,-8.149903,0.77370137,-10.295543,-0.03594874,2.8995616
-3.7286754,-2.3992505,-3.5255358,-3.9649708,0.14232798,4.8785396,-0.8857594,-0.08981584,-2.80689,-0.9044752,-1.3195729,-0.88767123,2.8730028
3.9176462,-0.5227516,0.5467371,-2.0755832,-4.5354285,8.414044,-1.322229,5.458129,-5.1204224,0.633064,-10.525048,0.014159431,0.89860076
-0.035233818,-0.25286365,-0.38385406,-0.17528383,-5.4072075,4.7823,0.44161552,-2.3660047,-1.0259213,0.18638735,-5.2994957,-3.0677617,7.233533
1.1626452,-0.025608318,-0.8005156,-0.65024394,-8.043734,-3.645672,0.103986084,0.7858768,0.91374487,-0.9049186,-0.54651725,2.3633764,2.5276906
-0.57380563,0.4182144,2.7956748,-1.86584,-11.546752,4.553575,-0.72071075,0.3289666,-3.0995188,-1.8640596,-5.8835077,0.001367391,3.6326988
0.5319467,0.95334107,-0.5279615,3.7528126,-10.30308,3.858794,-0.4343887,0.76229167,-1.1430199,-0.04083473,-6.6393003,-0.26404753,3.7033875
0.059791736,0.35941398,0.906547,-1.2697018,-10.548623,4.2042155,-0.7099984,3.737577,-2.449429,0.29578483,-2.9453676,-0.018684857,3.4606662
2.0957189,2.2950673,-0.63760084,-0.2411489,-10.357932,2.2429204,-0.8598696,0.7928207,-3.217175,0.13926595,-6.9758663,1.7393593,3.06276
-0.6317032,-0.060070258,1.1160476,-2.78519,-9.279397,1.3900713,-0.68834513,1.8066965,-3.5920846,0.84623796,-6.309145,-1.8447154,4.449691
1.0873982,-1.6806816,0.8520328,0.9034542,-12.010228,1.3695549,-0.6927858,1.2331102,-1.9184006,2.1371605,-6.286729,0.16396426,3.4368777
0.39599276,2.0954583,2.2774694,2.7853959,-13.131128,1.2849921,-0.18120277,0.92844665,-1.2806951,0.16040939,-7.5035872,-0.2140731,3.6553955
3.1643987,-1.3167261,1.1269025,-1.4869132,-0.38712576,-4.8267393,-0.24783337,-1.8203162,-0.13148002,-0.28649092,-3.9341805,-1.6264445,0.6543241
0.2810808,-1.1775155,0.45532456,-1.840655,3.2496896,-3.274188,-1.2544183,-0.33734778,-1.2788073,-0.36515996,-3.508717,0.32817596,1.4985908
1.4286768,0.14285547,-3.1062164,-5.0544147,-2.3620899,5.2233143,1.2658715,1.9399655,-1.9356371,0.033528462,-6.9258633,-0.6868702,2.296016
0.53894985,-1.1788524,4.2638564,-1.4609461,-6.9658484,0.6492955,-1.1682913,0.0024811798,-2.086198,0.32601097,-4.6679783,-0.9284478,8.188754
0.52498657,-0.072832726,1.9007319,0.87352514,-5.6255474,-2.2272642,-0.90722746,0.113949604,-0.22433348,1.2425219,-3.842566,0.45878863,11.107725
1.5479535,0.1504248,-5.334697,-0.8547107,-7.7669606,0.53300405,-1.0284365,3.9121182,-1.8946775,0.22120294,-0.2349775,1.0348564,-0.72642857
-0.31424886,-1.2948109,-0.66711986,-0.73702395,3.3827384,0.3210126,0.7737256,3.2911153,-3.0491889,2.6921875,1.0409755,-0.06453896,-2.3489273
-0.09624802,-0.27792236,-2.4546192,3.2009845,9.103231,-4.789889,0.7399158,-2.5958512,3.2688622,-0.55336136,7.727163,0.13765667,2.3583217
-0.38472307,-0.18992366,-0.5705917,4.9721923,12.187826,-4.3031225,0.56107724,-2.2881207,3.1385818,-0.3150935,6.1689167,0.0045808707,0.070489526
-3.7560797,1.1842076,-4.5538945,-2.952581,-0.785643,-0.8574113,-0.4060569,-0.87423295,-1.3625828,0.03856756,-0.84351575,0.99642247,2.689393
0.81224155,-1.1053706,0.14308305,-8.227638,-4.706766,1.3213147,-0.05904021,-2.4783502,1.1305828,-0.163558,-6.965059,-0.018933741,2.242509
-1.7631319,0.3764129,0.7223224,-0.41961208,-7.6388173,-2.093142,0.81407624,-4.776951,1.5591424,-0.16366352,-4.344665,0.13372038,7.5895743
-4.424366,0.6464471,-3.2810686,-0.1444805,1.6585965,-2.7866979,-0.42080402,-3.622202,-0.9301062,0.32494646,7.1139374,-0.0955161,2.0924585
0.8784356,-0.36458635,-4.698437,-1.241592,-8.338858,3.0056887,-0.9353635,1.3437387,-2.0046825,0.060990416,-8.384121,-3.2961168,7.279262
-0.0010970446,-0.549778,-0.39640895,-2.320601,-16.64515,4.6403675,-0.7286523,3.1015952,-2.7333865,1.0687559,-11.891747,-0.093913496,4.9187183
3.290832,0.6368389,-5.409761,-0.9202735,-10.155628,4.312705,-0.6416824,3.5729578,-2.8939493,0.7657231,-7.2061934,0.9653121,7.9597964
3.139481,0.3457168,-4.1741724,-0.98734015,-7.133403,5.1944075,-0.0049296455,-0.40261054,-1.8483865,-0.19523163,-8.449085,0.70438415,6.456779
-1.3806355,-0.47708312,-5.2516456,-0.3983265,-6.0413465,3.7630687,-0.93656963,1.3184706,-1.7744038,1.0086949,-9.846996,0.77197015,6.6207356
1.1671047,-1.623149,-4.053156,-1.1422325,-6.2494693,4.414857,-1.251854,1.3409761,-3.1888833,0.3763977,-8.496132,-0.05550153,10.616829
-2.5192604,1.0493159,-3.063931,-0.03552379,-11.1923685,-3.037524,-0.14953904,0.4878796,1.4805721,-0.0023342692,-2.6909592,0.21701075,5.4489174
-3.4194505,-0.29737368,4.546665,1.5019658,-2.2986572,-0.9882206,1.085505,-0.2639918,-0.60498005,-0.47744772,-2.1673634,-3.3767824,-0.19161154
-1.8072594,0.5875577,0.84740514,2.2787776,1.021844,2.5717216,-0.29710042,0.42517152,0.21276653,1.1249583,1.1557863,2.4461677,5.9419937
-2.1696057,-1.2254069,-4.3853035,0.67432046,0.2804291,2.5698628,0.25700256,1.6597985,0.771463,3.503273,3.0971284,0.93827605,4.297978
4.7111206,1.1143109,0.07863652,0.63650835,-0.4339214,4.4878664,-2.1481454,-0.17245433,-1.0909454,-0.29712433,-5.0168033,-1.3005086,-0.7237662
-0.21241806,0.16277856,-2.036722,3.5469925,0.6215781,0.60566324,0.047120724,-0.7922555,-2.0114853,-3.6407065,0.5222164,0.49602804,4.31756
0.5033227,3.331164,-0.877099,0.20974438,-6.052846,1.0232753,-1.102133,1.0410534,-0.65785533,0.18199843,1.4868742,-0.43114758,1.4307554
0.12019232,-2.9719262,-0.681582,-8.195441,0.34614515,10.91371,-1.3656764,4.5657525,-6.9061446,1.9223107,-0.755062,0.28689077,1.9238836
4.5594277,2.3383555,4.398417,-0.739241,-1.3376293,-1.9503984,0.567515,-1.4738644,0.80228823,0.08614863,-0.63688016,-0.95054954,-0.94798005
1.1270585,-1.2655464,-4.845684,-0.1982842,6.1444883,1.921999,0.1723686,-0.5260515,-1.9114128,0.120687194,0.9234038,0.07456051,2.951115
2.9819934,1.4056907,5.19145,4.183715,-1.2742428,0.23783581,-0.0068041906,2.1613853,0.11442188,-1.2520074,-0.005019223,1.1081009,-0.22444996
-0.36951715,1.8662024,3.1497073,4.085678,-1.0087847,1.6104132,-0.086474754,-0.28296712,-1.2373646,-2.9114182,2.3522038,0.0650959,-0.033992104
1.0308778,0.7458059,6.5769463,4.136227,-4.316264,-0.23882023,-0.103397936,0.6854602,0.23637104,0.19183616,1.5000018,0.07545343,-0.6577828
0.15605891,-0.5602711,6.7326164,-2.5236497,-1.8284215,4.5222573,-1.1420567,2.6943033,-5.732683,0.6173711,-3.5332077,0.037082043,2.4589384
-0.59846747,0.26984993,-4.93298,5.5347505,-4.66243,4.138256,-1.1751579,1.5613446,-3.6766746,-0.02758391,-4.208757,-0.16199538,0.31111288
5.08579,-0.7216881,3.3814776,0.54108185,-5.052175,-1.1771129,-0.8076396,2.2699063,-0.4430189,0.5119422,-1.0315886,2.1647868,-1.7989737
3.0999992,-0.8155953,-3.875456,1.395801,-3.4073286,3.4342659,-3.1038837,4.9454374,-3.0147917,-0.9750092,-3.648808,0.08771295,6.446202
0.8906608,-3.2089458,-4.459047,-4.8004484,-1.6990268,8.280083,0.046270434,-0.03488412,-0.596386,0.38872835,-3.9651313,-0.47741953,3.6100686
-0.11514718,-0.03374621,-1.2466754,-2.156046,-11.267809,9.409049,-1.3667511,5.203082,-7.1583467,1.133764,-6.969624,-0.10031347,3.0702147
0.37349617,-0.056449648,-0.46448776,-0.40453088,2.2479722,0.37829885,-0.16137023,-0.39590472,-0.81028026,3.652254,-0.26435757,-0.13625783,4.4100833
3.4155645,2.9715176,-0.6236522,0.9793865,-0.1654692,3.5701094,-0.4664436,2.533496,-2.9668338,1.0481486,1.8959454,-0.26388702,-0.3095244
-0.43222392,1.7694105,0.270466,-4.5289736,-4.8114862,7.902321,-0.32810554,2.727613,-7.0584936,1.6704147,-5.5216856,0.74118024,1.3299402
1.8654057,-1.5067407,5.906751,0.52098036,6.1720314,1.1783149,0.30993024,-0.36459237,-0.1290933,0.24637873,2.9661357,0.72729045,3.8198087
-2.1954262,0.17390297,-2.8702273,0.16049649,0.6928044,1.4556842,-0.21015027,-2.6243007,-3.7276895,0.3107375,-1.1874452,0.074234344,3.8406966
-2.2251327,0.008572469,2.6489108,-2.140829,-3.1754363,2.6001475,1.457311,0.8751236,1.2323052,-0.64786077,-4.2103667,0.6691759,-3.059345
8.339967,-0.53755236,1.311261,-0.98471516,-2.8296678,8.906148,-1.0934777,3.330178,-2.6837249,0.33665448,-2.728973,0.11891677,1.1896156
4.6787505,-0.2098001,3.0351663,-1.2374676,-4.2006373,7.5445786,-2.1070197,4.4753113,-2.5309653,-0.21117708,-5.895342,-0.116226114,2.1260736
4.8835926,-0.6762259,4.456586,-2.9648266,-2.5483356,7.147995,-0.55211157,1.9929868,-2.779059,0.045818083,-2.6096954,-0.5102543,2.5842624
6.1333923,-0.3806364,4.6133547,-1.5646329,-3.0169244,7.0907702,-0.476751,2.5387087,1.7235733,0.20987143,-2.9055107,0.10743896,0.99756277
-6.6613827,-0.052008003,-0.5491432,-0.35132915,2.8351786,3.3569875,-0.19723001,1.0760173,-1.779447,0.47319442,1.8896042,-0.055678982,0.8873593
0.18018843,-0.59200764,-0.3637028,-0.13448921,3.7538486,5.0028872,-1.7868246,3.6456192,-4.793843,0.15455681,3.81276,-0.044722553,3.6940088
-3.1942322,0.11899152,-0.20550984,-0.7891794,4.981062,2.916822,-0.50182545,2.4124131,-2.9969957,0.2696782,2.0200615,-0.604076,3.2245133
-3.438276,-0.44639555,0.62117887,-0.8696698,2.3664007,4.831119,-1.3000649,2.3714786,-1.1313971,0.1379284,4.882385,-0.10692449,2.0771015
-0.82231903,0.7325412,-0.08407483,-0.7357662,0.9267581,8.776205,0.0074225855,-0.106293,1.452501,0.55191207,1.4514767,0.014306808,1.5798211
0.090115786,-0.2608492,-5.2280283,-4.9952755,-3.873937,1.4948794,-0.9323007,2.437462,-1.2263347,0.48683357,-6.220832,0.1128932,8.429224
1.0201573,-1.025722,-4.8562994,-1.6509513,-8.884314,1.504664,-0.040909313,4.422011,-1.3749908,0.8854241,-3.2607687,-0.11768865,4.7526307
-6.0874557,0.054891113,-1.1954935,-3.579664,-4.6045027,2.8700173,-0.02248079,1.5767303,-2.4866664,0.09071409,-1.424176,-1.1073788,4.2046533
0.31445828,-0.12623566,-10.929203,0.38844097,-5.660416,2.1478229,-0.25631055,1.057306,-1.3297783,0.027470918,-12.061618,-0.21851897,5.2012954
-0.7840063,0.5550527,2.5332336,3.9937768,7.98634,-8.522014,1.1825618,-3.7032888,4.2478886,-0.20092596,5.6136646,-0.012249042,-10.064505
-0.7967133,0.08750129,6.7914786,-0.4734581,-2.914038,2.5363674,-0.131618,1.0023278,-1.2211403,0.14587116,-6.811713,0.06544249,-4.908119
-0.4218412,3.405839,-0.18283045,0.5939149,-1.8579673,-3.6566575,0.32875523,-1.0290661,1.5409839,0.03655193,-2.9695015,1.7338611,5.84963
4.5359964,-0.722761,-0.5604937,-2.023345,-10.37192,6.480149,-0.8306425,4.1602135,-4.8831134,0.58043325,-9.408821,-0.03380522,1.4367898
0.20187622,-0.48213428,4.7374644,-3.2641869,7.194881,-0.63598514,0.12850325,0.84129804,0.23825888,-0.0653852,10.108354,-0.21784942,-5.0154004
-0.8215041,-1.9228746,-2.4006352,5.5393176,-3.2876616,-1.4056123,-0.029056907,-1.4504648,0.545949,0.20446634,-0.9563422,1.0300947,7.1632524
0.89245373,0.9339262,-2.2263927,1.703855,-4.2863016,2.596072,-0.4637921,-0.39699492,1.0178039,-3.0303195,0.39550734,-0.082838826,1.5716578
1.196025,-0.44531968,4.7785172,-2.8915994,-0.6092047,6.6095963,-1.0303948,3.5544076,-1.7210257,-0.005913073,2.4949512,0.03845103,1.4135951
2.7830415,-0.12439065,-0.41701922,-1.9515772,-12.06038,5.93491,-0.47694832,2.1706996,-3.4412715,0.1671566,-13.64374,0.026308553,5.270163
-1.2693359,1.2731832,0.049289472,1.4554061,-1.0896567,6.1962786,0.44823906,-1.9418375,0.3143741,0.8156648,-1.5252147,1.3863019,-1.7892381
1.4282434,-0.4522072,-1.673388,-4.411503,-2.6328964,5.564694,-0.1837224,1.2327472,-0.55996114,-0.03538544,-12.050449,-0.052999638,1.6868118
-2.3852446,0.081216484,2.3771513,-0.18172255,-4.3640757,-0.67706555,0.7957139,-1.5345649,-1.2131177,1.471947,-5.520546,-0.31741577,7.075101
-3.379628,0.5233834,2.5007088,-1.3813533,-5.2432423,3.2538536,0.7334476,-0.046581794,6.020477,0.03270363,-3.2298574,-0.17578728,-1.6036518
-0.9257572,0.77610195,-2.5276139,-6.401203,-5.501008,0.5374382,-2.0122986,-0.9804561,-1.8779565,0.60496867,-4.232152,-0.1798514,4.834505
-3.5605524,0.8084863,-1.9562093,-5.503719,-4.5179257,2.1543264,0.80204403,-0.30686587,-0.8139183,0.19296528,-4.4178653,-1.8193976,5.421968
-1.7268081,-0.26125076,-4.345181,-2.4423769,-5.9713936,0.5591485,-3.1072729,0.7919524,-3.1954627,-0.40663365,-4.875256,-2.158473,4.644878
-0.31732622,0.083068766,-8.862717,-0.20651335,-7.2791414,4.16584,-0.4570279,1.3200862,-3.4473445,0.069272555,-7.501996,-1.3114438,9.489322
1.7757523,0.66121066,-3.3883367,-2.3123055,-3.2031147,2.5974052,0.17869835,4.3342996,-0.50252223,2.6183922,-3.411287,-3.0490828,3.8212411
0.87040216,-0.1873532,-7.432571,-1.1798198,-5.1945095,-0.87154055,0.4290199,-4.8148527,-0.42214453,0.17500906,-2.5103383,0.08511172,5.2521257
2.05108,0.3656457,-3.0910947,-0.9094669,-6.2483635,4.7105536,-2.4668577,-0.2306157,-2.956503,-1.7162713,-4.140484,0.1633614,2.9093175
0.44213524,2.26031,-0.6213448,2.9980638,-8.501781,1.5170366,0.67427766,-1.6537242,2.430023,0.08869805,-0.48017135,-2.7898803,3.616218
1.0941465,1.3527683,3.335271,-1.2808318,7.7215896,0.96381336,-0.98897654,-3.7392566,-1.1754122,1.7335148,2.254014,0.11063727,-5.3473463
-0.30867323,-0.62773746,-7.912061,-0.36374328,-0.8671715,1.1254605,0.1502458,-1.2533786,1.0666094,-0.34314996,-3.0302114,-5.740423,4.8402658
-0.4874458,-0.30158728,-5.2139263,-2.9290123,-1.8036256,0.67918855,0.5495603,-2.2938077,1.2864693,-1.6307844,-3.934855,-2.9838743,4.076371
-0.2202172,0.017835053,-3.5656402,-2.5250952,-1.7108337,0.7287747,0.15215808,-1.0914025,0.27549246,0.052862637,-2.8578095,-6.9848285,3.9111955
1.3024306,-1.5905564,-0.14834286,1.145514,1.5127959,-2.0509515,-1.9829067,0.39337033,-1.3668932,0.01012045,8.096779,0.27567145,-4.486958
-0.25088018,-0.0070758755,9.915344,1.0100061,0.43339255,-0.48196086,0.043594737,0.1220237,0.42648402,-0.08573745,8.477728,0.042881075,-6.3097754
-0.34960875,0.2978661,6.720351,1.4754305,0.5848493,2.6468961,0.15951894,0.7980059,1.3725355,-0.5134083,5.903687,0.70807976,-7.513898
2.2964742,-0.7890321,1.4955082,1.4175915,-0.59517014,2.0496213,-0.42198792,3.5306475,-5.5124154,-1.5133295,-2.2891254,-1.5990393,1.4659461
-0.025808807,-0.026298566,-6.912188,0.49195266,-2.9936914,1.1682093,0.28315157,0.46349597,-0.7701981,-0.3676604,-1.4448905,-4.9508533,-2.8721964
1.3951163,-0.93312323,-5.4903736,-2.4898508,-1.7170087,-5.745269,-0.17331295,1.6808078,0.39285395,0.44640502,-0.90565854,-0.06050854,2.6813214
0.4242459,-0.6978993,-8.060932,-2.078824,-2.054175,-4.8082814,-0.27879387,2.405197,1.3263474,0.20681964,-0.10082894,-0.06609087,6.3921175
-0.9072958,-3.7709773,-3.3390808,-3.4769564,-3.0623052,4.4635205,-1.3364831,-0.40655142,-3.6999614,-1.8294255,-0.34167007,-0.042871732,3.5282726
-0.38948232,-1.3074851,5.3050356,0.3205151,2.0163522,-0.76902235,1.8795604,-0.981145,3.2415762,-0.5789886,4.8669715,-3.4000251,-5.8590918
2.5680456,-5.0366263,1.7365882,1.8519101,-2.4938717,1.8946444,0.038114265,-1.5179304,-3.0212612,0.40639627,-3.970466,-0.33105898,0.06705352
5.6992965,-4.1343274,-0.4489515,0.42511585,-3.7931793,3.266607,0.18600598,-2.376351,-0.8253294,-0.45001993,-4.2564063,0.8104094,-0.82758707
2.5270379,-0.687441,-0.9991623,-2.772595,1.7045654,1.2230389,2.4388895,-4.5547895,2.0754411,0.5693602,-0.7702052,-0.49096206,-0.81499976
1.7669777,1.7633098,-1.3815495,-3.3394706,1.612864,1.9715582,0.1193626,-1.9940194,4.013664,-0.24924636,0.22133027,-0.007989066,-0.36490124
0.11616187,-0.45684785,-9.835853,0.42964104,-6.378983,3.4639332,-0.09023473,1.018819,0.058602426,-0.8147461,-3.0972662,0.9659557,11.642254
0.0769555,-0.11368434,-5.7253275,0.05934056,-6.6096315,4.5227757,-0.20180011,0.9215341,-0.2279559,-0.3538171,-4.141463,-0.15637024,13.591612
-0.14879175,-0.14443839,6.918931,1.25014,1.9353999,0.0391569,-0.045464538,-0.4958071,-0.18555956,0.3896321,-2.143256,0.21964842,6.143064
-0.33533484,0.67655075,8.615181,0.39746442,3.7801328,4.8064966,-0.45024592,2.873256,-0.48764297,0.21826898,3.8395836,-0.30975148,-3.7738688
-1.6010917,-0.6696065,-7.8657694,1.255658,-3.9741564,2.7299821,0.10996169,2.0960064,-0.4493712,-2.3418353,-4.189128,-2.1205246,7.184365
2.0441704,-0.22993924,-9.371722,-1.7187903,-8.130584,1.9495062,-0.36680207,1.3902029,-2.9298944,0.89042485,-3.4229727,-0.512135,4.79533
0.95913345,-1.5496207,-1.6223153,-4.469282,-5.337161,11.349285,-0.79282695,2.9561403,-3.9321327,0.7104339,-5.9031467,0.013800936,6.5107765
