0,1,2,3,4
-4.5589747,6.4093323,-5.623564,23.06788,-8.193791
-4.3406076,4.2083063,-3.8507524,25.13744,-7.6646686
-5.1832395,7.2049365,-4.172423,25.121597,-4.992881
-6.4316416,-1.7832115,-4.199509,-1.5159144,7.9260597
9.158714,4.777718,-7.0563555,-3.746406,-12.097095
10.3796835,1.7669855,-6.456878,-0.8366957,-12.357678
-13.407474,2.7318285,1.5958909,3.421087,-13.007521
-5.775825,16.786234,-4.079626,9.449682,-4.3102612
-16.066479,-2.676913,-5.129691,10.821091,-14.607558
-6.672868,-2.599302,-8.443622,-9.321522,-17.608067
-5.6966324,8.636946,-3.1151266,-1.0776109,-18.476183
-2.2565777,1.4446586,1.8104653,-2.376195,-17.755877
-1.7131207,2.492905,2.277273,-0.09235536,-16.065147
-6.569955,4.8057866,-20.651264,12.247523,-4.1010866
5.8886003,-9.0848465,-1.1957691,9.038839,-10.828236
-4.1454167,-5.030956,-14.446032,16.800404,-3.8346508
-2.0755322,-7.0116887,-13.488183,15.407424,-4.5392027
-3.9190192,-6.0906997,-15.183419,13.557775,-3.875302
-1.0145963,3.8019767,-11.364668,13.120661,-4.220528
-13.639494,-3.326885,13.63949,-2.3868272,-0.35259464
0.16999994,6.0373883,-15.944754,-0.19030839,5.3032293
-7.7736187,-7.0794377,2.173159,11.352777,-8.907268
-9.596047,-8.897218,1.3952289,12.626269,-7.5977674
-8.668975,-7.456666,-3.1387868,14.048312,-9.854568
-7.1611023,-9.024506,-0.9567127,13.987801,-10.8491335
-5.2386994,-10.900149,-0.33840966,15.135912,-12.256686
-10.361807,1.0696253,1.6954923,3.4061253,-19.44701
-1.6714854,-6.078698,-9.0894375,-14.224628,5.315976
0.4025599,-0.7415196,4.295051,-6.70092,4.6798325
-17.854866,-3.942642,-3.081187,12.988251,-17.720255
-15.484354,-4.816639,-4.970058,9.708823,-5.917433
-13.418889,-0.746191,2.2147114,12.064922,-9.951509
-9.536961,-1.5004725,2.1668699,4.866499,-17.07547
-17.886744,3.555695,5.255631,2.2780387,-4.048707
-19.609097,-0.71624017,-6.283104,12.20063,-16.728413
-16.101461,1.4872947,-6.956686,10.318436,-15.6811285
-18.497099,0.96801895,-6.709661,11.497318,-11.756013
-19.74054,0.22885372,-4.8232403,8.727863,-11.079373
-14.859088,-1.4653814,-11.362019,8.474677,-10.948774
-17.163193,0.9429516,-12.199375,6.20084,-12.285017
-5.17987,0.6102159,0.8013954,8.248373,-15.871313
5.510125,-5.1480293,-13.332143,5.8828053,-5.219444
1.7498968,-4.482905,4.089821,19.429487,3.7455456
4.2997613,-4.9541173,2.721431,23.12299,5.0331526
6.793458,-2.0548966,5.118736,18.39089,0.7819464
5.232312,3.9643621,15.092684,-19.757578,0.527241
1.8566434,-2.8850155,-13.704848,6.49007,-11.56266
-3.545635,11.660796,-6.236697,10.412133,5.2604504
-17.468117,7.22896,-3.3710735,-7.4594445,4.619899
-15.032669,6.9348555,-4.503938,-6.3603363,7.595238
-15.561908,6.307231,-5.4209547,-6.2992845,4.8856626
-18.255655,7.854065,3.4841335,7.1126394,-18.541315
-16.832083,6.3859525,5.4628563,9.40062,-17.211145
-16.898413,5.024666,3.090198,9.004252,-20.006943
-18.64191,3.9395232,4.1644382,7.0655694,-17.38393
-20.338589,5.5429926,4.487142,9.787356,-18.836786
4.3961654,-9.337314,-12.49161,-4.135857,-12.534814
-14.940994,-5.9673023,-6.532236,11.984729,-17.71382
-11.755427,11.116422,-0.084925465,5.6496572,-0.4562695
-9.622548,3.0652955,6.950619,5.813733,-11.99359
-5.801023,8.549793,-2.1377373,-0.49870616,6.474431
-0.018126234,-6.061655,-8.781999,-16.300833,6.7726665
-0.91389954,-5.4971585,-6.25506,-18.882729,8.006405
-1.4702439,13.3505745,-12.822145,-8.485473,0.91899765
4.4542685,9.943738,-12.526489,-2.9395154,-0.9931061
1.7425234,10.07006,-11.1441965,-5.003344,-0.84458643
2.6097157,8.872795,-14.741011,-3.581383,-1.2317078
-1.3127748,11.275164,-10.753358,-5.648916,-0.016028507
-8.052409,-2.3178604,-2.9831955,7.366194,-19.35574
8.005617,0.19355102,-7.181388,-15.303338,-3.8482618
9.859241,-2.6340756,-5.099669,-15.125818,-4.0764217
7.0921636,-0.07219392,-2.7129183,-15.345611,-3.8680222
-6.6421304,5.207577,8.753535,1.2890862,-10.38078
5.459463,1.6534085,-4.7650013,-3.1635435,-12.730371
-14.396935,1.0160526,-3.703723,13.013639,-13.073483
-4.339371,13.189448,0.07928456,14.326842,-0.9133991
-6.906441,14.013655,-1.0443234,11.301345,-0.27711675
-7.1559186,11.57037,-2.0364828,11.568364,-1.9478438
-6.1513515,14.616397,-0.90244454,13.940628,-3.0074651
6.0133557,-14.443221,-5.726357,-5.6251307,-5.967086
-1.2144846,5.2818794,-14.4401045,9.466151,-7.6939297
-4.5999618,-0.8083982,5.2283406,-10.338379,8.5637045
0.51437145,-6.657052,13.490699,-3.0681105,-9.564139
-1.359035,11.681265,-3.7033367,6.456247,-3.8807766
-7.722305,10.842146,-8.080875,-11.506848,-1.3920625
4.5260754,-5.1134624,-8.843617,10.42063,1.6957265
-3.8646314,-0.8219214,-19.619799,1.1993207,-3.9270315
-0.17448118,-17.90732,-2.7807102,-8.607365,-0.46615508
-4.3232536,-7.707497,-8.093405,11.651961,7.3536806
11.403374,1.2499533,7.5553102,-10.486901,-8.6395235
-6.464601,-8.665815,-9.475588,9.223842,8.208856
6.387558,-1.581033,2.7779508,-12.944295,-10.798026
7.018882,-1.4133115,4.664517,-9.282096,-11.773128
7.8260303,-2.4161892,3.4229884,-9.367678,-8.956766
4.737402,-1.7427443,5.2008986,-12.474613,-9.239079
6.9298635,-4.578815,5.257256,-13.066809,-10.675841
-14.108809,2.7466776,0.7262518,-5.17801,-2.5754044
1.3540578,7.629973,-1.3751488,-1.4717164,-14.367885
18.77753,-0.13885902,-7.683407,-4.7399483,15.23115
-2.1285431,11.375523,3.643548,12.529547,-2.6933408
10.196085,-9.824823,6.7474136,4.2339993,-13.299347
0.65169,2.6535876,-15.78974,8.739026,4.600422
-16.152643,-5.551859,-3.6962245,1.1554219,3.5157793
-11.468664,-6.4171205,1.7931308,3.4298427,-0.04087834
5.3666778,-1.2832294,6.0443954,4.4264503,-14.25326
-11.982955,-11.551981,-4.680909,7.852144,-4.7150807
-16.014406,2.6248176,-1.5313982,-5.188495,-2.1588118
-11.427188,1.6975244,2.2059546,-2.472641,-4.4215026
-13.982073,5.511144,-1.5400136,-6.0329814,-3.9720466
-13.046927,7.779908,-0.5967474,-6.509524,-6.9886737
-10.2808275,9.418858,-0.76026756,-7.300636,-5.8933
-11.348216,8.696318,-0.36537594,-10.477724,-6.065067
-9.004705,8.069791,-0.6337363,-7.2875767,-8.670156
7.674381,-6.8036036,0.8100124,5.769963,-10.252698
-7.95439,-3.657501,-10.544115,-4.907897,-7.794441
-9.361794,-4.396824,-12.722045,-3.1728525,-9.542621
-17.998356,-1.9693404,12.514474,-7.3138905,-4.8199654
-8.833276,5.9321027,8.887907,13.395016,-7.6262574
-7.550625,2.2223678,-14.248119,-0.19355196,-9.688639
-12.3784485,-11.894744,-5.762444,5.973748,-9.157018
2.7912972,-3.283722,-17.71758,11.734263,-7.3135977
-6.8591943,-4.8370667,4.4310155,14.399599,-5.796407
-10.186652,8.330619,3.8759735,10.608984,-9.437917
-10.4771385,-12.121968,-7.762323,9.03251,-7.8912783
-3.4970503,9.488285,-1.1118968,3.9509976,4.2247634
