0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
-0.4283676,-0.11244429,-1.1679629,-1.4205451,-0.039641634,-0.0050328583,0.06738843,0.6548369,-0.08683634,5.2136016,2.2342024,-0.23022099,-0.0191312,-0.0030792835,-0.26416126,0.18668301,-1.96906,-0.7046411,-1.0637364,-2.4274585,-0.49998814,0.080464065,1.5178039,-1.3363459
-0.5478909,-0.023123361,-0.011716089,2.128919,-1.3457755,0.0017844007,0.60534775,0.590977,0.78492194,0.13846773,0.036266208,-0.42678672,0.24629141,0.0015779561,-0.118106805,0.04872676,-0.27087843,3.8263724,0.06714058,0.4357808,0.1180885,0.64845645,0.08937683,-0.8883838
-0.119502515,-0.0041223643,-2.1153836,-1.2269711,-0.09857449,-0.0048533794,-0.17352599,1.4139816,0.11532301,4.9059787,1.0822473,-0.7765186,-0.01800875,-0.0026219808,0.017768921,0.18764718,-0.40809974,-2.9962878,0.03969379,-2.4431813,-0.54134065,0.25854367,4.148363,-0.18882757
-2.2235465,0.008300414,0.10965658,-1.3535376,-0.45000184,0.009929294,1.6044494,-5.046022,-1.8143256,0.98678786,2.8940997,0.28737128,-0.23447123,-0.0015731748,-2.2194707,0.1301899,0.603755,2.33697,-1.371358,-0.50431514,-0.045174126,-4.8793163,0.7239944,1.7626855
-0.368048,0.27637553,-3.4627903,-5.4155273,0.2676429,0.0099117365,2.8507557,-1.6101248,-1.1939324,1.8408786,0.21333778,0.007881894,0.37993217,-0.0013774012,-1.5097833,0.14515235,0.2694953,0.8344809,-0.50263596,-0.6781563,-0.5724634,-0.41548917,1.1122305,0.76285225
-0.1840013,0.031292398,-0.2774968,-0.28286797,-0.11322679,0.007722264,2.5022354,-1.9683306,-1.1212162,-2.7297783,1.1431612,0.25457036,-0.1953159,-0.0045662806,-1.7305267,0.05529104,0.6284874,3.5988898,-1.0052899,-2.4708416,-0.24324977,-5.0399313,0.8025012,1.725444
1.8647377,0.027604751,0.1518127,0.46591902,0.17958155,-0.00070605177,-1.6236387,1.2138705,1.1103736,0.50132626,-2.3888302,0.2400678,-1.9364815,-0.00066055724,2.1956382,0.49065548,1.8000593,3.5519915,-2.622102,-0.6134304,0.51412535,-0.17041321,0.15954529,2.6877484
-0.8333919,0.028483948,-0.79173434,-4.1970983,-0.02403015,0.004632078,1.5402226,0.044166468,-0.6776714,4.628773,1.0830154,1.0206761,0.14463483,-0.0062006204,-1.0870419,0.28223214,2.2782054,8.790101,-1.6212487,-3.2912848,-0.75657165,-1.1024625,1.9961094,7.503252
-0.44310638,0.013713116,-0.4863893,-2.2616372,-0.097265415,0.0047282497,1.2099327,0.4674107,-0.5048954,2.8196704,0.59498405,0.9468104,-0.96066487,-0.0081615215,-0.7143392,0.6675577,0.43064114,8.829918,-1.9813893,-8.002155,-0.51974374,-0.7321856,1.0556622,1.1663367
-1.1076366,0.059408177,-1.0974275,-6.6843414,0.07853334,0.012747375,3.8711724,-1.2879201,-1.6937257,6.40993,1.3079038,0.4936907,-1.1978024,-0.011565596,-2.7215495,1.1221458,0.72716504,5.7499046,-1.2652309,-10.414696,1.0136122,-2.7144978,2.8089,2.012012
-0.55344945,-0.0049491115,-0.9217451,-2.5496755,0.19866613,0.017331848,5.566906,-1.4611357,-2.2806084,10.420183,1.1447005,0.28770614,-0.3713089,-0.0036762916,-2.7200756,0.27464315,0.58742774,3.6971576,-0.89281875,-2.9964483,-3.7751513,-2.9509945,1.7715805,1.8299217
-0.87937486,0.037724987,-1.0564365,-3.7921784,0.07423386,0.011289299,3.5560431,-1.5368725,-1.5221475,5.5035,0.81463385,0.20579271,-0.4612833,-0.023001943,-2.5048625,0.14584206,-0.91355973,3.4244497,-0.2503813,-7.754631,-0.40314037,-2.9870288,2.8053663,-2.1256506
-1.5898507,0.12259943,-1.2385072,-3.757417,0.089403704,0.021796742,6.519345,-0.33045673,-2.8001678,6.872078,1.8336955,0.59828305,-0.50504905,-0.004355279,-4.0292926,0.31975013,1.4572055,7.587282,-1.9338853,-3.4201026,-1.1205935,-5.5163584,2.9625337,4.1090465
-0.6891793,0.037856553,-0.5499251,-2.5738304,0.23816417,0.0061376384,1.2247415,-0.14477432,-0.7343375,2.2228673,0.84553725,0.0076711224,0.02732363,-0.0025325166,-1.286747,0.12769751,2.230271,0.4207232,0.5383787,-1.9663231,-4.0316877,-0.5728467,1.0084001,5.712221
-0.62803113,-0.4363542,0.8966074,-0.93458486,-0.18292862,-0.017321058,2.900959,-3.1176014,-2.2034538,0.42134085,0.55732244,-0.13427721,0.3541652,0.0007591147,-2.3936331,-0.683898,0.48616728,-0.4489989,-1.5214309,0.52565587,0.14888695,-3.2455292,1.6110435,-1.6804723
-2.934093,0.06650328,-1.1525275,-4.236212,0.036907308,0.009127523,4.201901,-2.5144062,-1.7682667,5.9337635,3.1815207,0.52196807,-0.3259309,-0.0043557677,-4.120105,0.22536068,0.7830808,6.6262126,-1.3324534,-3.427885,-1.1582369,-2.5860176,2.9179642,2.3614008
-3.1485896,0.06656815,-1.2614582,-3.635413,0.09136569,0.0154307,4.6965313,-1.68901,-2.0240736,7.367298,3.569788,0.8168953,-0.44962245,-0.00449929,-2.5645893,0.23246747,1.5615623,10.495442,-2.1220734,-3.7216406,-1.9087563,-3.0315115,3.0159533,4.403129
-2.0234494,0.053060055,-1.8159225,-5.9481206,0.07196199,0.011918147,3.5728095,-1.4534235,-1.5287292,9.863257,2.2819812,0.85103345,-0.73339754,-0.008026788,-1.6337109,0.5538705,1.5135677,11.214923,-1.7100612,-6.3671184,-1.5415756,-2.5223858,4.3356566,4.2859926
-0.5645503,0.010338496,-1.288936,-8.988266,0.0010123496,0.003924757,1.7775668,-0.45784873,-0.7437371,6.977077,0.6689096,0.23956145,-0.96674484,-0.022060286,-1.1539458,0.73348385,-0.27746037,3.2504742,-1.4624023,-9.007884,-0.9924751,-1.5333213,3.056982,0.39130163
-0.5773075,0.004012882,-0.41675827,-10.18101,-1.9665912,0.0017092993,0.13970214,-0.32945862,-0.06225199,2.34826,0.67353356,0.49181235,-0.2468977,-0.0026911446,-0.3425427,0.12645921,-0.06832298,2.938732,-5.153694,-2.1859496,-0.40866715,-0.4108377,1.0437222,3.5057893
-0.41923168,0.010942849,-1.7978016,-6.305205,0.03960414,0.0041664126,1.0759344,0.120608464,-0.40210277,4.614422,0.41341686,0.28658038,-1.2779654,-0.014993654,-0.7938961,1.0053986,0.49998885,3.4661915,-0.29152727,-11.606606,-0.28377703,0.13756908,4.072517,1.7178524
0.96715283,0.18291973,-0.14583528,-2.5461018,0.13428903,0.012822331,4.1390877,-1.3944528,-1.6652085,1.6209284,1.0841931,0.3018567,0.03597478,-0.001308163,-3.6639197,0.37656346,1.546773,3.5025103,-1.2972078,-0.24438387,-0.2627678,-2.14697,-1.0343271,3.1086137
-0.3971131,-0.08216896,1.2302505,-1.2535375,-0.066773936,0.025843363,4.762416,-1.7223862,-1.7867621,5.490843,0.78657055,0.24930167,-0.0014152699,-0.0024517837,-1.3382856,-0.08724711,1.9378786,0.85869473,-0.06852265,-2.990627,-0.13402307,-1.1229612,0.8995625,0.9004964
-0.73940974,0.03017562,-1.9884161,-2.9427989,0.024472544,0.0059339297,1.9549749,-0.6269186,-0.8582473,9.835486,0.8645453,0.72823495,-0.50416,-0.002077255,-1.4660994,0.122090995,0.97659373,8.754813,-1.5408063,-4.129987,-0.6029088,-0.6345184,4.662253,2.9119103
-0.9868655,0.044664316,-1.2400568,-2.237912,0.00097474724,0.008070581,2.6415937,-0.64625865,-1.1372521,7.4641767,1.265585,0.40680188,-0.23237881,2.0033804e-05,-1.8094056,0.22749749,2.4984746,7.762218,-1.2704765,0.21869555,-0.6782631,-1.4142148,2.6422086,6.532585
-0.7406411,0.02572853,-0.88219464,-3.0733266,0.02007861,0.0072816275,1.5894042,-0.5398253,-0.7400171,5.715872,0.81365514,1.9459292,-0.5459038,-0.00479036,-1.0177305,0.29464662,1.0244391,9.294298,-1.6193646,-4.557198,-0.54856086,1.7629261,2.5138593,2.9241424
-0.84434354,0.03421193,-1.2456715,-2.3496256,0.019470632,0.009760788,3.1507533,-0.57296926,-1.352076,6.3688073,0.80653024,0.3336028,0.12928961,-0.0026693235,-2.406497,0.25923106,1.1152631,9.857219,-1.3678644,-1.8850025,-1.3752925,-1.683527,2.303561,3.0477114
-0.7636532,0.02719714,-1.5257317,-3.8045664,0.06066131,0.0022635183,1.328088,-0.93970215,0.02514086,6.5179715,0.78997797,0.116379246,-0.5738832,-0.0042743897,0.45118517,0.4277271,1.3168659,7.066867,-1.1764169,-3.7154138,0.08483718,-1.6803656,2.8843904,3.732127
-1.5962927,0.04893411,-0.99775374,-1.9863688,0.29582033,0.0002490675,2.9869933,-0.44782868,-1.3581074,7.771262,2.145685,0.5380471,-0.38928673,-0.0028581095,-2.0579193,-0.029817328,1.6084616,5.6098285,-1.6288261,-2.6129665,-1.217255,-1.4184144,1.019243,3.776455
-1.2730979,0.051178433,-1.6541843,-1.8247248,0.007369417,0.008870704,3.2876904,-0.778107,-1.3698066,10.388685,1.9881597,0.3666197,-0.26371336,-5.888568e-05,-2.1905203,0.19863541,1.8072302,5.5209823,-0.75052065,0.18331067,-0.783241,-1.6451184,3.6099393,4.216999
-1.3059264,0.0038181008,0.9591931,-0.06754578,1.9402894,-0.00014662446,0.12073165,-2.2132287,-0.080908254,0.16947892,0.6066731,0.07013553,-0.45751998,0.00032899738,-0.0019379826,-0.014799147,2.0551028,1.1291273,-4.380269,0.005610351,0.6710762,-1.0166382,-0.16133693,2.288168
0.35829875,0.011033274,0.12021814,3.0154984,0.26561645,-0.0017242779,-0.32514176,-0.301896,0.22314791,-0.4843032,0.0588538,0.13391475,0.14816031,0.0029586898,-0.031965725,0.062256362,1.599292,-0.09913953,-2.8534396,1.0926089,0.25511262,-1.0014908,-0.23474124,3.0363753
-0.7152903,-0.06171906,-0.6022421,-0.77285886,0.23768133,-0.01233738,1.5971084,-0.52197695,-0.84645593,2.9341588,0.8153231,0.3264711,-0.32688174,-0.005014504,1.7122535,-1.3839226,0.3014288,4.164026,-2.411062,-3.4416285,-0.73575836,-1.3675725,1.5919566,2.374098
-1.6574174,0.10346788,-0.50051904,-1.1586818,0.07903211,-0.0012538733,5.36681,-1.0558566,-2.4849176,5.3751016,1.9224665,0.16742739,-0.2744927,-0.0019717214,-3.311159,0.13684823,0.39817157,2.0786095,-0.43151847,-1.7942768,-2.7644122,-2.0132446,6.424681,1.0338514
-0.78528666,0.17341712,-3.8019288,-1.1486739,0.10036342,0.021383299,7.9175024,-0.17179112,-2.9297235,5.1804004,2.7027414,0.2217673,-0.23523328,-0.00252047,-3.1635542,0.28939164,0.443346,2.0518286,-0.19258165,-2.2501612,-2.0408494,-1.1999948,1.7921883,1.2872548
0.67052364,-0.34231216,-0.023891037,-4.0804625,0.060579624,0.008087631,4.2360363,-0.44104314,-2.6711893,3.4451036,-0.11294012,0.16028978,0.109138876,0.0021085409,-0.9350021,0.14401104,1.8299812,1.194403,-0.27198684,0.49489024,0.47199267,-1.0465736,1.157611,2.5019734
0.38008404,0.08839096,-0.10817605,0.5687841,0.42237854,-0.007306808,-2.4294028,-0.037261218,0.3598425,-1.8122401,-0.7097644,-0.12070078,0.14725122,0.0013540845,0.62073684,0.24228969,0.28924498,-0.8798429,-6.400259,1.0698417,1.7156978,0.17046954,-0.869923,-0.7144055
0.43336394,-0.026470372,2.2915788,5.1109147,-0.09889325,-0.0016588712,0.15325722,0.007330567,0.3437909,-8.654634,-0.46080923,-0.29391554,0.5001867,0.007399773,0.71849084,-0.41730258,-0.46726418,-4.1078258,0.3664757,5.6539326,-0.11164191,0.17080669,-3.691119,-0.58078074
1.8325666,0.019376606,1.3198034,2.8215144,-0.061668746,0.0019784379,0.6151342,-1.117516,0.58484995,-6.7622147,-1.9814605,-0.34198827,1.0588714,0.0072172205,1.433726,-0.7564585,0.1269873,-4.6166086,0.55054486,5.2479186,0.5956352,-1.3050436,-2.4902303,-0.8411231
-0.7382183,-0.068084784,-1.4313183,0.8810729,1.2418524,0.0057348465,1.5738475,-1.5593052,-0.90540045,4.0905886,1.1266448,-0.23386581,0.12735802,-0.0008201357,-1.3548945,2.1594014,-0.06302724,-1.3722287,-0.5499005,0.8507513,0.68010974,-2.3898563,3.7218614,-0.22953883
-1.0363191,-0.042787742,-0.8730678,-3.543616,-0.022571007,0.0017614943,1.0288607,-1.7490402,-0.45904064,4.29536,1.5638052,0.24066608,-0.12380928,-0.0027476898,-0.7618724,0.2370692,0.5955744,6.1048203,-6.3925214,-2.0773816,-0.56563693,-0.96402854,1.9976293,2.5455232
-2.7426834,0.3544273,-0.71112925,-1.4630512,1.206744,0.020166345,5.278538,-1.8229402,-3.6731942,3.92594,-0.87497085,0.19950117,-0.0045291786,-0.0018420039,-6.263074,-0.058333084,0.44668603,2.4276829,-0.43065602,-1.6082537,1.0494542,-2.2726176,1.7594671,1.2199455
0.2323615,-0.003795495,0.5415085,5.4074144,0.027762212,-0.0035719206,-0.96656704,-0.37252206,0.32315356,-0.94811654,-0.16846763,-0.15135434,0.031793114,0.005484195,0.39711124,-0.08893944,0.40059292,-2.112827,6.326944,4.435718,0.19830269,0.1278305,-0.56588584,1.3979409
-1.3497022,0.058264766,-0.7923743,-1.6993552,-3.0111806,0.0041795694,3.7890987,0.05426337,-1.545675,4.4561067,1.3655663,0.13679068,-0.47320545,-0.004632572,-2.6767433,0.29323137,-0.23967893,3.4702227,-1.0864697,-3.7647007,-0.8124146,-4.8822217,1.959446,-1.0708742
-1.933372,0.09681723,-1.4152004,-4.6003065,0.088563286,0.01861389,5.811257,-5.4140677,-2.5110164,7.8433127,2.2161102,0.6714829,-0.5509337,-0.005978679,-4.0795016,0.35025844,1.5190233,8.736307,-1.924246,-4.757083,-1.335903,-4.706015,3.3696856,4.2990813
-1.0626447,0.3204982,-1.0626215,-4.0264006,1.1174732,0.008918218,3.611312,-4.3721547,-1.6035614,6.1257586,1.2208459,0.39692685,-0.496191,-0.004790757,-2.536185,0.3709712,0.04507791,4.3192406,-0.1005144,-4.3446565,-0.60249525,-3.4542873,2.8826349,0.21801321
-1.5488532,0.05545902,-0.7990097,-2.321813,1.4574637,-0.049467016,3.6377268,-3.4654152,-0.5056388,4.57162,1.4686085,0.30260596,-0.46438298,-0.0051220176,-2.3173242,-0.2857729,1.3539232,2.2376685,-1.4284242,-4.5300617,-0.8897407,-2.3435032,1.8547401,3.3006968
-1.7458255,-0.023104684,0.08918048,-3.6859004,-0.019059189,0.017425878,4.136656,-1.7304666,-1.391334,2.6282554,1.7839165,0.18032804,-0.52877283,-0.0024453609,-2.8795812,0.4939628,-0.14121383,5.1069274,-1.9226635,-3.9077084,-1.2932388,-3.1048126,0.5898016,-0.25062755
-1.4441553,0.0279013,-0.90579623,-3.8454838,-0.6290667,0.02185052,4.0051394,-0.7629493,-1.6393902,5.5284243,1.6762412,0.15805046,-0.42902943,-0.004622894,-2.7509115,0.2781437,-0.2542249,3.8110337,-2.2455285,-3.647208,-0.88002026,-8.249948,2.1813827,-0.62304485
-0.5937052,0.26902312,-0.21598482,-0.44782877,1.3372233,0.06078451,8.886257,-1.3623832,-2.4645486,1.8264728,0.5011851,0.10594302,0.1756457,0.0010370713,-3.0408778,-0.017035672,0.18255584,0.3873704,-0.25223377,2.0402794,-0.38845888,-2.6684816,0.81361,0.51997834
-0.20944642,0.0025617068,0.028250244,-1.1269548,-1.8495431,-0.008894112,1.3678777,-0.07012341,-0.7601272,0.94937736,0.32350653,-0.5588997,-0.58969975,0.0071944348,-1.8486309,-0.18091488,-0.2433505,-0.06282004,1.8661362,-2.3414414,-0.06991763,2.1585276,0.39266112,-0.21581236
0.8927824,-0.05639287,-1.7399982,0.35615185,-0.102530204,0.0014791077,0.028401408,2.2465656,-1.9250317,1.3581846,-0.32811418,-0.17252329,0.38970357,0.0023670874,-3.5870395,-0.028655855,-0.15562902,-1.8894509,-0.110906065,0.7017385,0.43956804,0.72659576,1.3935157,0.2533132
-0.22198457,0.07177927,0.16944599,-0.41219157,-0.55499005,0.005468359,0.3577706,-0.03906974,-0.61469775,0.38061026,0.9623237,-0.20874393,0.2729893,-0.00059347274,-0.97843915,0.04721021,0.035212178,-3.9773474,0.032570105,-0.4329683,-0.11024191,-3.741513,0.01642033,1.1282555
