0,1,2,3,4,5
-3.4147499,-5.0600586,10.1796255,2.3754086,-2.9806845,4.61876
-2.1131706,-4.8290977,11.322084,6.143563,-5.263687,3.9553711
-5.497997,-3.8746653,12.851231,4.547475,-3.434868,2.9040673
-4.0051827,-0.2535442,9.363966,6.2780833,-3.7331555,4.321309
-1.9559203,-0.6951701,10.459289,4.9558496,-3.5615253,6.9273977
-16.895594,-7.4445357,2.8262062,-4.7061486,-15.203478,0.109084494
-2.447459,-15.407394,3.9100678,-9.797393,-10.781942,1.5280802
5.237498,8.707038,-0.47125998,13.245626,-4.9247594,5.1145306
-16.324615,-9.267728,3.4042664,-3.219863,-17.037231,1.3141751
7.751481,6.515741,0.47325942,11.901867,-4.7904253,3.4933815
0.8339466,-11.480345,6.8847237,-1.6359326,-0.7190716,-6.586202
-4.919268,6.611189,-3.281134,-4.9493074,16.510777,2.2327702
-0.12326758,-1.6490709,-0.27971074,15.747771,-3.0267632,-1.9359267
-4.7459345,1.174334,-0.3255359,-6.174033,1.2064346,-6.980917
5.610734,5.667936,-0.24869573,-1.7968242,12.301079,-5.717703
-1.4408374,2.9505577,0.66593456,-0.3900917,17.305172,2.9535062
-0.9339409,3.6509955,-2.8813143,-0.7174629,18.493668,6.0189066
8.839028,-5.9458356,-2.1235085,5.781488,0.67847747,-8.375705
-7.036499,-8.910527,-1.9962319,3.4984221,8.325004,-0.9754787
2.3451896,9.216315,-3.0848782,-2.3826292,8.986514,-6.779491
2.735547,9.599183,-4.902525,-0.08460071,12.077056,-8.3743105
7.76536,6.0887628,-2.7024572,-1.5880513,14.230369,-1.5119753
3.858762,6.6844716,-5.146,-3.4416208,14.290434,-3.9134963
3.5163443,14.686555,2.138636,-2.9666712,13.138126,-1.0300963
3.294407,10.705915,-2.3662822,7.9708633,0.4522661,1.7424303
-4.8728614,5.949417,-5.937762,-0.8499835,6.51229,8.463593
-6.517694,11.739416,-3.478782,-2.1400578,1.487531,1.3901627
-1.584505,5.233049,-8.04839,-1.4428569,6.1084337,8.697993
9.082498,3.0228274,4.811334,9.2437105,-3.6112204,-0.33785653
2.0485375,8.167271,-5.6844954,0.5789528,18.990639,1.1839306
7.533929,12.982687,-5.722604,-2.3249674,15.696977,-5.0383015
10.548422,15.626544,-1.4143776,-4.653764,12.462444,-0.71289754
0.5353155,12.1234865,-5.3961887,-3.3802228,6.3053036,-9.812959
11.236882,3.1948786,-2.7212586,-2.794534,0.8375486,-4.4902983
3.5713937,13.7039995,-4.670479,-3.0922682,2.153756,-4.0072765
1.15889,-2.3291402,-5.764546,-2.366891,8.447946,5.981092
-9.492144,6.8283215,3.4628537,1.1135678,4.989679,7.295386
-7.429058,14.592249,0.0437198,-0.44848615,-2.2232332,1.0067095
-2.5911589,-0.28369957,-3.1574783,0.056652915,0.69619834,-3.216072
10.417699,15.524869,-3.6229439,3.3078482,6.3845906,-7.64972
-7.2445493,13.345996,-1.8685911,2.0009594,-1.4260113,-1.0210434
1.7109528,3.613438,-2.2481403,-1.0160687,1.350228,-15.291697
0.76255906,9.923067,-6.6891217,-3.234594,11.177585,-6.681149
1.1536295,4.427003,-0.3722552,-5.854746,7.383375,-0.08700603
1.9429408,8.381243,-1.4428767,-3.4562597,13.867982,-7.576318
15.855773,5.981803,-5.1367707,-2.8441706,-0.38652256,-4.9753957
11.053786,2.339614,5.422745,-0.74950063,10.768705,6.363496
-8.994797,-0.40926144,4.4496775,0.9610995,-16.778559,4.34346
7.506719,5.470277,1.7517413,-6.7007446,0.7528654,6.0847282
6.988515,6.4214406,4.036903,-13.32801,3.1152318,-1.864736
3.3543184,5.7858567,-9.585728,-1.5799092,16.86359,1.8249216
-5.961742,6.6937695,-1.2240251,6.4438596,3.0412915,-1.4753915
3.4057074,8.66166,-6.2251983,-0.88119864,10.323728,-10.421136
-10.1241865,8.325304,0.953023,-9.153069,-2.6210048,-0.4369052
3.8572893,7.2502265,-1.6508069,-6.668923,-2.2763524,-11.405533
11.486082,8.581813,-1.9473525,1.1026576,13.930225,1.4612985
3.7431314,3.3571842,-0.6676748,5.9492836,9.385504,-0.6053952
-6.164691,6.738973,-6.830335,8.917281,8.288416,-6.7428336
-3.394288,5.141522,-5.22216,6.0443153,10.018907,-8.530768
-5.989566,6.1882753,-4.581008,8.788413,10.453345,-8.094282
-3.3578513,8.562386,-3.0114222,6.8421907,9.806452,-9.180153
-9.0841675,3.1446242,0.31618023,-11.840819,2.338938,-1.9571803
-5.1300244,5.593301,-2.107818,-0.3796115,-2.6348243,2.0626142
1.6458989,2.3133924,2.3426867,-1.2112302,19.9543,4.9705305
4.33304,0.20833112,1.4360161,-1.6398369,18.421356,2.7752185
2.0713787,1.125452,3.7666688,-3.6540835,18.048698,2.62582
4.7143116,0.6759455,3.9581172,-3.3172762,18.547058,6.3230157
-3.7061317,5.6425724,1.5002536,-2.8325245,15.861397,6.714136
-6.8867574,4.4526973,1.226293,-3.6136377,15.442096,4.364064
-4.26811,5.1436744,2.1252384,-5.500863,17.006033,4.092754
-5.39104,2.819704,4.452548,-4.37729,15.887617,6.1911693
1.2376738,1.5720851,2.0243075,-1.2832354,15.402426,6.2714033
3.5947297,3.440432,3.9562411,-0.08022993,15.932748,4.152989
3.4086392,4.305806,1.2944919,-2.8521721,16.21576,4.8578444
4.5076547,3.6905353,3.6101751,-1.9920732,14.263226,7.866505
-8.22628,-1.6497593,3.0781105,2.3203893,-1.2477926,-4.619399
-3.8238013,4.579404,4.457417,8.246937,5.7384996,-9.4846525
-5.6006618,2.4813092,3.3432243,5.611439,5.273363,-12.101057
-0.045796268,10.889935,-7.503636,-3.7120795,7.0248575,-4.17163
-5.7855835,10.732745,11.305487,-2.7248647,2.441254,-1.5977621
5.916365,14.712356,-1.2335764,-0.87567216,14.375139,-5.730066
12.51601,8.963703,-1.4265889,0.26103798,2.8477983,-1.3306335
8.775728,14.602141,-3.229734,-2.6492789,-2.9861321,-2.8233287
4.5628214,13.350074,-6.9599824,2.3851602,0.59650105,-4.14845
3.3354285,14.402411,-8.656743,-0.27267212,0.582307,-4.8106394
9.578053,4.9012456,4.3811936,-14.725455,0.72403026,-0.47752747
-0.97362626,-1.334526,-4.3744564,-0.40075818,9.0128145,8.601278
7.2890053,-0.3404637,-1.5773075,-9.760071,5.5376425,6.2579684
9.81814,-0.29985693,-0.26843533,-11.3731365,7.5289464,5.6733346
8.759403,-0.8338075,-2.2460773,-11.977076,5.6050835,3.4342768
0.80311924,2.1325717,3.2568016,-12.581738,6.4657307,2.431154
9.739996,12.489916,1.1086316,-0.29098573,-8.851949,4.5288663
-7.1069016,1.746299,-7.5861263,-0.63822246,-1.8140651,-8.646496
-2.3594742,0.768853,-2.607903,0.746394,11.049789,-10.06217
0.120297104,-0.065183096,-5.129806,0.18239601,10.797933,-10.6726885
1.10824,-1.8155142,-3.007182,-4.0241294,12.056918,-8.564588
0.1789967,-2.7466726,-1.4771227,-1.350489,12.874348,-9.964128
2.4559364,-2.7063172,-0.54270005,0.6035606,14.825935,-10.746071
0.66204673,9.909746,-3.4653494,-4.655889,9.747615,-10.988946
-9.51445,-10.126866,1.7838227,7.9957633,-1.0095693,-2.208739
-2.30569,-8.23937,3.783023,2.7455933,-2.039814,-7.369939
7.6431155,16.665058,-4.9743047,0.58664984,14.135366,-3.1582437
6.0412664,0.78027856,-9.3897085,-3.7552238,9.679225,-6.099454
1.2667524,15.172861,-1.2453561,-0.07770829,11.314788,-0.98078245
0.5765507,12.807321,-3.1474226,-2.306869,10.745542,-9.015233
-0.46997362,8.125219,-6.8056545,0.7337323,0.971064,2.9035344
8.836096,16.479631,-1.4548707,-4.632497,13.512346,-6.303621
7.633787,13.476354,-0.87106055,-4.549455,15.727385,-3.2301822
6.84766,13.330424,-2.8594604,-6.7153463,11.563788,-3.1829374
6.652335,13.325987,-3.6037264,-9.020758,13.802084,-0.64460653
9.511662,10.541664,-1.115356,-10.45746,10.198334,-6.0375977
11.452718,8.099171,-0.28178728,-10.723817,9.377872,-2.673353
-0.4698898,6.060315,-4.4308677,-2.175122,13.815808,-8.441818
2.3195004,2.806856,7.759119,9.671022,-0.45204058,1.8676263
-3.7166018,-0.42107707,1.0156353,10.01348,14.0679655,-2.6997638
-0.124858856,-0.7287369,0.54994506,12.010166,17.414812,-1.367456
-1.5485489,-2.5324829,0.5802389,11.318227,9.751349,2.835006
3.8468964,-9.71071,1.0638542,13.279929,-4.402369,-6.4377427
12.079828,-3.139508,5.033913,2.574446,7.333739,8.167631
-5.62377,9.36522,-9.990274,0.52114797,-1.8827454,-4.083484
13.805005,1.8475943,-2.2649252,-9.787099,-1.966478,3.8290412
14.022141,1.4914069,1.0413102,-11.297937,-2.5892966,1.1259089
14.948701,2.2200108,0.65486485,-9.801493,-3.827298,3.7280068
