0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-0.060657877,0.080065645,4.3521886,0.69469595,1.1118562,-0.08455155,-0.21694337,1.5727162,0.17247523,-2.7777486,-0.60572064,-0.88120526,1.3161575,-2.6983304,-1.7570177,-1.320616,-0.5319388,4.591425,0.025509529,-0.23725766,0.656916,-2.1777003,0.068099484,0.6914703,0.38046202
0.3032427,-0.3552898,0.98409337,1.9147768,0.20722331,0.03469338,0.9036392,5.576742,0.4925565,0.23066987,-1.2147748,-2.2485178,-2.2686498,-6.5149817,-2.9792628,-2.9329348,0.8682785,0.6991495,-1.5988666,0.64672554,-0.56888634,0.50122416,0.18354142,0.12785615,0.45763558
-0.2116801,0.28947783,0.65079063,1.9836773,-3.6167026,0.056269646,2.3176343,1.3682964,0.15088044,-0.95867854,-0.57433075,-0.8525677,-2.3290982,-1.9956694,-1.1422882,-0.7637189,0.16563053,1.0446749,-3.021242,-2.1996286,0.34935892,0.88768774,0.095607385,0.20024057,0.671305
-0.2853502,0.02090011,-0.25476283,0.87533563,-1.8552257,0.0017652458,1.4589473,2.1806743,0.25690645,-3.2643719,-0.5440443,-1.0639625,6.0000515,-3.5709867,-2.3355982,-2.0118344,1.167491,0.89818823,-3.743659,1.1299727,3.1658916,0.6854504,0.09570397,-0.010673762,0.5178414
-0.010375137,0.091504626,4.7391276,-0.65581936,-3.9826393,0.15191473,-0.87734836,-1.614939,-0.1420726,0.46354583,-0.18530548,0.46460003,0.10553844,0.19829844,1.0444423,0.89041525,-0.08284026,6.103679,-1.8080564,0.97894126,-0.18971594,1.5959414,0.12971821,0.66060644,-0.25039434
-0.3513288,0.56809,4.2416234,1.0690998,-5.1937943,0.22716393,0.89048755,1.298771,0.19905654,1.8502152,-0.39998555,-1.7016623,6.6639824,-2.45339,-1.3881934,-0.95183635,2.3687603,3.6406639,-7.9786096,0.21143644,3.6207354,3.2551422,0.24557205,0.67465633,0.47259703
-0.09753279,0.14096986,2.2342656,0.7919906,-6.6981916,0.46446735,0.15282713,1.3502486,0.621114,3.2332041,-0.7416571,-3.2941697,0.565006,-2.788921,-3.776484,-2.343943,1.0285827,1.8337771,-8.161633,0.049810648,0.078514814,5.4243693,0.1522902,0.31824735,0.39781737
-0.49104008,0.6172202,9.039802,2.151162,-2.160328,0.32543606,1.6927204,3.157202,0.3468091,1.6344119,-1.3597015,-2.2904663,4.2892704,-6.131704,-3.560653,-3.467038,1.948697,7.829448,-5.6482573,-1.019546,1.2618713,4.5718846,0.4855791,1.5576508,1.011197
-0.2547597,0.38290054,2.5361671,1.8179079,-1.6896791,0.08384767,4.780042,2.7679589,0.2414087,0.26569444,-1.3270303,-1.7025789,3.2997873,-5.3971376,-2.6354911,-2.5506089,1.4793439,2.2998998,-3.8493574,-10.033433,1.1074789,1.2388728,0.13365626,0.39608324,0.90124834
-0.22139654,0.36386195,5.596575,1.6555783,-2.5992744,0.23845814,2.2370155,2.6662736,0.46498984,2.1959536,-1.2509757,-2.5872846,0.34266174,-5.291925,-3.9166727,-2.715977,0.82125944,4.806949,-5.2909827,-1.6085306,-1.8088355,4.4896955,0.3293857,0.86250144,0.7751021
-0.7492843,1.042359,3.8994644,2.4015536,-2.1422565,0.06102208,2.9113498,4.6090517,0.38939837,0.39604554,-1.8595271,-2.5718632,5.8205566,-8.794372,-4.1520743,-3.5644104,3.4545288,2.4281654,-5.9089484,-1.7785876,2.0135634,1.7376952,0.196249,0.4641285,1.3855604
-0.25522652,0.20489198,0.7872158,-0.9983424,-0.23838538,-0.09658292,-2.4876971,0.4718693,0.1068497,-0.331808,-0.2804035,-0.37825042,6.8072915,-1.0307395,-1.0007265,-0.49552742,1.3609713,1.1156429,1.1656836,1.2544497,1.0616037,-0.24587315,0.0097256815,-0.3371827,0.21390262
-0.1568977,0.20172444,0.18261445,0.85259634,-0.14137831,-0.020747384,4.2267766,1.0741037,-0.2027418,0.39470303,-0.38911083,0.29977363,3.0686984,-2.2768428,1.2601205,0.7192501,0.13403155,3.112002,2.480015,-2.7913916,0.9201382,-0.19468835,-0.0060111154,0.016585082,0.38999963
-0.44697008,0.5318459,3.0212824,2.3037262,-4.0296407,0.17303735,4.076254,2.3639553,0.41775957,0.60217845,-1.5298449,-2.8537707,4.599833,-4.6307154,-4.3395634,-4.468501,3.1355271,2.7559216,-7.642585,-1.7945536,1.695589,3.0692534,0.14220642,0.55505437,0.9460247
-0.28610617,0.37893528,3.6707597,2.6950107,-3.342733,0.14743586,1.8376187,3.8870997,0.41928414,0.6303155,-1.7273085,-2.7241316,5.208335,-7.299295,-4.298399,-3.9990213,0.0722564,3.0231023,-8.765652,-1.1924236,1.0055819,2.2199082,0.19465478,0.56269526,0.99244344
-0.3827174,0.5176725,5.098706,1.9200022,-3.4221475,0.17386389,2.0767536,3.2301729,0.41460702,0.80959654,-1.5536023,-2.7228308,4.6064677,-6.2265716,-4.306579,-3.5671234,6.626056,4.5133944,-7.2967057,-1.200627,1.3464717,2.4855917,0.27056098,0.83167636,0.93223757
-0.21264303,0.28917804,7.9621563,0.97949934,-3.6553636,0.27572066,0.5685447,2.196121,0.23237553,0.9009665,-1.9046456,-0.4194931,1.7513375,-4.7308564,-4.229384,-3.5349426,0.57724434,5.763838,-4.4048567,-0.40750727,1.0135171,3.7877653,0.36592823,0.8553596,0.5968627
-0.08931872,-0.09752968,2.737448,0.5572843,-8.411069,0.43490937,0.8165004,0.9703505,-0.0021273124,3.6299717,-0.44106334,0.030131951,0.6118712,-1.900175,-1.3431721,-1.093683,0.7039171,1.9825168,-2.7173162,-0.52691376,0.35778794,6.9485617,0.54812986,0.41007224,0.2758091
-0.19033456,0.24533722,7.0227847,0.92586637,-2.007824,0.24976122,0.61775964,1.3081827,0.42994177,0.64515316,-0.94425774,-2.4899163,1.99644,-2.6303732,-4.0617027,-3.377794,1.0139437,9.596404,-3.2725294,-0.40914893,0.5392681,3.9590082,0.35346055,1.4425908,0.35422155
-0.39994666,-0.03569562,1.0027401,0.753677,-1.8146006,0.0712846,2.6361,1.5647901,0.33556476,0.05288284,-0.5686685,0.79559934,5.8030667,-2.9844913,-2.5089781,-1.7503,4.941921,1.527801,-3.562911,-1.3296437,2.738354,1.3325862,0.1152069,0.1595494,0.41788816
-0.36756742,1.3336238,2.2569602,0.45431495,1.2649477,0.010456452,3.5964081,0.37935957,-0.045865566,-0.08988522,-0.25460595,0.22332174,3.212176,-1.3219829,-0.49222055,-0.61988014,1.3252944,2.8153245,-2.0324683,-1.3721815,0.9117202,2.6543095,0.03788777,-0.006138083,0.08954268
-1.631011,1.5839849,2.1742175,1.3721418,-1.4161237,0.186871,1.4547607,2.4974685,0.32023758,0.68082124,-1.1666306,-2.0667927,6.6146545,-4.786233,-3.2589302,-2.7996933,5.513007,2.5989318,-11.519966,-0.9474887,2.1194441,2.1670396,-0.032389093,0.21696554,0.6740103
-0.7533248,0.98402196,2.1660056,1.0374906,-1.8407754,-0.18422486,1.7976137,2.163812,0.2944539,0.62103164,-0.6870063,-1.9902292,9.494984,-4.543266,-2.6679091,-2.7042863,2.6492736,1.9311434,-4.921962,-1.0216861,3.637468,-2.2537224,0.08811746,0.36700794,0.62275946
-0.5451294,0.7149201,4.480168,1.1969571,-2.3779821,0.20297936,1.1268905,2.1406744,0.3002725,1.1945207,-0.87638736,-1.9158173,8.693314,-4.2358937,-2.7871542,-2.5096993,2.013417,3.2409523,-5.5395823,-0.38436815,2.4305542,2.3492463,0.15336557,0.63790905,0.61351496
-0.5328265,0.8305199,1.9175773,1.9448718,-2.0128314,0.036623117,2.3552518,2.5495439,0.27249616,0.1177189,-1.0060705,-2.0553281,5.879661,-5.8998413,-2.7401516,-3.5152488,5.9642835,1.7365309,-5.30482,-1.6608166,2.1525838,0.6030803,0.093352295,0.36575413,0.7610162
-0.8621239,1.0427772,2.2751772,1.16685,-2.0725553,0.1374596,1.1452218,2.349142,0.3289114,-0.50455326,-0.9399626,-2.1783671,5.3623657,-4.613644,-2.9335768,-2.677109,2.3212168,2.7535,-6.038947,-0.17527275,1.3231366,1.9275947,0.12181476,-1.8829235,0.64397854
-0.6828848,0.8991129,1.9363165,1.9680016,-1.8263466,0.032805,1.4901203,3.0070448,0.27873206,-0.1890634,-3.0749106,-1.7615572,7.612974,-4.965748,-5.1378613,-2.5763516,2.723022,1.7271214,-4.7270737,-1.1844696,2.5179057,0.55620164,0.074707456,0.3919648,0.8303012
-0.71775466,1.0158463,1.1779953,2.2754781,-1.3786958,0.0049374155,1.9159145,3.9650779,0.28590807,0.0034300631,-1.9447209,-1.8159631,10.977984,-5.6165767,-3.2215033,-3.0270007,4.476121,1.1551851,-4.361676,-1.2016032,3.6679544,0.2655523,0.03758692,0.14496803,1.1510515
-0.5945622,1.0214069,-3.2042687,0.37386152,3.1923966,-0.07195438,-0.90054893,0.7724896,0.10168973,0.548547,-0.33652464,-2.678592,1.7161723,-2.0094943,-1.9888117,-2.2551415,1.0844933,-2.4373262,-3.0282702,0.27081296,0.25897068,-1.3261628,-0.13664979,-0.50544727,0.18359984
-0.18094811,0.26954415,-1.6286619,0.5161987,1.4714658,-0.21778214,-1.2318145,-0.015101319,0.022365522,0.9544192,-0.11237934,-0.50276196,1.126202,-0.7382264,-1.1456026,-0.6433154,0.6448954,-1.6131971,-2.4551685,0.4268211,0.3156984,-4.2812147,-0.03368192,-0.32511517,-0.011289393
-0.28942263,0.6318192,1.6003218,0.78445005,-3.4461172,0.087582566,0.6013356,1.0614849,0.08147518,1.1163964,-0.9081648,-1.7889565,2.5458245,-5.795015,-2.3647156,-1.6207415,1.6852025,1.5945505,-4.811822,-0.7932524,0.26878807,3.970008,0.37600356,0.29436532,0.22714263
-0.2962792,-0.04041441,1.5821029,3.3485851,-0.8804892,0.034261324,3.9360406,2.1060135,0.19775279,0.21802801,-1.2612966,-1.2684442,4.15919,-3.5336902,-2.071484,-5.080041,0.80615956,1.446826,-2.0060728,-2.8583393,1.7700219,0.3609964,0.07397244,0.2634171,4.1962523
-0.35672176,0.37883866,2.4818227,4.4802523,-0.9984089,0.03579501,5.560987,3.04129,0.20630597,0.18433946,-2.2111857,-1.2898862,2.1339583,-3.0583339,-2.139076,-5.2452164,0.2767808,2.3442876,-2.1559863,-4.279404,0.4472618,0.51515406,0.093590684,0.29400307,0.6029465
-0.3294555,0.21202719,2.7131515,1.8181978,0.47277707,0.032072768,2.4317703,2.1374598,0.123351626,0.026739152,-0.69270575,-0.8041844,0.026938403,-7.101002,-1.1386677,-1.0332692,0.6438124,2.4324243,0.3712359,-0.797658,0.40125963,0.31105608,-0.019402375,0.46987396,0.17063236
0.07719901,0.489552,-1.1846969,-0.527297,0.6273921,0.5681455,-0.6707153,0.0654415,0.38953367,1.2057505,0.44214532,0.8623403,0.4788648,2.5414026,1.1148435,1.8652927,3.9815762,0.8681481,0.17672393,0.48355603,1.6214591,-0.51990074,0.010093977,-0.48712137,-0.11189692
0.67484,-1.172242,-2.426343,-1.0663712,1.8826507,-0.025905782,0.118119396,-1.762961,-0.49227867,1.1256033,1.011615,3.0811944,-5.577225,3.542719,3.032212,3.5270302,-6.023907,-2.353126,8.492556,-0.19798157,-1.5802644,-0.69861215,-0.10774148,-0.47985303,-0.544451
0.45768204,-0.5423018,-3.3681922,-0.90892977,2.9895575,-0.048618063,-0.17335594,-1.7759362,-0.87765676,-0.50176287,1.1121683,5.0250998,-5.476251,2.6691284,5.154014,4.6090484,-4.3918824,-3.0575643,6.780074,-0.0001176419,-1.9605563,-0.5371445,-0.18685414,-0.60649943,-0.47992766
0.203654,-0.28890762,3.0458858,1.6228944,-1.1799091,0.021657608,4.169833,2.7010949,0.07870976,2.608406,-0.31449005,-0.43405244,0.52354574,-1.5108664,-0.777963,-0.64956623,-0.4230011,2.1786652,1.9321961,-2.9374049,0.04740344,0.5281197,0.06723817,0.42949402,0.59030753
-0.30742192,0.31365064,2.8729553,0.74836844,-7.107449,0.023508526,0.30408493,1.5540353,0.12117456,0.74455476,-0.5680412,-1.1908675,-0.63487655,-3.7221525,-1.8734282,-1.8216443,1.8893545,2.6371095,-4.600033,-0.47158474,-2.0746937,1.5200427,0.15430273,0.49272868,0.39094982
-0.6647204,0.5117506,1.3685896,4.1980863,0.012798988,0.017614037,5.166724,2.3790088,0.2138943,0.06512855,-1.9522414,-1.1495665,6.316677,-3.8028069,-2.0199618,-2.7390726,0.14429627,1.506291,-1.6655347,-3.6297247,1.659699,0.73233527,0.074966505,0.23970169,0.54247993
0.22743012,-0.46352214,-0.48448747,1.7492025,0.6762752,-0.08898012,0.1671442,-0.24611332,0.0015039972,-0.3844027,0.19709694,0.7619253,-3.381037,1.0717964,0.9093798,0.8129915,-0.38375366,-1.0336144,6.757213,0.38193437,-4.384569,-0.67642075,-0.08704463,-0.2309424,0.29912853
-0.4926218,0.7176238,2.396744,2.1356974,-1.829221,0.08332002,2.734144,3.5656946,0.46521932,0.58555055,-1.4734497,-3.2140498,4.5746927,-7.4038215,-5.4633617,-5.8098044,1.5423595,1.1259758,-1.8443466,-1.4524423,1.38993,1.7301861,0.15967782,0.43240255,0.7909584
-0.5414392,0.76752156,4.015144,3.2927954,-4.388002,0.12944461,2.6402678,5.4603634,0.5853029,0.563984,-2.4038877,-3.881679,7.272005,-10.287868,-6.1228456,-5.4815593,3.5402029,3.453392,-9.925266,-1.5461893,2.3168461,2.179096,0.2290124,0.60185343,1.5861179
-0.37269107,0.38447022,5.114566,1.6654308,-2.281142,0.17882967,5.041334,2.862359,0.49167147,0.5909723,-1.4678158,-2.9807446,2.906873,-5.5275016,-4.486947,-3.4901493,1.5533237,4.383832,-4.6761537,-4.9780455,0.92509747,2.5059755,0.3001091,0.8079731,0.8394048
0.50046426,0.32477096,3.6676333,1.6682231,-1.5884525,0.1240273,2.5742693,2.859872,0.36038068,0.6080116,-1.4079525,-2.3940842,2.2026224,-5.5142875,-3.7349124,-3.210852,-1.9540949,3.291905,-3.9323754,-2.0908628,0.6681802,1.7271225,0.1456445,0.3759179,0.8087659
-0.5057632,-1.7477503,1.2613727,1.6239634,-0.32762495,0.14055486,2.602321,3.173847,0.37752482,0.8582764,-1.4606582,-3.1429174,2.879572,-4.475593,-3.872891,-2.6545029,1.5360022,3.0477378,-3.3587165,-2.806768,0.9561168,1.4953798,0.14359947,0.038906585,0.92992157
-0.34028026,0.34146968,1.9574748,0.91157085,-1.1665082,0.10861932,2.2349381,2.0678446,0.1510299,0.7747929,-1.206741,-2.9843915,3.4891133,-9.721646,-3.7961416,-3.618821,0.35451972,2.3358579,-2.4113827,-2.666518,1.1961414,1.3310932,0.1502841,0.26423836,2.262004
-0.039142508,0.067152016,-0.50561625,2.934139,-0.23573162,-0.038104713,4.724199,6.0726438,0.20877467,-0.22840843,-0.8938315,-1.3665292,0.9713724,-4.4712443,-2.131825,-1.8077667,0.24623442,0.0113585275,-0.8862637,-4.331096,0.61032665,-2.6059284,-0.025223888,-0.0150711825,1.4707556
0.046342358,0.040390853,-0.74237263,0.30851623,-0.20006761,-0.03255833,-1.132949,0.8958072,0.60127854,0.38011652,-0.3986955,-0.8618375,-0.27158788,-1.6206137,-2.3097131,-2.1838222,0.0055553433,-1.9083316,1.18221,2.053784,0.132237,-0.57989204,-0.5272693,-0.2898114,0.22198196
0.13653418,-0.37549108,1.9021945,0.2873251,-0.29469085,0.02023546,0.55049026,0.51000345,0.047145024,0.201495,0.07315177,0.9584866,3.700985,-1.2320939,-0.38049257,0.18039791,-0.37204397,0.28158996,3.2893476,0.18604976,1.8496902,-0.51950085,0.1110614,0.07164483,0.237928
