0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.1445266,0.46894318,-0.06331275,-2.0910392,-2.231853,0.37189853,-0.19991536,-0.8454583,-3.3978035,0.014061211,-0.3534608,-0.12531495,-0.29884642,1.3620473,-0.9646672,0.087820545
-0.17383409,0.72760576,-1.4426111,-0.70373106,-3.4312494,-0.36826402,-0.13581738,-1.6597003,-0.32242608,-0.85966814,-0.216512,0.22848977,0.3548977,4.5195994,-0.64308476,0.2766664
0.5427959,5.2099314,-4.1877007,-0.8762513,-3.0166178,-2.1173177,0.48932436,1.9862728,-1.0993565,1.087226,-2.6398015,1.6479673,-0.26953885,-4.2974315,-3.2240129,0.52151865
3.2899327,0.70086837,-0.8248832,-1.743594,-0.42824215,-4.4377003,0.528921,10.19853,-2.7617023,1.3129239,-0.44954154,0.07628349,0.42667437,-2.2981346,-3.6544297,0.183702
5.054508,0.3035774,-0.35987636,-0.95825064,-0.6708724,-7.0185337,0.62054104,8.559394,0.20642835,0.6871909,-0.22553566,0.16914186,2.9676764,-1.2730308,-3.534209,-0.02211608
-0.5056936,0.3604548,-0.4273222,-1.8609785,-0.44560823,0.12746368,2.9294982,1.6870016,-1.2784865,0.7449517,0.73333853,0.03530287,-0.52781177,-5.203472,-5.84193,0.37389952
-0.53454363,0.79392624,-0.84708434,-0.04610883,3.9498098,2.9816978,-0.041505422,-0.6689824,2.7991047,-0.39767006,-0.21577431,0.014027244,-2.7559562,2.264927,-0.6279112,-0.013367387
-1.3751487,-5.1895323,3.0933626,0.5312875,3.6254113,8.038554,-0.5859657,-4.9972997,1.3325989,-1.0731273,0.55525833,-0.19466901,-1.3412992,5.4178314,2.5594604,-0.4783047
-1.4340053,-5.0796494,0.11978123,0.90069383,4.9487414,5.7635555,0.13084449,-6.3672957,0.6808625,-0.5886173,0.19518316,-0.06627838,-2.3878217,4.9776564,2.4713016,-0.16934118
2.685335,0.098612204,0.068819314,-0.81688803,0.79365474,-2.3687797,0.32199168,1.023059,-0.59082043,0.5164187,-2.5253677,-1.6629114,-3.1581063,-5.012809,-2.3932738,0.0942084
0.33497167,3.2221262,-2.2269328,-0.8472239,-4.558103,-11.80258,0.19155332,1.6013714,-0.8341166,0.46898052,-0.45015183,0.13998921,1.1019919,-5.170922,-2.5359406,-0.028512597
5.58386,1.1942465,-0.832597,-1.4268523,2.6036448,-3.4463575,0.62822354,6.1999254,-0.90160197,0.94306374,-0.3048883,0.1621539,1.1395652,-1.6523321,-3.654381,0.8422285
-0.737271,-0.6506982,1.1724081,-1.8834677,4.546918,-3.2253585,0.10887036,-6.005216,0.18821532,-0.88617533,0.26186794,-0.21797724,-2.0943248,1.6431749,-1.5899724,-0.30305552
3.1508024,2.411511,-3.4541764,-2.7037814,-4.4942355,-1.8627414,0.5813529,5.015821,-0.8292105,2.4815269,0.9379074,-0.22647557,1.6306314,-5.4364443,-10.1188345,0.5707639
3.4140425,3.5004597,-4.9754553,-2.7832615,-7.7570944,-6.63464,3.5538542,10.59593,-1.2741855,3.7154913,-0.55280143,0.2532492,3.0288203,-9.538462,-7.831774,0.6696999
2.1055334,2.762762,-3.6522813,-5.2298107,-5.314305,-2.8122168,1.1529082,7.112618,-0.6454008,2.6760635,-3.09432,1.5659845,0.9846245,-5.43483,-9.521122,0.6781196
5.975788,2.2007008,-2.9467635,-1.6126267,-4.2449393,-2.8072984,1.0585337,4.8860784,-0.6243408,1.9910498,0.18753411,0.14773814,0.8385168,-4.4861774,-6.414608,-0.089589335
5.7339935,2.126161,-2.799975,-5.652728,-3.765957,-1.2086279,1.2166606,5.8929915,-0.61217564,2.2222877,-0.9622429,0.40428957,1.817696,-5.700697,-8.132466,0.2161461
7.1154037,2.1412413,-2.8338277,-2.658041,-3.7439911,-2.7811744,0.36566684,5.567509,-0.56986284,2.1786525,-1.0005348,0.69824016,1.2740743,-4.0764456,-11.080728,0.36417937
3.641133,-3.673275,0.1114373,-1.9708743,-0.542831,-2.8551655,0.92357934,5.7068286,-0.15223171,2.1004834,-1.1010313,0.23985143,7.589186,-0.8904989,-4.8125362,0.55104613
1.1960303,-2.6124303,1.9761585,-0.9514431,-1.6855134,0.8090379,1.2470567,-0.1599933,-0.31022528,3.1772978,0.16471207,0.10365535,0.22108506,0.23815925,-2.3006725,1.7753078
0.0071859346,-3.0041392,-0.23785755,-0.24620992,-0.14410599,-0.4283424,0.166436,2.0355256,-0.5216101,0.06345298,2.7769663,-0.081507884,-0.012523282,0.25741154,1.0966113,0.15800261
1.2829008,-3.150902,2.205987,-0.7407702,1.1166537,-3.0382886,-0.68129,2.824828,-0.3322868,-1.0443307,-1.5974076,0.6695075,-1.8372176,-1.6346278,-2.928984,-1.3711693
0.6911107,2.023932,-7.273565,-0.8702896,-0.59025776,-6.7422743,0.3204916,1.5714687,-0.27678952,0.5185257,-0.12323138,0.23697397,1.2373396,-1.11485,-1.4367747,0.079992175
0.33426282,-1.3189542,0.55657876,-0.21858935,-0.43929568,-3.6517801,0.1616202,0.7252669,-2.1338928,0.80975467,0.46200848,0.34919986,-4.6963625,-1.9900843,-0.5766595,0.38293615
0.24950264,-0.15250409,1.2772204,-2.6274452,-2.3238099,0.15768807,2.1117766,6.009212,0.25356856,0.6544868,0.42092258,-0.29688627,0.92968076,-0.6707996,-0.6003197,1.1502141
0.35435227,5.886375,-12.467435,-0.34351432,-8.993008,0.9884861,0.17870468,1.4000673,-0.05675643,0.40878987,-0.07028593,0.029389968,0.13051629,-3.2182136,-0.9092044,0.0102026295
-0.08121746,0.4052165,-0.12835333,-0.058004495,-0.98234594,-0.5254471,0.03646991,2.6493945,0.021564169,-0.29064268,2.505449,-0.9777881,-4.203126,3.5799541,0.7609336,-0.029157711
1.533694,-0.03885943,-0.23402801,-1.1473869,0.49726266,-3.2572165,-2.0153205,-0.16294828,-0.2976328,-4.5535207,-1.4044769,0.27072135,-0.042870585,0.9465911,-3.702508,-1.4107498
0.014507357,1.4347072,-2.0584924,-0.43735403,-3.153222,-3.02964,-0.31596345,-6.125291,-0.15731844,-1.3885514,0.25050154,-0.1486962,-1.8272172,-1.2284797,0.79180783,1.1091104
-0.22317377,0.4844264,-1.0847838,0.30655292,-3.1987033,-3.77914,-1.6689984,-2.2713523,-1.1482718,-3.8742502,0.11752028,0.119558215,-2.9957252,-1.192887,1.3927095,-0.18596065
-0.4646287,1.2164706,-2.8463104,-0.27641264,-1.5203747,-4.109478,1.3074062,-3.771391,-1.0545421,-0.30130705,-0.2634891,0.04913374,-3.7884254,-1.227592,1.5352341,0.76968306
-0.18643,3.6610467,-2.558756,2.3285732,-4.4535418,-3.0342627,-0.7440337,3.3670177,-0.25104904,-2.034096,-0.4571503,0.10018982,0.8661617,-5.5479836,2.3578482,-0.13794117
0.5968052,0.94750905,-1.362431,-1.2149149,-2.0710042,-8.205589,0.0637554,0.13423379,1.9563943,0.3000676,-0.3187468,0.106470376,4.33304,-1.2127647,-2.1899512,-0.027394257
-0.9957045,0.10634534,0.07252377,-1.0931115,-1.6236317,-2.5426176,0.10924804,-2.0535362,1.7599704,0.11380333,2.4177682,0.15876876,0.14450052,-4.645221,-1.875767,0.027738119
0.731151,1.858935,-0.67194384,-1.799682,-3.5494082,2.730183,0.17289361,3.5823848,-0.6157192,1.519657,-0.41572636,-0.06876088,-3.1458251,-4.278122,-4.1408615,-1.2372801
2.8052938,4.734672,-4.7613792,-2.3231015,-3.883103,-5.375791,0.4553082,0.11935049,-0.69947237,1.0830257,-0.14598006,0.035409156,1.520082,-3.1377945,-4.1537223,0.07708468
1.7118195,4.8572392,-6.225367,-1.3948053,-12.271174,-3.6052773,0.73617345,4.922533,-0.95350385,1.5991673,-0.29144344,0.13612735,0.83646953,-10.977432,-4.0129848,0.31571797
0.18636268,-1.3408791,-1.0870299,-0.003807856,2.3146873,-0.44246393,0.49434337,1.8831245,-0.04406339,-2.6967542,-0.3965292,0.13543129,-0.7002642,-0.044982787,-0.31065407,-0.07841114
-1.7478741,0.3493444,0.8896603,1.7659074,2.8976262,-3.801134,0.026024992,-1.3348252,-0.5683991,0.28449485,-0.08274623,0.19597687,0.10762281,-3.80645,2.2279491,0.08006545
0.494246,3.8783002,-5.100788,-1.4351425,-7.239325,-1.5207145,1.1824931,2.2179635,-1.0585005,2.7361276,-0.026708603,-0.08867042,1.2889384,-8.287489,-0.60790116,0.16298528
-1.3810236,0.6258744,-0.19179563,0.9080031,-2.885445,1.2280434,-1.8049418,-2.6205785,0.25178507,-1.2080619,0.21745382,-0.13863106,-4.9117455,3.0531385,2.6601768,-2.9651322
0.12678044,-0.30594632,0.071466,0.41814715,-0.2622973,-1.4747405,-0.7493569,1.8178174,-0.2574218,-0.09680272,-3.0080748,-2.083315,-1.7862313,-1.9954805,-0.47665623,-0.2719883
0.029052963,0.18955599,-2.5789142,0.39736047,-2.724523,-2.7704647,0.36198768,3.9510758,1.4564447,-0.15091488,-0.6220694,0.6648666,1.7241197,-0.47905317,2.9954484,0.098034844
0.8663091,3.9419732,-5.6069303,-0.7939266,-12.058193,0.29757023,0.3860575,2.3733456,-0.0128898965,0.8539514,0.018135011,-0.00025101608,-2.3377306,0.055016078,-2.2554188,0.13862969
1.1198539,2.1045933,-4.058513,-0.5721971,-8.539845,-0.36874852,0.44042444,4.494411,-0.8837615,1.1441208,0.015794264,-0.063306004,-3.1459022,-1.151999,-2.5531383,0.8030525
-0.86906695,2.8168344,-5.321533,-0.935317,-7.56277,0.637358,0.6646794,3.2922258,-0.22823106,1.4545403,-0.66512775,0.10711126,0.21915713,-0.122082606,-2.3724334,0.24799821
0.72261995,3.1240804,-4.105321,-0.7925942,-7.382233,1.2359488,0.3696047,3.075572,-0.32294023,0.72933,0.022043575,-0.015541963,-0.16084161,3.9232135,-1.5605965,0.22900747
0.22336078,-6.0910425,7.6440263,-0.1818911,2.6557717,-0.8518777,-0.09357517,1.1856107,-0.25517628,0.7279283,-0.0029013602,0.013819712,0.13135546,-3.8992493,-1.1671498,0.023451915
0.40883195,-2.007546,3.0325332,-0.21884443,7.686516,-0.66866016,0.16374752,0.730209,0.028830525,0.29683906,0.11575001,0.007612725,0.40795934,-3.9158309,-1.1507847,0.09615663
0.08711778,-3.3922668,4.545848,0.26980984,3.9635832,-1.5407674,0.2030238,1.5908753,-0.7966596,1.506637,0.3798828,-0.2916477,0.35631216,-4.8783073,-1.6378238,0.06218238
0.3904259,-3.464981,5.5973682,-0.27708492,0.7984718,-2.5129726,0.27239242,1.4807508,-1.2784348,0.19790852,0.18249525,-0.11015763,2.0184379,-3.06363,-0.74952894,0.17148942
-0.03483376,1.1687099,-2.473454,0.26145267,-1.5331765,4.2023683,-0.25310138,2.6468797,0.31427443,-0.82716,-1.0371262,0.077734545,-6.2462034,-1.5336848,0.09181583,-0.42308465
1.8392309,2.7517083,-3.116748,-1.7492563,-2.7821765,-1.5557233,0.81433755,4.1195207,1.230322,3.0931256,-2.884345,-0.2480084,0.71129155,-3.019928,-8.608422,-0.69662565
2.0106153,1.8602331,-2.4797113,-5.342254,-2.7330322,-1.9880807,0.8643465,4.1861663,-0.5499568,1.4439559,2.3527498,-0.1782516,0.749168,-2.3692515,-7.2466435,0.25806835
2.2169342,2.7766707,-3.2042596,-1.5039217,0.032424908,-4.222292,0.3614686,2.9656613,0.14847772,2.5006313,-1.033532,0.25357726,-2.3754644,-4.545864,-3.396728,-0.11094916
-0.1102756,4.024007,-1.4413147,-0.80474156,-0.8647355,-1.4589958,1.3844292,10.057226,-0.32017756,0.6062786,-0.3193716,-1.4279898,2.194315,-3.6910782,-4.6289144,-0.6417123
-2.7633128,-3.9207122,4.455833,2.1524858,6.880269,2.757722,-2.4975574,-4.818795,0.5659633,-4.063057,-1.7980767,0.7096153,-0.9117479,7.0436397,7.6758723,-0.13229464
-1.079594,0.97844785,-3.3570716,-0.057236552,-5.106894,-6.9109464,0.120578356,4.293608,-0.42550388,0.1300779,-0.4748056,0.31776187,0.6783673,-1.6625954,3.5151708,-0.19235097
1.0769815,-1.0414376,1.2838637,-3.6227663,1.6147345,0.29067865,0.59483397,7.305392,-0.13841783,1.2570735,-0.074893944,0.074399516,-0.5172955,5.3299465,-2.4105015,0.30685878
1.6477387,3.6912801,-4.7331176,-1.4342331,-7.021011,-4.394676,0.74807435,3.956094,-4.3991017,1.5226146,-0.5914577,0.16463111,1.7951669,-8.001451,-4.085629,0.28741005
-3.0072215,1.0196915,-0.83608377,2.1993675,1.2626197,4.052054,-0.5153085,-7.187439,2.7695522,-0.6312142,0.88260955,-0.35974425,-0.7761516,3.5553613,5.85306,-0.5674437
1.9022707,-1.438577,1.9378374,-1.2174121,1.2167753,1.3037581,0.5955581,3.2678607,0.17373872,1.483699,-0.4301838,0.19385068,3.1019127,1.0333698,-9.179277,0.27862388
3.5938957,0.37640274,0.20518905,-0.6237707,-0.83041143,1.0557252,0.8655855,4.7177715,-0.29725733,1.5034777,0.06095489,0.25206187,-0.06427435,-1.4337313,-0.22062807,0.24283937
-1.3090037,5.051659,-3.9361908,0.9478377,-5.3270206,0.24206892,-0.42719033,-0.79202557,0.6158288,-2.257139,2.3104413,-1.1370295,-1.2691076,-0.62771076,2.219681,-0.24317123
3.1584258,3.317128,-4.577374,-2.634296,-6.868682,-5.1065807,-0.8452877,11.515203,-1.0226011,3.6919417,-0.39211807,0.20471385,2.4049518,-7.563371,-7.3571463,1.6031855
-0.007646373,2.6476326,-2.1797662,0.4373667,-2.9454894,-1.332117,-2.3499005,4.0041385,-0.5997997,-1.0397917,-0.39047834,-0.1380408,-1.6148307,-0.534398,0.45913067,-1.1632884
0.79590565,10.339621,-3.4427552,-0.8279666,-3.6988516,-0.27715197,0.307778,2.4463346,-1.8945621,0.81007504,-0.16984339,0.09704536,0.30769005,-5.2538486,-2.2566047,0.3101833
1.3724808,0.578371,-0.8773008,-1.799686,1.5118364,-4.5858746,0.7544689,7.291969,-3.2501433,1.486651,-0.24749495,0.13509287,3.7962599,-2.4270732,-2.944366,0.25363106
-1.5676372,2.5364668,-3.2151735,0.7966099,-2.0779793,-1.870531,-0.39288467,6.5672503,1.2157923,-1.0120819,1.6640718,-0.31983787,3.8970242,-1.2228241,1.5456165,0.095252365
