0,1,2,3
-8.644825,16.431282,-19.882034,-3.9179418
-9.651652,18.564152,-21.597286,-3.1062942
-2.765307,19.874535,-21.473423,-7.0976195
-1.6280454,17.515694,-22.763727,-6.38233
-2.6166506,18.681505,-21.73776,-4.4948034
-1.3843302,20.40972,-24.009792,-5.3475537
-9.323386,-5.5053997,-6.831073,-4.2088494
13.060338,6.770512,8.4500065,11.6332445
10.725392,7.800906,9.81993,9.49846
-10.928918,12.676795,-2.7913315,6.905094
-10.3719225,11.14871,5.769126,-11.84617
-4.2109556,29.250263,-1.566237,4.0473285
6.4079995,21.51659,5.0112414,10.535526
-1.791662,19.284288,-0.015609389,9.387847
-0.7874967,12.403857,3.6524203,7.5421515
-0.4306045,12.039147,2.0686088,9.011138
1.1908977,9.307072,-25.277706,6.8579125
4.6198306,11.792254,-8.878182,-11.8997135
4.729593,10.609885,-17.438738,-0.040492043
6.2349057,12.02427,-17.929922,1.2890753
5.207733,12.212764,-19.416706,-0.30533296
-0.19190097,6.019061,-14.161027,6.564777
10.981348,-6.0720735,6.8767886,16.357845
-6.031762,-6.4849224,-20.452076,6.3399916
-3.1060915,17.064676,-2.972197,-14.769161
-3.4381964,18.907032,-2.931669,-16.196537
-4.639762,18.55103,-7.135745,-15.851299
-4.2121115,16.852074,-6.247199,-17.151403
-4.084236,15.258248,-6.2739096,-18.972775
-15.741519,15.58457,-4.905724,8.297026
-2.908652,-7.7521067,-9.048628,-18.92366
-7.130721,-6.616063,4.8957696,-6.69368
-6.207398,29.029408,4.16351,5.299221
-0.38192165,22.650227,-4.525873,2.0591576
-10.189981,22.501083,0.02171101,1.0680568
-13.174099,16.239323,-5.5830536,9.486645
-6.1037283,7.9701724,0.28761297,4.6494613
-5.8526554,32.333378,-0.4851063,4.855172
-6.069744,29.782364,-1.7276071,7.3207493
-8.316881,30.078615,-3.3707433,4.805013
-9.84287,32.350803,-3.8710055,5.253772
-1.6319683,29.518318,-8.391853,10.664471
-2.2457204,28.598686,-5.2036457,10.9406185
-12.6483345,18.25061,-7.742431,3.90634
4.052321,-4.023353,-14.755833,13.43492
-8.751533,5.200397,-22.025932,-8.847337
-9.233793,8.387598,-23.49698,-10.540753
-3.4419947,3.7947671,-18.773716,-8.652783
15.224466,-1.8299303,12.070864,8.249239
25.424376,12.977653,3.8507106,9.446511
-1.7453057,9.140283,-11.482203,-7.016083
27.15488,3.1430917,-0.70383596,11.74581
26.23346,2.4866931,-3.7374816,11.211329
25.644684,2.5426838,-2.1560974,12.418856
-19.438732,27.104736,-2.1886203,8.366775
-18.501469,25.443403,-0.49081573,6.8007545
-19.62958,28.030619,0.5221559,7.2458577
-18.239492,28.093203,-1.6662444,5.5294285
-20.927967,26.823128,-1.3815664,5.5027113
17.918137,15.70814,-1.1058805,19.164515
-3.3655636,31.804602,4.432868,3.0311773
-12.159974,5.220258,-0.46052554,-6.936446
-8.279244,17.283554,1.3770547,5.239865
-10.581454,-5.9337573,-7.1343384,4.3019185
-2.9091175,-8.899354,-8.074857,-20.458143
-5.132348,-9.777571,-6.820644,-22.013725
-15.719039,-6.546862,-13.6420765,12.9631815
-18.72514,-6.04114,-14.37785,6.2269473
-17.476397,-5.871626,-12.985328,8.3139105
-17.783674,-4.007064,-14.389692,6.016131
-16.493391,-6.7673044,-11.8168335,10.2311945
-15.311099,15.80233,-10.044908,6.5783105
22.99718,-3.2191043,3.7872968,5.388702
24.668488,-3.4036396,2.0622456,3.3655756
23.903559,-3.3482268,0.37819517,6.4707212
-1.9442526,17.405693,-0.18811989,-3.755879
11.538508,7.309621,5.2400293,9.124004
-7.272907,26.312567,-0.7781778,4.9159217
-4.544463,10.340513,0.7009851,-12.304828
-6.2604403,9.1776705,3.2990832,-13.047587
-7.6939893,9.634278,2.0632408,-14.169717
-5.8869147,11.829971,2.0245118,-12.384166
15.065608,-0.55236113,10.990326,-7.108428
2.5805311,5.019897,-18.452873,7.0274935
-10.774509,-12.745302,4.0869446,-6.6291547
8.3333235,9.6025095,7.451413,-9.305711
-8.021424,0.7944512,-2.5032778,24.184278
-5.14545,-7.576655,11.531029,20.267677
1.2998462,-1.452117,-11.468629,18.670238
-2.1045923,-3.4415886,-24.699883,8.074016
17.819485,-0.8192301,12.549688,-13.33642
21.399708,5.738809,2.8295262,-8.395012
16.516434,5.1639295,-7.682575,13.941414
22.001656,3.3753293,2.5321875,-9.878677
12.73605,4.3091073,-8.381547,9.389446
12.281923,6.5749702,-6.6294427,11.200159
13.604233,5.5302978,-5.2662106,10.080699
11.745375,5.669999,-7.733825,7.7213907
14.327428,6.5874233,-8.8819685,8.229852
-6.5763397,10.54895,12.02264,17.505098
-9.536432,0.16365822,10.70682,17.896364
17.94899,-19.062975,-3.921447,-6.037209
-2.736843,9.944147,0.95321506,-8.279819
9.445564,6.270128,-2.3775086,-16.353651
2.2898915,-3.519669,-18.56092,2.6019502
10.900201,5.215911,-13.840322,-9.876996
15.0727415,8.933313,2.4046981,-5.772733
9.439232,3.7276285,-1.4112805,-9.927814
5.802002,25.705975,-11.971145,2.3780415
-8.190985,9.601015,12.400993,18.34942
-3.8972576,11.6152115,9.27224,17.20551
-8.375558,10.321617,13.273642,15.38445
-9.113171,12.161368,13.279867,12.897924
-8.534647,12.059797,13.902418,10.446548
-9.813809,11.5325985,16.045658,10.730734
-6.8820095,13.61562,14.714568,10.892539
3.9442148,11.698616,-6.6152987,-14.951783
8.938451,12.929271,0.025251033,17.14523
8.864762,13.881766,-0.79446447,14.673518
0.5514804,7.2277174,7.8637843,-22.161236
-13.429918,17.17493,-2.0753136,-5.6483803
2.7019742,15.44926,-3.406481,17.77704
4.3056784,23.917614,-10.368353,5.250302
-1.6735392,10.549475,-12.854662,12.6175995
-2.6347518,18.576216,0.21741772,-11.970501
-16.067423,14.415153,-2.5508912,-0.47830743
3.0733352,23.250687,-13.126174,3.7147372
-7.9910383,-4.662251,-4.639012,8.239257
-10.027073,-19.78002,14.47881,0.067016624
-9.875521,-21.086662,16.250792,-1.6683993
-3.4470239,2.4543412,13.55184,23.707758
1.8034643,10.845502,16.088148,15.32283
3.287465,-12.107831,-5.82436,-17.94094
-3.856906,10.091378,-14.054543,1.3203659
-15.129794,27.852718,-0.37438005,11.996032
-14.213908,29.813759,0.17231381,8.661689
-11.101671,28.207418,-1.1789888,7.510886
3.4405909,17.567001,-1.4006478,23.47368
3.548384,16.705269,1.4580262,25.2291
19.32603,2.562465,10.162053,8.274822
4.343459,19.15712,-1.343098,26.179718
2.601956,14.717959,-0.1697138,23.94247
1.8955708,16.754223,-1.3567808,26.00998
2.345287,14.36829,1.824398,28.03419
2.663874,15.604442,-3.5851417,24.173483
17.18609,2.9360507,8.533482,-2.279982
5.706183,15.390745,0.87950695,23.634127
-1.0876236,4.4562426,-28.289146,-3.0891573
4.8554893,15.220284,-0.84757006,25.898188
-0.3860318,17.178051,-1.6122704,22.707762
-11.001725,11.844668,4.3626084,-3.025244
-11.687641,8.200117,-5.622733,0.22060205
-7.5331197,14.816127,-0.41130227,-1.8917145
-1.3793044,25.80082,1.0020326,-5.983806
9.499511,-15.352377,11.463419,14.148249
4.197242,7.308334,-5.405878,-7.5682063
7.6837273,7.5870895,-1.0304621,-2.1652899
19.633223,-15.473564,-5.713233,-7.9060388
12.163866,17.415424,-2.6726854,8.428496
3.9764528,15.364617,-1.4792477,-4.052734
15.692975,0.02245915,-3.9400973,18.942034
15.124494,7.300475,-4.562142,14.632382
-10.988272,19.604118,10.068808,-0.9291871
-9.023406,20.021103,8.801056,-0.7902542
-12.4329195,22.210983,2.8456655,2.7490523
13.74927,1.3990812,-3.0544255,18.076267
-3.1398008,6.420338,-27.85524,-1.439543
-13.077033,7.897278,-8.729765,16.20019
-1.2606782,26.746086,2.1962185,-9.376857
-14.56903,17.27356,-3.1283584,9.381523
-1.1322157,23.638878,-9.13073,14.550909
0.52560204,20.196815,-9.247302,14.721686
0.46753466,22.1237,-6.4750776,14.1325865
-2.6525614,20.742626,-9.655995,13.566608
-1.0508405,19.257479,-7.023659,13.162578
-0.21770631,21.761913,-8.730785,11.803243
-1.9897429,21.12716,-7.3956923,15.883311
-2.7292988,22.660257,-6.838842,12.935998
-15.938727,10.977277,-0.6026235,-1.0524087
-13.257594,10.316287,-0.4102374,-1.0914588
-6.932624,8.733029,2.4332733,2.7387655
-14.130402,26.02366,-10.55423,6.8188477
-16.103373,24.608929,-10.302618,8.720908
-12.342183,26.314356,-9.548327,9.704923
-11.517581,27.881794,-7.949933,7.432457
-11.903666,25.971148,-6.072967,9.816
-11.979831,24.099384,-6.4660807,6.4916778
-10.993188,23.933525,-9.510882,5.591874
-12.248795,23.363243,-8.065573,3.0637987
-12.062919,24.073545,-10.178128,0.9690402
-10.4728775,24.892166,-8.493253,0.08298609
-10.1661415,27.067879,-4.539942,-5.9533973
-9.689642,24.386925,-9.033245,-2.915665
-9.3408165,27.107496,-9.419393,-3.2456665
-9.300194,25.566833,-11.094041,-4.655414
2.33615,8.52317,-24.909164,9.415236
-0.58412784,8.656693,-24.294233,9.197481
0.82928145,6.522182,-24.326002,7.9325714
-5.665435,12.314037,-20.984802,6.331494
1.2606034,6.5999217,-21.950872,11.02396
1.6448044,4.949522,-20.421537,10.87723
-21.564909,0.38724497,-7.741142,6.654782
-0.12542872,31.713722,3.5405145,5.299129
8.972349,2.9958434,1.1239227,13.3908205
3.198207,3.749609,1.301093,14.2081995
5.7965326,5.1101456,2.5715995,10.685839
8.11592,3.0430703,3.1344984,10.859759
11.87991,4.7757406,4.090994,11.642349
14.411049,6.480789,5.5386715,10.2601185
7.0143332,4.857195,2.8758955,13.463698
14.570831,8.71039,4.768091,5.934028
10.384509,5.3581824,5.834788,13.695133
11.711486,3.7729206,7.10075,11.730261
9.847642,8.012645,3.4186523,11.571804
9.886068,2.6055682,4.467824,14.926416
5.6802526,2.215414,1.3646277,11.657519
-7.2758627,-4.2525997,12.79586,-2.6568131
17.277325,14.4591055,-1.720509,14.448929
19.913078,3.8173,5.21039,1.9853431
19.489353,4.6645517,4.113645,3.7853782
18.795525,14.832151,-0.7758197,14.358973
22.589931,1.9219905,13.6366625,4.5959396
24.886906,2.4006963,14.058115,3.5291328
18.913403,14.409563,-1.4671055,17.301725
17.279919,4.750908,2.3871508,8.217901
17.469007,4.285488,4.231453,6.0543222
17.268236,5.286952,2.6956232,12.002565
3.3008606,0.6561578,-10.264139,19.45921
15.523905,3.4076133,1.7627769,11.67265
14.379367,3.3561723,-0.7979887,13.340476
12.91199,2.1520405,-2.377398,20.365124
23.99625,2.9003549,6.6858063,0.2443957
23.887842,2.471045,11.160527,0.9576581
17.673443,2.3273413,6.789799,0.49491462
24.059042,-8.894312,8.560238,0.24998267
24.484901,-8.950821,9.080738,-2.5751019
24.612274,-10.69995,7.7328176,-2.369246
22.651705,-11.088942,10.080289,-1.8219737
0.07737977,-24.33417,13.471332,5.899713
-1.1104501,-24.386139,13.764787,6.58476
2.618076,-23.447422,11.791634,4.4275494
-3.897053,-21.449516,10.428433,7.4937468
1.7112353,14.872483,-0.7492845,5.02747
-0.4104471,13.549661,-4.4817195,5.997411
4.4071426,19.831106,7.494609,8.4909315
6.209112,17.547655,8.6051035,6.8922405
7.934038,20.80397,8.330813,6.9741335
6.1350946,20.243986,8.1675625,4.3907137
10.853573,16.862703,5.7263217,14.060781
9.628063,17.554667,6.627993,16.746496
9.3984,15.480671,7.5507364,16.551321
7.7886724,13.774187,-2.4916217,17.805786
8.3747015,14.835921,-5.683917,17.803228
3.1559062,-3.6449285,-0.5948464,26.168419
15.273739,19.280704,5.3155413,6.4957585
4.6080737,-2.5013244,-0.7622575,25.542194
12.8794,20.173904,5.500899,7.329893
13.027263,22.164461,4.7546434,7.935649
8.966717,21.954544,1.3311085,8.55766
6.0003853,21.769741,-1.8255359,11.25845
7.984647,22.873135,-3.0495296,11.527083
6.587869,21.54482,-4.8399296,11.953582
8.415704,19.878727,-3.668455,10.930957
4.811078,-5.473765,-0.15736242,26.241728
3.3058481,17.625065,5.4890537,6.3217764
5.673664,17.306938,3.3699088,4.7902617
3.7255108,16.554863,1.6096468,7.0259004
2.990073,15.69472,2.802855,3.9219236
4.6203775,13.738409,1.671581,4.9587874
