0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-2.6132655,3.2238321,0.08148697,-1.6835253,1.812483,2.9865754,-0.0711879,-0.24143897,1.8265107,2.264896,-3.2402117,-0.203358,-2.0818474,1.4721247,-4.8583055,0.8694614,0.7715288,-8.030417,-0.016343461,1.3227787,-7.49157
-0.9395064,1.2446942,-0.0024934388,-0.7874422,0.40769467,2.2214692,-0.19194506,-0.2222225,-3.6776385,2.4181998,0.82973117,-0.43475816,-0.93088907,2.2464275,-1.4511071,0.40802625,-0.0354883,-1.6597325,-0.008194507,-6.8140554,-3.1197236
-2.9891183,1.822484,-0.021829471,-0.7775473,1.7096359,1.2568132,-0.1816438,-0.20452413,1.7335032,2.2277994,-5.426209,-0.06632835,-0.6817267,-0.119961396,-3.91824,0.38938826,-0.51170725,-4.9101243,-0.010872561,-0.27810845,-6.1968045
-0.66848373,2.2364473,0.19354063,-0.95547235,0.1105645,-0.9481158,-0.21340804,-1.1526579,-3.3721724,1.3957855,-1.0964391,-0.055383284,-1.40804,0.5098254,-1.8331578,0.96650213,0.5270322,-1.7829126,-0.053123735,6.8022037,-4.2623043
-0.29700795,5.094909,0.40018108,-2.2186668,0.06378783,1.3068564,-0.07740197,0.36358133,0.21259716,5.224115,0.12806314,-0.06735434,-6.012381,-0.21876983,-0.39944422,0.7685492,-0.032532725,-2.7742412,0.007268914,0.8887276,-1.0237099
-3.4086797,3.031985,0.1635381,-1.5848802,0.587795,2.2779634,-0.89514714,-0.82069135,-4.752282,2.4468257,-1.891774,-0.36090183,-2.129222,1.8492377,-1.6235493,0.839318,0.8627376,-3.3670783,-0.012407534,1.2171124,-12.574719
-2.086699,3.0509439,0.05767494,-2.1273272,-0.79580027,3.1818318,-1.0281099,-0.97029763,-6.823517,2.0955503,-0.003827067,-0.1643366,-1.9233758,-0.5750142,-1.9868879,1.0714899,-0.68241084,-3.3203661,-0.01962753,1.1442214,-7.4345355
-3.300764,2.738163,0.30957168,-1.476866,0.77088606,2.1361597,-0.27015033,-0.23223051,-3.5843763,2.4083664,0.67387724,-0.55231917,-1.9180281,2.5057447,-2.9111166,0.83546907,2.196483,-4.4567,-0.010890831,0.5090929,-9.318342
-0.6684554,4.541776,0.0948622,-2.448201,0.2878031,2.9329684,-1.0641533,-0.9118666,-3.4645731,1.5077964,-0.98741335,-0.35436347,-2.8617635,0.5860399,-2.2618673,1.2274629,0.76921844,-1.6515774,-0.019923486,1.8864226,-9.756074
-3.0364785,1.7725438,-0.20958152,-1.2785178,1.147615,2.5821226,-2.1020539,-1.6039757,-4.1393776,2.1354256,-3.1203172,-0.023503175,-2.2176797,1.4162549,-3.1338682,0.76761234,0.7485022,-3.4579735,-0.015471749,1.0881333,-8.473452
-2.9474027,5.049861,0.14004079,-2.9245777,0.4627299,2.469222,-2.1883802,-1.6933445,-5.49049,1.9775026,-0.5347704,-0.20597585,-3.3936474,2.462813,-2.407041,1.3457282,0.79361,-3.1661124,-0.020551015,0.9233577,-7.232013
-1.9758207,4.608269,0.049761385,-3.2953534,-0.03148655,2.6676435,-1.1501282,-0.9938229,-9.570896,1.7885813,0.13038278,-0.118719004,-3.7161214,1.3669319,-1.9608105,1.0727942,0.3475222,-2.6459625,-0.022050472,1.3470999,-6.572282
0.06450923,0.13846408,-0.0925762,-0.59199846,-0.039879106,3.0331662,0.02689096,0.0072981473,-2.4230118,0.08416602,-1.4958459,-2.806665,0.03916038,0.37494132,-0.38700303,0.21732102,1.707476,2.2601185,-0.101407856,0.7704971,0.49952766
-0.0056237443,-0.72734,-0.08825788,0.59390306,-0.46955308,1.3437095,0.04344419,0.046908557,-2.1074345,-0.3416361,-0.70988363,-0.36167204,1.3591975,-0.24676996,2.1827533,-0.35708928,3.5206957,1.2511525,-0.47842628,-0.4940359,-0.3381918
-1.3041819,1.8360527,0.14160375,-0.8905149,0.41140977,1.4601599,0.35688812,0.38550094,-2.6082861,5.049471,-0.52464926,-0.25873634,-1.3230615,2.6784532,-3.3238883,0.45400926,0.6696804,-3.3735192,-0.0024049568,-0.6189162,-3.8630888
-1.0476266,2.7399347,0.05337989,-1.4029284,0.26870102,2.7655053,0.17832632,2.4442725,-0.13379909,5.532535,-0.8503549,-0.13377807,-2.3753133,0.6377474,-2.1524656,1.033612,0.34743392,-2.0700526,0.02438226,5.6080303,-4.3932605
-1.2083066,4.084542,-0.01371686,-1.7815974,0.19508475,3.0516438,-0.5943678,-0.3048509,0.5321654,7.6048417,-0.4985701,0.07653904,-2.2521408,-0.002089477,-0.6230598,1.0227783,0.024053985,-1.6661676,-0.013572802,7.57702,-0.97690386
-0.7468934,0.7147544,0.03227599,-0.75943947,0.4747606,0.5855797,-0.16431452,-0.0035044276,-2.6338022,6.608369,-1.041099,-0.14408381,-1.4331775,0.90403485,-1.0985523,0.0026961793,0.5370195,-1.4652753,-0.4147805,4.250421,-1.7432721
-0.40467405,1.7723429,-0.0075612296,0.31048763,-0.086615376,-1.8729402,-0.7917565,-0.7401444,-0.5308774,2.3249912,-0.37998712,-0.55149096,0.7432299,-1.5703025,1.98959,-0.3596388,-0.03509396,2.3820992,-0.14644188,-0.13698435,-0.22246419
2.9993107,-1.6672553,-0.1291802,1.1097692,-0.43077588,-1.1728454,0.24120255,0.21040046,0.77856106,-2.2256448,0.35284975,-0.037572183,0.7361714,-0.64359677,2.8803897,-0.5423026,-0.048671525,3.9677486,0.005588548,3.522805,9.281039
2.2873595,-2.3883936,-0.004985959,-1.5677207,-0.6013613,-1.6584005,0.7020105,0.65988034,0.5088558,-3.4753983,0.73457927,0.2254723,1.8819851,-1.0356714,3.1183453,0.05511571,-0.6352177,4.0899787,-0.03737475,1.1743184,7.7803936
-0.32375008,1.1422116,0.14238548,-0.5224501,1.187491,-1.6946232,0.25778705,0.19264033,0.8905104,-0.48461732,-0.6203821,-0.21269368,-0.37848437,0.22447562,-2.5506668,0.1569827,0.13650511,0.5597955,1.3626598,6.4909234,-0.99625593
-1.5496297,2.369643,0.13219103,-1.2808393,0.33092743,1.1646328,-0.22125973,-0.2215021,-4.500616,0.93430763,0.0721979,-0.6614822,-1.4034035,5.9063697,-1.3988649,0.6626203,1.4575951,-2.4027286,-0.013815993,-0.92452264,-6.6788573
-1.4255108,3.1520276,-0.0905123,-1.3944392,0.15018645,2.3070204,-2.1580975,-2.095345,1.8675919,2.0705168,-0.53559583,0.14434637,-2.026498,-1.2950213,-0.80015624,0.73941404,-0.48907453,-0.32346216,0.21154416,6.9922056,-4.891588
0.5389762,-1.0948886,-0.16903624,-0.15613545,-1.0725408,0.6329695,0.21575831,0.831417,-0.3878973,-5.2099276,-0.6806747,0.37871376,0.33014762,-1.6373415,2.0117552,0.024543593,-1.043275,5.3703594,-0.003215152,0.083508484,1.5604582
-1.8201385,3.9993849,0.11662913,-1.8961195,1.3333666,4.226,0.45784408,0.17271896,0.36206713,1.9137312,0.09642977,0.3072729,-2.4615302,-2.1779587,-1.8205354,0.74641186,0.47665364,-1.9824538,-0.0018186772,3.525841,-5.5504084
-3.2435544,7.817287,0.20755726,-3.9814084,0.75135666,6.273451,-0.4718189,-0.4019876,-2.4870594,2.952761,-2.36212,-0.51082027,-5.291886,2.7595782,-3.9410717,2.0600164,1.5882133,-5.1860623,-0.038004242,6.612563,-10.369956
-2.3602395,4.067168,0.11000857,-2.2233229,0.75197405,3.5855021,-0.11655193,-0.058444023,2.3901045,3.000434,-1.5936826,-0.4941675,-2.8124282,2.7338505,-3.3768148,1.0806372,0.9213677,-4.5025983,-0.07102276,7.482431,-6.8437386
-1.9991555,4.082584,-0.5521296,-1.8622862,1.1874174,4.0537014,-0.43754202,-0.43786344,0.26621035,-0.5640677,0.49667326,-0.3129429,-2.4295573,1.4490712,-2.6635585,0.87285715,0.8005365,-3.831984,0.042884678,3.806141,-6.420246
-1.7484871,4.53842,0.10301965,-2.0676732,1.3647913,4.0338917,-0.28523788,-0.23518312,-0.94154394,0.33022773,-1.013111,-0.39705032,-2.7345314,0.85056084,1.0049672,1.1535902,0.7272526,-1.2249731,0.091093995,4.206306,-6.081235
-0.71735924,4.6312923,-0.13145792,-2.1225684,1.2288585,2.2791991,0.14242813,-0.03856178,-2.1209528,1.5327548,-1.6956637,0.7927502,-2.8400803,-2.1350646,-2.7090633,1.1009234,1.0623562,-2.3468132,-0.02389546,4.040346,-2.6646914
0.15170181,2.280686,-0.052055724,1.6053207,-0.0442553,4.104838,0.17346583,0.048163883,0.23852158,0.105035715,0.03357841,0.14873919,-1.2072939,0.15734826,0.19685172,-0.113256514,-0.9568877,-0.1265623,2.9246633,5.694265,-1.7628307
-0.34185863,1.7039679,0.15789929,1.0495278,1.3511215,1.5705564,0.18753171,-0.0068327887,3.367964,-0.23546755,-1.1957908,-0.19905376,-0.30034825,0.33706176,-0.1634935,0.14335242,0.57156134,-0.19572407,0.059890952,-2.1843884,-1.2541821
-0.066402204,-2.5147946,0.08308339,1.6723877,0.08172714,-0.8426209,0.60243666,0.16863306,0.8707973,-0.43366128,2.0989995,-0.07946525,1.6487432,-0.6329166,1.0053923,0.21508013,-1.3973342,-2.1634371,0.20986566,2.612202,-0.6045763
-0.1281511,0.7116404,-0.03610442,-0.07657979,-0.29046404,0.62323,-0.28829792,-0.13408157,-0.5584041,0.1741312,-0.59835154,0.26817998,-0.22716688,1.7144996,2.44288,0.22423922,-0.04081318,2.9219306,-1.745173,5.263187,0.010669729
-2.6254802,-0.34272584,0.85472417,1.6744639,0.4336586,1.1415814,0.090839416,0.13352038,-3.8849077,-0.14204496,-0.38772765,-0.11959726,0.6920804,-0.016467443,-1.7469659,-0.9858795,6.1302395,-3.3204317,0.01532592,-1.9435359,-5.618886
-0.57938194,-0.6315447,0.008204911,-0.10287601,0.063673794,0.17661855,-0.0044868076,-0.0070771775,1.4533172,1.3340137,3.0402224,1.0163548,0.7523424,-3.1624892,-0.4518851,-0.21810205,-3.0140207,0.04605917,0.18572423,3.4525173,-1.3262827
-0.4880264,0.050167173,0.021800147,2.2156503,0.15790094,6.841198,0.3517756,0.50246215,0.5773382,-1.8662578,-0.23271349,-0.04051922,0.24189292,0.1483061,-1.7748964,-0.13328184,0.111597486,-2.6811938,0.4638714,2.0625446,-0.9212434
-0.76935333,-0.026337633,0.20684424,0.03314017,0.5837453,0.12470181,-0.0766298,-0.055199865,-12.55152,0.5111042,-3.5710404,-0.44660977,-0.068025626,3.774998,-2.004433,-0.040412124,0.90761006,-2.5293055,0.0019609397,-0.75618327,-2.3357947
-1.5859966,2.2151415,-0.001347432,0.36927646,0.05818211,0.5749815,0.1475384,0.1422735,0.09848985,0.07375389,-0.42533505,-0.24078609,-0.015894378,0.24270548,0.5836288,-0.20426507,0.19316262,1.1144817,-0.34185088,-6.9574103,-3.0370347
-0.36985603,0.50195813,-0.01045803,-0.5250879,-0.064135954,5.6625166,-0.23135224,-0.15623868,0.14416674,0.8974645,0.6608056,0.65866154,-1.0017371,-0.61455834,0.35536295,1.8002708,-1.9006578,1.6733274,-1.4775693,5.263197,-0.93668896
1.8019464,-2.7191648,0.023536557,1.6463485,0.1452567,-0.5479838,0.11760143,0.017136687,-1.6260463,-1.7152836,-2.4250917,-0.11799066,0.5333703,2.473934,0.26854664,-1.1354425,1.145218,-0.9792671,0.5815156,-4.066952,4.584496
0.8021466,-0.29282016,-0.069890335,0.0462664,-0.30859458,0.17878373,-0.06699621,-0.11611741,1.4373541,-0.25548568,-0.7968965,-0.74438477,-0.74139476,2.079332,-0.15767539,0.29176128,2.072929,0.20248854,1.816639,-2.340547,2.2356884
0.92522,-3.3757648,0.039974883,1.9712445,0.14442839,-0.8605102,0.13734168,-0.01294252,-2.0577354,-1.1489109,-3.3595963,-0.15271038,0.8188115,4.4793677,-0.16237532,-1.0648465,0.706104,-0.79675746,0.018871138,-1.0416077,2.7878106
-1.2593775,0.18685809,0.14375402,-0.77959514,1.0421171,-1.1042004,-0.056048814,-0.13005401,-2.2262042,1.3519988,-1.7824854,-0.14268352,-2.0799346,1.7342385,-1.6626419,0.39868394,0.5408739,-4.1521587,-0.022456616,-7.507004,-4.5499377
-0.8881201,1.745225,0.03972725,-2.0858014,0.36038134,1.448686,-0.0027444016,-0.06395931,2.7706742,1.3449804,-0.3385139,0.07992032,0.2605559,0.20548196,-1.7927408,3.840742,0.1126719,-2.4633145,-0.0023881837,-0.7814067,-2.476554
-1.4315563,0.97958535,-0.20872393,0.18968348,-0.27690023,0.9835066,0.026200565,0.24666111,0.08205759,3.8360276,-3.7769406,-0.09220921,-1.9188365,2.4744008,-0.64837533,-0.50170016,3.1004412,1.7890279,0.083154604,-2.334301,-2.927671
-2.0060527,4.3905745,0.11598097,-1.7861646,-0.26056564,3.5363173,1.0398234,0.33829835,-1.3815501,5.6004405,-0.99800223,-0.23033716,-2.3742037,1.790158,-2.1246614,0.8511331,0.76893556,-3.915351,-0.015520847,2.216467,-6.143565
