0,1,2,3,4,5,6,7,8,9
1.8753527,-3.1340096,-6.742162,-0.8499967,-0.20279469,-1.9756685,0.100958206,-5.3564754,7.438779,0.030732047
-0.3856398,-1.7270708,-3.71427,-1.2767333,0.5033581,-0.5969941,-2.3021698,2.0714014,-1.8272551,0.45186442
-5.16834,-2.1123478,4.354899,0.5708488,1.4955856,0.3394482,0.5073837,6.6052876,0.6476988,-1.1886182
3.485666,3.9535902,8.521703,2.9709866,0.5970744,0.88276255,-0.041424002,10.316108,3.288375,0.6183865
6.90673,3.1431792,5.5429688,1.3383858,1.1143235,-0.26083463,0.10037646,8.703123,4.588502,-1.1004885
5.0659966,0.20348743,5.913782,1.7416471,-1.9714588,0.5579363,0.33529547,9.409649,3.960192,0.50592107
2.5840359,0.5331292,7.399595,0.66879535,-2.307443,-1.4228392,0.001219279,12.625877,3.4623468,1.5003587
2.0405188,0.61395645,-1.5856109,-4.238013,-0.06883875,-0.1517148,0.14190842,1.1929699,0.38146973,-10.692109
4.7041106,0.39062208,-1.683624,-6.503794,1.6902499,0.19316731,-0.2354092,1.3472053,0.88356245,-5.600122
2.1620421,-0.42547202,-1.5323138,-4.618905,0.9695944,-0.08667044,-0.009089964,1.7358932,4.036952,-7.841277
0.39388186,1.0698543,-1.166732,-7.388998,-1.16752,0.45649794,-0.09364818,0.54642224,2.1142225,-7.7925596
-0.575345,-2.4371305,-3.6488028,4.898294,0.9294039,-3.2875843,-0.17539962,-0.5549724,-0.23162894,6.3533726
3.225952,-1.7759805,-9.012462,-0.16438246,0.015019213,2.514884,0.7749597,7.344443,4.6379094,2.653562
5.317753,-2.8640187,-7.526938,2.4165006,0.27381593,-1.2906907,0.88987684,7.8843923,5.3765283,1.362492
1.6769885,-3.229624,-1.9093034,3.0959122,0.93233263,-5.741456,0.49254584,7.9237947,2.8860805,4.4514585
1.8241388,9.989005,-2.9641454,-1.1376417,-1.7588447,-0.2048978,0.17867285,10.192985,4.1009665,0.32027575
-7.1535797,-5.8896904,2.3240824,0.40889108,-0.46948418,2.047004,0.19101216,-13.931995,-5.632622,-4.5711155
-5.2673545,-0.94213074,8.820605,-3.1534424,-0.184182,-0.83840305,-0.42180815,5.5667605,1.6755997,-1.7312394
-2.3747153,2.3977168,-6.243999,0.1698969,3.1705368,5.8152914,-0.050687958,5.041861,-1.4425511,-2.104701
5.8056374,-0.8094264,-4.2736006,-0.68159765,1.255545,-4.750758,-0.111362845,8.235276,8.250164,-1.1552992
2.3901298,-3.4876077,6.6353035,2.750782,-2.4136293,0.19070886,-0.86346734,-10.589388,-1.0821531,2.1319149
-5.5890975,7.174483,-5.807882,-1.8499067,0.22439352,1.016966,0.09772289,1.5496598,-1.0420837,-4.713754
-1.6997681,-0.5444243,-3.5559556,-0.77096295,-2.119698,-4.985287,-1.1487775,4.804538,2.2107146,-0.80781275
3.5411432,-2.5306332,3.412506,0.8314976,3.838266,-2.0258527,-0.050767753,-1.1633717,2.9789038,7.781445
4.924157,7.6099644,-4.5847316,-0.29797447,0.6271656,-1.7135025,0.99518913,14.744514,5.574137,-0.9984943
0.42697147,-2.693801,-2.7486966,0.9644594,3.347257,-5.996055,-1.6001526,1.9798031,1.5914834,5.18178
4.0451694,1.9593652,-1.2614851,-1.3979897,-3.8982892,-2.009045,1.076255,5.971154,7.529998,1.421986
-2.5744061,-0.356711,-6.7256455,-0.02374143,1.5113951,-0.35963786,-1.7066586,10.226809,-0.3612505,3.1846368
-6.1386356,-3.5603938,2.4174883,-0.48502606,5.047303,0.54335916,-0.1425498,4.759504,-1.7011732,1.1570914
3.2592134,-0.15301676,-3.867121,1.3747418,5.3482656,-6.0787883,0.10942771,7.0556626,3.4411812,1.8040007
2.205481,-2.9140637,-3.621768,3.0516272,4.95412,-3.4027767,0.5296283,7.2869234,4.086957,3.352842
3.4334068,-0.76699466,-6.2083654,2.7459211,2.1444898,-4.9220986,-1.0432626,5.436627,2.9970353,-1.0102559
5.643526,-0.6352504,-9.1103115,-0.32488948,2.1608262,-1.4500604,-0.64364743,9.570588,-0.2128954,-0.378096
4.755267,7.6416063,-4.5151463,-0.61236733,-2.12716,-1.355911,0.48919937,3.7472036,7.2874355,2.5332732
3.0853188,3.2033527,-11.926878,0.60393,3.0528698,0.18540592,1.0623902,2.6358547,-1.4228512,0.9986851
4.0212917,0.5535087,-2.1464665,4.4021435,-1.64377,-5.212929,-0.6707281,9.51972,2.3332818,-1.3829247
0.4820697,-7.389194,-8.114316,-0.73234755,-0.40593478,-2.0708964,0.28761718,-4.0741725,-0.83231574,0.0066827084
0.1933975,-4.9126353,10.133112,-0.74624544,4.173827,-1.8666458,-0.8702875,-6.641029,-1.6313082,-0.6997711
-2.48119,8.777891,-6.9248633,-0.94840467,-0.019303214,-1.7024454,0.597448,2.2439492,2.1423514,0.23399052
0.2766028,10.054663,-7.0073366,-2.2777257,-0.25491476,0.3740749,-2.2584565,2.327074,0.9345681,0.02385485
0.0019585718,12.255806,-8.319276,-0.2472056,0.19447728,0.23877273,1.1071337,3.2024024,1.5039816,0.23641525
-0.93594843,2.5364666,4.3784647,-3.6308925,-1.7289407,4.7969093,0.024476916,-6.262103,2.1835682,-2.8107762
-0.5420307,-0.45496175,14.856101,1.2478156,-0.50087905,1.1887454,-0.3847223,-5.9741373,3.7913158,0.33910507
-0.8934272,-2.6429675,12.275283,-0.2279305,-1.7852288,0.090696394,2.114476,-4.5337152,2.698213,-1.2877716
1.9538436,2.2162328,1.4106212,-3.4434786,-1.1606686,-2.6269555,0.25893196,4.3480406,6.974245,-5.035566
0.8339091,10.200553,-1.0047241,-2.6616483,-0.95278925,-0.7852739,-0.017294608,4.12069,1.7408893,-5.57429
-0.24445306,3.5689836,-12.568495,-1.6812795,-2.146912,-0.46895516,-0.50509846,-2.9948335,4.2837644,0.7376697
1.2824134,5.8226433,-14.230315,-0.17891029,-2.7747211,-0.63969624,-0.027814506,-3.1686366,1.2569957,0.72815996
1.2150347,2.6916888,-0.09111181,0.6493685,-0.67362785,0.73490655,1.409183,8.162923,-1.9099773,7.07664
0.6025867,0.9517303,9.428032,0.27268067,-1.9829468,2.9450116,-0.48740125,-8.006723,2.424792,-1.6670581
-2.3019466,-0.1864835,-1.0099331,4.3410225,-3.0307841,0.6538989,0.54426014,5.7781625,6.5399218,1.4353229
-0.9550913,0.024275975,1.0030838,3.9522302,-0.74494725,1.0331576,0.28740567,5.660596,10.552374,0.9988108
2.3326395,-5.231544,-1.5868422,-2.4660187,2.502931,1.1756179,3.271745,-1.9546592,-0.44541982,3.0349011
3.365541,-6.1868014,-0.67270666,-2.184744,0.00955552,1.4810256,0.2692331,-0.3584658,-1.626342,4.004042
3.56424,0.10213023,-14.046186,2.2067797,-0.056928292,-2.9062092,0.3266218,7.918488,6.3217134,0.52914137
2.5976624,-0.1734077,-13.66306,1.0112797,0.14237587,-6.003739,0.030397493,7.3196726,3.3902068,1.6085237
1.0129261,-4.9206915,-5.4276786,0.45862648,5.5373363,-0.43119663,0.21203043,0.30300167,-1.7407098,-1.9264385
4.591316,-7.074074,7.1372814,2.11622,3.531387,-1.6894276,0.32397932,-4.002627,-1.7282822,2.9492674
-0.12254282,-0.011539405,-11.291843,0.19929756,1.8271827,-1.3758545,0.07252241,5.7422147,6.5626736,-2.1624694
1.8753189,-2.3293502,-7.247502,0.18532936,-2.7764454,-0.40578163,1.5575192,6.5505095,7.315762,0.43173987
9.486426,2.114708,-1.203737,1.2912638,-1.8325652,-3.9229915,-0.03253264,8.629507,8.50269,2.7999153
1.4521024,7.503082,-2.0232675,-4.266668,1.2685943,-0.37234604,0.10271584,0.85451883,0.9760256,3.5581884
-3.1467736,-1.2732631,-2.2667444,-0.24719863,-0.851648,-0.87400275,0.50532675,4.727708,3.7707012,-2.8348358
-1.7829554,-0.15675758,-3.0527945,-4.187681,0.32319614,-3.7551563,-0.6890211,3.7946215,4.629184,-2.3217206
4.784276,-5.068688,2.1040041,2.264237,2.782278,-0.2658998,0.2889982,1.8604668,3.225718,7.35024
3.1741767,-0.83822906,-0.36822966,1.2084461,0.48925894,0.85424393,0.010441624,-3.0116787,9.117099,4.763816
5.051265,1.2236885,-5.488272,2.0236776,0.8601425,1.1514895,-0.5344981,6.136229,6.475725,6.299596
3.1988137,-0.7240378,-4.035463,0.110612996,9.636497,-1.2584391,0.05779504,3.5185547,3.2230473,0.4497604
0.5907378,7.2417884,-4.272036,-0.06420365,-2.140805,0.088919125,1.1999627,9.79637,6.7871437,1.0510653
0.75338876,-2.4044573,5.5268607,0.119944215,-2.5369596,1.4347937,4.751285,4.8510704,1.0397472,0.32024685
2.8071618,2.0223792,-3.276913,-2.018181,-3.1266472,5.170808,-0.5684513,-2.6273057,-5.9217806,-0.5721228
1.7202625,0.38391474,-0.21735443,-1.1917375,3.9991064,-3.2173636,0.50159556,8.90936,1.1269511,-1.7694199
-0.7390988,-1.2666672,0.051511515,-2.4387224,2.022546,-4.8980155,0.40408772,9.393469,3.2244067,-3.8118355
-5.7057557,-0.6002853,-11.224097,-0.30590436,-1.229827,-0.94545513,0.42266864,8.370565,-2.1688657,-3.9838433
4.1123314,1.4753423,4.381897,2.122531,0.94421726,-1.692591,-0.28837505,8.816884,8.054042,6.0127277
0.54981375,-1.166606,-6.382463,0.40657327,2.8152304,2.0757072,0.053153608,7.0946584,-0.8750492,1.8924743
3.522077,3.275483,-6.882419,-0.72858274,-0.24726613,-5.136641,1.1563747,15.085004,5.2305675,-0.032942846
8.65755,0.6400166,-1.7933294,-1.1306117,1.2757387,-0.33530453,-0.045602817,9.791515,10.374056,-1.7043631
2.2645106,-0.35945943,0.32093143,-0.56558436,1.3019984,-5.7050347,-0.07435336,11.903407,7.8004766,-0.82144994
6.8755765,0.91819346,-8.329293,-0.034680866,-3.088252,0.042363867,0.75804764,4.467855,-1.1307575,-0.45851615
2.4388378,0.14115514,-9.786254,-6.020221,-1.45233,-0.7829134,0.08265983,3.5814254,3.0600905,0.18981119
1.0723176,-0.35673657,-7.504598,-3.725113,0.25534478,2.7771814,2.6423805,5.354922,-1.3595996,-3.188442
0.52518904,0.5693306,-6.8630323,-2.937832,-1.2726464,-0.56917167,0.19894458,4.487761,-0.09587867,-2.5089464
-3.4964595,-0.41165793,-6.0362196,-4.8192983,-0.7767975,3.141383,-0.25324732,5.880658,0.72308475,-3.317449
-2.1063247,0.109015726,-7.5729785,-4.329356,0.11278773,3.1268516,1.0048336,4.7293754,1.5519964,0.8366219
-5.264673,-1.5571215,-4.6613827,-4.9882765,0.27381143,1.4796093,0.020711249,6.2170362,1.7195393,0.6912675
-1.757388,-2.3530192,-6.399057,-6.673033,-0.35810444,1.0100578,0.4129386,6.5712385,-0.6601245,-0.19204126
-1.1904554,-3.9788423,-5.9645634,-3.781828,2.1411693,1.1811862,0.3510946,5.4244633,2.6429198,-2.6198707
2.8815026,-3.8837314,-6.5778923,-6.0285435,2.529113,-0.7380501,-0.2679586,3.9480608,2.56058,-3.6342015
4.391727,0.61569595,-3.0576375,-1.1627465,-3.6319356,4.580719,-0.957045,-1.0797858,1.480074,-4.026821
6.4657154,-0.28124452,-1.3048466,0.07225492,-3.2006931,6.2683253,-0.035591424,-1.4448786,0.7472817,-0.70420676
8.556838,-0.1169257,-2.6798735,-0.5081577,-1.7119989,2.569737,0.5194452,-1.4492941,-0.43300495,-2.6330788
6.8655815,-0.3161094,0.3327982,-1.2917569,-0.3813899,5.0973773,0.8809705,-1.3182225,-1.0586904,-4.533121
6.9527254,3.248589,0.6120708,-0.7765159,-2.8409405,3.7157989,0.7845517,-0.3777589,-2.3059418,-3.418585
5.035675,-0.7006178,-9.449727,-4.4602537,-2.8430166,0.6646632,-0.017270869,5.1537356,-0.25749326,-0.19798636
6.153101,0.97379863,-8.122077,-3.8323505,-2.2214031,-0.28568047,0.3364808,2.4851394,0.9445914,-3.095637
3.683304,-1.8929461,-9.282558,-1.7534734,-0.44038278,1.8440179,-0.069377,3.715273,0.74806875,-4.566688
4.2768474,-0.49934784,-7.4746304,-1.203183,-0.8884376,-1.5462987,0.43993926,4.3140297,-0.51758343,-6.8844857
2.2343242,-2.4800627,-7.4434915,-4.2815604,-0.19866921,-0.30611083,-0.16871525,5.8302126,1.0133832,-7.0543475
1.8631493,0.3406625,-11.569155,-7.9445214,0.022261716,-0.3969597,-0.046035506,4.6956882,1.2913203,-2.7275617
1.2119311,-6.0072174,-5.537207,0.5152026,0.32132,-0.7881285,-0.054453783,3.7998137,0.20963779,-5.610122
2.8524659,-3.6591806,-4.9915595,0.6334881,0.6368491,-0.9201272,1.9071306,6.0925884,2.9807374,-5.1410384
3.4878364,-5.332296,-5.7977495,-1.0614388,3.9601223,-1.034165,0.7847614,5.665228,1.6089928,-3.955694
2.466173,-0.94094,-3.4105175,-7.378408,-1.6431875,-1.0363947,-0.32619703,6.65348,6.4496937,-0.37527758
6.621113,-1.2417691,-0.88866085,-0.5747669,-2.3766847,1.1612191,1.0574697,-2.3706782,2.617762,-5.977213
6.578065,2.0473542,-1.1517214,-0.28653768,-0.53532684,0.7601149,-0.5220011,-2.120854,0.03444478,-6.729109
-0.11969614,-1.6476666,-2.5844095,-0.5383018,6.0021477,0.9476197,0.9833767,7.269664,5.8421245,-2.2523384
0.92739516,-0.7707595,-3.5151513,-2.426756,4.8746853,2.303924,1.4229937,5.8144345,5.97228,1.16114
4.5765085,0.55344886,-2.5227714,-4.3517,3.5050962,2.1193752,-0.0002419171,5.4986563,3.099268,1.1611663
5.4885845,-0.823694,-4.519794,-4.874237,-1.2363505,-0.26028335,1.6574985,5.6613374,5.205459,-1.6974249
2.8945978,-1.3495947,-4.338925,-4.38794,-1.6577158,-0.4000815,-0.12801957,6.1791534,7.092115,-4.8270416
0.69215506,-0.19265792,-5.773732,-2.0179555,3.5672498,-0.2848095,-0.47415048,4.3851557,1.3090079,-5.056115
-4.1837177,-2.2433133,-11.067914,0.38402396,2.295613,-0.79338074,1.0725015,-1.7005409,-0.15250833,0.47013378
-3.628804,-2.6354876,-11.692,0.95909715,1.03364,3.0426445,-0.12205016,0.6577683,-1.261491,1.329041
-2.7364593,-1.7032433,-9.774937,0.53595364,1.9903238,-0.13505532,-2.955564,0.047690053,-2.039018,0.30808073
-0.7403211,-2.817171,-13.6682205,2.7306237,1.3802938,-0.7087625,0.13855284,-0.736843,-3.133738,0.09528829
-5.0458455,-2.3235638,-12.6972275,2.7318714,-0.15851608,-1.6479177,-0.43088347,0.89581126,-3.2923923,0.38208923
-2.5720942,-4.534647,-10.806509,-0.071250044,-0.39949152,-0.5563663,0.7361243,0.11896057,-3.9787703,-0.4075995
