0,1,2,3,4,5,6
-0.5489388,5.426709,8.077492,-9.805844,4.9889,1.1146808,2.2144475
1.3568655,-1.3242248,-12.375559,9.042919,1.5258017,-2.4093351,1.2589183
7.3858294,-3.5209334,-0.82611716,-1.9455336,3.4088705,5.539427,10.4497385
7.157771,-3.8971133,-0.5646808,-1.6081537,2.1591043,1.9387646,13.376619
6.569705,-1.6190171,-4.0224123,-2.8554866,4.8229566,-1.7413545,2.7487614
6.623513,-2.8318045,-6.111524,-2.051602,4.6111026,1.214569,4.4722524
10.785676,-0.58625466,14.689432,4.321173,-1.2882539,-5.437699,2.882789
8.362672,-0.057513133,14.210585,6.060305,-0.91813064,-4.304541,5.4688115
11.591695,2.5191994,-1.0114017,2.5392115,2.2562923,2.7400723,8.579787
1.2231998,0.7439996,-0.59813845,20.166357,0.26920232,3.8428001,4.1159034
6.381871,-2.6862037,14.317098,0.5564379,-2.3530054,-4.571286,1.5642178
11.384703,0.019165032,11.888242,-4.346502,-0.6681698,3.5188026,2.4977765
1.2412716,-0.15066357,11.693924,-11.957277,1.6606375,-0.38117036,12.429526
-0.633862,-1.7199374,5.9707174,-0.7279647,7.9139905,7.0472965,-2.6532924
-0.40933898,3.2644355,4.381657,-4.3964205,3.584587,-1.6255497,-4.828042
1.2219571,4.443779,2.3510697,-8.581462,3.585688,-2.43157,-6.428203
-0.56188685,-1.2150562,-1.3050604,-8.515598,1.3036413,12.32814,-0.51172715
-5.543693,-1.7877389,8.65796,6.1927543,5.2390924,-1.7002536,-3.3564565
8.928417,-0.279321,8.113398,-5.4776335,-0.26585174,5.1767235,9.733104
6.8142934,-1.6056948,7.1667542,-1.2941928,-1.168856,12.666647,-2.4148824
11.464329,3.154204,8.630638,-1.8049322,2.64032,-0.20535517,9.659026
1.9634789,0.19492126,-5.7920356,-10.299033,2.648915,2.0349786,7.0707283
1.2082044,3.334906,2.562049,9.127633,-1.4324605,-0.70108056,2.63301
-2.16293,0.8166912,10.601853,-5.9995446,-4.1303988,1.5863893,3.709692
-4.1014414,0.5882172,9.893717,-6.390707,-6.288208,4.8519835,4.9404044
-0.75557506,-0.23688924,15.431961,2.4894366,4.5319257,-1.8030063,-2.1193194
1.827595,-1.6675677,6.2782836,-12.938182,-0.10575352,4.8735633,8.343343
1.401159,-1.1946958,9.673899,1.6033174,-0.43344688,5.590039,3.244233
5.546176,-0.35285428,18.71341,-3.549343,0.48847437,-0.83172786,8.34635
8.1522,-1.793696,12.18565,-13.348645,-4.2643666,0.41795954,7.2586555
5.022095,-0.42971814,16.451242,-12.117716,-2.2379093,-0.43603322,-0.48310518
15.305244,-6.288489,2.1887264,3.0664241,0.7467679,-1.4340838,1.1483617
8.557501,-8.573192,4.938867,1.8618336,-0.8639353,-3.8313386,-0.71707505
10.543601,-4.788859,6.4255667,-3.047566,0.33634296,-6.1071706,0.15682778
11.024177,-3.220914,5.3444214,0.8917466,0.62813765,-5.7100773,-0.2646112
12.092918,-2.1408188,5.7507687,-2.9216692,0.26505357,-5.122956,-4.741983
13.907229,-0.87656534,5.0727615,-2.6578887,-0.46844316,-8.008495,-1.9695332
13.373265,-1.927387,8.741556,-1.9562,-2.3008673,-5.9901447,-2.6963413
14.191985,-1.8075807,8.509674,-2.0441673,2.2389817,-6.4894986,-2.5807886
13.323781,1.8260962,6.6178536,-2.5803144,0.9587463,-3.0716407,-1.3195044
11.5514145,0.6843213,6.7273746,-1.1801413,3.8411891,0.15519129,-0.84008455
0.43739367,-5.5288186,0.841362,12.45676,-1.255047,2.9959226,8.791081
-1.2975652,-4.3282547,0.029530011,11.192343,0.41669238,-0.108301684,10.004581
1.4317147,-1.3959203,0.4729154,12.725749,1.4408485,0.7714789,8.196236
-0.013086633,0.03634252,0.16425996,12.746176,-1.3692489,1.2822332,10.997219
1.5947461,0.97866434,0.24354762,10.870334,-1.1233938,-2.2382774,10.275297
12.594422,-8.708737,3.756966,0.73073405,0.2140311,-3.3432698,0.96804124
11.9343815,-7.057302,4.054295,2.7272093,3.744154,-3.046732,0.6470943
9.153327,-5.6251016,4.6533084,-0.83989704,3.3649554,-3.9069717,2.6715598
9.855719,-5.0831966,5.6392407,-1.381175,3.200833,-0.7628253,-0.24884674
10.250465,-2.5916026,7.2539706,-0.10264946,4.909919,-2.4537654,1.6279495
6.847325,-10.711658,3.1284635,1.2900867,-0.008644299,-6.185395,-1.1623086
13.431274,-2.901164,4.2065296,-4.082822,0.6984397,-2.4907033,2.883572
12.183733,0.35399547,4.192899,-3.227769,2.8892503,-1.3097367,4.287927
11.242715,0.023944417,4.678912,-2.3276532,-0.11647515,0.52108705,2.5045705
7.0816836,1.5175996,10.053083,-8.293296,-4.3301334,-5.3843083,-2.7648358
1.7875383,-0.97924274,-0.99659294,13.3118305,-1.8961726,3.999847,6.09867
3.1592424,-1.3873626,0.5020868,13.200035,-3.789145,0.74406964,7.137337
6.9615,6.6274343,8.639925,-0.9856879,-1.2958755,3.5040665,-1.7157191
7.1236496,6.129729,7.437234,-4.5137434,-0.3437403,3.9446044,0.088899
5.0078063,4.8235936,9.648884,-6.9494505,0.23434414,0.86687416,-1.1327803
8.63956,2.2103786,8.831522,-6.0426807,-6.6363,-2.955626,-2.1822493
8.308239,5.0353584,8.444355,-8.274686,-4.3347573,-2.3990617,-1.3575855
9.690515,1.4457486,6.1932225,-0.28904888,1.6851857,-4.6611605,1.6485311
-2.2454753,2.0799665,-3.5676343,-16.697695,1.2020347,-0.8528618,-3.1658921
-2.7635481,0.7602843,-3.3724153,-16.558065,-3.1404786,-1.5478234,-2.4158168
-1.2688478,-0.17302957,-5.68524,-19.416489,-0.9507852,-0.76090026,-2.4618533
-0.0778992,0.02548502,-3.9522793,-16.597178,-0.770788,-4.030594,-6.2555046
1.2426844,0.057141162,-4.053259,-15.811053,-1.6783732,0.16124211,-5.360288
-0.11068873,-2.6917362,-3.6446035,-15.62493,-0.082777016,-2.0341325,-3.039477
1.757848,1.2873986,-4.767788,-16.359758,-1.3289427,-2.8230922,-1.201875
-1.2239039,2.383797,5.212367,-6.1881204,-4.7581086,-0.14791861,3.9654846
-2.8224206,-1.5234648,6.3904576,-6.8743734,-7.170041,-0.16475707,5.967802
-1.7909474,1.0858587,7.2972393,-10.877748,-6.367383,1.1786659,4.9340835
1.45455,0.27355668,8.713358,-8.100649,-7.56618,-0.7764261,4.802261
-0.56633735,2.0924776,6.8262057,-7.3396993,-5.0401936,-0.28431973,8.78397
-3.444622,0.13605328,6.4894724,-8.35282,-1.9164903,-0.2456026,6.327284
-2.9268708,2.0058339,7.9355793,-8.333338,-4.860289,-3.9150121,5.4273157
0.63216853,2.4537296,8.611732,-9.274889,-2.0022843,-1.4947504,5.3519254
0.53720105,-0.15931955,4.785066,-9.993941,-3.9533129,-3.0300562,6.1449423
4.301687,0.21469021,5.9423223,-9.912149,-0.85087895,-1.4528605,8.5783825
6.152568,-1.9683048,6.5516963,-10.903285,-3.5342624,-2.303172,6.747642
-0.021529615,-0.861738,7.813815,-5.496009,-3.1941993,-2.6718683,6.0969267
1.0245523,-1.4264797,6.78389,-7.7153373,-3.289813,2.0912068,5.2648473
-0.8866982,-1.9837214,7.713847,-8.917183,-3.3578525,-1.5071452,2.3010628
0.12096438,2.8289318,0.8728575,15.016419,5.4765315,-1.6522298,-2.098028
-1.7520597,0.16030082,1.7687403,14.866318,4.61854,2.5341685,-1.0297186
1.6870944,4.616146,0.91606826,15.43294,3.1406817,1.7692871,-1.5540426
-0.15618858,3.0207143,1.3494563,15.1860485,2.1042256,5.0402255,-1.346122
7.002226,-1.2172724,7.3001842,-4.2227163,-1.0317605,6.009018,13.849823
-10.390741,0.558303,2.9584174,-7.898777,4.178102,-0.7373255,7.407183
-9.8547,2.9099188,3.156364,-8.111563,2.1404681,-3.5775857,6.445592
-8.280776,-0.5834233,2.718869,-9.3371935,4.996361,-3.9615843,6.104612
8.675416,-4.768328,8.115494,-6.5960546,4.9627986,-5.390569,5.3001957
-0.19405131,0.76449925,4.3676243,0.6723156,9.614151,-1.1456472,0.6249943
-2.9724824,3.4632485,4.8052235,0.13183765,8.603578,-6.4849906,-1.3724767
0.49663317,1.9997336,-1.5337234,2.5799797,-2.622834,11.004686,-0.44385666
2.1401381,-0.47736284,3.0239682,-1.0403764,9.949933,-1.5182736,3.3962889
0.7086072,1.5671781,4.002322,0.61493534,8.293458,-4.9582405,3.2506857
0.82521206,0.69459975,1.5802478,-0.34483865,10.841159,-5.189168,0.72183985
-5.0050397,-2.2562451,4.394795,-5.0513854,0.706101,-7.5231147,6.773525
7.4283047,-4.296175,6.3781443,1.0790594,-5.1745987,-4.876848,10.836676
-0.21521142,-0.103079535,11.994986,10.755749,-1.1477958,0.8434745,8.629535
-3.1014159,-0.17069677,11.639824,9.732752,-1.4917413,3.4250093,8.079859
-8.8550825,-0.8293165,-1.3448436,-6.2843823,-2.6011105,0.30846506,-0.033584636
10.90595,1.8721058,13.129137,-0.8452454,2.8630147,1.1193497,2.7764704
3.0717745,-0.4432667,4.1602807,2.8816323,3.6119373,5.355795,0.78215206
6.016828,0.25531504,13.087607,1.658043,4.8842893,0.4886663,4.1615753
8.290223,-1.5147071,20.338398,0.5038888,-0.36045596,-1.0927671,0.2796459
0.34678578,-0.11480858,15.366662,-4.5879073,0.1980861,11.73049,2.0784175
7.433095,-1.1286429,5.115024,-6.5502577,-4.462889,1.2899916,12.023873
-1.1496556,0.6585662,-13.535215,-1.5413058,-0.19930546,-2.4751754,3.7129087
-1.6828295,-2.8485925,-13.297354,-1.7606069,-1.8798884,0.98237467,4.368673
1.1188077,-0.8040557,-12.988551,-0.5612966,-4.487605,-1.882922,4.067394
0.69287175,0.77204394,-13.870838,-2.8346183,-2.3591483,0.7490603,6.7726226
4.0091553,3.0499892,-13.06289,-1.6989052,-1.6705248,-0.37308112,2.348484
3.7892904,-0.7886387,-12.084369,-2.484385,-0.22729309,0.354716,2.5547185
-8.410712,2.2005153,-17.130674,12.465923,1.4385056,-2.053308,-9.893417
1.0660417,0.062026843,-12.453996,5.0064263,0.21577957,-11.21971,-1.6316143
-9.118233,7.273086,5.3875084,1.998842,4.421376,-3.1964183,-2.113781
-7.5952563,0.7341037,-16.07319,11.645793,1.5330412,-5.341193,-10.002304
-10.476954,5.227651,7.01276,0.32398763,3.8624206,-0.72971916,-4.0294003
-6.2950587,6.08778,-2.3035517,1.2323989,-7.0746155,-2.4766886,4.628865
2.375057,-6.0938706,8.858168,-13.929683,1.5300443,-1.1131853,1.5582681
2.5857255,-2.2767465,7.075811,12.519926,1.365023,3.837998,0.10532146
5.2303843,-3.7390687,-2.7420318,1.5227877,-7.352636,-1.6597196,-1.0756513
3.177379,-3.2860804,11.954751,-4.5895505,2.13871,-2.052873,2.6735322
1.6041695,1.9912785,7.6914,-14.4978485,-1.7853593,4.5276794,5.3986864
2.760269,2.0399234,5.0320506,-13.456534,-2.4662786,4.457731,9.811371
6.487963,-5.1745343,1.3865042,3.907366,-0.84277546,-2.3984756,7.5973406
-1.9625807,-3.9901752,-1.5747024,9.340528,-0.73818856,6.7226176,1.4804668
6.391954,-2.982059,7.9283695,-6.7376394,0.21331014,-4.120033,9.985399
4.9687643,-4.332338,8.469509,-9.0735655,0.39078242,-4.3377275,5.8699107
0.99361414,-5.981389,13.835459,-4.8466253,-2.381747,-2.5378406,3.87531
2.5928023,-5.965776,10.543016,-6.6886387,-2.1183922,-1.0763922,8.540653
8.710895,0.78044647,12.799253,-7.6649127,-1.7504891,-3.4090424,3.8722053
1.696287,-1.2037147,6.420751,-5.3608694,-7.048268,5.355003,-6.4548264
-3.9700427,1.3112515,-0.17487869,-11.516361,-3.467145,0.38886997,2.4219034
7.6257396,-1.1523948,-1.5207144,-9.6133995,-3.164055,-1.1825227,-1.4484152
-3.1930766,2.4927993,-0.924162,-10.302146,-4.414279,0.7566671,6.4527063
-0.79603016,-4.9894786,-0.5528486,-1.0450015,-9.26383,-3.3273664,6.2510715
1.6133598,-1.0800678,13.784189,-13.125079,-1.4428128,1.4026939,9.904106
6.922085,-3.93756,18.078535,-7.335511,1.1117287,0.051744424,10.474895
9.769565,-1.6618584,16.952328,-4.686773,-2.4102595,-2.6774528,10.548071
8.355659,-2.0741522,5.7616987,-6.942438,0.8772474,-9.217692,8.051925
-0.33892155,-3.668041,12.102023,2.4306867,1.3862792,2.5456946,-2.896392
-4.3648276,-2.5480826,4.6898203,-4.5810924,-7.1721544,5.0291495,1.3311689
-5.8109846,0.23476377,-1.8961513,-6.379056,4.160355,-3.9425092,9.266245
9.421455,-6.276872,-0.8728286,-4.1565256,2.8948488,1.344735,6.811241
6.068534,-0.3985054,-0.20227136,-12.282485,0.7346049,-2.6970148,-4.616986
4.805395,-0.9371918,-0.52025676,3.261538,-3.0350351,0.7293224,1.5502545
2.4871225,0.9275457,19.92186,-0.14873402,-1.4678888,1.0668728,2.8311594
6.171764,-3.7350974,-1.0239302,-10.976563,2.4071405,-3.7482083,-2.7103546
-3.4158716,-2.145822,8.781622,3.0069892,-4.3305817,-6.682646,-0.99256396
6.477644,-4.339373,4.9902678,-6.4587464,-1.4070618,-3.155661,6.439969
4.40661,0.6952169,5.0870996,-2.2112143,-2.2615654,1.4486086,6.5941544
8.375972,-6.0894203,9.191894,-6.2071543,2.0865629,-1.3782628,7.029184
-1.1874598,-0.25178587,13.882552,0.9517885,-2.4996006,3.1172948,0.511812
0.3729172,3.2705314,-1.3593612,-5.276545,-2.7853215,8.144937,6.675613
-8.446249,4.1222634,-13.631237,-3.2828276,3.735275,-2.3816242,-9.375428
3.5092633,-2.0602236,-0.25848064,-4.300631,-6.4548125,-2.762538,-9.091492
13.516729,-1.3740797,5.8209615,5.9422145,-4.21159,-1.0392696,-1.5491441
2.0824168,0.9739834,12.373193,-13.428523,2.5332243,-2.3845894,8.292629
2.2674205,1.037192,3.1456962,4.74995,-2.12825,10.931085,-3.328662
5.602852,-6.9977546,7.730617,-9.925292,-0.7120436,-5.369152,7.9565697
8.925639,1.196528,-7.7340417,0.07705618,-3.5368695,3.5757945,9.536252
2.464363,-0.5393884,11.789994,9.591616,0.67551696,-8.105937,1.5110273
6.132043,-6.8847766,10.568525,-0.8085111,-1.5278848,1.9720128,7.8784847
-2.4299946,-1.3090996,1.3801657,-5.544638,-1.846482,-7.5186067,7.5899496
-0.13430296,0.71734923,6.232879,-15.521557,-0.6760382,-7.650081,4.7918234
-4.4807925,1.2121449,5.982787,-13.889267,-0.361191,-4.408569,5.1227427
-2.363179,2.874175,6.901049,-14.874398,-2.0359502,-6.6309915,3.02752
-3.7275448,2.1145022,9.487202,-12.921993,1.3213961,-5.3264318,2.9726138
11.599089,0.7986376,-4.988215,4.5538626,2.0920813,0.7378611,2.5382526
