0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
-0.5570897,-2.5432756,-1.5054247,0.57773066,0.7901101,-0.51685244,1.5898609,0.4840937,-0.37625,-0.5607931,-0.5021794,0.24829572,0.15242252,-1.4850192,4.7155237,-2.6012223,3.9386952,0.073259525,-1.2691427,-0.7055745,-1.8934461,0.0070856092,-0.7000052,-3.2787256,-0.38863447,-1.0005636,0.19757913,-2.9929895,4.151255
-1.616695,-2.1048832,-1.5118245,0.27956015,1.3113258,-0.5105695,1.3407414,0.32063255,-1.4510511,-0.36672232,-0.65859795,0.2426524,-0.9055293,-1.6353174,5.2055435,-5.743621,3.5990934,-0.024288608,-1.1668553,-0.67713284,-2.5616665,0.47977525,0.3873544,-4.717663,-0.22714642,-1.8666598,-0.22968711,-2.7160888,6.53858
-1.4825188,-2.2400131,-1.5160564,0.90107965,1.2936642,-0.54075027,1.0072887,0.40969437,-1.3419145,-0.56524545,-0.67200744,0.25612414,-0.56702983,-1.6557178,4.1841717,0.86415654,3.8821802,0.034525502,-1.2460965,-0.67257446,-2.070074,0.3779888,0.8251947,-5.7441454,-0.28320184,-1.7130538,-0.17226534,-2.9864032,3.934723
-1.5963866,-2.144492,-1.6986967,0.6079353,1.2799784,-0.48115262,0.882214,0.39656243,-2.762718,-0.44970065,-0.54635745,0.25642517,-0.59931844,-1.4261919,2.7852073,-3.4658635,4.0315237,0.114925504,-1.1855245,-0.5876667,-2.1436868,0.37142158,2.2896626,-10.718725,-0.24273881,-2.023623,-0.24788019,-2.6226017,3.1545146
-1.3964617,-2.6789145,-1.9228915,0.39151457,0.9350847,-0.56648654,0.52278614,0.5900496,-1.6039027,-0.5629055,-0.68951625,0.59690434,-0.27120152,-2.0996659,3.3639276,-11.11621,5.5212183,0.13188429,-1.5577626,-0.6743258,-2.060788,0.34540182,1.5638121,-7.25833,-0.3561773,-2.0134284,-0.10411846,-2.9258974,3.70911
-1.584052,-2.1087139,-1.7262523,0.78453946,1.2890263,-0.45939654,0.93217045,0.34319493,-3.836384,-0.45057708,-0.4624366,0.24641335,-0.675194,-1.4211408,2.7665734,-2.758424,3.9600332,0.12001878,-1.1695063,-0.57539105,-2.2441752,0.38550898,3.1775014,-15.327459,-0.23655383,-2.0996325,-0.27236027,-2.4988313,2.9237926
-1.7609817,-3.0345173,-1.809735,-0.009388529,1.0715473,-0.5135723,0.942794,0.720894,-0.5455736,-0.34889016,-0.78645134,0.44664544,0.733098,-1.3462212,5.0042224,-9.521646,4.0878506,0.13687998,-1.3839349,-0.6784135,-0.84779006,-0.29136097,0.60883546,-3.976054,-0.2515501,-1.4381192,-0.036469854,-2.988286,4.5554647
-1.4911548,-2.409181,-3.3648832,0.70464575,0.8304475,-0.44273123,1.1751065,0.006030326,-1.5815716,-0.4912676,-0.9566475,0.35613778,-0.9192253,-1.1570119,2.4656725,-3.5219932,5.3029165,0.3509818,-1.3522586,-0.5497721,-1.8239732,0.4557132,1.5501393,-5.844208,-0.16605213,-2.1770577,-0.144249,-2.3448195,2.669251
-1.5052146,-2.7514832,-1.6597272,0.21472917,1.0792257,-0.49307793,1.0177871,0.52059823,-0.70867956,-0.30550143,-0.82203496,0.3612457,0.24992037,-1.3703955,5.068126,-14.301433,3.8137236,0.104768544,-1.2841086,-0.6607158,-1.0293521,0.047565896,0.7988351,-3.9871204,-0.24665062,-1.3775231,-0.102132484,-2.7545805,4.980862
-0.02378807,-5.205666,-7.868749,0.17503668,1.6983335,-1.264204,0.23341443,0.86795187,-0.7139581,-2.358124,-1.458343,0.40306243,-0.4661763,-2.8412838,0.6201333,1.2845329,2.3606768,0.06231838,-1.3017199,-0.8942181,-2.4691741,0.29939312,0.4367029,-2.960609,-1.2802658,-1.0449958,-0.1134305,-3.7250447,-1.7742991
0.011721709,-3.1776218,0.9586639,0.02157833,0.016090143,-0.030768896,-0.63304013,-0.034522116,0.07114708,-0.029953936,-0.9501104,0.25887936,0.79830307,1.7127621,-0.30363566,-0.07709861,3.9444203,0.25269747,0.38119343,-0.48143658,0.24748297,-0.07263292,-0.40840337,0.39363417,0.03807206,0.8711879,0.19802172,-1.311691,-0.029382907
-0.28045738,-2.551208,-0.47811502,-0.08148833,1.3553557,-0.16491285,-0.3447328,0.30878296,-2.8237565,-3.3310845,-1.1198661,0.28425923,-1.122097,-1.8183188,0.2949455,-0.5332007,1.8940003,0.10360191,-0.9856171,-0.41542983,-5.6703196,0.13706714,0.47879878,-6.186473,-0.23775834,-0.76856875,-0.6084302,-1.2824504,0.53324115
1.9603224,-3.4390504,-0.759255,0.054141648,0.40190312,-1.3841642,0.09374761,-0.40387413,-0.10180289,-0.3507614,2.6743505,0.34577525,-0.19583274,-0.65020937,-0.22270046,0.8213302,-0.6328157,-0.05294444,-0.47289282,0.30911586,-0.31446657,0.11198852,0.045088995,-1.2801979,0.08346771,0.06967231,-0.053053368,-1.4319606,-2.6363244
-0.123281345,-2.5885477,-4.1228375,0.16951208,0.67980516,-0.6099479,0.29744762,0.4080793,-1.1693902,0.2804101,-0.830355,0.42998034,-0.08755588,-1.7295095,0.30413556,1.5797154,0.9295714,0.14585036,-1.3130872,-2.5354214,-2.6577027,0.33152577,0.34585863,-2.122887,-0.5335115,-3.1388006,0.5253476,-3.2495859,-0.9923685
-0.58591455,-3.990967,-0.10345772,-0.3597445,-0.10585644,-0.31390598,-0.5537431,0.11858018,0.8095108,0.018316533,-3.6069298,0.57669973,0.23100528,-1.1298401,1.2905716,-3.7246435,1.7901431,0.19137049,-0.7822796,-0.37770873,0.8101953,0.29452133,-0.76011956,-2.3160748,-0.045086563,-1.0782614,0.16266795,-1.8471762,2.599461
-0.8383909,2.1141508,-6.2812405,0.19954053,1.6147659,-0.106946334,0.5118395,-0.052869357,-0.5479634,-0.59757465,3.1734715,-0.115210205,-0.55230063,-4.583624,0.4625629,0.9352848,1.4624394,-0.043144323,-1.9905461,-0.32832107,-2.8443124,0.51237667,0.5469377,-2.6190977,-0.856168,-0.69484687,-0.32108018,-1.0361909,0.5261436
0.1692377,2.010966,0.070149586,0.10205968,1.5647372,-0.03181119,-0.28482574,1.0298376,-0.2084727,-0.03435929,2.0011277,-0.43821767,0.60806817,-1.3104718,0.5182068,-1.3173997,0.7520604,0.39322188,0.1601458,-1.9289967,-2.69243,0.028853318,-0.33852282,-1.8922137,0.012540307,0.72121805,0.108269684,0.9504825,0.7808971
1.3309306,1.547368,0.059796173,0.43674043,3.1580565,-0.33817568,0.52281123,-0.03177711,-1.641715,-0.70073116,0.83586335,-0.21439438,-0.6026583,0.35293436,0.618163,0.22569369,1.3603898,-0.10312072,-0.33661917,-0.3444499,-4.7409334,0.48344287,0.22105718,-5.766355,0.088418305,-1.8055209,-0.53177726,-0.8109238,0.10000701
-1.9460722,-1.2237685,-1.2640024,0.111105785,-0.6532823,-0.5593093,1.0660694,0.2435646,-1.0079271,-0.14211443,-0.72110337,0.27434337,-1.1499114,0.18872234,2.1637485,-6.285702,4.339207,0.2138864,-0.7690034,-0.40448138,-1.1733894,0.6407704,0.6395943,-2.3518267,-0.14276214,-2.771649,-0.2667832,-1.9212005,0.46704787
-4.6700554,-2.96925,-0.59300166,0.052126184,0.1695428,-0.18886082,1.0089804,0.4720354,-0.867859,0.78875303,-1.3984996,0.31369954,-1.2451804,0.49882013,-0.3605234,-1.4452273,1.4832951,0.079780504,-1.1662246,-0.61824906,-0.70594996,0.4263641,1.5635433,0.17849374,-0.079563,-1.2667811,-0.2564592,-3.3367262,2.0059674
-4.227299,-1.9402484,-1.5864764,0.11469993,1.2677362,-0.552764,0.8022576,0.36555934,0.4956923,-0.2554824,-1.2700166,-0.13795608,-2.2247846,-1.5553442,2.3701868,-1.5640019,5.6122637,0.07139354,-1.1655474,-0.619482,-2.0851817,0.49912456,-1.2672695,-0.6396112,-0.19352585,-3.081813,-0.48577943,-3.1313202,6.1619744
2.4961283,-3.4642031,-3.5936413,0.033333827,0.27654326,-0.6031827,-0.43089887,0.3537227,0.51562667,-0.30951452,-1.0579919,0.38775522,0.4750322,-1.6947602,-2.0562243,2.836388,-0.91275954,0.05469821,-1.0290974,-0.35834438,0.2861527,-0.25260985,-0.5159298,0.40211865,-0.38218206,2.4632676,0.19368665,-2.6442354,-2.9564598
-1.341589,-8.206404,-0.86073756,0.21864988,1.9921149,-0.68707263,0.7867468,2.0726826,-1.0978402,-0.44113097,-6.084094,0.6579952,-1.5868863,-1.7286376,1.4471071,-2.575185,3.9815369,1.1065749,-1.427195,-0.740407,-3.3068614,0.4309563,0.9311236,-4.193352,-0.08108647,-2.010877,-0.38940626,-4.9837008,2.7121863
-0.6845133,-10.105773,-8.094131,0.17531908,3.0342224,-0.9321489,0.49155226,2.0443144,-0.72576934,-0.52815247,-1.7102964,1.2900013,-0.14652453,-1.3312916,-0.34834898,-1.2164553,1.7721335,0.81191045,-1.7214109,-0.6056885,-2.3766956,0.25681272,0.5961926,-2.4098656,-2.256654,-0.34282565,-0.050363407,-3.60625,0.9803361
-1.8617322,-10.359298,-3.5776496,0.15306838,1.8668091,-1.2057327,1.0880656,2.7035882,-1.9253993,-0.7597592,-4.1862283,0.9687555,-1.0762655,-2.732752,2.1354039,-2.8202555,4.0504756,0.72210807,-3.2317898,-1.2559222,-4.7993174,0.85266924,1.3488209,-3.6956036,-0.5604821,-2.6255624,-0.4319655,-6.6477985,2.885193
-2.9207146,-2.9094017,-2.0361848,0.28027472,2.8517885,-0.65139264,2.1678169,0.48366928,-1.0902132,-0.5288516,-1.026313,0.3187111,-1.1720133,-1.7148817,5.751496,-6.5638766,6.550076,0.1387316,-1.4086919,-0.7390142,-4.2301555,0.766141,1.2928368,-3.2796881,-0.31517744,-6.067639,-0.4367519,-3.5141137,7.358051
-1.5395088,-8.852898,-6.836014,0.25509298,1.8428572,-2.1286774,0.7019022,0.9638197,-1.0334444,-1.2953497,-2.154294,0.9756014,-0.8587872,-5.5558176,1.4530933,-2.77215,2.8460503,0.23147716,-2.9679196,-2.0854845,-3.7999341,0.44248104,0.8785152,-3.830244,-0.5031417,-1.7655721,-0.27958828,-7.676845,1.9918827
-2.1567576,-4.8272223,-3.2471836,0.4871657,4.0479255,-0.95481884,2.0857003,0.8965427,-2.6747808,-1.0089129,-1.409257,0.42483476,-3.7161388,-2.706527,2.5210931,-2.1018429,5.3046865,0.08393695,-2.2975585,-1.0811448,-7.118258,1.992046,2.5403433,-8.23762,-0.5824291,-5.349967,-1.3138428,-5.2550583,3.2292252
-0.31293958,-2.0740535,-0.64176154,0.199165,1.6578108,-0.24541627,1.0436028,0.34555417,-2.081537,-0.6075158,-1.2975157,0.48702106,-0.30990312,-0.70088094,0.010634937,4.620009,1.5800854,0.22753239,-0.6798714,-0.41456985,-2.593538,0.19938761,1.5938277,-2.6986291,-0.06591491,-1.5051404,-0.09532118,-1.3047613,-3.233708
-1.986909,-0.17127612,-0.7923177,0.054960065,0.45350558,-0.048659686,0.50761014,-0.31714788,1.4321487,-0.100582466,0.086163715,-0.0073903347,0.45856464,0.048775204,1.0830079,-1.6354162,1.8266667,-0.060411338,0.255113,-0.03149992,-1.1201838,-0.34644577,0.4464252,-1.2616836,-0.1261891,0.09542872,-0.14596124,3.885616,2.9961693
-2.019974,-6.4002414,-3.2309916,0.38966984,3.8365545,-0.8305806,1.0929089,1.0131859,0.88153094,-0.70057136,-2.0800133,0.6514196,-1.199539,-2.9946117,2.2799623,-2.9000614,4.682382,0.2609928,-2.1646585,-0.86516476,-5.7604613,0.8521183,1.2703226,-6.7828274,-0.4331695,-1.7337695,-0.39849132,-5.3112335,2.9877727
-1.886995,-5.199849,-3.297031,0.49458703,4.0623174,-1.2004569,0.8788051,0.879364,-2.6987567,-1.1024399,-1.7565706,0.6140913,-1.3504577,-2.9969208,2.070513,-2.5765128,4.0278378,0.22249086,-2.8962936,-1.3147471,-8.17187,-0.14371744,1.0068864,-9.1292715,-0.6547689,-2.19528,-0.4664141,-6.8722973,2.7258224
-1.8216162,-8.481748,-4.0685306,0.3815954,3.2292395,-1.5255995,0.9432635,1.387766,-1.5704323,-1.016669,-3.0550761,0.8813862,-0.97389084,-3.7425098,2.0047371,-2.6251538,4.0533037,0.4085247,-3.2422135,-1.6321722,-5.468711,3.9017062,1.117793,-6.221525,-0.6665208,-2.313932,-0.33710372,-8.355614,2.628974
-0.84329325,-8.502032,-4.7139344,0.361043,3.1460216,-2.327058,0.5429139,1.3311161,-0.9375992,-1.1248311,-2.7614567,0.69850516,-0.6582643,-3.7509184,0.92592096,-0.80793405,1.9728632,0.38607305,-4.5433908,-2.2786605,-3.5989237,0.33967444,0.6333821,-3.8431752,-1.1902753,-1.228128,-0.24046288,-10.71725,1.1171253
-0.6016432,-5.3232765,0.22022372,0.11227228,-2.7608047,-0.37363085,0.14342535,-0.25462654,1.4536675,-0.32318118,-1.3082609,0.39409855,-0.42871642,-1.124333,0.5656142,-1.0056181,-3.1999362,6.349524,0.28697383,0.6149995,-1.6368971,0.1789145,0.33575028,-1.5779754,-0.15914388,-0.5105106,-0.12024282,0.89643526,1.1041334
-0.5893283,-6.735013,-7.2104654,0.27974814,2.3597608,-2.4360704,0.46980163,0.9472452,-0.770934,-1.1217525,-2.0634327,0.9295164,-0.59429413,-6.834687,0.18942514,0.40314978,0.76966834,0.27092907,-5.0297284,-1.795868,-2.805488,0.277243,0.5560306,-2.9150636,-0.6719922,-0.58411384,-0.2162976,-8.6874,0.5724728
-3.4914515,-2.1696937,-1.4684118,0.1728983,1.4281734,-0.58582586,1.6511452,0.42875504,-0.86396253,-0.38109028,1.9242136,-2.000459,-1.1775014,-1.0431205,3.6424289,-0.9182432,4.1084504,0.17649926,-1.1926372,-0.6676995,-2.4539163,0.71535367,0.7765374,-2.5343525,-0.25721747,-3.464382,-0.6581625,-3.3918684,2.5786545
-1.0764564,-0.30840373,0.56869376,0.47957096,4.3325057,-0.14356236,-1.1849393,0.045329325,-0.7721194,-1.0364864,-2.6016033,0.059761744,-0.7332837,-0.37882906,2.957734,-1.7808304,2.1732745,-0.003947402,-0.1613609,-1.0414103,-3.08971,0.23412229,0.736055,-2.581904,-0.059159417,-2.34303,-0.21175419,2.917569,2.7521217
-1.2130307,-3.6440158,-0.2572448,0.49116495,2.8511512,-0.8209371,0.60939085,0.68830204,-1.4376925,-0.51715845,-1.2967136,0.38668695,-0.942111,-2.058795,1.1687105,-1.6403527,2.8627927,-0.018465811,-1.8925384,-0.88468784,-8.35167,0.5234915,0.56719893,-9.872639,-0.22991112,-1.5585735,-0.26725155,-4.0967,1.898948
-1.3448145,-1.3050361,-2.252069,0.2445699,2.1451313,-0.7599116,1.7342871,0.21257721,-2.3599553,-0.5479144,-0.26817065,0.11753773,-4.182099,-1.9433815,1.7401185,-1.7181075,5.564464,0.016332166,-1.6396168,-0.73651105,-5.1753335,1.0943863,4.238179,-6.3687596,-0.30960003,-3.3817985,-1.4961351,-4.0962243,2.31312
-1.269726,-4.5785036,-0.88123506,0.23528787,2.0580785,-0.92277706,0.65113115,0.6566337,-0.7732012,-0.6250139,-1.805376,0.50576234,-0.7710018,-2.2393024,1.4812453,-1.6727854,2.9369662,0.2694569,1.2993544,-0.9626011,-4.591983,0.42573944,0.60072494,-6.525063,-0.27346238,-1.5764495,-0.20620425,-4.056612,1.88156
-1.513568,-3.0461755,-2.0054424,0.17765123,2.1237938,-0.7616389,0.8526561,0.36445475,0.29828268,-0.7097784,-1.049156,0.32162422,-2.8007338,-2.0527964,2.7078574,-1.4037037,5.0299063,0.055719595,-1.5792897,-0.74187446,-3.6970494,-1.294233,2.7019737,-6.484101,-0.37442008,-2.6557043,-1.0032765,-4.2551622,2.8599784
-1.2963514,-3.525435,-2.4570196,0.5310939,4.6205473,-0.75300556,0.6272405,0.5289112,-4.487457,-0.6546037,0.8673255,0.38499054,-1.0988876,-1.9930856,1.4451708,-1.5507005,3.0960681,0.06206813,-1.745934,-0.8611725,-5.191368,0.4547735,0.846943,-6.079081,-0.27099752,-1.7483785,-0.3381669,-4.347452,1.9627703
-1.1176249,-3.311478,-2.1879787,0.27328315,2.3018565,-0.7393527,0.59692615,0.41725972,-1.3321084,-0.6189505,-1.06238,0.3462998,-1.0004383,-1.9030035,1.2918633,-1.4952341,5.7295356,0.100122824,-1.6074125,-0.7639507,-4.005007,0.4045342,0.9784978,-4.8247323,-0.35777566,-5.767521,-0.24959129,-4.004206,1.9518446
-1.3938133,-1.4205537,-2.150108,0.25122407,2.0547302,-0.73582333,1.7395562,0.13206677,-1.9727412,-0.5650095,-0.28138354,0.14005753,-3.156027,-1.7427695,1.8444847,-1.6728697,7.459598,0.002380782,-1.6185613,-0.6879972,-4.3891864,0.84274083,3.2407162,-5.817735,-0.33953804,-7.4358006,-1.1382303,-4.0112514,2.4930625
0.3789972,-1.5534713,-2.083072,0.16079597,1.1235279,-1.3439461,0.11252747,0.18677665,-0.48474786,-0.94685775,-0.48242545,0.65309453,-0.657962,-2.4634974,-1.1161076,0.028349206,-4.3226967,0.29015392,-1.0436982,-0.07367648,-3.6802607,0.35940778,-0.3384753,-1.6833401,-0.26930985,0.69982934,-0.16947548,-0.7174139,-0.5846889
0.05700436,-1.5745951,-2.4829447,0.0074832565,-0.34283885,0.21854925,-0.0147682065,-0.7052592,-0.15476233,0.3859683,-1.4081991,0.36080924,-0.14967234,0.29677522,-0.07676301,-1.3254095,-3.4269137,0.21397062,0.6104192,0.19773947,-0.2177002,0.056653082,0.022710187,0.16661741,-0.54448754,0.20679379,-0.03632574,1.357509,-0.08231935
-0.530632,-6.5002337,-2.780289,0.14957176,3.5383976,-0.73063207,0.4460405,-0.91366863,-0.506559,-0.74939436,-2.1597822,2.7738638,-0.54849356,-1.1157991,0.93035316,-2.1891932,1.7361739,1.3286048,-1.8422666,-0.63060117,-1.7641065,0.25872004,0.5216567,-1.9636151,-0.29602125,-1.447714,-0.20434514,-2.9762728,1.1501704
-1.4376206,-1.4719049,-1.231538,0.18286276,0.9557416,-0.44529733,0.68850666,0.38889417,-0.42167607,-0.48936132,-0.46859384,0.10868705,-0.6789339,-1.5799917,1.5490956,-5.084581,2.7927241,0.28906277,-0.89360297,-0.5681472,-9.966976,0.39052436,1.9194218,-6.285989,-0.4410305,-1.6251134,-0.26738727,-2.3752668,2.2416725
-0.9458262,-0.99894905,-1.5433276,0.10339622,1.4909031,-0.39657223,0.2976454,0.1817903,-1.5796196,-0.5505457,-0.9538141,0.27669138,-0.6724838,-1.1009747,1.4020413,-6.4874005,2.5029626,-0.029767381,-0.84341675,-0.44658178,-7.576898,0.14247377,0.1470234,-3.094799,-0.34016097,-1.4881866,-0.25508204,-2.4466176,0.1264383
-0.85667604,-1.7514558,-0.42892423,0.385302,1.4398038,-0.19454922,0.18057501,0.24576868,-0.3369898,-1.1506132,-0.596463,0.18096617,-0.19828819,-0.38425678,-1.8894298,-4.9908113,-0.2279796,0.42476863,-0.3095162,-0.1747798,-2.45063,0.29769945,0.014142499,-4.3002205,-0.053887554,-0.6288424,-0.009116644,-1.3730164,2.737737
0.66391665,0.012541513,-2.441967,0.13030551,-0.30108166,-1.0367647,-0.35281652,0.7640966,0.566835,0.077888094,-0.7217574,0.48731744,0.035691757,0.6198768,-3.9885714,0.28734356,-0.9144484,0.4950555,0.28073165,0.37856576,1.4619002,-0.7081628,-2.6048243,1.6578577,-0.68703604,1.041407,-0.29357234,-0.7520266,-1.4791192
