0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
-4.6486664,-0.0012438783,-2.4799027,2.7644527,1.5836426,0.22085673,-0.148039,-1.7627659,3.1861708,10.363417,-0.07219059,1.0685261,-6.705508,2.0913122,-1.5651089,-0.8148998,-3.0268707,-2.9149878,-0.336732
-1.1960355,-0.0007920178,-0.8644101,3.8906415,0.8946299,0.29962075,-0.064911455,-6.4104357,1.199777,5.5501685,-0.026189467,0.5970953,-2.5633047,1.1238738,-1.0689446,-0.47190955,-6.2331314,-9.079819,-0.18035968
1.6242489,0.07998115,-2.001726,3.4696188,2.179373,-0.39442334,-0.008293456,-1.3009144,-1.1957508,3.1381335,0.16851875,0.30828485,-2.3981578,1.6676991,2.3089256,-1.6921973,-0.90376145,-1.4753716,-0.30875298
-3.6511605,-0.00047070795,-0.5823065,4.6077886,0.9415912,0.22640078,0.03835669,-2.4124043,3.085045,5.555068,-0.12889642,0.837664,0.30018145,1.1605514,-0.84201556,-0.4608473,-5.815658,-4.9060307,-0.1715075
-0.70222974,-0.0013502702,-0.99493885,-0.8365173,1.6576902,0.10096668,-0.111545034,-0.83244216,0.14562964,10.938437,-2.9156573,0.75363046,-2.1775727,1.3577023,-0.79676867,-1.3136877,-1.2919848,-1.178395,-0.58681124
0.5949136,-0.005518489,0.5237704,-1.7422271,1.2456859,-1.796027,-0.099250585,-0.57041514,-0.72094446,3.6680667,-0.00443429,-0.034161884,-3.3028798,0.78793436,3.9603095,-0.96345294,-1.4408889,-0.06055061,-0.39375377
-0.55885875,-0.0003514797,-1.2689539,4.713154,0.84140414,-0.12698095,-0.07992064,-0.024576686,1.0950937,7.437439,0.59476817,0.8072648,-4.0596895,-1.2911899,-0.8277703,2.3893306,-2.9736094,-2.91034,0.18292713
-0.70701873,0.0016511348,-4.0994153,2.2942529,1.0985955,0.27338895,0.090200275,-1.6079596,1.0511785,13.076216,-0.058806315,1.0356114,-3.7711806,1.5224817,-2.3816786,-0.22297034,-1.0623236,-1.9978262,0.248406
-1.2287403,-0.00057571655,-1.1888942,5.0441446,0.045206223,0.05268503,-0.06675856,-3.8781583,1.4274614,8.771667,-0.21797606,0.7044087,-3.85789,-1.9332672,-0.89848286,-0.30217442,-2.9933498,-2.7838507,0.17669535
-0.95182496,-0.0015362357,-4.425569,4.2601027,0.72756743,0.078720726,-0.87797797,-1.6476487,1.0977765,9.243016,0.23405819,0.29679084,-3.3511536,1.6384637,-0.7558019,-0.4707417,-2.197274,-2.752829,-0.20299661
-1.7715472,0.008653859,-1.3640009,4.2764,0.11126491,0.206981,-0.08440208,-1.1624795,1.3655493,6.8794503,0.9812814,-2.4402804,-4.5692844,1.7339219,-0.7005242,-2.2349255,-1.8944441,-2.0578098,-0.36481473
-0.6747659,-0.000100986734,-1.204803,2.813784,-0.1070007,0.15012951,-0.15001205,-1.4993892,1.0827893,10.105253,-0.016855497,-0.7579867,-6.4645324,0.5449115,-0.69851005,0.055172935,-2.0004225,-2.4931111,0.12306292
-0.9764047,0.0002489176,-2.1301973,0.11351658,0.9211375,0.19621512,-0.1307639,-2.6915479,1.4363351,12.042974,-0.5007768,3.4305162,-5.4420958,1.3346379,-1.4596515,-0.16996819,-1.8999408,-2.5073814,0.0005183926
-1.6135044,-0.036822848,0.30215517,3.9268425,0.4140988,-0.030728286,-0.022402408,-0.08623032,-0.4949866,-0.6899918,0.048951365,-0.59663254,-0.072767295,6.9418006,0.2093434,-0.11647425,0.95274025,0.19750102,-0.08291428
-0.36827266,-0.0075178915,1.8336633,1.4826546,1.5482438,-0.33943543,0.04554951,-2.1372705,-0.254088,1.1117953,-0.08855605,-0.20718937,1.9995813,2.4692235,-0.031701244,-0.18016505,1.4278028,1.6253239,0.06898913
0.383153,-0.033529658,-2.5993247,5.9379253,0.87327296,0.639195,-0.122265965,-1.2439697,1.1684589,4.1106844,-0.084564485,-0.05481569,-4.7438006,1.6604525,-4.318795,-0.8145502,-0.78927475,-1.0596383,-0.25900593
0.13819571,0.00012067474,-3.1429262,-0.7996177,1.1236733,0.093281336,-0.071732745,-0.63785344,-0.012523643,5.701219,0.19408177,-2.5330198,-6.334517,2.9071856,-0.5211846,-0.49344102,-1.0959393,-1.2339865,-0.19423446
-0.112955585,-0.0040172823,-4.524544,-0.7111771,-0.5463661,0.23163588,0.016581606,-0.86881447,-0.29519585,5.223333,-0.042555805,0.7223396,-4.725891,5.8790526,-0.73323494,-0.8867602,-0.4296373,0.096859924,-0.7027289
-0.8921475,0.059129633,1.7500266,4.3729315,2.3242836,-0.8467338,-0.004493051,-0.69784164,0.39364728,-0.17284794,-0.23267661,0.029255372,-2.593465,1.3453466,2.7798762,-0.69005114,-1.3736012,-1.6334565,-0.8405026
0.34179255,0.06074055,0.28635105,2.371172,-0.7525255,0.43802917,0.09378466,2.037357,0.42568657,-1.0934651,0.028487043,0.12393932,1.6370995,-1.0640906,-1.7398572,0.05270237,4.280379,2.9821932,-0.021589348
1.9496564,0.0006321111,1.2027107,-0.6051708,0.53624326,0.46552777,-0.034982935,1.4603701,-0.6858619,-10.7074585,0.68910885,-2.0198948,2.5370884,-0.24729556,0.23164567,-0.5560639,4.2183657,3.8065593,-0.23171408
0.3230298,-0.0026037209,1.3384025,-0.25620404,-0.18420987,-0.32222345,0.07960747,1.662902,-1.6885304,-8.924696,-0.041131813,-0.6551418,3.6180778,-0.76228577,-1.1633184,0.18100284,5.068182,6.1894436,-0.07557747
0.030029077,-0.0033203228,-1.7102067,0.0053469315,-0.9434881,-0.293029,-0.20864467,-2.2895577,-0.27628073,-1.4329888,0.03711454,-0.028260423,-3.6709895,4.6565742,-2.4657705,0.5539154,-4.1332865,-2.0337212,0.6895812
-1.4552028,0.012959029,-0.31215137,4.3696995,2.919294,-1.3677474,1.4592968,-1.5391783,1.1289068,5.0670466,-1.327291,0.6245065,-1.7415571,2.9670625,-0.4473245,-0.32018894,-2.27871,-1.7069687,0.034085065
0.10113723,-0.009269992,0.9682229,-0.7337139,3.3110328,0.22594126,-0.075661376,-1.4198136,-0.70016193,7.2970185,0.085459344,0.04901899,-5.43615,2.8451064,-0.62197363,-0.4270456,1.5449268,-0.13615356,-0.99585754
-0.18454915,0.003824028,-2.324042,-1.4137255,-1.0499091,-0.13337398,-0.06144315,1.1036987,-1.7315724,-5.418171,0.2698186,-0.098105066,-3.0240557,-0.9390825,1.6430947,0.077336855,3.3796222,2.23004,0.26375598
-0.45352736,-0.0033535212,-2.2196565,2.5413368,7.373662,0.5124291,-0.1513771,-2.0403178,1.0567445,5.458237,-0.031058654,0.4899935,-7.179182,3.1588511,-1.6582259,-0.43793324,-4.4239054,-3.4947324,-0.26898417
-1.142746,-0.0020893812,-2.4487042,4.803057,2.6004138,0.19977577,-0.2094066,-1.5129998,1.770123,16.118816,-0.004203333,1.4461087,-8.817365,3.2885382,-0.943367,-1.3330319,-2.4811451,-2.3384802,-0.5736956
-0.95853037,-0.002858393,-2.6839802,2.7995932,1.5488198,0.94351697,-0.26291603,-1.829162,1.0103534,7.2571793,-0.043517467,0.61517215,-6.9951053,4.439548,-2.1048534,-0.32521927,-4.6017346,-7.0371675,-0.29665917
-0.43316823,-0.0030967891,-1.8690025,2.0860558,4.0309525,0.13728847,-0.060739852,-2.3999043,-1.1567183,5.9725256,-0.03038659,0.4349525,-6.0465727,3.4877348,0.57631093,0.2514771,-2.855643,-3.9715357,-0.69802004
-0.38979813,-0.00328718,-1.699655,2.2737417,2.9014642,0.303743,0.09202589,-2.213713,0.49008796,5.5829005,-0.026447354,0.4792316,-7.0993,4.4411016,-0.95617443,-3.233903,-3.53986,-3.739836,-3.0698137
-0.44388622,0.002041709,-1.9686273,2.6736853,5.4958925,0.51967245,-0.16880767,-3.9156325,1.0703214,4.8893027,-0.040729675,0.41634718,-9.166391,1.4343863,-1.1901981,-2.9760313,-3.5916677,-4.163552,-2.0955856
1.7894378,0.0005213782,-5.9362965,-0.39044034,0.95784557,-0.045543298,-0.27624208,0.32737932,0.7730979,0.4192284,0.10290941,0.12570484,-8.311089,3.369664,-0.6834253,-0.015160191,0.39378718,0.9274586,1.1318979
-0.2729713,0.0036583925,0.54962516,-2.1531277,-0.9718937,0.5987419,0.16975756,-1.5007671,2.3702948,1.7108855,-0.081300884,-0.0032703758,-0.5919131,-0.033435363,-1.015828,0.07617813,-0.65786237,-0.6928021,-0.28803283
2.9665568,0.005193734,-0.51162153,-0.99003786,2.932954,0.11036688,0.03984483,-0.9100615,-0.6514847,0.21731545,-0.22017996,0.17486048,1.2074877,4.3509774,0.9437342,-1.0159274,-2.5393486,-0.6179374,0.36071694
0.3197316,-0.0016185789,-0.34387147,-3.641383,-3.114443,0.027132569,-0.030563064,0.31166977,-0.14746413,0.4892876,-0.23432255,0.039583694,-1.6855516,3.7404494,-0.27724165,0.8832472,1.7287824,0.6727814,0.72241354
0.10040176,0.00047119817,-0.24190533,2.305386,0.32736525,-0.42297822,-0.036671385,2.7118957,-0.2092051,7.610044,1.1655731,0.5933508,-1.3102494,0.53940517,-0.27942687,-0.31970635,4.2537465,3.612845,-0.15136628
0.96916497,-0.0012557429,-3.6935751,-0.31497806,1.6338234,0.0357026,-0.07422809,0.423174,-2.7286336,0.40461025,0.10750873,0.042976543,-0.56319034,3.5339787,-1.1612544,-0.73946345,-0.86107194,-1.4009851,-0.5057359
-0.10739789,0.0007422702,-0.7881362,0.49248376,4.5997167,-0.42690626,-0.05522107,1.3486083,0.04765591,2.3316188,-0.053313203,0.5798454,-2.5485663,0.17139784,-4.9862833,-3.7375903,0.48806715,0.64123714,-0.43718976
-1.2138997,0.000108225,0.3514755,5.9216385,-1.7142217,0.09286537,-0.04135105,-0.8124503,1.214793,12.787785,0.035890747,1.6440948,0.28488696,-1.5490171,0.4877999,0.22832383,-0.6002927,-0.6203469,0.40433452
0.18532166,0.00020835444,-0.75410104,-0.58109945,-3.982168,0.82196116,0.43641347,-0.48993102,-0.033219744,0.28433236,-0.017185006,0.101593204,0.06315596,0.8188932,0.45479143,1.2858219,-3.119889,-0.88978666,2.417365
-0.07441364,-1.9000357e-05,-0.7891678,-1.3006965,0.71361846,-0.050347608,-0.045990154,-0.108149335,0.0043681366,-1.0558046,0.00094990677,-0.10552166,-2.2342305,5.193902,-0.25520742,-0.35175022,0.42435098,6.408928,-0.1798289
-0.15724827,0.0032296332,0.40013152,3.8010745,-3.0854878,-0.026575688,-0.04447396,0.78377676,0.6533154,-1.3699963,-0.082949854,1.4484832,3.243821,2.8229752,0.3044495,0.7469447,0.3797963,0.52473927,0.5198576
-0.09201942,-0.0011917173,0.17828842,1.8576767,-2.4581192,0.024758043,0.7707122,0.2829449,1.2863812,-0.8125707,-0.017816085,0.0016435104,2.2378783,1.9543561,3.8699195,2.9715743,0.3085437,0.26080987,1.4124517
-0.41224682,0.005925592,1.304976,3.856131,-1.8150513,-0.06249793,0.120196655,0.25713554,0.82877904,-0.21955153,-0.019945877,0.11565628,4.166388,6.1809797,0.67835563,0.79310334,1.7716541,0.57835674,0.30876145
-5.3183756,0.0001451183,-0.37851992,9.992327,0.17297119,0.06518514,0.060134944,0.52637184,7.5198045,3.2095823,-0.13244034,0.3328998,2.1879594,0.22888115,-0.21935129,0.29601893,-0.18904476,0.40330356,-0.018786928
3.3417485,0.0041012955,-0.28009003,0.51010627,-0.17675789,-0.10800222,-0.044871014,1.428629,0.35473725,3.8448205,-0.13083224,0.84711045,-3.265444,-1.2460403,-0.11240866,0.099189825,-0.20405875,-0.38040885,0.056325484
-0.025042826,-0.0043176445,3.9979348,0.23375326,-0.11840516,0.005887594,-0.05895838,-0.55603546,0.036410436,3.8147497,-0.29123145,0.21791562,-0.07520724,1.9239609,-0.14605826,0.1772928,-1.6670619,-0.5498525,0.18846428
-0.39237666,-0.001002604,-1.767962,0.30232358,1.5390544,0.27842465,-0.12126942,-2.9007819,-0.26315638,6.123926,0.02742067,0.74126184,-4.881537,2.0083892,-3.325321,-2.8702087,-5.8907456,-5.8313766,-0.31908134
1.4138783,-0.0026634133,-2.4251337,9.1946945,3.130313,0.42009982,-0.2798888,-0.6372436,1.2979954,4.22409,0.23808804,0.35425282,-5.868613,1.7016354,-1.0360156,-0.638489,-0.911349,-0.4694236,-0.8044467
-2.0062428,-0.0010241776,-1.5738828,6.393926,0.9081123,1.2333629,-0.10369004,-3.6517801,2.104421,5.280272,-0.019160515,0.47457436,-4.59058,1.1245447,-1.5335519,-0.4566564,-8.139545,-9.204087,-0.19574742
-0.056076117,0.0058056465,-0.59292954,0.22326897,-0.26456505,0.08675439,-0.046460707,-0.31578282,0.27684298,0.13773267,-0.081284486,-0.074142516,-1.1859154,3.7547002,0.20074902,3.031506,-0.27339983,-0.41952783,2.4262931
0.19368863,0.007930503,-3.0011165,-1.3892752,1.764184,1.006075,-0.26880753,0.31550586,-0.5623784,-2.188883,-0.1437067,-0.4307138,-4.4665027,-0.5127456,1.9033229,-0.4849571,0.22118986,0.95752424,-1.8452247
-1.4598763,-0.0029178432,-0.868224,7.335452,0.43544877,-0.06889432,-0.08079523,-0.914647,4.4828253,5.083383,-0.47540662,3.4024925,-2.4913063,0.6025258,-0.34123394,0.24823892,-1.1091858,-1.327614,-0.17889583
-0.29752734,-0.0012314894,0.09602665,0.56979,2.0188782,-0.44717696,0.082423374,3.2430103,0.99600524,-1.4311044,-0.03969302,-0.6721847,4.7885137,4.049187,3.1853588,-0.2880264,1.1664289,0.53559935,0.24134412
0.8153221,-4.0691913e-05,-2.054084,-0.35941994,-0.9174876,2.9612017,-0.04819114,-1.9269589,-0.37785453,-0.5055519,-0.011797417,-0.025937095,-2.0969625,3.3467743,0.00020708036,0.70810455,-2.1068337,-0.9926491,-0.14169897
0.55559534,2.964117e-05,0.05515304,-0.078796424,-2.793491,-0.12024528,0.037791744,0.23521602,0.373722,5.0120482,0.13308752,0.006980217,0.42590728,0.9796834,0.092796676,0.1102718,0.16058636,1.4742378,1.9913738
-0.88473,0.0004900545,-0.91082,8.817307,0.59070194,0.91658247,-0.061984446,-5.015787,2.795674,1.9275546,0.00051124144,-0.3477062,-2.900254,0.7673607,-3.3493555,-0.3056485,-6.32673,-6.9458227,-0.124927
-2.202372,0.0024024325,-0.7536248,5.46971,0.020542108,0.31903493,-0.03330323,-3.5623128,4.3819594,1.9638677,-0.023860427,-0.80979323,-2.361336,0.305551,-1.7314299,0.06177544,-4.6994,-5.3452187,0.10500534
-0.941237,-8.7615124e-05,-1.5405507,8.092961,0.6037502,0.8245105,-0.05779753,-1.9918141,2.4227087,-0.21765022,-0.32835913,0.16664465,-2.7642207,1.108415,-1.693357,-0.4402632,-4.2642794,-4.688395,0.06887413
