0,1,2
31.659859,-27.226683,-33.088398
32.80284,-25.103924,-32.805866
4.597114,-24.637695,-47.98989
6.183099,-23.361574,-50.256687
9.580594,-28.772669,-30.46045
-13.27716,18.386997,-18.007484
-27.464931,-42.654392,-3.85846
-28.048254,-45.587803,-6.2779994
-25.788727,-42.461964,1.8530308
12.074096,34.556187,-15.067561
-22.154346,-30.663738,8.266504
15.661579,-28.328854,16.554472
36.60913,23.100042,-10.131151
36.645664,20.16482,-10.518374
35.74758,21.473524,-10.195343
25.184105,-18.482864,-41.384407
27.227133,-17.932482,-39.97377
27.213045,-17.286303,-42.612396
27.411911,-20.042028,-42.083225
29.375439,-18.52003,-41.56489
-0.042186774,31.943565,-37.251774
31.474287,-36.58995,-36.955894
25.599676,-16.480501,-3.4680634
19.840982,-19.338806,-25.756582
6.2076144,9.486484,-1.0511806
-9.233309,34.1245,5.567986
-7.4099174,32.125523,6.598113
3.1343815,18.966253,-11.8623
-1.4137646,18.275986,-15.8785515
-0.79901904,17.546038,-13.588757
-2.0042086,16.623072,-16.324331
0.46729675,17.120745,-11.705143
9.625946,-25.15033,-33.865818
16.3301,27.279861,-21.76912
19.0869,28.232424,-21.939932
18.777994,24.905964,-21.619886
12.675055,-21.198048,-13.352538
8.14805,11.002999,-17.126358
28.79457,-29.77453,-32.334763
16.133986,-25.084684,0.9293955
19.138153,-24.466751,0.38097182
19.899282,-25.810844,1.2860314
17.338701,-24.345982,2.3074331
25.065329,21.605318,-8.227054
-12.716344,-6.176566,-27.810526
-24.234648,18.809225,8.209175
-29.944439,-11.121821,-13.83503
11.547284,-13.341838,-4.894636
-10.0646305,4.4605255,-14.031978
23.407291,-1.1060271,-2.0862823
-1.8608375,2.4818115,-32.27661
2.8540192,-14.646991,38.983524
6.787017,-24.673012,19.074705
23.263102,10.915961,-13.267512
7.591112,-25.110737,21.384958
18.517294,7.809857,-9.224908
19.653929,7.8982797,-12.083619
18.5309,9.543077,-11.841887
20.433365,8.2142935,-8.67399
18.83016,10.230592,-8.099669
20.905748,-3.7160969,-14.520579
-0.07099935,8.254555,-17.769
-21.991566,17.814066,37.632812
13.989187,-22.40525,-2.6303625
-9.023671,-37.27808,6.954043
-7.1665044,13.336368,-27.176285
0.60354644,-35.08281,15.9040785
-4.6436076,-33.331966,6.8024793
-21.887054,-5.0431476,-20.2455
-7.589847,-12.821252,-47.32765
21.971628,-3.7173336,-13.272668
16.734415,-5.7251434,-15.347114
23.31777,-3.4804552,-15.85271
24.740623,-3.897826,-18.486626
26.168331,-4.642027,-19.993067
27.462534,-5.9036536,-18.793812
27.253681,-3.0961602,-20.782026
-17.685038,-24.526117,-28.881805
-3.0729067,4.5156326,-43.85988
-4.5545497,2.910211,-44.881073
41.774837,4.561515,-10.894018
20.108257,-26.697445,-11.690006
0.45734882,13.355672,-36.02484
-4.3501983,-13.977629,-45.476875
1.5349166,-6.817395,-24.746244
-1.0333582,-32.03873,-19.358873
25.25704,-26.497225,-15.539792
-7.009294,-13.723873,-43.679367
3.7218072,3.4047155,-2.3655422
-16.147581,19.083345,3.5381925
-17.039831,21.242142,4.387236
-6.4948626,14.983403,-19.683863
32.258785,5.525891,-21.409052
-10.631184,29.045094,18.133892
-1.1810809,-15.738301,-25.083477
24.490978,-20.115875,-34.976234
26.592731,-22.979813,-37.610577
25.321268,-26.403896,-36.859753
3.371168,18.496243,-45.640408
-0.033468813,16.749044,-44.55568
7.1562085,29.618254,-19.795227
1.2945327,20.589682,-45.70671
2.5425813,16.008307,-44.670532
1.7980217,18.55516,-43.53947
-3.1327755,17.691408,-45.956554
4.615275,18.035667,-43.32801
17.564127,23.246393,-8.508683
0.40213943,14.623082,-46.105106
-28.994804,-16.506306,-34.983818
1.1671544,16.984156,-46.85118
2.8365784,16.264006,-40.634
20.475937,-20.698032,-15.6670885
30.934326,-19.618961,-10.433274
15.283911,-21.093847,-19.272884
20.09924,-49.436413,-21.791142
10.399063,36.17331,11.4842005
4.031682,-30.229378,3.7677205
10.140148,-30.38346,5.026516
-23.98673,23.042662,32.45957
6.312793,-1.1874691,-50.04563
-0.93153596,-27.301706,-4.3685174
22.635374,9.127247,-20.70374
20.413889,13.378322,-13.951203
27.608503,-15.67675,-23.74675
27.872715,-17.590382,-23.916084
26.774048,-26.844616,-25.300758
20.995825,10.725342,-20.93266
-26.8139,-15.276709,-36.773125
32.79861,-24.80808,-23.199884
20.619705,-47.18037,-19.359762
14.17927,-28.222435,-25.405668
8.6717005,-20.132492,-43.875973
8.621105,-16.044598,-40.88003
8.140908,-18.855825,-41.1932
6.056487,-16.93304,-42.125908
8.084161,-15.11217,-43.42366
9.844436,-17.533867,-43.21101
7.3233175,-17.560097,-44.69796
5.9664197,-19.689604,-43.022476
25.973684,-22.173105,-14.53609
25.392643,-20.133642,-13.275631
20.781506,-13.969474,-15.666881
14.224509,-32.228004,-39.40249
13.789811,-30.407036,-41.33017
16.943434,-32.319298,-38.15381
18.750565,-30.695862,-39.56771
18.124163,-28.73164,-37.21062
15.903853,-30.460997,-35.118587
14.274848,-32.873703,-35.33446
13.354739,-34.266445,-33.07637
11.403492,-36.067448,-32.51639
12.07799,-37.976025,-31.638737
14.028593,-40.81558,-25.629118
10.478017,-39.975025,-30.175003
9.516159,-41.633026,-31.622196
9.310081,-42.209568,-29.47948
-15.0524435,-3.5922315,-32.945873
-16.734608,-2.0885828,-34.145214
-14.8153105,-1.0231315,-33.13576
-1.6223199,-18.408936,-34.658585
-16.64031,-2.09993,-30.088428
-16.054546,-2.3367052,-28.33766
9.396819,15.159606,-29.820137
29.794552,-37.266212,-39.9818
9.581231,5.2939963,-14.606648
2.9828875,1.5876906,-11.103485
6.860419,4.3255386,-14.628636
6.981176,5.405431,-12.339284
8.728623,8.01562,-17.721575
8.776958,11.533746,-19.7303
9.488876,4.662022,-11.897509
6.5973597,15.705521,-17.94328
7.9624968,5.546898,-18.831259
9.449217,7.135685,-20.35193
5.046901,7.585019,-17.464163
10.083715,3.7246516,-17.710863
6.43438,2.637933,-12.100608
-28.272892,2.2473211,6.8297086
3.35918,30.640358,-34.58154
13.063031,20.971146,-12.807268
12.190785,19.833815,-14.051489
4.177369,31.004017,-35.60564
5.9237833,35.21667,-22.453804
6.3908215,36.249115,-24.369387
2.0268445,32.475903,-36.80448
12.871461,16.587172,-17.674335
11.362628,17.643248,-15.743921
12.668479,13.543804,-19.992731
24.390577,0.4359199,-4.669231
13.3040285,12.2137165,-18.145807
15.887435,10.665929,-18.407515
20.94812,11.821519,-22.903955
13.111237,34.622852,-25.611681
10.126047,37.169155,-24.478657
15.445818,21.875479,-10.788114
-15.050611,49.401165,23.941864
-14.243856,47.34502,22.718584
-12.724444,48.221626,22.447903
-12.726341,47.021,25.031502
-4.6972513,13.4074745,48.5537
-4.3494096,13.509018,49.342667
-24.82333,7.9978714,25.051964
-12.893539,7.0890636,5.791181
11.233583,-7.9238114,-30.505186
8.849964,-11.388035,-26.69866
13.718026,-0.8334038,-37.1516
14.667501,-3.260048,-39.15417
15.241142,-0.42894825,-40.675007
17.042807,-0.782687,-38.54741
7.5609646,3.7661324,-44.04907
5.5993443,5.789218,-44.536316
6.9066753,7.074752,-44.76404
-4.4423046,6.502281,-42.866226
-7.4886627,7.548063,-41.44745
-13.500542,22.753824,-32.615482
-12.7288475,-46.349064,-21.40838
-13.019907,21.67341,-33.525112
-11.18373,-45.368225,-22.760166
-10.367922,-45.54335,-24.319649
9.178578,-4.2381396,-43.625034
7.3132987,-8.151973,-46.780346
5.1889353,-8.254044,-46.32106
5.1291265,-8.875234,-48.46776
5.030301,-6.262408,-48.310417
-14.277186,24.103577,-34.00708
11.785323,-1.9396367,-34.58297
13.26469,-4.5812435,-35.45553
10.509476,-5.291152,-33.736942
13.357156,-5.6477456,-32.598606
12.572712,-7.803196,-33.84979
14.235219,-8.374609,-32.29092
12.627032,-10.354058,-32.527443
14.599923,-11.746968,-33.577366
6.658029,31.390188,-36.59281
-18.371666,-36.525826,12.381535
0.8308659,-26.641298,-5.616463
-14.403156,-27.427027,-24.019451
-13.288385,-28.862463,-25.75926
-16.443153,-28.309935,-26.642624
-16.561544,-28.423729,-27.495464
9.942754,-7.869926,-28.468742
11.709961,-3.031807,-38.13946
0.47310746,-24.004822,-46.664845
-13.044454,-5.9428024,-34.47443
12.59559,2.1941745,-34.707287
-2.7745273,-8.6193695,-40.405743
-2.0438597,-6.044095,-40.359367
-4.432231,-5.934147,-41.604748
-6.8859797,-6.12451,-43.754562
-7.4784636,-9.551868,-44.746017
-1.9438312,-10.401251,-42.348305
0.9434323,-10.072909,-41.90898
2.9430847,-10.420853,-43.04055
-2.0388322,-7.109155,-42.826458
-4.388627,-7.460376,-44.713264
-5.580511,-10.87727,-44.631115
1.7027136,-31.162836,-11.745743
-6.0977173,-9.322556,-41.91293
-0.15396886,-22.779854,-23.991625
-1.7927809,-22.829044,-24.57489
3.5191188,-31.11807,-12.105468
9.028317,-25.894037,-10.251124
-5.646482,-3.6711504,-43.98568
-3.416103,-4.3976984,-45.17423
-4.7523656,-2.46522,-46.369976
-5.842785,-5.5271816,-46.75079
0.22571762,-26.400158,-9.666548
-1.7231692,-23.427385,-14.025713
-1.1514062,-28.557045,-10.302655
3.7007592,-25.911297,-15.090426
2.8020446,-25.456669,-13.692193
-4.245156,-10.938402,-39.022648
5.5661635,-27.186499,-13.562245
8.326564,-27.983107,-11.066448
-1.7751251,-22.756252,-20.755312
-0.13186204,-23.455948,-20.47217
1.0701886,-23.115255,-15.301861
1.359452,-21.691069,-16.359825
34.995953,-10.837805,-12.629603
13.92183,11.265889,-31.342102
30.822147,-17.141344,7.294635
5.1900125,-38.599205,-1.2671679
-1.5145512,-8.516324,-25.33298
21.402044,-28.472157,-15.93974
-22.135084,32.4123,1.3473401
2.7020843,-5.174447,-25.128063
35.98526,-8.408935,-11.161636
33.492264,-23.462666,-15.599787
33.643627,-5.397734,-23.22212
31.477646,-2.5678828,-25.644428
30.753353,-0.4279166,-27.829762
34.438774,-2.4768276,-26.177298
-13.209281,8.153278,-41.69633
32.930077,-0.17658515,-26.703247
33.15287,-5.3728914,-26.676579
31.8543,-7.1965384,-27.631708
35.662357,-4.8096185,-21.322813
-24.283703,4.9832745,-25.804918
-23.091475,1.6353716,-21.184965
34.4173,-3.0104787,-22.1624
32.846638,-2.3612597,-28.268051
35.918888,-4.836247,-24.010279
3.4348204,54.70688,20.304884
-27.70391,7.343175,-28.67829
-27.579718,8.383997,-27.438278
2.729781,53.577667,21.391396
22.926035,23.656084,-5.897794
24.53143,22.636015,-5.003014
25.303753,21.830616,-3.304741
7.1117606,43.26474,-12.620217
25.981436,23.529976,-2.9883685
-10.709402,8.052649,37.502037
-28.503656,18.679237,0.2528661
-3.9343626,33.476883,9.7619
-22.632326,5.9519873,24.843742
-22.26739,1.6208594,25.014565
-11.816234,0.79771817,7.5188065
-16.381588,-16.243309,14.007501
-15.224642,8.804038,15.625766
-4.697162,13.55333,30.146008
-26.537247,-1.2366107,17.207785
-4.1248593,33.04964,12.112324
-1.9172381,35.015594,10.276271
-1.8745533,31.69288,10.752553
-2.1842918,37.619766,6.9131722
-4.545098,35.656464,11.290803
-1.872834,34.364178,12.959694
0.2919238,33.82186,11.994885
-1.6570716,34.257797,7.1654267
-29.8343,-41.845085,-2.235446
23.601557,-5.4780545,5.3848023
15.870945,-3.8404706,20.576937
-39.828625,5.4529667,-3.4543161
26.879753,11.502483,2.590703
45.384087,-4.316197,-8.462026
-4.4957385,35.302853,-17.338993
-28.13089,-39.49108,-3.4821775
-28.172085,-44.128136,-0.46729577
-30.077255,-44.728516,-3.778507
-27.227743,-45.867912,-3.3147392
-32.218372,-34.2945,-2.622974
-30.77647,-36.85052,-5.159844
-31.89831,-18.462961,-32.132416
-31.771582,-39.853928,-3.8301055
-22.132988,-43.22417,-1.0615287
-30.841328,-36.93435,-1.9338644
-29.678179,-41.53202,-5.752958
-25.020006,-43.47043,-2.1266475
-24.815573,-43.697243,-5.225531
-24.973665,-40.756313,-4.2487164
1.8191788,35.01775,-18.062704
-23.724108,-37.72851,-1.6640046
-26.61272,-42.178963,-7.3437085
-26.81205,-39.14449,-6.373548
-30.754082,-39.946106,0.8915671
-26.520958,-40.802773,-1.1994277
-27.961838,-41.22889,1.8777311
-28.779045,-37.98517,0.6525696
11.353374,-30.69839,-33.886845
-6.473689,-38.681618,-6.5048347
-8.860798,-38.76027,-6.141447
-7.2024107,-36.22549,-6.618927
-9.693628,-36.409973,-6.9486003
-8.195026,-37.652378,-8.783144
-10.225293,-39.157562,-10.107836
-12.621944,-37.943256,-7.6291766
-28.367746,-0.3626798,-41.22557
-9.719021,-35.47435,-10.256762
-6.976028,-37.632153,-12.270128
-13.251091,-36.9217,-10.442447
-11.542814,-38.003574,-12.828561
-13.8019,-37.611176,-13.433995
-30.036734,-1.2159711,-39.241756
-29.42031,-3.3665652,-38.330734
-16.403872,-29.312662,-15.860028
-2.1310196,11.785196,-34.54126
4.861753,-41.841454,7.0409327
10.457245,-40.329815,7.443076
11.528046,-39.73297,6.5734386
-34.932217,-24.521427,10.5827875
-34.732788,-26.389582,11.101595
-32.944656,-25.779657,9.895576
-36.668903,-24.445742,12.627355
-34.925648,-24.734709,15.309496
-34.88261,-26.163008,16.369576
-38.60431,13.536406,4.966399
-38.76556,12.191205,2.6887243
31.56221,-14.239929,10.465685
-37.885483,14.129616,2.877371
-40.09184,14.557275,2.527638
1.8367805,-38.3854,-3.2976496
2.702045,-37.639153,-4.47297
5.4033623,-38.916054,-3.791389
4.136256,-38.695183,-7.199271
6.0991025,-39.38662,-6.3817477
0.66298205,-37.902813,-6.941064
25.253016,-9.765507,6.6280446
26.5049,-8.100936,7.227543
26.85615,-10.255518,4.4242177
24.17539,-10.804118,7.2860045
26.306704,-8.198349,4.2106056
15.531845,-14.604978,8.712242
11.063206,-28.928856,7.7328196
-16.655819,25.99707,-1.3142452
-17.152977,27.523455,-1.0009562
15.501766,-22.285742,14.140203
14.060898,-21.91161,14.522759
19.743761,-23.246986,12.604805
11.421941,-24.214071,0.036217026
11.166015,-24.072058,-2.0170557
8.233088,-15.764488,-24.398582
8.439909,-17.616032,-23.397362
15.452358,-25.667389,15.8876505
21.133417,-24.220806,11.333637
17.500687,-26.054785,14.612432
21.60182,-25.597027,9.826815
20.435623,-13.937055,-7.983755
20.108711,-15.314968,-8.951126
20.73971,-17.892864,-8.366289
21.785746,-9.542315,-42.091137
22.996828,-7.4186697,-49.402927
7.233295,-20.320618,-50.15653
21.197197,-9.585764,-43.592033
23.79398,-33.78496,-15.563514
23.123022,-32.228054,-16.171038
34.143864,11.415903,-3.1892197
12.360924,-41.680798,-30.850338
-0.74280757,-15.760341,-33.273148
0.99683905,-13.814719,-31.092024
11.115904,-21.153337,-20.729568
9.297142,-19.970245,-21.91983
18.667606,-14.256686,-11.070109
-2.1058896,-15.802726,-22.013062
