0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.12485865,-2.3988204,0.21946828,0.074262336,0.54099405,-3.4582741,-0.044101726,-0.048664685,0.5740683,0.872581,1.3920054,0.6528889,-0.5556323,-0.06926194,-0.6083621,0.8075519,2.0853558,0.20233655,-0.30379587,0.060781702
0.24779125,-2.7441623,-0.91313463,-1.7798742,-1.9774736,2.7031558,1.9257907,0.5619735,2.1461122,1.8928406,5.24924,-1.6889328,-0.14242025,-0.064115375,0.6517481,0.58442795,4.6504626,-0.94775397,0.31375253,2.9336035
-0.25629848,1.0644547,-2.3691769,0.6069815,-4.302821,1.4143847,0.96302927,1.5762209,1.4549005,0.21692812,2.3376753,-5.41272,1.1050978,-0.028774,1.2761154,-5.036165,0.600988,-0.501291,2.6856296,1.3072832
0.16083896,-0.96995,-2.7264202,0.6578418,-5.049222,1.7914525,0.8745799,4.063273,1.4924893,-0.4718258,2.5633314,-5.034035,2.5696232,-0.032013904,1.5381066,-1.1217333,0.53941816,-0.56573814,2.7283003,1.2064563
-0.004369415,-0.2609438,-0.47512573,-0.8084233,-3.5151591,1.5677768,1.1565056,3.2789748,4.867762,2.3839788,0.7329931,-1.1153463,2.0303829,-0.008406252,0.045866024,-1.134016,1.990753,-0.33733425,1.1975236,1.2663858
-0.31111097,-3.2573168,-0.48411748,-0.48120883,2.5221188,-0.29943788,-0.5650197,-0.9224656,-0.17681019,-0.3203673,-3.2326066,1.142201,-0.48792875,0.037278216,-0.31169823,3.262996,0.17627132,0.088299856,-0.617045,-0.30964595
-0.9850417,-0.33245292,1.6902013,0.21510552,1.0966698,-3.2867181,-3.8412821,0.37994164,-3.4204066,0.11997089,-6.877522,4.1015987,-0.48776454,0.08281394,-0.8355972,0.27302116,0.780494,1.5738691,1.0107778,-4.322831
-0.4292554,-0.38652447,2.0394495,-0.028359,1.241644,-4.046145,-1.5117266,-1.2934115,-3.9854946,-1.2429639,-6.1507645,5.1505213,-0.70170176,0.078571744,-1.7723713,0.5601477,-1.3771322,0.8050607,2.2946658,-4.1293797
0.012519568,0.4434763,-2.7502615,-4.93657,-1.9194635,-0.1840315,0.0054544318,0.3989442,2.447071,2.0726223,0.31945485,0.3596972,1.7341349,-0.0028969338,0.77976114,-0.9408816,2.8713062,0.14903753,2.4929166,0.18718144
0.103091106,0.66239154,-1.3856312,0.92859423,-3.6005726,1.940382,1.6896492,0.9057165,4.4657974,-0.09202079,3.1207564,-2.7810373,0.5304748,-0.04089028,0.8703853,-1.2527928,5.3851147,-0.94296116,0.91516626,2.3940172
2.2061043,4.25783,-2.1410527,0.5444378,-3.6935205,1.386136,1.0350487,1.2763681,0.6328791,-0.6259362,2.0896106,-7.361188,5.354596,-0.025704317,1.2874784,-1.6972114,-0.23077989,-0.4848243,2.2275436,1.105749
-1.1530579,-0.5273597,0.6509252,1.7266915,2.0258043,-1.728269,-1.5910751,-0.4954362,-1.2811303,-1.0494962,-3.8601737,-0.33690256,0.3089594,0.025858928,-0.5695408,-0.48643517,0.20035872,2.668031,1.0704058,-6.1304426
0.31034485,1.3042755,-2.0715132,-0.79506487,-3.2869105,3.2459528,1.9290193,1.3028585,-1.4481374,1.9527817,4.0794697,-3.9526436,1.5253683,-0.04975061,1.7967348,-0.747458,2.0668106,-1.0085678,3.1293283,2.638667
0.9424057,2.5873132,-5.917076,-0.3717109,-4.417801,4.6754274,3.2207017,1.9744626,6.163884,3.4463203,7.3851686,-11.69254,2.356144,-0.09148082,4.3906507,-1.2511964,4.4790845,-1.7402871,4.227174,4.4241557
-1.171265,0.882572,-2.9171689,0.31780794,-2.8002293,4.167392,2.1407554,-0.84202963,3.749818,2.5153613,4.769047,-3.9225972,0.65247625,-0.058497287,1.638604,-0.5988124,2.1207552,-1.5690475,5.664964,2.763329
0.5729416,1.7868023,-2.3073108,-0.21724172,-2.916216,3.083303,1.9654154,1.2308242,5.135405,-0.11096238,4.711712,-1.4726053,0.9633348,-0.057510227,2.0702493,-0.83721024,1.3867126,-1.1061686,4.2223325,2.7173457
0.472479,0.067860484,-2.6049628,0.45329946,-3.093375,3.6976342,1.6337919,0.94370323,3.2342246,0.23592798,1.6883591,-2.969197,2.2498093,-0.016955597,2.1902394,-0.93261725,3.5305364,-1.1635422,5.224752,2.289681
0.56684315,1.4929029,-2.6712658,-3.2743213,-4.018516,3.5604086,0.21657616,0.34458914,0.14137787,0.74826705,4.473387,-2.92838,2.9141128,-0.05502426,2.0598605,-1.836603,2.5768087,-0.9547793,4.7884326,0.87306106
0.51601183,2.2083673,-1.7678767,0.94801086,-2.5383928,0.7043339,-0.45903403,0.78142715,1.2694752,0.6285888,-3.8765192,-2.430256,0.8769167,0.051024374,1.2789938,-0.3136061,0.76219267,-0.1611475,2.7922497,-1.3650383
0.09931983,0.6139449,-0.2936595,4.800673,-0.5508803,1.0154216,1.451177,0.28951097,0.08552413,-0.92092,1.9201589,-1.2348806,-0.10949954,-0.024536185,0.2705491,0.53662705,-2.7456727,-0.5618043,2.2889001,0.49248958
0.010477879,-0.36352685,-0.21731439,-1.2933363,0.5872084,-1.0636644,-1.5468196,-0.17547889,-0.78637487,-1.7297819,2.3865736,1.8931216,-0.39065,-0.019869963,-1.3354715,0.01987782,1.8960013,0.12986767,2.055856,2.070541
-0.004690695,0.7980924,-0.79207313,-1.4296994,-3.7538757,0.0690474,0.17512369,0.36601934,-1.0369432,0.817305,0.15616138,-0.32294765,1.7901171,-0.00441244,-3.424489,-0.34031886,-0.08618,-0.06586138,2.6110978,-0.10640281
-0.034586478,0.22499046,-0.33175984,-1.1840626,-1.6442169,-0.9710608,1.0716604,0.4702843,1.4074643,1.5581988,2.6847794,2.1979697,0.15694812,-0.028261092,-0.8476125,-0.26849884,6.420332,-0.45576084,1.4087585,0.857899
-0.10961932,-1.1060507,0.9462985,-2.823184,-1.1020858,-0.011831288,0.19603129,0.5904774,-0.008422671,-3.3771212,1.0329267,-0.29680285,0.693585,-0.014111378,-1.0523679,-0.43054786,-0.14110748,-0.21479872,4.5250525,0.8019248
-0.07460105,1.2364029,0.1339584,4.5529003,-2.7511024,0.34215042,0.2800399,0.5517841,0.21873327,-0.0226962,0.66392136,-0.176355,5.8223753,-0.008145463,0.24787262,-2.0735612,-0.037401825,-0.09650199,2.4053175,0.31295773
0.12692267,-0.040170237,-0.513825,0.6304836,-0.09629883,1.6128588,0.8878364,-0.2353084,6.120488,2.003081,1.8974177,-0.5927454,-0.094813734,-0.02291956,0.6506419,0.07765659,13.4433155,-0.5616749,-1.1598547,1.1180799
0.021035153,0.7403712,-0.13097537,7.8565636,-1.5871829,-0.0125091495,-0.16260968,-0.25467196,-0.009544271,-0.06685895,2.2544837,-0.1805994,0.7395322,-0.023090826,0.19404344,-0.25857586,-0.23600145,-0.036781657,-3.3886564,1.9851626
0.024191603,0.6101593,-1.1797936,0.034081265,-2.1596746,-0.084789686,-0.11332403,0.60977274,-0.042460624,-0.0031859193,-0.1444701,6.8199697,0.6536698,0.0034231783,0.15137646,-0.36307123,-0.27894104,0.16423315,4.991533,-0.004223169
-0.2669795,-0.6624018,1.3803741,0.42210662,4.1861553,0.47154027,-0.41855085,-1.566206,-0.33100754,1.6459266,0.77085984,3.059912,-0.306141,-0.009033721,-3.6130204,0.010510877,3.0915658,-0.0077798404,-0.65359396,0.3291776
0.114799626,-0.22282779,0.21172664,3.1513364,3.807975,0.22582768,0.2712709,-1.3204389,0.13993575,0.9626722,1.2131791,4.506144,-0.14160597,-0.008340121,-1.6730684,0.07765679,0.104167454,-0.18951517,0.6160913,0.93598896
-0.23148762,-0.60077876,1.7150532,0.24736978,1.4211708,0.5586087,-0.015975134,-0.474098,0.49766836,2.0648139,0.55428404,4.117111,-0.8276172,-0.0076614935,-0.7024065,0.39022145,3.0263608,-1.8617777,-1.1453702,6.1692333
-0.0030312003,0.0955122,-0.4563555,4.1100125,5.537049,2.3380451,1.1058568,-1.2341794,0.5816682,4.9655986,2.288634,-1.1886426,-0.2829139,-0.027106682,-0.5056132,0.58266217,4.0349417,-0.76194525,-1.9798707,1.4450542
-0.07087381,0.0031881228,0.040879633,-6.608979,-1.074405,0.5531761,2.0101783,-0.20259655,0.6009244,0.59422415,5.897147,-1.3778274,0.42227072,-0.06716024,0.7704853,-0.29019436,0.9169592,-0.000756773,0.9958047,1.6523929
0.099573836,-1.0199342,-0.51145065,-3.3071318,-0.13213348,4.187925,0.7509474,0.14262001,6.084136,-0.18732986,2.2874062,-1.8783237,0.25685742,-0.030717857,0.71283185,-0.07338483,-0.25662306,-0.4024688,-1.4771805,1.3511201
0.73251927,1.5424922,-1.8643335,0.38546357,-2.8079782,3.2500799,1.265355,0.8379253,2.5803201,0.5797236,7.5883245,-4.23361,1.0479023,-0.108232036,1.3284922,-0.9643867,1.184069,-0.55370724,2.480215,1.0313855
-0.07610788,-1.838592,-1.0691923,-1.2933799,-0.7386776,2.1393645,1.356324,0.76996607,3.0040467,8.908151,3.536865,-2.1651208,0.22976197,-0.042703684,1.0399324,-0.09698478,3.983508,-0.70058936,3.296235,1.7635249
0.1935458,0.97764915,-1.9258147,-0.76681066,-1.2688371,6.3226967,4.504356,0.6950872,3.3960514,2.3651974,13.0356,-3.7479892,0.71965176,-0.15725495,1.4524155,-0.31369653,1.9084419,-1.9225851,2.1501338,5.165387
0.07845944,-0.05362932,-0.8471856,-0.5297013,-0.50173944,0.40106195,0.3502087,0.13521338,-0.07347288,-0.7554432,0.5811116,-0.44230244,-0.24731153,-0.0078056348,0.53250724,-0.06816946,2.2997963,0.116974786,3.7219522,3.9960334
