0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
-0.1593245,0.42059365,1.889563,1.4360951,3.6540802,-1.0232763,0.26572505,2.8325946,-0.6278713,-0.27944204,-0.5871239,1.5488058,2.4714484,0.17845616,-0.85505044,0.3281833,1.6615224,-0.09443955,-0.09513049,2.285371,-0.4097964,-1.3619084,0.006193392,-0.64035636,0.016757565,1.8834629,-2.171811,0.6363198
1.9893525,0.29919,3.057918,2.557632,6.437787,-1.04348,5.4668202,-1.3644783,-0.7858885,-0.30789798,0.45453373,1.9450525,3.043256,2.6319134,0.75374556,1.0478932,-0.69949406,-0.11242126,0.3631981,1.2621175,-0.71722776,-1.4121832,-0.14806406,-0.8637842,-0.020620437,1.8305023,-1.6880497,1.4829434
-2.8037074,0.17681096,-0.124172226,-0.4416276,-4.837239,-0.9368993,-0.20501572,0.427092,-0.7565261,-0.19316733,-0.85626656,2.1058075,2.6434977,0.70858127,-0.74998206,-0.034767732,-0.39168087,-0.084998295,0.014909347,0.85504127,-0.39616957,0.012811239,0.14777175,-0.66839176,-0.029254448,1.5385329,-5.9818263,-0.46755534
-2.1381998,0.57878214,1.3336041,2.0768178,5.498277,-1.6981807,0.49931192,-2.8545961,-1.6767908,-0.483047,-0.7937134,2.1628985,4.125501,5.1135178,1.1956332,1.8473456,-1.0217521,-0.21210621,-0.1175067,3.5656145,-1.1404322,-1.5626845,-0.383589,-1.3829776,-0.11647681,2.7543924,-9.676422,0.68707097
-2.2474196,0.361021,0.752647,0.9664729,2.6298068,-1.6963254,0.311944,-1.7940748,-0.640214,-0.15416546,3.76653,2.1775084,4.297577,3.7278597,0.7488561,0.6672585,-1.9764483,-0.20785995,-0.085273035,1.3993008,-0.70947796,-0.67232776,-0.22858627,-1.3440914,-0.15466128,2.1082275,-11.083575,0.26983392
-2.0814052,0.62006646,1.5192126,2.7985625,6.3769903,-3.4470956,0.6120705,-3.2410965,-2.3755586,-0.52092636,-1.2860903,2.9917762,7.8716593,4.476636,1.360617,1.442232,-1.3966542,-0.23745707,-0.17888772,3.68607,-1.5821388,-2.6068275,-0.4235106,-2.8524652,-0.13502392,5.814152,-8.755593,0.7030137
-0.3460387,0.34047103,1.3821068,2.932002,11.331317,-1.3341258,0.6977227,-3.805504,-1.006118,-0.33904967,-3.355458,1.532342,3.5486236,4.9226823,1.5834409,2.8911617,-0.9774962,-0.14631626,-0.13407384,1.4130734,-0.76692396,-7.7307673,-0.48226914,-0.9779523,-0.08867679,1.9537634,-1.875275,0.49662256
-0.7289424,0.6412564,1.0787494,1.9511127,4.4141645,-4.7449484,0.50907046,-2.3638299,-3.3754911,-0.90074486,-1.0381325,2.3647268,10.4692335,4.2124033,1.0952271,0.9322028,-1.3246663,-0.41481006,-0.11444229,4.085056,-2.1741574,-1.0128838,-0.324642,-3.2606938,-0.119809516,6.9701457,-3.8455882,0.59384805
-0.22143795,0.64754474,5.2626505,4.312049,7.7401185,-2.3481686,1.0228153,-5.5684085,-1.7992078,-0.62439406,-1.090671,3.2238064,6.3276124,10.9911,2.277332,1.1976362,-1.7680647,-0.2716168,-0.2790351,2.7953515,-1.3839422,-2.0468898,-0.7271901,-1.5681331,-0.22996657,3.0940738,-2.8555899,2.933301
0.047769725,0.31993383,1.2645433,0.73717636,0.34853777,-0.43225268,0.22323322,-2.6150155,-0.14919971,-0.15084594,5.8956084,0.48385635,0.07719978,4.4389563,0.9538004,0.4454584,0.25395143,-0.06487866,-0.0406999,0.6795003,-0.2972673,1.655371,-0.17811346,-0.407445,-0.17208497,0.51018846,-1.7079686,2.174144
0.4831339,0.056095704,1.380776,-0.05067843,3.9708855,-0.24077532,1.1809362,-0.6525653,-0.6522592,-0.052839592,-2.0915773,-0.051174372,-0.8571465,-2.1748574,1.1166389,-0.5653232,-1.1856767,-0.0058486387,-0.13522866,-0.49039194,-0.1267835,-2.217008,-0.13125531,0.36478403,-0.33582592,-0.8176315,-0.29039258,-1.3634578
-0.64033055,0.5851871,1.3252518,4.9548006,6.957219,-2.565608,0.5348897,-2.0778804,-1.8907074,-0.56024235,-0.63074005,1.3940871,6.322005,6.943534,1.0614724,1.274739,-0.9696443,-0.2479547,0.48099488,2.6761873,-1.2689903,-1.4526168,-0.31932786,-1.7148719,-0.11845503,3.475208,-3.7084448,-0.072891004
-0.66065466,0.59668344,1.3002901,4.628996,6.2374587,-2.2086592,1.1393096,-6.288752,-1.7728008,-0.53088933,-0.99878025,3.0041022,5.8714137,11.554288,2.4984996,1.230106,-1.8720155,-0.2568948,-0.050184205,2.517199,-1.3219085,-1.6772017,-0.8122049,-1.5174052,-0.24600612,2.9896808,-3.401951,0.0051201563
-1.3656303,0.88903594,0.14094034,2.791938,5.7415032,-3.4842079,0.7317832,-4.595756,-2.6544757,-0.8044537,-0.9260244,3.925903,8.144503,9.346082,1.9340458,-0.5835111,-1.8012544,-0.34975928,-0.16692552,4.2386208,-1.8233513,-1.5529873,-0.61833775,-2.5510924,-0.222763,5.087511,-6.0728445,0.05814341
-1.1877531,1.0609456,0.8468829,1.5474569,2.9207358,-4.2429247,0.4001523,-2.2494807,-3.1758695,-0.9401172,-0.19953221,4.303535,7.9219923,7.588632,0.9123674,0.7459737,-1.6959815,-0.4038464,-0.097449906,2.4366531,-2.1285884,-0.7084912,-0.27413425,-3.2135742,-0.22610402,6.6823897,-5.373498,0.47266942
-1.7759713,-0.3958694,-1.2787449,-2.1945355,2.4764688,-0.70222205,-0.4928908,-1.0820028,-0.9283645,-0.13024598,-0.85392016,-1.4016333,1.505414,1.3223169,-1.5099696,-0.73473877,0.10567376,0.0214181,0.18349479,-0.43429628,-0.28855094,-0.45535374,0.5458343,-1.4769299,0.02897465,0.6289167,-3.6347055,0.3438535
-0.4137906,0.60238063,0.7844075,1.0394536,0.39813772,-2.8690228,0.39244953,-2.0885773,-2.2336493,-0.8414464,-0.16851117,3.1617293,10.584664,5.7370157,0.81425166,0.57743996,-1.2926018,-0.3242673,-0.053436916,3.0280213,-1.8709593,0.80203724,-0.21317126,-2.597104,-0.20487496,4.6801386,-3.3740504,0.44833872
-0.51756316,0.3667138,5.9423456,2.5930312,3.3711686,-0.8829411,0.24317248,-1.780829,-0.6574103,-0.3549856,1.16717,1.5659894,3.6221294,2.9131072,0.3505895,3.0061898,-0.4264036,-0.15768075,-0.11691477,0.80718595,-0.7594559,-1.4679809,-0.20380451,-0.5224434,-0.07516022,0.628155,-1.88131,2.156624
0.08609998,-0.115410686,-0.07875677,0.97751707,5.0110674,0.049120143,4.213634,-0.5002033,-0.30653208,0.29488584,-6.244083,0.37221462,0.6444814,5.3198786,0.16187261,0.980578,-0.27092555,0.09731983,0.054145485,0.58186567,1.1684245,-1.1766455,-0.8334311,-0.42048118,0.056859385,0.10307252,-4.061312,-0.0714168
-0.5420948,0.4342565,0.43308523,2.003373,3.7840118,-1.3893579,0.4877191,-6.1219053,-1.0816001,-0.44046465,-0.651242,-0.10244544,4.4336843,12.146173,2.544339,0.44610274,-0.73118967,-0.19759858,-0.02159412,2.194658,-0.9214983,-0.9798669,-0.77124834,-0.8085109,-0.13568497,3.0455992,-2.7192469,0.375406
1.3149111,0.374712,1.88401,5.808337,5.234794,-0.548739,1.0938858,-6.4823427,-0.8469307,-0.34277534,-0.71747035,1.9056197,4.04212,8.62367,2.4787552,1.8448864,-1.1043946,-0.16396162,-0.2628836,1.1701803,-0.8291996,-1.6504955,-0.8185262,-0.6959385,-0.14774488,1.3135761,-0.12406505,2.5431733
-0.6430702,0.42233136,1.007109,2.0341337,4.126907,-1.8882849,0.4934279,-6.4050517,-1.3911506,-0.39054427,-0.6000335,-0.6306812,4.739556,6.1313276,2.2293127,0.8315599,-0.27182016,-0.17028734,-0.119525984,1.8209171,-0.94987375,-1.1538076,-0.9297794,-1.5375386,-0.13195063,2.8813384,-2.5088286,0.4275337
-0.34411085,0.33624363,1.7959384,2.4091592,5.9025702,-1.4534754,0.49259093,-6.409735,-1.0817168,-0.29694882,-0.43157277,1.7176255,3.5727568,6.109936,2.79714,1.7374532,-0.94565356,-0.1403505,0.27916822,1.5812033,-0.71991175,-1.1709304,-0.83320844,-0.74775827,-0.1699895,1.4200045,-1.2465595,3.9017775
-0.030761136,0.36379614,0.9107152,4.2073646,4.0112877,-1.3098527,0.549659,-3.568078,-1.0758309,-0.39757112,-0.5800346,2.6085896,4.2272425,7.6015897,1.1210355,0.40732616,-0.5541758,-0.19854347,-0.32583272,-0.17796902,-1.0357761,-1.084217,-0.4307224,-1.4121971,-0.15617983,2.8277462,-3.1460612,-0.025896508
1.0044185,0.3788984,3.6714656,1.9530731,5.342782,-0.7969636,0.26146668,-4.2136297,-1.1101207,-0.3549263,-0.9725971,1.8348455,4.255773,5.9377427,1.2583851,4.013559,-1.0110381,-0.16448088,-0.12810183,1.4778129,-0.83087826,-1.6310737,-0.48165804,-1.0118916,-0.18915533,1.9554007,-1.365533,1.0656487
1.9864991,0.36790046,5.346746,4.345376,5.8373585,-0.0006449012,1.0104268,-5.982001,-0.62027407,-0.31099406,-0.8153352,1.7446736,3.8412013,7.6689286,2.190488,4.3896165,-0.90741384,-0.1438876,-0.22069713,0.78235006,-0.79168266,-1.569239,-0.7163527,-0.6623493,-0.17499074,1.2050569,-0.11861838,2.8300898
-1.6550945,0.1489196,-0.34276417,-0.7608483,-0.38544583,-2.0436902,-0.017722556,0.14715606,-1.209955,-0.14982525,-0.21532796,0.5300376,3.5810077,0.8983611,-0.36526424,-0.29757348,-0.13269235,-0.044134494,0.09019385,1.1704116,-0.31521663,-0.011668015,0.0157355,-1.5126824,-0.012621061,4.5500107,2.7116935,-0.29095754
-0.005098128,-0.101989895,-0.31655115,-0.75872105,0.23272815,-1.1393328,-0.04720318,0.4547057,-0.8616738,0.22527023,-0.69599843,-0.7227325,-0.8422479,0.05074688,-0.11987343,-0.32498083,0.18947503,0.054009523,0.088358656,0.790461,0.42619467,0.028058713,0.06430951,-0.7156927,0.052417442,4.7729044,1.8814921,-0.15365966
1.027607,0.494539,0.28866827,1.1048812,3.6031177,-0.49177337,0.23348935,-1.4132162,-1.1577519,-0.16293521,-0.27331758,2.00819,4.0800886,2.8482645,0.6013917,0.4669746,-0.14517482,-0.30342075,-0.067880295,1.9570429,-0.9238408,-1.8003142,-0.16042316,-1.7218812,-0.09257571,3.0715294,-6.287625,0.4258711
-0.15490891,0.20636067,1.824423,0.761757,8.052748,-0.7878973,0.1722938,-5.2688155,-0.6190335,-0.15187512,-2.2788427,0.8920739,1.8976401,8.902875,0.87283385,0.53971136,-1.5197724,-0.052943986,-0.8064827,-0.07909541,-0.87069166,-0.84643286,-0.25614277,-0.28336033,0.15871538,-0.22490507,-0.50609624,0.67487663
-0.17463914,0.18153448,0.8316673,1.2464626,6.143881,-0.6865335,0.19687776,-1.8904668,-0.79561883,-0.16452451,-3.7948122,-0.18449514,2.9225535,6.1670055,0.7569798,0.63689893,-0.76062953,-0.09008505,-0.41687933,1.2027798,-0.14213264,-6.5080686,-0.2358089,-0.34200755,-0.10869333,0.5170184,2.1091497,0.30284607
-0.25870082,0.114946745,-1.0036678,0.32517466,5.2398586,-0.98800284,0.14943038,-0.8848169,-0.6061156,-0.84745264,-2.3123305,0.7414414,2.7996283,2.8157845,0.32570314,-2.6262133,0.11985571,-0.122684956,-0.02292833,0.7839614,-0.762028,1.6476465,-0.17614973,-0.5933394,-0.009274193,-0.20589863,-0.6389067,-0.0899663
0.07515433,0.2054705,-1.1853395,0.7526775,-2.383174,-0.079055816,-0.06522488,1.5636741,-1.1474192,-0.12986702,0.34579903,0.4567374,2.4293258,-3.8391085,1.3883591,0.03261664,0.38233083,-0.09219064,-0.20628397,1.5204077,-0.21840641,0.6414501,-0.010284007,-0.25820684,-0.08877216,0.45345914,0.3764072,1.0482256
-0.15255171,-0.42288914,-1.0685138,-1.7226206,-0.07395623,1.5382252,-0.6309001,3.1902983,1.1509572,0.7516433,-0.9603743,-2.9281116,-7.714772,-9.685845,-1.5819076,-0.69796926,1.5984051,0.29081738,0.10550118,-1.7330072,1.2472253,0.22951508,0.4246427,1.180667,0.2197669,-2.2972128,1.5933005,-0.46432278
0.13198829,-0.26624218,-1.1648827,-4.4250193,-0.49685174,1.6843402,-1.2455347,5.5808544,1.2890692,0.4256705,-0.12706217,-1.8894969,-5.5506396,-9.676691,-1.787325,-1.1592003,1.1126,0.19988546,0.14619067,-1.7889394,1.1223063,0.59366304,0.6664321,1.3086768,0.3024594,-2.4832988,1.9669797,-1.6631111
-0.5701897,0.459438,0.4680394,0.45084053,5.35998,2.0103076,0.1283752,-0.68019474,-0.8251059,-0.23090667,0.08157867,0.44643882,1.189089,0.8995633,0.254949,0.4452786,-0.31486505,-0.098671995,-0.04301865,-2.2211053,-0.58444595,-1.1523805,-0.12198291,1.5918293,-0.098954014,-2.4377103,-0.14433643,0.3971437
