0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
-0.8038169,-1.3073637,-2.7746499,0.4348489,-0.32156643,0.063836016,-3.2042127,0.010927416,-0.086207174,-0.04239422,-1.4254323,-0.2040664,1.0700963,0.62954396,-4.0254927,0.6763571,0.007590072,-2.1613884,1.8243111,0.32122377,-0.26026306,-1.7178289,0.69876146,-0.3410768,-0.19533762,-0.78634125,1.8965206
0.2873001,-1.0306692,-1.9043398,0.5947095,-0.38237718,2.1901643,-0.5124455,-0.8101669,-0.05435422,-0.043920755,-1.0452732,-0.31324342,-0.98107654,0.030925445,-4.6455073,-2.9800055,-1.2448133,0.26266274,8.596041,-1.1421942,-0.29017678,-1.3193485,1.3417989,1.2549404,-0.19804819,0.28548592,2.1412876
0.06928757,-0.30194524,-1.3348877,1.1436676,-0.25591767,0.020715846,1.058999,-0.23487362,-0.07898629,-0.038095277,-0.42632335,0.24488553,4.1752653,0.12925626,-1.3685753,0.15950724,1.7839057,-1.7043003,1.9132284,-0.03900742,-0.14232084,-2.046444,-0.3885418,0.31147695,-0.29530847,0.08448211,2.7131226
-0.14420265,-0.6268807,-0.5205779,0.34262553,-0.10968212,-1.7648876,3.9907715,-0.121223606,-0.02265986,-0.016373197,-2.8826435,0.2692903,-2.4771574,0.032844067,-0.21919177,0.164205,0.8963795,-0.65348023,0.7845012,-0.011496253,-0.6227003,-0.86893976,-1.3078712,-0.65156937,-0.10418058,1.1179898,0.6985182
-0.34184957,-0.14243864,-1.6106205,1.008586,-0.2849124,-5.037829,1.0387437,-0.3425364,-0.05436735,-0.042942107,-0.4829857,0.52553385,1.8223447,0.1346998,-1.1888791,-0.21479301,0.34205025,-1.6678702,1.8207746,0.082306094,-0.23618148,-1.9655178,-1.8067336,0.26212934,-0.3041267,-1.4055603,1.9923027
0.26151666,-1.3303896,-2.2246475,0.4903054,1.5546457,1.4397206,-0.035892654,-0.8282674,0.42575753,0.2045386,-1.5743705,-0.37388444,-4.638298,0.028050631,-0.38454813,-1.7711987,-0.71166885,0.21952975,2.5695593,-2.7443748,-0.3420486,-2.4393082,-0.3775833,1.1605482,-0.45097172,0.24638507,1.6723716
0.3103612,-1.5108377,-0.786198,0.72964895,0.030735243,1.4481974,-1.6265601,0.080492474,-0.05679391,-0.0061044255,-1.6429693,-0.3539253,-2.3371675,-0.19712165,0.2225722,0.025678478,-0.55837095,-1.2045572,0.9376089,-0.20638621,-0.4519208,-0.16867617,0.9371547,-0.8979224,-0.13945635,4.77143,1.0398009
0.18228352,-1.4681288,-1.8224117,1.0770932,-0.34904167,1.1382042,1.7851685,-0.548594,-0.052607544,-0.04901476,-1.8923867,0.00308464,-4.148618,-0.068804614,-0.75121343,-1.2593945,1.0454338,-1.655148,2.1734474,-0.42963144,-0.4237515,-2.6194723,-5.1899285,0.36687553,-0.42511272,2.0118115,1.7640615
0.6682321,-3.1414154,-3.093937,-1.4404608,0.47453648,4.5155835,-0.91560996,0.7089376,0.09137974,0.063305505,-3.163425,-0.44986144,0.55275327,-0.10593853,1.41112,2.0579276,-1.1650541,0.01867966,-0.9003708,-0.3736064,-0.42465428,0.9944063,1.3024111,-1.7331132,0.06577114,-2.2497265,-2.4045289
0.49772316,-2.6297333,-4.6501923,1.423668,-0.4896789,4.17932,-5.3320045,-0.6412629,-0.12564375,-0.09159627,-2.9429355,-0.93227375,-2.5653503,0.11090137,-0.96259606,-1.4745646,-6.6894956,-4.3453503,3.3177426,-0.6192603,-0.55366325,-3.9456043,2.7014623,1.0643059,-0.46348384,1.0395209,3.9710102
0.77348834,-2.2194803,-3.7385533,0.58566076,-0.30108422,4.292676,-6.9406624,-0.366425,-0.08260982,-0.045895867,-2.6193018,-0.7062448,-0.37161216,0.061902646,-0.4305247,-0.012621958,-2.0892034,-7.6663,1.8931886,-0.2553958,-0.50599927,-2.2863293,2.3519273,0.6529106,-0.26717317,0.5115133,1.675005
1.3476111,-3.1250236,-5.786353,2.049457,-0.8149295,9.873884,-2.6060343,-0.9486072,-0.13261862,-0.1275547,-3.9485362,-1.6350358,-2.5642083,0.12902418,-1.2072197,-1.5571547,-5.249732,-5.525581,4.8350096,-0.7469502,-0.9139876,-5.057564,4.2686915,0.65267485,-0.57554257,1.0631706,4.005377
0.43083182,-1.8530195,-3.6713006,2.696133,-0.7661704,2.5461538,-0.2974412,-1.2467605,-0.19924702,-0.12928529,-2.1277156,-0.438984,-2.9665966,0.270355,-2.1560345,-2.4247813,-0.944906,-4.2716293,6.936316,-1.502519,-0.5476883,-6.054044,1.2183303,6.738606,-0.9350738,1.4865408,5.954146
1.5353556,-5.1413593,-5.7415986,1.0985665,-0.44982752,10.049904,-0.8060776,-0.5948619,-0.12185694,-0.07189112,-6.199338,-1.3543507,-2.9696882,0.11917312,-0.88181263,-1.8600919,-1.7518823,-4.7924848,3.1055992,-0.67883587,-1.2692742,-3.3029225,5.0991483,0.84870535,-0.41046306,1.1113067,2.6408768
0.81158876,-3.4923656,-7.149336,3.6777062,-1.1143043,4.6766067,-0.6112563,-1.5472906,-0.21693407,-0.1760817,-4.010871,-0.8297439,-3.1768258,0.3422456,-2.5046442,-1.1390622,-1.4693452,-7.6418557,8.155813,-0.43855223,-1.0391006,-6.9823413,1.9528043,0.63701904,-0.786132,1.2933488,3.1030354
0.16442047,-0.386839,-0.3430523,2.4414258,-0.20505871,0.57705295,-0.5449948,-0.72151566,-0.13369317,-0.027770018,-0.7125561,-0.28010997,-0.10271656,-0.074338086,0.36391735,2.3890913,-1.0441389,-5.746656,2.1023598,0.9958128,-0.060178068,-2.502123,0.64084524,-3.3040905,-0.19220315,0.14689453,1.9359229
0.12567095,1.2867112,-1.5886182,2.2245226,-0.4590169,0.47523704,0.2960302,1.7286966,0.056275424,0.13914886,-0.4252282,-0.15529655,-3.0483537,0.20576072,-0.34796026,-1.0296874,0.88260263,-0.6334827,2.3680766,-1.6427401,-0.1268281,-0.3138542,-0.017498896,1.5321805,0.09562589,0.92480105,3.2916844
0.80714446,-3.6424263,-6.5964465,2.1283758,-0.6568385,4.1937466,-0.83442384,-0.969416,-0.23028533,-0.14855097,-4.123639,-0.857649,-3.684809,0.15135042,-1.3618267,-1.6176248,-1.922977,-8.678012,4.828275,-0.61835957,-1.0012261,-2.4037306,2.4481797,0.83708775,-0.47812137,1.5562841,4.121748
0.66328174,-3.771481,-7.652132,1.9249741,-0.305748,4.468866,-0.66680706,-0.86155194,-0.27211094,-0.040976245,-4.1842546,-0.77699965,-3.1955264,0.22988333,-1.2388453,-1.435301,-1.5108454,-8.187427,4.368321,-0.57478374,-1.1335579,-9.579075,2.1353352,0.7062949,-0.65172905,1.4543111,4.2718277
1.0934572,-4.5635858,-8.5249,1.7604011,-3.1012166,6.9633155,-1.3065501,-0.7929983,-0.22100325,-0.53140575,-5.2378736,-1.1783446,-2.860241,0.16327289,-1.1596308,-1.4189273,-2.8127172,-8.173693,3.9673774,-0.5698882,-1.3335955,-6.920291,3.39825,0.6810851,-0.56760484,1.2676244,3.714591
1.5128872,-5.30795,-8.588396,1.0607107,-0.37275156,10.1421,-2.031722,-0.4759861,-0.113154925,-0.057629973,-4.41675,-1.8258052,-1.2658951,0.09161794,-0.66386056,-0.5752349,-3.7068286,-6.9600873,2.5663345,-0.21539459,-1.3963658,-3.0476456,3.6482546,0.24591944,-0.33484313,0.49649096,2.0910108
0.34972697,1.1530603,-1.4425198,0.82194954,-0.36421496,2.653735,-0.1709154,-0.379101,-0.08745498,-0.03878335,-0.5540835,-0.3570427,-0.8816889,0.26942378,-1.2872204,-0.326025,-9.810454,-1.8575052,1.6333902,-0.12392309,-0.2885783,-1.2885915,2.7305698,0.13132213,-0.1467918,0.3678801,1.6329559
1.1460298,-4.7353153,-7.3161316,0.56085896,-0.22431076,8.814047,0.6077631,-0.38449028,-0.08097404,-0.034245845,-7.102675,-0.99524057,-0.44944543,0.06717971,-0.3928381,-0.059373613,-1.8797288,-4.926259,1.7213795,0.05731314,-1.087659,-1.8196758,3.230434,-0.36180466,-0.17175357,0.06996512,1.3090676
0.2356575,0.037181664,-3.3883326,1.0362066,-0.49604997,0.32357857,0.059464946,-0.3052903,-0.0992163,-0.044828508,-0.28231752,-0.35807502,-2.5084083,0.044590976,-0.12930016,-0.94999284,-0.7577132,-1.6008127,3.0355537,-0.4231409,-0.12193863,-2.9929771,-0.35570565,-2.2017603,-0.25708714,3.0368657,2.302866
-0.13831858,0.07434697,-2.0364099,0.71717465,-0.21117164,1.9964672,0.58179027,-0.3375728,-0.11602204,-0.029508103,-1.439776,-0.13784823,-3.026812,0.036363862,-0.7406388,-1.7117722,0.32963702,-1.3884594,6.0316586,1.5901831,-0.08582606,-2.0768151,0.07855059,0.90761364,-0.32475653,0.7803466,0.94698095
0.32327968,-2.3390899,-3.8064718,1.3118382,-0.4614095,2.909199,0.20968468,-0.58759224,-0.3743752,-0.09584714,-2.5692954,-0.49274272,-2.0855966,0.14592677,-0.87526816,-0.9200889,0.13249984,-5.985268,2.9833097,-0.37495762,-0.5746728,-10.874279,-1.2273098,0.52760357,-0.3989504,0.8750589,2.604087
0.48181793,-2.4263086,-4.5119786,2.3428764,-0.7498583,2.2128117,2.1071851,-0.8055178,-0.12089348,-0.14765857,-2.8108163,-0.4552377,-2.0408828,0.12788025,-0.97939277,-0.60892266,-0.38356796,-4.129899,5.291973,-0.195568,-0.6955173,-10.543902,1.2780825,0.3155071,-0.5041968,0.61363333,5.2513847
1.2092537,-1.9611561,-4.508588,1.2626269,-0.11692575,3.6120312,-1.4301881,-0.4753232,-0.04446881,-0.08195969,-3.232733,-1.0682257,-1.5851092,0.17594181,-0.7856669,-0.7671573,-1.4662894,-5.0475388,2.2640293,-0.30516043,-0.5817675,-7.061875,2.1113272,0.662157,-0.31321496,0.81858593,2.132244
0.4840144,-2.4718003,-4.169186,0.85246396,-0.3789611,2.5118904,-0.9245808,-1.7583693,-0.2613988,-0.09763521,-2.5812237,-0.42306486,-2.2085006,-0.030144885,-1.8836579,-0.8866333,-0.9762249,-4.2309685,1.9494979,-0.31738752,-0.6325162,-4.386757,1.3815215,-0.037057977,-0.5757042,0.8982374,5.994141
-0.26459366,-2.4519231,-3.3559527,1.1414386,-0.3018294,3.4848678,0.43802205,-0.7158487,-1.1592962,-0.1157947,-2.6538978,-0.22925766,-2.1159914,0.3012767,-1.9286164,-0.80195373,0.07720567,-6.395566,2.5461383,-0.33313584,-0.7530461,-4.9991145,-0.5860106,0.43926886,-0.5298258,0.93732584,0.66227525
0.4372247,-2.4035478,-4.490335,2.2472231,-0.72948444,2.5783021,2.135,-0.61032027,-0.13529466,-0.10110321,-2.7071936,-0.4032987,-1.1836355,0.105458565,-1.0389686,-0.6767822,-0.39634508,-4.1670117,5.0346274,-0.26508367,-0.6937861,-5.402698,0.9801167,-0.90425235,-0.2158401,0.45280135,5.386491
0.5202272,-2.315228,-4.317083,2.2172139,-0.7929822,1.1444666,1.70601,-0.9013909,-0.124598384,-0.18556817,-2.6853828,-0.4614392,-1.8867608,0.15046445,-1.1128517,-0.28469846,-0.3101574,-4.095699,4.839178,0.16786312,-0.6609026,-7.956367,1.1604118,0.15760727,-0.3308384,0.37191457,9.05443
0.56283534,-1.2863473,-4.344796,-0.7084716,0.09130471,2.3907187,0.2031452,0.36230925,0.026798869,0.028904848,-0.9526487,-0.29540485,0.5748576,-0.010642438,0.0613537,-1.0928811,0.4527202,-2.2974577,-0.82008445,-0.6083888,-0.5404133,2.3018954,-0.2526487,0.7968707,0.09027774,-0.021902695,-1.9593403
0.4825427,-1.9687797,-0.72940516,0.024031186,0.37548628,2.9089777,-2.451333,0.46630305,0.045189615,0.07744247,-0.32066444,-0.68394345,-0.37591344,-0.024122719,0.43030354,-0.54208136,1.2553643,0.1143627,-0.55649173,-0.37499958,-0.4152812,0.49903676,-1.5842328,1.1458306,-0.04221871,0.5023572,0.100054495
0.65207464,-2.4226055,-3.9116004,0.6297343,-0.2267061,4.6378684,-3.6307611,-0.327005,-0.061582226,-0.03836647,-1.9893804,-0.6341952,-2.2069595,0.12245547,-0.41834512,-0.8208193,-2.0664682,-3.3994565,1.6213183,-0.46009085,-0.6787597,-1.6112972,1.6265315,0.3725997,-0.14557126,3.0553222,0.97764874
0.19584754,-1.1973974,-2.395064,1.8822788,-0.6251256,1.0926881,-0.132562,-2.888647,-0.3964064,-0.085503824,-1.4236647,-0.20321923,-1.1221973,0.20473541,-2.381287,-1.6778653,-0.260544,-2.9045088,7.3085804,-0.72797096,-0.361341,-3.7914138,0.6278673,3.320136,-3.5459592,0.7247872,5.036435
0.15956272,-1.0500029,-2.5459416,2.433776,-0.7617499,1.0924065,0.0074787163,-0.8836553,-0.07806079,-0.098688334,-1.3196111,-0.17835511,-1.0736477,0.73655987,-6.0485983,-2.158136,0.16638412,-2.9656115,5.7005367,-0.9181072,-0.3897555,-4.9184837,0.5346732,4.815841,-1.0246422,0.38676384,5.1834583
0.07410287,-3.6475406,-2.480384,0.47813922,0.074610524,0.9479493,2.491438,0.14955503,-0.048547298,-0.0089967605,-2.9421911,-0.3882631,-3.709484,0.036524713,-0.050937735,-0.583575,-1.3582859,0.51305693,0.45674005,-0.37938973,-0.24566816,-1.0028254,0.39574292,0.9866648,-0.012933577,3.50577,0.51961726
0.16393961,-0.32095182,-0.1727826,0.0657886,-0.32219085,0.13290806,0.30722955,-0.006607616,-0.043122336,0.027696032,-2.4901862,-0.18984354,2.3876145,-0.04970706,0.9702688,-0.091374576,-0.07862594,1.9592476,-1.8589848,1.2258081,-0.65345675,2.828912,0.46044895,0.088387564,1.6893532,0.47402537,-0.40540937
-0.5856947,3.3727148,7.22918,-0.8295646,0.43037406,-3.1039917,-0.4044343,0.5202812,0.15853845,0.05803694,3.2889953,0.52522933,0.8313371,-0.063774385,0.34057844,-1.6915119,1.213434,8.761393,-1.5894729,-0.6047334,1.64343,3.6030455,-1.6727588,0.84527564,0.25241882,-0.13659064,-1.4085577
-0.49755448,1.3458195,7.24835,-0.78162193,0.67842686,-2.4711556,-0.051451325,0.4920089,0.25776678,0.09414277,2.45209,0.5222858,-0.37443167,-0.07365959,0.101903155,-1.7523896,1.1259805,8.01058,-2.2904909,-0.6354776,1.1648551,7.2714133,-1.5066897,0.2924062,0.19211864,0.26002568,-1.9505019
-0.56401306,2.8139424,-0.08968904,1.1841847,-0.32511437,-2.0580559,-1.8751876,-0.462541,-0.106845796,-0.043128543,0.063249834,0.4152837,-3.4931672,0.109080344,-1.0148126,-1.4154685,0.35625893,-2.080668,2.5726237,-0.6138512,-0.019162584,-3.0597773,-0.7315442,0.28952074,-0.36280024,1.0853999,2.5688124
0.078932,0.44104114,-3.5601046,1.1060189,-0.38417786,2.2708142,-2.5877147,-0.4295102,-0.12254198,-0.07229396,-0.5414262,-1.1970912,-2.167261,-0.02073016,-0.40856108,-0.69093543,-5.5158978,-1.3121462,1.9354235,-0.31013975,-0.5488452,-2.5720673,1.8859657,-0.7729985,-0.21001251,1.0922766,1.696653
0.16670574,-0.7288696,-2.182015,4.3858275,-0.61483556,-0.07098458,1.2745154,-0.75887907,-0.14652689,-0.1550374,-0.9766046,-0.097814165,-1.3069642,0.25198355,-2.100312,-5.3756804,0.4789431,-2.4673007,4.905585,-2.286791,-0.30994773,-3.7616172,0.6482157,1.3525544,-0.5865815,0.58209914,5.0327206
