0,1,2,3,4,5,6,7,8,9,10,11
-5.550129,-4.191957,-0.89188814,-1.4835507,-3.0577252,2.2618747,0.5646265,1.2780204,0.10843144,4.05469,-0.40551382,2.8053539
0.9163194,0.08879593,2.1131475,9.137148,-0.0601173,-0.9773207,-0.087182954,-3.780471,3.0561817,0.6849452,4.088695,-0.8000397
-1.7859968,-1.6481919,-0.9257705,-3.4429512,-1.1636666,8.230668,1.4927136,-0.49544746,0.27237836,-0.027029559,-0.76565814,0.3548322
-0.7063263,1.1342237,-0.0576037,4.422494,-0.85366803,2.2827582,0.064155705,4.3853264,-0.16825864,-3.4252722,-0.117826626,-0.45010975
-1.5178417,-1.0118322,-0.6493213,12.737593,-0.13441364,0.58744127,-6.65721,0.87974423,-0.9512415,-0.063128844,1.5859987,2.5606835
4.511913,1.3641895,2.2417612,1.7603716,0.41402018,1.4575038,-1.8041658,4.1306214,-0.025902342,0.06349985,3.911281,-2.4969096
-4.44026,-3.8859744,-4.354571,-0.39614567,-3.4490285,3.3594613,-0.24551895,2.4225328,-0.07641055,-0.038295098,-4.090155,2.025851
0.88742125,4.950443,-0.2617878,-2.9887059,3.3858254,0.25560337,-2.577765,0.16163374,-1.0113267,0.21818615,-1.7192878,-4.4298625
1.9365389,4.240353,-0.5006496,-1.7537167,3.8787277,0.9777071,0.3038108,0.5189976,-0.23089811,-3.9700975,-1.5232342,-2.5563152
0.34417364,5.9440236,-0.91155225,-3.219835,1.4614635,-3.0366836,-3.639965,-1.0887067,-0.3570685,-1.1387501,-1.1155331,-3.5350604
2.797422,2.757676,2.2238529,3.8632581,-1.2649598,-6.2443438,-6.275474,1.045832,-0.13077174,-1.0573815,2.8784816,-2.005843
-4.4019804,-4.8052044,0.6945668,6.298223,1.1489927,3.3137493,-1.2781918,0.33137873,0.24646807,-0.31325358,2.3244739,-2.20886
-1.9968548,2.951236,1.3746421,3.790471,1.1360236,-4.3343716,-0.026710175,-3.2051864,0.010866012,-1.3781734,0.74365205,-7.3091817
-4.2158113,1.1800001,3.0623593,9.039869,-3.5283449,0.77989566,1.0598927,1.9329895,-0.018134255,-1.2025936,-1.0132928,1.973049
-5.591536,1.5910022,-0.5637147,5.6859355,-3.5660412,4.962463,-7.876842,-0.11693367,-1.0751051,-0.22988059,-0.17407957,-1.1501036
-2.9435349,7.9895062,5.227104,11.098795,-1.5385965,1.1904827,-9.486083,0.5998511,0.04600204,-1.1299369,4.2471347,-3.6432676
-4.191606,0.22687173,-1.9484305,0.10015839,-0.08424349,2.3552299,-1.2927417,1.1287034,2.4459643,-0.14739545,-2.4883702,0.8658121
-5.991185,-1.1188577,-0.87876636,-7.960235,-2.1396084,3.098446,1.8548193,-0.38298687,0.1022889,-0.4445944,-0.9047778,-1.3781682
-1.2549356,1.0687884,5.514133,10.098785,2.4636364,-0.98114085,-9.713556,-0.22317682,-1.5238582,-0.21683072,6.24306,-1.9304714
2.6981542,1.2364807,1.2636216,-0.0045934585,1.1416365,-3.611953,0.09699803,-0.9521593,-0.28123122,0.6438845,-2.9115098,-5.1577
-4.614289,-1.7273511,0.83428085,-0.29621404,-0.46537873,5.29793,1.3540403,1.6886579,0.71537876,-0.71382177,1.5518864,2.9464953
1.5155572,-1.2818531,3.4111564,6.184331,-1.5226322,1.0444654,1.1923665,2.7493477,-0.01776747,-0.9321743,2.6666052,2.0535724
-0.22604404,-1.8023609,3.6717858,11.741888,5.699609,0.9160345,-4.9691525,0.00050464924,0.14823785,-0.5239067,2.9817367,-0.0049042637
1.3535049,0.6435808,3.6964545,10.347051,2.211198,1.276718,-5.112012,1.320078,3.090595,-0.1996628,2.9434419,0.06240217
0.8654913,0.56285566,4.058673,9.545391,2.5017679,2.7157347,-5.075932,-2.526995,0.21536596,0.48826766,3.1940835,0.7126317
2.9535253,1.1024039,3.6622179,10.47756,3.2250109,-0.10882125,-4.670221,-3.7108407,0.20694079,0.035674058,6.1640463,-0.58980167
-3.1511276,-3.2517548,3.8490126,-2.7564626,-0.78908134,3.7072861,6.188545,0.62370145,0.5107733,0.46283975,1.894838,2.001222
-3.755997,-3.1326158,0.55141777,-1.6915851,-0.20022471,0.9677003,3.175156,6.4854183,-0.12082209,0.06922585,1.0186003,3.0181828
-5.5655437,-3.5598428,2.3345206,-4.0866704,-0.36448845,1.7582562,4.627095,3.129019,0.059879288,1.067665,0.86787397,3.0392144
-2.622367,-3.599354,3.9472494,-2.5328941,0.8306077,1.0001465,2.742349,2.5089722,0.2032439,0.8241039,2.9886835,2.515418
-4.4440393,-0.7852178,-0.52184534,-3.5521708,-1.5745385,2.4568872,-9.474706,2.5824559,-0.11718462,-0.03530718,0.22329922,0.9666625
-8.573484,2.3517208,3.8788152,4.3703566,-4.931265,2.8845794,-1.8421745,0.25054073,-0.0286379,1.8412963,5.3293524,-0.27426374
-7.061176,1.9725239,6.868822,3.4440958,-6.137953,0.4283426,-1.900231,-0.53042763,-0.015309495,0.11271919,2.8725138,-1.9408915
-3.8916836,1.866677,7.4410677,-0.016079418,-2.2839515,1.5374027,-5.151924,0.20061068,0.12602317,-0.42413473,1.0855043,-2.7836504
-16.22165,2.2693813,2.7074003,4.5756464,-1.4509876,0.5169961,-1.8111297,0.99612737,0.029778909,-0.34711295,2.7581687,-1.592201
3.3082464,-3.3996952,-3.3568022,-11.346745,5.290311,-2.2186966,5.2316484,-4.5169606,-0.48873124,0.5082974,-4.691513,2.8483748
4.322846,0.8146502,2.0428512,7.265273,0.67113787,1.4234418,2.0194771,-3.8612072,-0.837031,0.24185069,1.0746665,-0.119673684
-3.6142404,2.3689191,2.089672,-1.1997674,-1.2711184,1.4585475,5.3464518,-2.0334783,-0.037488345,0.46997216,1.4763827,-5.838204
-2.5096679,7.0406594,3.9228938,14.566935,-1.0491508,1.0331728,-3.9973826,-0.2428007,0.118493125,-1.1523325,3.070475,-2.406565
7.5460477,-3.1727803,-2.8712,-4.534577,4.884581,-3.4741073,-0.8786996,1.34544,0.0018045764,1.576591,-4.4620523,6.1898556
-5.451042,0.34308395,0.24707074,-4.1936717,-5.846552,7.1874743,0.109539114,2.2791808,0.040136237,-1.6123621,-0.22090366,1.0894965
-2.6823995,2.2601929,0.30422148,4.5119114,-0.8471941,-0.53736764,2.0586803,4.241613,1.5137507,-0.293956,-0.7507157,0.81087625
2.2778041,0.11965969,0.17286655,1.143402,1.4552919,-0.8792746,-10.699203,2.4963193,-0.29978535,1.7498902,-0.75499874,1.1691003
-6.0869894,6.4416604,3.796652,15.170909,-2.042924,3.4947667,-3.6150777,1.4032241,0.17613111,-0.9653543,4.498727,-6.710701
-2.197295,-2.442594,0.77163714,-0.64945,1.0969497,3.1408932,-5.5814724,2.2930384,1.1842173,-1.4363614,2.864685,0.39054233
-3.8965921,0.37471673,1.4510151,5.419686,-1.272373,1.8996223,-5.7395577,0.50206524,-0.04238436,-5.0031347,2.7004488,-1.5413258
-2.0116954,4.7263665,1.2476454,3.5051296,-4.49953,6.8773136,0.68779546,-0.9179323,0.0042925314,-0.5532192,3.2362635,-4.193114
1.0026892,0.03527126,6.489433,4.2353573,-0.51391834,0.13803384,0.5603088,3.405756,0.105136484,-0.23167697,6.6264377,3.004576
-5.505492,4.371163,1.7272547,2.233815,-4.4550767,2.0071661,-6.2143297,1.5789356,-0.09763129,-0.11641905,4.7898645,-3.1121163
-5.4006925,2.419393,5.429405,2.0875149,-3.4654908,3.3892844,-5.8778677,2.477734,0.37767616,0.24929613,3.6607835,-2.4678476
-8.339661,1.8520701,0.6746325,3.9825704,-3.500805,0.23718779,-5.346709,0.22165027,-0.033810176,-1.0692747,2.747931,-4.4177017
-10.424852,2.4937077,2.9264688,9.226352,-4.6551538,2.7899642,1.5087591,0.94023114,0.0656427,-0.286634,4.4288692,-2.9881997
-7.8676524,-1.3118665,1.4912905,8.462873,0.874154,0.5800374,-2.4928315,-1.0863553,-0.03227792,1.1635957,0.76518387,1.0489653
-11.78259,1.7346982,-1.3544148,0.031751033,-5.5107603,3.4875777,1.9635276,1.3843155,-0.1750748,-0.42630702,-0.90423214,-2.0605104
-3.117315,2.6961854,4.783659,7.6459093,-3.4477427,1.1159978,-1.531726,-0.97337526,1.0344878,-2.7952657,1.5514599,-3.046466
0.35365823,5.548146,6.860813,0.59669477,-6.810071,2.9025807,1.7905905,0.7058607,-0.007729324,0.59504616,4.1620803,-4.237575
4.1806655,-6.041049,-1.3086901,-2.0197377,4.0948186,-4.730599,1.148473,-1.5258399,0.04107502,4.6835446,-0.048334535,5.5212936
-8.366871,-0.92963773,-0.45430735,4.1606374,-0.6413608,2.230717,1.9229383,2.3656995,-0.17155068,-2.2789311,-1.3426478,1.4643956
-10.240413,-2.1967256,0.68311346,3.3195932,-1.1113495,4.0395646,2.7570755,0.99188256,0.020204019,-0.110969886,0.6940246,3.491184
-12.813394,-1.3495007,-0.5023832,2.6068673,-1.154574,2.0861151,1.2539521,1.4557371,0.00015385672,-0.50601715,-1.5227091,1.4596226
3.6581483,-6.062952,-0.96864265,-3.4952219,-0.32119918,-2.2542899,-0.5351559,-0.8704055,-0.3107704,4.8838854,-3.1609287,2.1206799
11.734061,-0.47167027,-2.1054916,-2.917774,0.46933112,-3.8436625,-0.093318805,-0.39283562,-0.029448878,0.86876583,-6.757946,0.19755231
9.493634,-0.38358876,-2.5406127,-2.6099088,1.2909354,-5.359883,-1.2261652,2.56923,-0.004682569,2.07271,-3.6634917,-0.28649122
-0.033931307,2.1423745,0.10335939,8.047873,0.098953165,-3.8442893,0.18745044,2.219236,-0.44817606,-0.4793204,-1.1728729,-1.5755554
-11.351905,-0.18450266,1.4527781,2.3034317,2.7592616,1.450263,-0.38002095,-2.051184,-0.009263166,0.5747043,1.1445746,0.8937816
-3.5487778,0.23388076,1.1616066,2.121792,-3.4673662,1.9848193,4.4129086,0.5207876,-0.19080432,5.3217673,0.9045662,-0.2680758
-10.93563,-0.57902473,1.4571911,1.4296006,-4.188291,1.6819974,6.551498,0.50739306,0.06424808,-1.1677178,1.4052688,0.24715322
-0.62687755,0.5268009,1.7619618,2.6094866,-3.6718,4.1835904,-5.908248,0.4904202,-3.3931353,-0.571926,1.6941329,-0.88449293
8.70675,1.5999777,0.71064895,-3.789733,1.8031381,-1.9449753,1.1897177,0.39818683,0.16326296,-0.012318474,-2.6767163,1.5471303
2.2568824,4.3870444,5.441259,3.5417562,4.3631287,-2.6715512,-2.1399868,-1.8379554,0.4606968,0.77505225,1.6821873,0.40064254
1.519125,1.2712127,4.272133,4.257208,6.2255774,-3.3860538,-2.126548,-3.4784253,0.32049364,-0.07146464,4.349717,-1.0652851
5.514364,0.20795974,0.43518555,1.6301852,-0.9037492,0.32017452,2.373857,-2.7778466,0.45275167,1.324012,-2.7398472,0.069372
5.091004,1.7675954,-2.286898,1.0701393,-0.13157101,0.688949,4.0739136,-1.042179,2.5567522,0.6000404,-1.413594,-0.7939527
-13.484748,1.960981,3.0580482,3.721436,-7.4817057,3.1061141,-3.0135095,3.1207356,0.021829884,0.0832365,3.2287138,-3.240818
-11.009813,2.2032714,1.6280662,4.8954477,-5.1970243,3.6288226,-3.45728,5.3493714,0.0035968397,0.18957627,2.039487,-4.6920953
-4.4620876,-0.43317503,-0.4940257,-0.16885625,-0.45252174,7.3376884,-0.2532016,8.185491,0.026260551,0.20748806,-0.44107935,0.14308289
7.2209544,-4.353141,4.8440127,-1.3553572,0.7271712,-5.676632,-0.05031472,-0.96531916,-0.009991917,0.84828234,-0.5634617,2.2086961
-11.305251,2.6936352,3.1302748,0.82229304,-3.6418638,1.9748006,-0.9259989,4.7603292,0.054434862,-0.71585286,2.7260394,-1.1461833
-10.00748,1.351376,5.9211435,4.4841433,-3.980041,3.6676526,-2.1313646,0.62098515,-0.09155589,-0.26918855,0.5953548,-0.7209325
-3.5467265,3.065421,2.7507765,10.079097,-1.250859,4.1564054,-9.852995,0.9826859,0.03508601,-0.9408685,2.429394,0.32684264
-6.8628945,-2.302787,2.0844612,4.5108643,-0.24228358,8.081333,-0.77906686,0.47343364,-0.010192935,0.11659972,1.1087716,1.3513485
-2.8072166,2.3735332,2.6693146,3.052276,-0.5846002,-0.52355456,1.0610877,-0.43790185,2.164861,-0.96794873,-1.2053534,-0.1055579
-3.4917042,1.0718582,2.1562529,3.1451106,1.707905,0.52445024,-0.22662571,3.7635524,2.1215181,-2.9477324,-0.29592907,-0.46504873
5.248967,0.1608183,0.14572111,0.44295123,2.945536,-1.1148181,-11.598934,-0.5339342,-0.104950026,-0.090371475,-0.0679032,0.11637788
4.572471,1.5405669,-0.868453,2.5647044,4.3895674,-1.7312797,-6.514001,-2.0713193,-0.47389197,0.39188883,-1.2299044,-3.795238
-7.4684176,1.0886725,2.4517841,2.6543272,-2.7084956,1.9074378,-10.648901,-0.20445177,-0.0067984434,-0.09922489,3.1220596,-1.0231233
0.9486892,4.021345,3.447669,5.740729,-2.3648896,5.314008,2.158342,1.782673,0.3180051,0.38233277,4.235446,-1.2218863
-13.268457,4.199868,2.3202043,5.866941,0.46044785,1.3155822,-2.9724095,1.0252763,0.020306531,-0.34978023,1.3441279,-2.4142883
3.2995682,3.6019516,-0.13640606,4.0540304,4.4196906,-0.28768703,1.144244,-0.2576852,0.023003131,-3.3540616,1.0506598,-0.44709277
-0.5774339,2.9294486,-0.109203316,-8.907587,-2.6950235,-1.5712712,-1.0792212,-1.1231229,-0.2243587,-1.1117384,-1.9326955,-3.9298446
-4.093443,1.9108566,0.82474494,9.087648,1.2824287,1.7479318,-0.4984394,1.3413751,-0.7634779,-0.17773576,-3.4317553,-1.3482726
-1.9864732,0.5704862,-0.99325025,10.586396,-0.23229928,2.3669994,0.18063381,3.6608741,-0.4721954,-0.30891126,-0.85861087,-1.373108
-7.5580873,1.5930473,1.3755143,2.3304086,-7.4484487,8.539193,0.5081143,6.028915,-0.004358992,-0.43602875,0.80116785,-1.7983401
-0.64283514,2.0644364,4.3012166,7.8000455,4.907579,0.8865025,-7.928903,2.0127904,-0.22209103,0.31871364,5.112802,-2.2194805
-3.1751015,4.115318,2.6658611,4.6071906,-4.556962,4.3226805,-0.97867656,-1.145877,-0.2027448,2.317194,0.33524716,-2.5876565
-8.247312,1.8873032,5.0513496,10.551726,-1.0740817,4.222404,-3.9768343,1.1633991,0.1442948,-1.3405986,6.402912,-5.204318
-1.4625398,4.7702127,4.6816983,12.455144,-1.2783811,0.20440067,-7.60717,0.50698614,0.19024253,-0.09618276,4.172412,-6.0145655
