0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
-0.8414631,-1.2679247,0.42974886,0.49522382,0.09168316,-0.29920048,0.9395,0.023501648,0.014891755,-1.3620099,7.161243,-2.3251789,0.9113698,-0.52439624,2.2449818,-2.1359277,-1.2455273,7.291932,-7.1894774,3.9909945,-2.9199607,-3.742257,-1.5290923,3.6595173,0.32871968,1.0210676
-2.2890244,-1.7280716,0.600887,0.46245164,0.04353453,-0.12217161,0.86532986,0.03000538,0.035573777,1.7258646,4.0458694,0.74156594,0.8441963,-0.13059993,4.392302,-5.0856404,-3.168197,7.587502,-4.164249,9.844272,-6.3667564,-1.301798,-0.23237664,4.652295,0.71470034,1.4364258
-2.1042683,-0.3704081,0.4904224,-1.8375057,-0.012815583,-0.043096665,0.31605425,0.028419157,0.014595405,0.24281529,-0.033078138,1.018422,-0.890329,-0.4341944,0.9815411,-0.07038246,0.47013435,2.482129,-0.797088,0.10176695,-2.232361,0.6390165,0.93880254,5.554164,0.049209323,-0.4093079
0.071253896,-0.13155018,-0.20389602,0.40897948,-0.00040820992,4.5275963e-05,1.712858,-0.0072251665,0.011101905,-0.959747,-1.7144207,0.122999296,0.78154284,-0.0045416597,0.74428505,-3.0999677,-2.4938433,0.20314461,-0.6124832,9.02441,-3.101794,0.45236263,0.005129014,0.35208988,0.7140235,3.1971283
-2.1722593,-3.021875,0.53959,0.4663322,0.014288177,-0.05179888,0.5336722,0.023674585,0.019397903,1.3226911,1.9262519,0.72261274,1.164639,-0.30555448,5.277056,-2.5205836,-1.6676264,7.2620683,-4.2134323,5.2563567,-7.021889,-1.4364964,-0.8727796,4.9365,0.15459055,1.2054032
-2.350235,-2.0625885,0.5901203,0.567141,0.05997763,-0.16725546,0.9949321,0.02758217,0.03301095,1.3536274,4.80078,0.6885296,0.76604223,-0.27522105,4.3949323,-6.575775,-1.6189067,7.866839,-4.3104625,5.1567883,-6.9182434,-1.637014,-0.8908674,4.7312803,0.8513516,1.250764
-2.5640671,-2.346753,0.63913053,0.48558986,0.079216614,-0.22015229,0.23416291,0.029585168,0.030196106,3.635832,7.1849465,0.5605146,0.8599369,-0.20714396,4.7723036,-4.537429,-1.2677782,9.998039,-5.8047485,4.1054773,-5.762032,-2.0890594,-0.49254638,5.9859724,0.5763191,1.1527623
-1.537568,-1.2816368,0.5479802,0.17427552,0.13162822,-0.29530093,3.1765153,0.014549295,0.011043228,0.936377,10.882748,-2.1832342,0.3559593,-0.33810866,2.062293,-1.3445525,-0.62222666,6.047901,-5.0131135,1.9594507,-2.0395339,-1.5378616,-1.1281037,3.3163977,0.21665056,0.4811295
-0.6785054,-0.31747586,-0.06728827,0.63423395,0.03355994,-0.09210246,0.2673774,-0.008070476,0.007913016,0.6374432,2.9332416,6.5938444,-0.37695423,-0.2250227,0.9054866,-0.9581413,-0.53641754,4.141771,-1.2252184,1.472082,-2.7311957,-0.74184895,-2.2484467,-0.39061227,0.16169485,0.15022838
-1.921617,-0.5625663,0.49898985,-0.25841567,0.06455483,0.010157395,-0.5810972,0.028622856,0.0078022913,1.5393957,10.589903,0.57411516,-0.26375946,-0.34101158,1.5778708,-0.17696759,-0.18092506,4.795407,-4.275412,0.7209984,-1.6180649,-1.9374117,-0.9294927,2.3637195,0.05655892,-0.22111526
-3.8508291,0.8443859,0.36881375,0.3534594,0.034426697,-0.083358005,0.7556923,-0.00064340536,-0.008928337,1.316637,2.7207968,2.0236788,0.749509,-0.036930528,1.11941,-4.1178946,0.5806077,1.4808681,0.67491114,5.0110974,-2.8380308,-0.8084248,0.12940727,1.4838792,0.3098598,1.0460901
0.3351801,-1.4283732,-0.044628546,0.56830865,0.00851638,0.019651389,-0.26113597,0.014721494,0.06772844,-0.4301311,0.5537511,-0.79772604,1.089948,-0.19299285,0.51296204,-1.6103625,-1.3613092,0.430019,-2.5425875,2.367995,-1.5155784,-5.593122,-0.25725922,0.29591328,0.39158073,1.1022601
-2.9028368,-2.2180068,0.5210136,0.23509032,0.04598261,-0.12731853,-0.7052342,0.028515862,0.014386951,5.933224,3.9585915,1.9305886,0.38867587,-0.21370095,4.0379133,-1.846939,-0.876299,9.268978,-3.1474838,2.7942414,-2.8151057,-1.2119325,-0.21837984,5.978052,0.28003633,0.6677982
-1.5754992,-3.403438,0.3676837,0.29031852,0.03188226,-0.1082574,0.2089876,0.015139386,-0.078926265,1.605124,2.8192604,3.600241,0.52735853,-0.12638424,9.40958,-2.5966132,-1.1639361,5.1246204,-2.7692327,3.2214258,-2.3269544,-0.98810357,-0.4338314,4.9355583,0.33151218,0.71679634
-5.1256666,-1.9483669,0.84729004,0.2099488,0.047408305,-0.13184397,1.5151204,0.051656555,0.0039252993,2.5661857,4.0440435,1.5998386,0.3911258,-0.21655425,5.489063,-1.7262871,-0.8448913,6.056447,-3.250634,2.5975385,-1.9538302,-1.2388296,-1.0142626,3.8020113,0.26547244,0.62468946
-1.722192,-1.9189026,0.7577705,0.3482755,0.0528244,-0.19281603,0.45665878,0.018046943,-0.15498196,1.6721314,4.915246,0.6867327,0.76845956,1.6189196,3.168301,-3.8486924,-0.82448184,4.5433226,-2.567423,2.8451576,-4.925261,-0.98621005,-0.7515014,3.4844644,1.3505,0.7076675
-1.7513077,-1.9576187,-0.03000648,0.35311556,0.046779316,-0.11953681,1.0924523,0.024717381,0.019573819,3.9344654,4.367002,1.5824733,0.565245,-0.28407514,3.5415537,-1.7269366,-1.0058396,5.464713,-2.7550466,3.0216322,-2.724757,-1.097649,1.1114756,5.5759187,0.26801524,0.7146733
-1.6685842,-1.3256309,-0.016308423,0.3363428,0.03484383,0.22543459,0.122758985,0.028102733,0.5558165,1.8998816,2.811323,2.191699,0.5606842,-0.30056962,6.363431,-2.3723397,-1.1372972,5.3260055,-2.8340025,3.1189766,-4.8089128,-0.8100933,0.23233001,3.2492623,0.37776902,0.75995016
-0.9721153,-2.246438,-0.04000196,0.32500282,-0.005053751,0.07642678,-0.78490484,0.015142499,0.0715084,0.94456035,-0.2809399,1.6175016,0.57119757,-0.1409853,8.936976,-3.5678563,-1.2819229,4.8706145,-2.3213143,3.8635483,-3.606718,-0.4730787,0.23109117,3.6267774,0.52070075,0.7903135
1.6142046,0.23307595,-0.72806674,0.3035507,0.036401406,0.11943025,0.35076466,-0.01319147,-0.0048105745,0.64823085,2.4007905,2.2218893,0.37899095,0.097176775,-0.7495063,0.081128135,-0.64025307,1.4617379,-3.6822832,0.28085437,1.9785355,-3.0519934,-0.37827572,-0.23867139,0.0031901896,0.6015362
2.6218433,0.10369134,-0.25888285,0.31837052,0.011241194,-0.0039523193,-0.36485443,-0.022316096,-0.016861921,-1.8976511,0.5895753,2.6584659,0.43493283,0.0610185,-0.65643185,0.043831013,0.15833049,1.5504811,-1.1542441,-0.6402685,2.9339652,-0.7420585,0.13861412,-0.7163519,-0.0520648,-0.3204873
-0.26835397,-0.7837902,0.43805572,0.6414388,-0.021507356,-0.14669603,4.9632244,0.00056612096,0.007150996,3.3001885,2.7820075,0.2976781,0.8049927,0.1601712,1.4961907,-1.6446229,-0.6755359,3.8724668,-3.3451807,2.0020149,-0.81643814,1.0088096,-0.74212825,2.9880629,0.23512532,0.5824271
-0.36838758,-0.91317,-0.05681336,0.17366105,0.014752946,-0.03751415,0.09275101,0.00071768614,0.024199741,-0.18991278,1.6729923,-1.1492038,0.29237875,-0.0844295,2.9170964,-3.7647269,-1.0022835,9.235089,-1.6149615,3.7250774,-4.3789907,-0.5468046,-0.19448142,2.2980528,0.3381073,0.8523796
0.023929916,-1.075671,-0.14229678,0.2852347,0.00024161181,0.026247,0.3522278,0.00038747652,0.029733043,-0.23945385,-0.09265257,-2.913604,0.56216395,-0.11846529,2.826274,-7.2183337,-1.2159469,4.335997,-2.5389433,4.168592,-6.9068003,-0.14806968,-0.44493592,3.5136707,1.4238482,1.1199422
-0.60766506,-1.5139048,0.12175371,1.8636549,0.0071388176,-0.03613419,0.2833187,0.0040764846,0.008028123,0.7755816,1.9593501,1.0956893,3.0853093,0.31216547,3.3052192,-2.369912,-2.453562,1.9360316,-1.4690621,0.6973723,-2.252348,-3.1667364,1.3914102,0.9717901,0.40468556,0.38101038
0.15596414,2.5773876,0.83349127,-0.3695232,-0.002176478,-0.003946959,0.66148055,0.061480235,-0.0071404516,3.3429775,-0.22203614,2.353689,-1.4358518,-0.3067946,-3.8064857,-0.591372,0.667851,-0.6225518,2.043477,-2.5527499,1.1951979,2.0234847,0.031392276,0.5561855,0.023417078,-0.19533019
1.7417494,1.1601421,-0.13725747,0.24075554,-0.09398524,0.30615285,0.55971795,-0.007584763,-0.0037906829,-0.14280535,-7.1036806,0.5893605,0.43369916,0.5285798,-1.5179458,0.9002529,-0.055876717,-7.456077,3.88485,0.19348738,1.2272584,1.0686376,0.89938545,-4.136698,-0.08281781,0.39177263
2.1925607,1.679869,-0.47315538,0.84800875,0.012976276,0.18055919,0.89566195,-0.038448058,-0.002725433,-0.40479586,-5.5006647,1.6015289,2.455247,0.380117,-2.1232264,1.498455,0.34332925,-4.924489,3.3683522,-1.1707715,2.2253058,1.9407507,1.3604784,-2.8561003,-0.10865301,-0.030810794
1.2613521,-0.78960323,-0.07768908,0.5744684,-0.020492839,0.13909523,-0.0044510574,-0.008963917,0.035806093,0.9520041,-1.7151004,1.8122537,1.3710556,-0.12578373,2.8304877,-0.91898865,-0.7930145,1.0067652,-0.2392116,2.0394962,-5.945501,0.032930646,0.63428366,1.9407408,0.05482262,0.33356845
0.007967301,-1.3011967,0.24660778,0.37088305,0.043119982,-0.14026262,3.2835312,-0.014696111,0.006095506,8.150508,3.5898762,3.3872182,0.38907626,-0.15313478,1.5460769,-2.3259888,-0.59606117,4.8496366,-1.4875182,2.3516798,-1.3463889,-0.56040776,-0.046429086,2.7059336,0.3117492,0.36713722
-1.1304318,-0.71986127,0.31788918,-0.14691798,0.025849182,-0.075985335,0.08638233,0.014467917,-0.009471617,-0.19313388,1.312485,-1.1923265,0.12626778,0.65944844,1.8741752,-6.827007,-1.2009335,3.4873993,-1.7189106,3.4663005,-2.0568318,-0.97568876,0.86952806,2.2276511,-0.13618393,1.0581018
1.2084674,1.207214,-3.8180754,0.90732247,-0.03593687,0.2837319,-1.5276788,-0.16135497,-0.0031895577,-0.95519525,-3.8917172,1.8115124,1.4110537,0.7891125,-0.49524263,-0.108835556,0.19578758,-2.9477024,0.5671111,-0.49937847,-0.002567874,-1.1364852,0.40741292,-4.0947776,0.08767381,0.09570179
0.7643149,-2.2656174,0.11228503,0.37483028,0.025762169,-0.078965515,0.4839385,0.008709722,0.017950747,-2.8447056,2.6132262,-1.4454752,0.3033675,-0.0707828,2.1073573,-2.9994218,-1.6447215,4.6685004,-3.4350789,5.06773,-3.5175858,-1.2647138,-0.6765605,2.6479812,0.48046857,1.2657335
-2.6853244,-2.7258096,0.65215075,0.6373484,0.06966776,-0.19205102,1.0220778,0.030287549,0.042077146,1.5936152,6.1244297,0.6556608,1.1220591,-0.29678425,5.9691744,-5.835982,-2.7405968,10.539076,-5.8391113,8.5794735,-8.048919,-2.1413078,-0.8706389,6.3586764,0.893817,1.9147819
-1.534039,-1.4136757,0.37892225,1.6850154,0.055019412,-0.15338269,0.8023713,0.017441912,0.015786994,-0.986603,5.3655133,-0.57783175,4.0571895,-0.25460348,2.7116003,-2.6708794,-1.4395566,5.810045,-3.6580372,4.4643297,-3.4533653,-1.4081016,-0.83214283,3.374995,0.37294376,3.0081186
0.7477813,-0.67478216,0.13591745,0.34348723,0.062253814,-0.1656161,0.6164536,0.01802948,0.024904346,2.0143087,4.531171,-0.96166474,0.4607999,-0.28514796,-0.8302581,-3.2036428,-1.4330786,4.812257,-3.5087452,3.9724464,-3.0418305,-1.4011705,-1.0201961,2.3491426,0.376322,0.43750498
0.49404693,0.79969835,0.3615027,0.47004566,0.04790153,-0.13379979,-0.23641723,0.013381072,0.019246396,-0.18686135,4.04172,-4.342293,1.0185004,-0.18579642,1.0679405,-2.677438,-1.4663994,4.5452576,-2.8379958,4.495749,-3.4797928,-1.0647515,-0.20834778,2.833835,0.47266605,1.2712433
