0,1,2,3,4,5,6,7,8,9,10,11,12,13
4.308355,-5.959351,2.3970907,-2.7555153,-0.08051049,1.3595043,6.3918185,1.4860308,-0.15802191,-2.6178417,4.6817803,-4.26773,-0.6281463,0.28205445
-0.11956082,-1.9381162,0.49176484,0.048179436,0.053145256,-0.88324916,-3.5796242,-1.8615435,0.27111134,-2.8857234,6.1960063,0.056385458,-0.0056111417,-3.6632233
0.93232614,2.6326742,-0.19390912,0.72520185,-0.54133034,2.8897865,0.82381666,-0.10093221,-0.117255695,-0.44257295,1.3355774,1.7226608,-0.36594662,3.5876834
0.5358639,0.9478134,3.2571762,-0.1762336,-0.2514448,0.6809241,4.64642,2.827493,-0.98407876,0.8475431,1.5355726,-4.6327043,0.06495987,-0.07636691
9.908031,-4.5137534,-1.811685,-0.061630793,-0.3843241,-2.3773208,3.879287,0.38285586,0.049412742,-0.56556624,4.012545,-8.796274,-0.49459052,0.09440354
6.1778603,-6.4846473,-1.3607146,0.3911541,-0.32540852,-0.24894899,4.3614116,0.59588677,0.07150533,-0.65621406,5.520477,-6.046412,0.14627382,-0.044168726
7.3699107,-3.5837035,-0.31958246,0.27697158,0.6367527,-0.9376823,4.669369,-3.268745,0.16522317,-1.346117,5.095538,-6.450809,-0.3049391,-0.07227619
8.19028,-3.378017,2.5755234,-1.221561,-0.23471549,1.4642122,3.8553238,-0.7456364,0.38593468,-0.7845848,4.210662,-7.7483115,-0.14292447,0.039707478
0.97885865,1.5998778,-3.3029346,4.5365987,-0.07073447,1.8564166,0.23304813,0.33140093,-0.19033137,8.572663,0.5502843,-0.18248075,-0.042698186,-0.004870283
3.0516505,6.352883,-2.817913,1.6624874,-0.18772085,2.160134,1.2624395,-0.46910244,0.05897086,4.112776,-0.9070423,-0.368779,-0.39977401,-0.018005665
1.3429407,4.0043435,-2.037796,3.0924041,0.061455812,2.0246785,0.23727915,-3.0910308,-0.09763281,6.3926415,0.9488067,0.39929733,0.14916852,-0.28725806
4.1776195,1.7221707,-2.135209,1.430301,0.017263958,1.6658862,-0.8203504,-0.7560152,0.00044833313,6.786572,-0.72863805,0.08530588,-0.19354095,-0.32242858
2.7597878,0.39714187,2.042408,-0.51794654,0.3834148,0.748353,0.16992672,-5.892066,-0.051811025,0.88328755,4.3124394,-1.4018598,0.0809836,0.8568736
2.3401077,-4.7868776,-8.529877,-0.5021825,0.10601654,4.090732,4.8438964,1.9155492,-0.4784797,-0.89144516,4.5934434,-1.5628573,-0.36434335,0.52028054
2.9414594,-1.4541229,-7.140256,-0.71393394,-0.15522645,4.556258,6.679355,-0.121834375,-3.3998475,0.20575449,3.4979331,-1.3652889,-0.17650881,1.3922937
1.0094345,-0.40453932,-4.877687,-7.094647,0.03491197,1.0939262,4.4561305,0.8546607,-0.97139055,-3.11238,2.9761887,-2.2817554,0.11510778,0.44458935
2.8138077,-0.47695208,-9.387828,-0.98346096,-0.13954195,0.5030653,5.5646276,9.28066,0.17578489,-1.2425308,0.30103156,-0.01922932,-0.045636527,-0.2143041
-3.8873398,2.0358577,8.601951,3.0837066,0.17464776,0.5612843,-11.905607,-0.94651127,0.07969552,6.338649,-4.084909,3.670167,-0.0120129725,-1.1482987
1.3734221,-0.5148005,4.468076,0.9529576,-0.16841963,-0.8356092,3.017803,0.24134003,0.8074384,-0.40917784,1.5500466,-9.125282,0.024799347,0.13672438
-1.1690257,1.5213178,-4.7602253,1.257986,0.3488057,-1.2651933,4.837286,2.0864935,1.3449146,5.2140937,-1.6621791,2.139827,-0.17319307,-0.34034267
5.245165,-2.4265602,-2.8491607,-1.652207,-0.48106632,1.2567428,13.556872,1.4725074,-0.02764228,-2.8891485,4.5708036,0.684612,-0.075878434,2.960838
0.25764602,0.667387,7.6542425,-3.116608,0.16845556,-3.8150308,-9.61156,-1.4661678,1.5797925,-0.032565746,1.3120193,-0.051368106,0.119052775,-0.8632275
0.65510005,3.2028644,-7.852817,-0.6034074,-0.008232388,3.609653,0.34893337,3.6159472,-0.1935868,-0.533186,-3.1171315,1.1770637,-0.047797177,1.8901412
1.7734014,1.2211266,-3.6442494,0.40112177,0.8064169,-0.36140424,4.4841523,-0.12522422,0.052265193,2.109874,0.18967013,-0.9106018,0.9662527,-3.5720398
3.289584,-2.8170652,3.4333615,-2.3824801,0.21414873,-4.3344145,3.5983877,-5.2657013,0.16185755,-0.4623486,4.606367,-1.9968714,-0.038039107,0.38539034
5.0408382,-1.8297477,-6.1204543,-0.8512141,-0.09641098,1.2426728,16.533426,3.398927,-1.2543772,-1.2319791,5.3183928,-2.6913016,-0.093898594,0.75836706
1.5770861,3.16937,1.5224677,0.15371916,-0.5736665,-0.7657188,4.368936,-4.783937,0.2038061,-0.4795975,2.3302715,0.59852904,-0.05365495,-0.46153137
2.8399177,-8.305129,-3.983752,-1.6867081,-0.05924695,-0.2687476,9.05942,0.83042264,0.0014165872,-4.0322857,3.1295562,0.0008834094,-0.45750302,-0.042324875
-0.8348877,0.56116676,-3.9976132,-3.9190843,-0.23093028,3.399727,4.891283,2.9571378,0.35736635,-0.5706822,-4.003153,-1.7837569,-0.13421336,1.1101277
0.17623353,-0.15434164,6.21978,0.38443246,-0.066135794,0.27118722,5.7433763,0.18958984,-0.010426329,0.0922304,5.8123755,-0.2569462,0.0060527925,2.1399333
0.97557616,2.8625236,-4.12528,-1.5629638,-0.310756,1.81795,8.335636,-0.029103812,-0.7367491,-3.823315,2.3767104,-1.5899543,0.3566551,-0.16518116
1.02104,1.4742299,-3.913237,-3.7808118,0.5332372,0.91701293,6.33574,1.874706,-3.3420665,-3.9440415,1.6347758,-1.1128731,-0.17597468,0.80714005
3.3726518,-1.0434486,-4.991177,-2.6264956,-0.72510904,4.8818464,5.439611,-0.011966515,-2.1081066,-4.6697984,1.6178936,-2.5316494,-0.028691733,-0.6849983
5.439203,-2.882555,-11.298727,-1.8037422,-0.23670292,5.3856583,10.119608,0.8990911,-0.32270232,-1.0380846,2.2968946,-2.8753622,-0.17114928,-0.88889277
3.7059727,-0.9683821,-7.5344024,-3.0011759,-0.015485857,-0.6080464,4.1885996,0.67978686,1.882842,-2.258345,3.5875287,1.4044726,0.047627844,1.3007224
-0.8917098,-0.5195714,-7.4515543,0.07913205,0.23395212,4.04253,3.343594,2.161182,-0.1888796,0.2937112,-7.122896,0.5921158,-0.018420333,0.09161129
4.1767826,-1.4368644,-3.633234,-2.2230425,0.7302726,1.9701241,8.094638,2.2411542,-0.55188954,0.7195246,4.614127,0.41538543,0.38927302,1.2238157
1.3592103,3.4709442,-2.9792383,1.0581253,0.061066147,4.8112297,3.2147229,8.143924,0.69367546,0.728612,0.7408894,0.017216872,0.18621026,-0.44810024
-0.9875278,3.27107,8.431985,0.36475727,-0.35071817,-1.3120215,-6.341631,-0.6614478,-0.22778566,1.5610673,2.1555786,-0.23603767,-0.03442767,0.18548776
-0.57116556,-1.5183704,-8.318819,1.6453431,-0.32026365,1.9168365,2.54448,3.5872495,-0.18598095,-0.73942655,2.755535,-2.781733,0.8982901,0.16954775
-1.0398949,0.6583499,-9.144284,0.3020269,0.08697496,1.9063478,2.1200342,1.2831433,0.06618189,0.06006164,4.2596836,-0.2562779,-0.11989277,-1.7872858
-1.3333284,-0.461742,-5.0433383,-0.05452767,-0.39505574,0.7239932,2.8022897,1.9737734,-0.055100236,-0.44392085,4.9260345,-1.2127155,0.09067294,-3.6684515
-0.6627344,-1.700523,2.6098728,1.8571408,-0.9439878,-3.0674238,-5.538042,2.770705,-0.4513008,0.68942076,-1.1523868,2.3894224,-0.9911731,-1.1401808
-5.374399,-0.777925,7.6357284,0.55710405,0.06086394,-4.809757,-2.1303377,-4.890803,-0.2645255,1.2272664,-2.9389155,2.8829355,-0.05430469,-0.015254088
-2.8712451,-1.0807346,7.291047,-0.41504693,-0.12140513,-8.334265,-1.0568255,-3.5256746,-1.6592205,0.65053916,-0.7299759,2.2112553,-0.2093843,-0.080407396
6.8665667,-4.5487223,0.3844045,-0.5201942,0.22490259,-0.630266,3.537433,1.3499861,0.8367423,-0.46608934,-1.1999817,0.08207362,-0.32900375,0.099977985
6.055098,-0.9935677,-6.208387,1.4497172,-0.97203517,-0.25967684,0.8511415,-1.1529498,-1.3759035,3.3845606,0.32345498,-2.0899794,0.09580877,-0.15032159
0.53439283,-0.91521895,-5.1972985,0.54601663,-0.24993496,0.9822493,0.95111114,3.7863607,-2.3984542,6.412687,0.55393976,-0.72158223,0.10292294,0.025048768
1.0844804,-0.11174471,-9.29623,4.311458,-0.030899296,7.4241066,0.5531423,0.98633975,-0.6202,3.5479884,0.19283834,-0.26036096,0.12372406,0.18122602
5.2106757,-3.9065793,-4.293649,-3.5198145,-0.066910386,1.0895386,1.1807228,-1.057588,-0.56497395,-3.284902,-0.5758804,-1.5984975,-0.24402902,0.42542675
-0.95150155,0.47681856,4.2286096,0.88803923,-0.07041591,-5.5885415,-3.9501786,-7.411182,-0.40831363,-2.263312,-0.7390549,2.7307153,-0.04019728,0.66774917
